gene_ids,ens_gene,Pan_hrt_1,Pan_hrt_2,Pan_kid_1,Pan_kid_2,Pan_liv
457184,NSPTRG00000000008,1.2864,0.529955,0.53107,0.859193,0
741567,NSPTRG00000000009,0.202958,0.159623,1.3825,0.762652,1.755365
450189,NSPTRG00000000017,0.0432803,0.0340392,1.393671,0.433606,0.0399205
457190,NSPTRG00000000021,2.11531,0.309518,7.25019,4.04134,6.5793
100610821,NSPTRG00000000024,2.79162,3.21006,8.3455,6.69303,5.87789
457191,NSPTRG00000000025,29.217564,24.576,67.36757,61.56901,52.9811
100611076,NSPTRG00000000027,35.0145,30.798,117.005,101.386,75.0052
457972,NSPTRG00000000028,20.997974,16.140516,135.94328,97.02483,108.78943
747422,NSPTRG00000000029,73.47742,67.17913,131.0433,139.961,118.03398
100612653,NSPTRG00000000031,3.43082,2.309,17.5471,11.0765,20.3447
742484,NSPTRG00000000033,0,0.496523,0.713352,0.58798,0.829137
742879,NSPTRG00000000034,96.4254,74.1832,236.986,150.474,109.997
746857,NSPTRG00000000035,2.71134,0.955916,1.15793,2.38854,0.301829
457206,NSPTRG00000000037,2.082578,1.637913,13.3509,13.5511,5.8373
457207,NSPTRG00000000038,11.737625,5.40612,65.6587,35.88819,118.74754
743250,NSPTRG00000000040,0.38158,0.0600162,0.331214,0.726767,0.246338
747072,NSPTRG00000000041,0.115698,0.0909943,0.859751,2.66599,2.6679
457213,NSPTRG00000000044,16.96928,9.02667,178.618,109.5612,54.33315
457216,NSPTRG00000000047,9.50877,5.7593,12.8595,13.7969,6.78798
743765,NSPTRG00000000048,1.11544,0.184689,17.9049673,19.1634,0.984449
743842,NSPTRG00000000049,37.8579,29.1935,116.3892,105.9559,83.3145
457220,NSPTRG00000000050,8.75886,4.82874,26.8009,25.6907,13.0732
107974505,NSPTRG00000000051,0.044578,0.0350599,0.58887,3.9047,0.578366
107974508,NSPTRG00000000052,5.319276,9.63785,13.8651,15.5603,7.91221
457221,NSPTRG00000000053,14.72133,3.027514068,34.10209,16.85949,55.1706
744202,NSPTRG00000000054,4.747752,3.248795,11.56984,13.678022,16.86506507
744165,NSPTRG00000000055,1.9520221,0.2534174,2.014371,0.2065424,0.093984
469468,NSPTRG00000000057,0.433339,0,0,0.173657,0
457227,NSPTRG00000000059,4.09168,1.523963,8.23029,5.431357,0.86483
748158,NSPTRG00000000060,0.193071,0.273325,32.6636,21.5093,23.5426
100611345,NSPTRG00000000062,0.044701,0.0585943,0.147633,0.202355,0.233642
748193,NSPTRG00000000063,32.85143,20.2733,60.7857,92.9392,66.7349
457233,NSPTRG00000000064,3.36441,2.33011,15.4235,13.9857,7.50334
457236,NSPTRG00000000067,0,0,0,0.0356929,0
457237,NSPTRG00000000068,26.4593,16.4098,35.8686,30.5515,27.7405
457238,NSPTRG00000000069,8.36602,10.489788,18.67144,25.1088,8.741925884
744932,NSPTRG00000000070,1.50838,1.16415,5.1032,7.65859,3.39147
745076,NSPTRG00000000072,0.463089,0.1214043,9.081,9.3563,0.0927399
469781,NSPTRG00000000075,0.0625622,0.01968168,0.2479472,0.46382,0.0230822
100612505,NSPTRG00000000076,116.03,134.377,170.968,259.168,163.959
457892,NSPTRG00000000078,7.61793,10.8303,11.5072,15.2045,6.977
469782,NSPTRG00000000079,13.1692,9.071685,29.66083,45.389457,7.153537
469783,NSPTRG00000000082,0.704025,0.37375,2.83379,1.9573,0.68184
745616,NSPTRG00000000084,3.143332272,1.673090222,13.534486,19.057688,21.965431
457895,NSPTRG00000000085,0.496,0.257507,1.78511,1.95811,0.942696
457897,NSPTRG00000000088,7.046048435,9.853428477,6.859370002,6.075864897,2.113700017
104001054,NSPTRG00000000089,4.00836,3.52737,7.8635,10.4075,6.37231
469785,NSPTRG00000000090,0.0221504,0,0.1782444,0.0665747,0.132747
457900,NSPTRG00000000091,11.8724,18.0643,23.6987,43.883,21.5882
469786,NSPTRG00000000092,2.6822,2.3068,7.67147,6.66963,5.58872
457901,NSPTRG00000000093,5.15087,6.712012,8.79867,16.890382,5.057487
745844,NSPTRG00000000094,35.181259,38.25203,47.73828,35.08506,23.51424
457905,NSPTRG00000000096,37.762044,42.336592,47.96744,41.11043,34.321987
457906,NSPTRG00000000098,38.7278,30.8355,50.6571,64.4939,22.67
457907,NSPTRG00000000099,5.07551,3.76905,11.5618,8.49003,4.37846
746007,NSPTRG00000000100,0.175356,0,0.10859,0.263523,0.242615
746063,NSPTRG00000000102,152.5893,194.8079,224.4444,418.473,207.2197
469787,NSPTRG00000000103,5.04112,2.99263,16.4791,54.4869,72.9211
456637,NSPTRG00000000104,0.953428,0.531791,14.51571,6.01876,0.330041
457909,NSPTRG00000000106,36.209214,13.750932,53.556459,46.300147,10.479982
457913,NSPTRG00000000109,142.5079359,70.5857,1371.30477,796.991,1565.9341
457915,NSPTRG00000000111,0,0.0420844,0.3869151,0.312985,0.1577301
457916,NSPTRG00000000112,38.3002,6.23134,19.1775,38.4371,2.42588
100610187,NSPTRG00000000113,5.997328,3.448963,17.92816,8.351948,25.5146
469790,NSPTRG00000000114,2.55922,0.772791,5.29324,11.51078,72.87126
457919,NSPTRG00000000115,4.16684839,3.542863714,22.6515,28.65804514,17.0938
457922,NSPTRG00000000120,1.71924,0.827397,5.888339,6.036346,4.46592
100611252,NSPTRG00000000121,16.4121516,16.445932,52.05287496,52.03320271,5.951568779
746735,NSPTRG00000000124,9.69218,15.89496,18.96299,24.4732,12.15836
101057726,NSPTRG00000000125,9.47967,9.53624,8.73719,7.28861,0.813374
457924,NSPTRG00000000126,8.14318,14.62702,9.700101,23.46761,4.42986
100534605,NSPTRG00000000127,23.763469,28.1497662,15.958766,17.795672,8.924889
457928,NSPTRG00000000131,8.3656,10.7474,20.4695,28.9264,9.97549
457929,NSPTRG00000000132,13.0688,10.2075,29.4832,23.5594,28.7548
457931,NSPTRG00000000133,13.83162,6.15554,14.04396,9.14964,4.89165
469794,NSPTRG00000000134,0,0.0251241,0,0,0.029465
107974879,NSPTRG00000000136,23.427629,27.13919576,36.456869,32.89213,24.80209
107974877,NSPTRG00000000137,0,0,0,0,261.5105
107974880,NSPTRG00000000138,30.20019,20.37792,55.90126,26.15134,77.0775
457944,NSPTRG00000000140,15.37731,12.217118,24.65386,25.064634,19.29148
457945,NSPTRG00000000142,7.13445,9.30115,12.4303,15.838,12.1723
735739,NSPTRG00000000143,1.44531,1.23744,0.838366,0.256607,0.0168749
457946,NSPTRG00000000144,5.6233,4.42263,8.89905,7.7314,21.61157
457949,NSPTRG00000000145,0,0,0.0132591,0,0.137338
457951,NSPTRG00000000146,3.02863,5.00213,18.8173,14.4633,21.6498
457952,NSPTRG00000000147,13.26405,11.24306,61.802,58.012,18.17046
469799,NSPTRG00000000148,7.867,5.600989,19.7816,10.6087,44.5471
457953,NSPTRG00000000149,20.0699,10.4414,40.7587,10.9902,56.398
736113,NSPTRG00000000150,0.89286,0.533393,1.635,1.34436,0.722638
457954,NSPTRG00000000151,9.864647,2.683354,91.53328,89.150788,34.69241
469800,NSPTRG00000000153,10.2188,3.67117,24.7836,10.6909,9.96514
457955,NSPTRG00000000154,6.451415,3.12349395,12.5473,9.60289,8.420651
736416,NSPTRG00000000155,0.668278,1.35152,0,0,0
469801,NSPTRG00000000156,47.6822,1.38893,0,0,0.162891
457956,NSPTRG00000000158,20.18718245,20.23008284,15.58327768,39.50039,26.319845
457958,NSPTRG00000000159,167.662427,213.073492,85.3987,68.838338,65.4316321
457959,NSPTRG00000000160,5.89423,1.50845,35.8049,14.1537,17.9065
457960,NSPTRG00000000161,0.33513,0.1355549,0.845954,1.074343,0.288778
457968,NSPTRG00000000164,18.675541,7.84323,19.2972,12.603486,32.917676
457969,NSPTRG00000000165,8.42856,6.302827,8.909362,9.995685,4.016729
737006,NSPTRG00000000167,32.4644,21.5197,80.6076,98.6232,117.043
457970,NSPTRG00000000168,0,0,0,0,0
737180,NSPTRG00000000170,0,0,0,0.0977126,0.109714
456452,NSPTRG00000000182,0,0,0.053637,0.130165,0.039946
456453,NSPTRG00000000184,2.72451,0.371062,4.74404,1.949694,0.38623
469125,NSPTRG00000000185,6.32705,4.449911,11.34772425,10.89040002,5.475119
456454,NSPTRG00000000186,0.926178,0.451879,18.770406,23.79905,3.292774
739379,NSPTRG00000000193,3.38055,2.43979,34.8738,28.0111,2.23771
456456,NSPTRG00000000194,0,0,1.245424,1.1733731,0.104398
739685,NSPTRG00000000197,0,0,0,0,0
456457,NSPTRG00000000200,1.777466772,2.215724,10.00844,15.500425,3.488766
456458,NSPTRG00000000201,3.017779,2.80197,6.229207,11.6544,2.319588
469130,NSPTRG00000000202,0.096283,0.313948,60.9612,397.62355,21.227521
456462,NSPTRG00000000205,41.343739,28.658401,45.3001,29.91958,26.1393
469131,NSPTRG00000000206,1.79496,1.84331,2.31497,5.74416,1.27474
456463,NSPTRG00000000207,0.368754,0.0738641,20.4982,33.2381,8.68668
740207,NSPTRG00000000208,34.57588,24.362959,36.40366,18.7503,7.652421
456468,NSPTRG00000000210,7.41995,6.51799,12.9715,14.7988,7.24405
740453,NSPTRG00000000211,5.538232,6.75854,22.35257,19.961566,11.23606
740755,NSPTRG00000000214,1358.36559,917.857,4.38233,2.741711,0.411988
456470,NSPTRG00000000217,0.737502,0.332388469,333.68521,389.18049,0
456472,NSPTRG00000000221,7.57339,3.08138,17.1806,10.367,17.636085
469134,NSPTRG00000000223,0.697316,0.26904,1.80873,1.5554,1.20142
741051,NSPTRG00000000224,6.77824,4.93206,10.9076,9.97835,5.78421
456474,NSPTRG00000000225,4.40433,4.80654,6.65285,6.17979,4.47182
456475,NSPTRG00000000226,44.32799,26.14141,65.9531,50.87214,49.5138
456477,NSPTRG00000000228,14.554471,7.592629415,32.45995,31.6106424,36.38635
456523,NSPTRG00000000238,1.561214,1.2653768,6.68503,6.77146,1.8694638
741773,NSPTRG00000000239,1.03873,0.476549,1.23286,1.30082,0.199602
456525,NSPTRG00000000241,6.029118346,4.544846,26.864813,21.63464999,12.81352
456526,NSPTRG00000000242,110.003,194.258,154.376,343.673,108.06
456527,NSPTRG00000000243,0.269354,0.185362,11.5716,17.8947,0.512416
469177,NSPTRG00000000244,0,0,0,0.0389085,0
469178,NSPTRG00000000245,0,0.0187657,0,0,0
456530,NSPTRG00000000246,1.1235779,1.465192,0.957488,3.510147,1.296233
456531,NSPTRG00000000247,6.11319,4.99068,20.1456,20.6659,19.7517
456533,NSPTRG00000000248,15.5009633,12.694488,79.774134,47.450127,34.804977
456534,NSPTRG00000000249,0,0,0,0,0.851388
456572,NSPTRG00000000250,0.901661,0.354571,2.79177,0.335052,0.237619
456574,NSPTRG00000000253,0,0,0,0,0
100615078,NSPTRG00000000254,0,0,0.0386696,0.0312808,0
456575,NSPTRG00000000255,3.424429,4.791322,96.80698,517.259707,39.69241
100612108,NSPTRG00000000256,1.57072,1.61968,10.2376,4.97737,3.72393
456576,NSPTRG00000000257,16.54735,14.61503,44.91808,52.4542,63.28529
748745,NSPTRG00000000261,7.634298434,6.392218,18.03989,17.2459,12.453614
742881,NSPTRG00000000262,11.6719,7.42166,26.4343,21.2893,29.8548
100615181,NSPTRG00000000264,3.9316754,13.86986,145.48081,238.35094,46.2064
748767,NSPTRG00000000265,14.6238,12.2243,229.338,536.441,24.6799
743000,NSPTRG00000000266,3.347481,3.29539,18.96907,29.868,15.62835
100612860,NSPTRG00000000268,118.7117,91.22102,145.42372,119.304833,118.596809
743251,NSPTRG00000000269,240.05032,233.93926,275.58475,236.37712,197.42317
469199,NSPTRG00000000271,0,0,0.172851,0,0.064365
456583,NSPTRG00000000272,1.09999,1.09804,10.7939,8.90104,3.82426
743465,NSPTRG00000000274,0,0,22.4499,74.2554,1.11463
456482,NSPTRG00000000275,1.83816,1.91553,4.4393,3.31483,2.03456
748864,NSPTRG00000000276,0,0,0,0,0
456587,NSPTRG00000000277,265.71915,13.468683,0.237997,0.0478936,1058.4257
456588,NSPTRG00000000278,7.09757,7.3046,0.0502306,0,0
469200,NSPTRG00000000279,0.0339133,0,0.0420017,0,0
748868,NSPTRG00000000280,0.196695,0,0,0,0
469202,NSPTRG00000000286,0,0,0.119835,0.174488,0
743914,NSPTRG00000000287,4.22855,2.19924,114.455,85.4455,24.3768
456590,NSPTRG00000000288,13.0457,9.70689,28.5746,22.821,15.2779
744046,NSPTRG00000000290,1.12433,0.884265,3.89895,4.28038,18.4594
749028,NSPTRG00000000291,113.247,123.329,179.767,220.284,85.1942
456592,NSPTRG00000000294,1.82853,0.768891,3.13911,2.64813,0.651256
749040,NSPTRG00000000295,0.091568,0,1.134072,0.160542,1.288009
456593,NSPTRG00000000296,15.1342,17.98482,31.39781,42.651808,11.9148
469204,NSPTRG00000000297,10.801587,10.6243211,13.632051,17.078932,15.68725213
456594,NSPTRG00000000298,16.50997,13.280868,30.720537,24.653126,29.87628
456599,NSPTRG00000000300,16.14814,8.46587,30.89325,43.56354,13.32907
456600,NSPTRG00000000302,4.05991,5.56032,30.94954,107.6473,65.9851
456601,NSPTRG00000000303,4.139299,1.474336085,101.043205,57.246292,108.2789724
456602,NSPTRG00000000304,9.742248,13.46242,12.17844,15.6225,8.62548
744642,NSPTRG00000000306,0.145106,0,0.359429,0.145376,0.133842
100613114,NSPTRG00000000307,20.83641,19.9294,14.6487,26.154,4.47585
456610,NSPTRG00000000315,3.0451,4.36893,9.283958,11.8390658,4.793689
456611,NSPTRG00000000316,0,0,0.0634881,0.15407147,0.0236413
749231,NSPTRG00000000318,53.8052,8.54475,55.6383,14.1674,130.99
456612,NSPTRG00000000319,97.6965,11.2615,91.8935,13.1099,251.822
456613,NSPTRG00000000320,0.2460509,0.2430692,2.0653914,1.8438,0.911453
456614,NSPTRG00000000321,10.34386653,8.8758951,29.491212,26.75259,14.64305
469217,NSPTRG00000000322,5.70713,6.08884,8.942932,10.4912,1.74779
469219,NSPTRG00000000323,0,0,0.107338,0.173657,0
456615,NSPTRG00000000324,38.18206,30.526821,57.532,37.88382,37.1812
469153,NSPTRG00000000330,0.260242,0.12707,0.554131,0.489108,0.730609
745532,NSPTRG00000000331,50.065,24.4964,94.1667,69.9762,85.9876
745599,NSPTRG00000000334,960.985,796.645,1502.78,1445.7402,1591.431
456620,NSPTRG00000000335,7.83442,5.97415,10.629,13.2879,11.0742
456621,NSPTRG00000000336,46.8214,32.5488,58.7848,50.5392,54.0777
456623,NSPTRG00000000338,2.83759,2.08773,39.1114,24.1184,31.7032
456624,NSPTRG00000000339,14.01201,22.21301,65.8695,179.9879,29.15201
469222,NSPTRG00000000340,10.4375,3.545492,41.0126046,40.762731,28.03554
469223,NSPTRG00000000341,101.45985,121.73598,5.436837,7.00197913,0.36142
469224,NSPTRG00000000342,0.103781,0,4.01667,1.29968,2.36919
456628,NSPTRG00000000343,1.515061462,0.834539,4.89501,5.033349,15.15593
456630,NSPTRG00000000344,0.092407879,0,0.931924,0.1771202,0.0389015
749383,NSPTRG00000000345,0.4773116,0.360751,1.98697,4.084573,0.8127457
469225,NSPTRG00000000346,10.963894,16.268993,24.88909,33.03837,4.046284
746089,NSPTRG00000000348,0.491235,0.745797,2.23388,2.25967,1.19283
456632,NSPTRG00000000349,15.19359,11.772359,26.24513,25.72975,18.84793
749398,NSPTRG00000000350,76.5675,41.5699,33.346,116.723,8.8585
456633,NSPTRG00000000351,1.11675,0.513469,2.44701,0.998332,2.56721
456634,NSPTRG00000000352,35.46082,26.35794,33.85675,38.98846,24.97539
456635,NSPTRG00000000353,11.72216,22.99384,34.324,89.4753,13.12079
104006796,NSPTRG00000000362,9.81225,4.44509,24.0133,16.3055,16.5323
736491,NSPTRG00000000363,11.3126,4.67102,52.821,36.361784,11.04309
735630,NSPTRG00000000365,58.7042,72.0947,79.6742,100.041,27.0735
456650,NSPTRG00000000369,32.3909,22.971,33.17372,46.111,15.3212
456651,NSPTRG00000000370,2.23183,4.55127,14.263,26.2767,4.02525
469238,NSPTRG00000000371,9.37058,13.49436,0.117221,0.056894,0
469239,NSPTRG00000000372,3.82713,2.407978,20.88,11.0426,0.100858
469240,NSPTRG00000000373,203.4416,251.937,0.591188,1.104655,0.176114
736983,NSPTRG00000000374,1.33929,0.507159,2.64166,2.46821,1.86061
456653,NSPTRG00000000375,7.43026,4.16269,31.7672,11.7269,47.5048
736458,NSPTRG00000000377,0,0,0.0535001,0,0
456656,NSPTRG00000000378,5.38235,7.554610017,2.067835,2.846136,1.578441002
456657,NSPTRG00000000380,2.929743895,1.430179,40.67744085,25.5233155,12.356295
736829,NSPTRG00000000381,2.37517,1.86803,7.14403,5.09911,11.5799
456659,NSPTRG00000000382,0,0,0.2447104,0.135701,1.31181
456660,NSPTRG00000000383,0.154893,0.121821,0.210244,0.332972,0.357172
456661,NSPTRG00000000384,0.791561,0.930826,2.97311,3.11943,2.31093
456662,NSPTRG00000000385,11.05106,7.35282,25.74587518,26.70176,31.01933
737435,NSPTRG00000000386,96.6508,63.2089,200.129,206.161,98.716
456664,NSPTRG00000000387,5.85969,4.059032,48.71929,39.984464,8.975902
456665,NSPTRG00000000388,10.413846,7.00130535,19.191915,16.922408,9.4704691
737565,NSPTRG00000000392,8.1676,5.2677,15.9998,18.570905,11.325
737687,NSPTRG00000000394,2.764418,0.767352,15.70889,81.125,31.94936
737457,NSPTRG00000000395,98.5377,93.6911,158.966,155.014,205.467
737621,NSPTRG00000000396,0.0455826,0,12.1941,13.1978,1.47154
456668,NSPTRG00000000397,5.43044,3.32737,14.0378,9.36276,0.0291214
469244,NSPTRG00000000401,32.8171,29.2166,64.9942,77.0909,34.7959
456672,NSPTRG00000000402,16.472,8.05639,58.02934,46.227906,34.58545
456673,NSPTRG00000000403,0.415272,0.1399731,2.57158,6.41343,0.547192
456674,NSPTRG00000000404,19.3329,6.8345,25.7413,15.1145,7.71787
738452,NSPTRG00000000405,35.038,2.16132,174.146,31.4322,125.681
738505,NSPTRG00000000406,0,0,0.752543,0.458947,0
456675,NSPTRG00000000409,19.58803,14.56962,34.46962,34.907,17.7377
107975743,NSPTRG00000000410,5.54866,2.07749,7.6053,3.87835,2.64648
739516,NSPTRG00000000411,0.810817,0.400297,1.891081394,3.01984,8.12368
450178,NSPTRG00000000413,198.287,44.3615,1085.98,133.55,1505.7
456677,NSPTRG00000000414,9.892721,3.558046233,10.56299,8.27589,5.793862
456678,NSPTRG00000000416,12.60978,7.17711,23.88677,23.572953,16.65388
469247,NSPTRG00000000417,8.55785,8.39347,18.3715,16.2397,14.1464
456679,NSPTRG00000000419,5.210222,1.913991,12.06609,6.77974,18.15635
456681,NSPTRG00000000421,0.0388803,0.0664222,0.57784,1.246480002,0.0438398
613218,NSPTRG00000000422,3.92191,3.11418,9.99482,11.4098,15.4438
469248,NSPTRG00000000423,3.820469,8.775108,10.27642,23.178446,6.084161
469249,NSPTRG00000000424,0.801026,0.472495,1.3641,1.30408,3.14008
469250,NSPTRG00000000426,45.86131,50.87457,57.7062,64.924,53.42228
456682,NSPTRG00000000428,218.978,539.083,583.47,825.098,180.252
469167,NSPTRG00000000429,2.26637,0.655811,24.4677,34.8512,14.1006
456683,NSPTRG00000000431,3.94187,3.48934,10.3501,10.9683,8.69272
100568439,NSPTRG00000000432,1.020469,1.6051664,2.88786,6.610681,8.814906
469251,NSPTRG00000000436,2.51958,1.80692,3.93076,3.9822,3.35249
456686,NSPTRG00000000437,7.77832,11.91614,11.05418,22.85297,12.20199
469252,NSPTRG00000000438,2.97771,2.61423,4.80284,4.6483,2.84236
740305,NSPTRG00000000439,16.79058584,9.092933658,31.0736903,23.74271148,19.42585
456688,NSPTRG00000000440,0.186999,0.0816477,0,0.151679,0.172412
456689,NSPTRG00000000442,8.72419,11.23305,25.08975009,20.40899,18.043746
104006999,NSPTRG00000000444,0.948252,0.372892,4.11044,5.70008,0.76531
740597,NSPTRG00000000445,38.06165,30.503985,89.0867,51.05326,102.2348
456690,NSPTRG00000000446,16.6149,17.3383,25.5025,20.4874,23.0042
456692,NSPTRG00000000447,11.58389516,4.725721,5.916121167,5.490338125,22.43610456
743795,NSPTRG00000000449,0.277189,0.261606,0.549279,0.72203,0.409074
456693,NSPTRG00000000450,17.6196,4.83468,29.2582,13.3556,42.9866
469256,NSPTRG00000000453,28.51681,22.919969,30.662136,38.98887,11.901608
456696,NSPTRG00000000454,0.0257089,0.0202196,0.063681,0,0.0237131
470976,NSPTRG00000000455,7.40198,5.94198,21.1166,16.7749,13.7489
741372,NSPTRG00000000456,14.43373,18.4809,24.89973,24.2199,14.64935027
456699,NSPTRG00000000457,1577.52,2136.94,990.637,607.014,12.8719
456700,NSPTRG00000000458,10.068535,2.536787002,314.54236,148.83799,313.139079
469260,NSPTRG00000000461,70.7635,58.206596,131.6626182,101.461,19.12020002
469261,NSPTRG00000000462,0.465861,0.2606382,0.451967,0.0940927,0.0764177
456701,NSPTRG00000000463,20.3615,14.7973,63.2774,55.3755,44.079
456702,NSPTRG00000000464,1.7310545,4.182396,1.915704,2.6603529,0.3156506
456703,NSPTRG00000000465,1.391921442,0.927363369,1.1468276,0.945053,0.0154242
456704,NSPTRG00000000466,0,0,0.152522,0.0822529,0
456705,NSPTRG00000000469,23.3218,18.71269,44.6261,45.34441,33.40949
456708,NSPTRG00000000470,3.182494,2.3375557,9.82832,7.951095,6.94054
456709,NSPTRG00000000471,18.08642,13.74016,16.2174,20.0862,7.223878
100614679,NSPTRG00000000472,9.9366,6.51775,29.2965,24.3704,25.492
456711,NSPTRG00000000473,2.17453,4.62357,2.847947,3.97361,0.519593
742137,NSPTRG00000000474,1.40447,0.954692,5.62233,4.85663,1.95272
456713,NSPTRG00000000475,2.19273,1.52736,9.80208,9.28734,3.88828
742231,NSPTRG00000000476,66.7681,63.5074,123.882,165.455,104.274
742435,NSPTRG00000000478,2.28958,1.89306,5.74401,9.11651,3.84463
456715,NSPTRG00000000479,0.9416712,1.0869402,4.29782,5.947835,1.898437
745609,NSPTRG00000000482,13.0302,8.02987,34.2321,24.9786,27.7315
742634,NSPTRG00000000483,0.790143,0.569648,7.99185,5.2774,7.77392
456717,NSPTRG00000000484,22.621,13.058068,33.22843,48.589,35.97323
469265,NSPTRG00000000485,0.0913702,0.0477111,0.305711,0.412091,0.101177
456720,NSPTRG00000000489,8.03003,3.34715,3.372946,3.401937,0.80293544
743096,NSPTRG00000000490,1.85959,1.3735544,61.66215,34.46321,8.58083
469266,NSPTRG00000000491,15.51521,10.76202,31.1681,28.4676,36.32820006
743131,NSPTRG00000000492,1.853098,1.85135,4.74345,6.69609,2.45115
746970,NSPTRG00000000493,34.7085,65.6103,0.613061,2.439784,0.799007161
746988,NSPTRG00000000494,0.0377317,0.0296754,0,0.113405,0
100612077,NSPTRG00000000495,5.29968,2.85187,17.6183,11.0867833,22.0401
469169,NSPTRG00000000496,17.78374,6.81976,30.09447,42.29631,54.33201
456723,NSPTRG00000000499,142.66277,136.64314,223.70107,250.52094,260.46303
469170,NSPTRG00000000501,2.26998,1.161483,6.92368,4.30914,2.4791
743534,NSPTRG00000000503,15.01557,6.497715,35.79207,23.76712,8.44824
456729,NSPTRG00000000505,46.86843116,41.579565,135.29386,69.51768,85.9828032
456730,NSPTRG00000000506,1.132285,1.584048,1.060052,1.458317,0.592103
456732,NSPTRG00000000507,0,0.00524369,0.09033654,0.0200389,0.00614969
747302,NSPTRG00000000512,0,0,0,0,0.0228371
104001143,NSPTRG00000000513,38.4287,33.1777,64.7708,48.0527,79.6857
100612766,NSPTRG00000000514,0.0838213,0.115367,0.250881,0.209942,0.141743
744232,NSPTRG00000000515,2.57333,1.80047,5.79469,6.47876,3.28292
456739,NSPTRG00000000516,1.254378,0.811687,1.97628,3.49781,0.422009
469274,NSPTRG00000000518,69.3885,43.0985,127.8391,95.8518,81.5522
456740,NSPTRG00000000519,5.07332,6.90108,7.21198,11.65193,3.01276
456742,NSPTRG00000000521,14.9828,17.5535,21.4904,29.5137,12.3428
456743,NSPTRG00000000522,9.7608,8.9834,5.79982,12.5528,6.33469
469277,NSPTRG00000000524,46.48122,39.7705,86.6669,55.8658,146.5217
456746,NSPTRG00000000526,0.6589005,0.532138,1.3477017,1.4669101,1.954107
469278,NSPTRG00000000527,7.22444,6.8517,4.44458,4.60419,5.430754
456747,NSPTRG00000000528,5.912690225,5.633010013,9.210321002,11.08397,3.133358433
469279,NSPTRG00000000529,1.6188005,2.67012,3.59065,5.085219,1.998013
456750,NSPTRG00000000531,14.7681,10.0026,33.0572,29.088,29.0569
747856,NSPTRG00000000532,0.6940549,0.195911,1.9100202,0.636379,1.0232134
456506,NSPTRG00000000533,27.045531,32.24165,69.69323,101.39308,57.857975
456751,NSPTRG00000000534,126.92475,115.51519,56.98116,25.40169,42.23742
456752,NSPTRG00000000535,44.8766,26.84,48.912,45.9438,44.5309
456507,NSPTRG00000000537,4.04806,2.50523,41.3411,30.3836,6.42705
456754,NSPTRG00000000539,7.12503,6.46583,15.6123,13.1783,7.07745
745140,NSPTRG00000000540,2.4307,1.2320877,11.836301,9.86087,1.86641
469280,NSPTRG00000000541,30.3438,31.6766,43.424,51.1478,35.1799
456756,NSPTRG00000000542,2.882017,0.489009,6.558068,2.27501,14.493991
469281,NSPTRG00000000543,0.5834018,0.462365,0.387538,0.05844922,0.017492
456757,NSPTRG00000000544,1.80725,1.583294757,43.4769,11.19156,48.43284
456759,NSPTRG00000000547,3.06519,2.15952,5.52271,4.23258,4.87737
456760,NSPTRG00000000548,0.264764,0.30078,2.44111,10.345,0.189941
469282,NSPTRG00000000549,18.7347,10.7551,21.0012,14.9676,36.4841
469283,NSPTRG00000000550,3.71563,3.45964,1.16952,1.20531,0.770891
456762,NSPTRG00000000552,0.582361,0,1.40008,0.274561,3.31771
469284,NSPTRG00000000553,0.0130907,0.030887,0.0162129,0.0251921,0.0362236
745655,NSPTRG00000000556,0.383301,0.372289,1.56969,3.02615,0.952609
456764,NSPTRG00000000557,2.36911,1.80806,15.1173,12.9383,11.5458
456765,NSPTRG00000000558,15.8893,9.81538,58.4458,38.1209,23.0207
745795,NSPTRG00000000559,31.01809,27.127627,53.7817,47.0266,43.29727203
456768,NSPTRG00000000560,5.00888,3.38715,6.84126,5.875965,3.9292
456769,NSPTRG00000000561,12.49314,10.750399,14.56267,8.033050792,17.62388
464733,NSPTRG00000000563,81.7365,103.35173,182.5,243.121,797.20969
456772,NSPTRG00000000564,12.987,8.71656,29.881,24.9403,18.7676
456776,NSPTRG00000000568,305.653,643.438,449.324,431.205,273.958
456782,NSPTRG00000000573,35.1433,41.9186,32.05691,36.21042,37.97091
469289,NSPTRG00000000575,2.4261,9.59827,0.546315,0.773375,0
748547,NSPTRG00000000576,0.21955744,0.803691,2.73008,3.052505,0.0144631
456784,NSPTRG00000000577,21.472054,18.553624,48.712347,49.553333,28.612258
746141,NSPTRG00000000578,0.384527,0.497056,1.52474,1.35063,0.739901
456785,NSPTRG00000000579,4.968264,4.32245,7.89819,9.69905,4.07499
469291,NSPTRG00000000580,0.903093,0.0473512,0.521959,0.30159,2.27683
456787,NSPTRG00000000581,0.268766,0.0603943,18.2126,0.53853,345.292
746432,NSPTRG00000000583,44.5106,25.91458,110.6309,98.8081,111.687
456789,NSPTRG00000000584,24.479595,13.71898,48.36019,47.2286,25.45068
469293,NSPTRG00000000585,2.61369,2.51544,3.60621,4.15752,2.08301
746515,NSPTRG00000000586,0.174845,0,0,0,0.161272
456790,NSPTRG00000000587,10.9881,8.47102,19.501,27.422527,14.4565
456793,NSPTRG00000000589,7.47243908,3.53516,15.742322,10.02044,30.2847
456794,NSPTRG00000000590,0.234224,0.0628665,0.27638,0.260832,0.0363385
469294,NSPTRG00000000591,1.53538,0.783849,2.1351,1.53823,1.6398
748728,NSPTRG00000000592,2.99268,1.3153,10.1382,4.76191,8.44347
