,X,ens_gene,Mus_sg_1,Mus_sg_2,Mus_sg_3,Mus_sg_4,Mus_hrt_1,Mus_hrt_2,Mus_hrt_3,Mus_kidn_1,Mus_kidn_2,Mus_kidn_3,Mus_livr_1,Mus_livr_2,Mus_livr_3,Mus_livr_4,gene_id
1,1,ENSMUSG00000000001,6.71423,8.58963,8.58097,8.91181,6.77946,4.00693,4.17632,19.6957,21.4264,20.824,19.3428,15.0963,15.7178,15.6471,14679
2,2,ENSMUSG00000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54192
3,3,ENSMUSG00000000028,0.440285655,0.5509768,0.56002399,0.510846,1.981516,2.1213685,2.4234138,2.346268,2.306506,2.4452667,1.3156518,1.169839,1.2544378,1.3520964,12544
4,4,ENSMUSG00000000037,0.286892,0.03831731,0,0.036546755,0.142372,0.2101335,0.1560533,0.24253829,0.04963784,0.11743755,0,0.016558,0,0.0149735,107815
5,5,ENSMUSG00000000049,0,0,0,0.177972,0.766683,0.2501114,0.0898145,0,0,0.0764736,2476.61,2427.47,2397.196,2557.4,11818
6,6,ENSMUSG00000000056,2.763208,2.2549,2.25189,2.27103,51.705186,49.393698,50.054585,35.031927,34.355217,37.5971,40.05928,34.166293,36.230571,32.054087,67608
7,7,ENSMUSG00000000058,3.311719,3.75579,3.508313,3.42449,24.66462,23.82616,24.37184,24.95849,24.976046,24.244,1.799119,2.255799,1.608621,2.229117,12390
8,8,ENSMUSG00000000078,3.878675,4.181501,4.17388,3.63626,8.695943,8.77136,8.453774,7.682403,7.7053,7.32014,1.449561,2.13031,1.692352,2.185902,23849
9,9,ENSMUSG00000000085,2.355396179,7.3918707,3.48835708,5.010714131,21.9316275,20.2742075,22.44397271,18.60785118,16.0659376,21.05342211,6.375564,8.337603,9.70357373,6.9893,29871
10,10,ENSMUSG00000000088,66.98994,75.712586,66.592152,73.263347,726.231039,938.102195,963.956768,579.567012,568.785,583.257949,441.028478,484.097055,495.0177,472.911967,12858
11,11,ENSMUSG00000000093,0.330576,0.398086,0.383967,0.438199,2.90433,4.66295,4.76639,42.7634,39.8716,44.819,2.34746,2.72574,3.20491,2.62076,21385
12,12,ENSMUSG00000000094,0,0,0,0,0.0477846,0.29725054,0.34249115,0.176353,0.0582967,0.110396,0.0626529,0.19429,0.131941,0.140663,21387
13,13,ENSMUSG00000000103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22768
14,14,ENSMUSG00000000120,1.20442,4.28603,3.54625,3.76541,1.1662,0.919089,1.49827,4.80656,4.41367,4.81041,5.75586,4.57791,3.94561,4.40441,18053
15,15,ENSMUSG00000000125,0,0.0364086,0,0,0,0,0,0,0,0,0,0,0,0,22415
16,16,ENSMUSG00000000126,0.197863,0.1344248,0.0702236,0.0641153,2.873176,3.135656,2.974657,1.235465,1.739761,1.402474,0.577703,0.618871,0.699718,0.544074,216795
17,17,ENSMUSG00000000127,1.963048,1.4421032,1.49832,1.22402,4.232718,2.6589266,2.4487167,2.147073,2.460653,2.170606,1.48723231,1.841394,1.204231,1.407868,14158
18,18,ENSMUSG00000000131,7.717833393,4.8242844,5.262713101,5.0812697,42.7891826,58.219596,58.7770108,72.4067878,71.9618106,72.7051596,41.5580393,50.4230494,56.8596013,53.7656499,74204
19,19,ENSMUSG00000000134,3.554777153,2.902649378,3.060901751,3.1414849,4.4997644,7.616572002,8.2355507,15.490557,13.87993593,14.2201271,13.287876,14.33664506,17.302407,16.562687,209446
20,20,ENSMUSG00000000142,0.9670034,1.23506,0.49275559,0.585065,0.8557382,1.5788162,1.4582638,2.3526237,2.6355158,2.592953,3.483687,4.905542,3.6413459,3.8542761,12006
21,21,ENSMUSG00000000148,1.2396737,1.730723,1.854612,1.7399308,5.193638769,6.574479,6.452177,11.782513,10.543524,12.119183,11.997424,12.574428,13.005347,13.021075,231841
22,22,ENSMUSG00000000149,3.44939,3.97724,4.05339,4.117059,48.099,63.1253,62.8945,81.201,78.8709,84.707,71.8423,67.4874,70.8531,70.5485,14673
23,23,ENSMUSG00000000154,1.749840018,2.456375,2.482617014,2.450580002,1.109754008,1.542046,1.314438,761.89334,757.1549,783.0183,311.08462,283.5743,279.78839,285.27122,18400
24,24,ENSMUSG00000000157,0.3863334,0.562258,0.4696709,1.13812,0,0.342898,0.4395508,3.343167,2.794375,3.466926,2.01168,2.8655829,3.026112,3.622234,16415
25,25,ENSMUSG00000000159,5.645507,5.9277,6.17084,5.651039,0.0235395,0.280522,0.261397,33.629519,35.26084,33.9715,18.10615,16.80983,15.5505,16.670751,72058
26,26,ENSMUSG00000000167,0.103972,0.474093,0,0.341689,1.090332,0.9176501,0.8757277,2.2698662,2.266626,2.2244775,0.8306446,0.4668746,0.864757,0.6513479,72614
27,27,ENSMUSG00000000168,8.940954,13.758965,12.93855,11.630422,98.531902,106.043437,109.251983,57.034875,57.773057,49.07149,20.59811,27.713425,20.774956,23.685674,235339
28,28,ENSMUSG00000000171,34.8601,33.415,35.1428,32.3848,365.375,401.067,390.873,368.99,378.92,379.831,307.873,359.723,357.422,377.673,66925
29,29,ENSMUSG00000000182,0,0.19284,0,0,0.0204287,0,0.0183991,0.0231275,0.0496984,0.0470421,0,0,0,0.0596731,64654
30,30,ENSMUSG00000000183,0,0,0,0,0.394066,0.226506,0.300939,0.0938043,0.0543725,0.0858046,0.020826,0.0487767,0,0.0111544,14177
31,31,ENSMUSG00000000184,2.86367,3.214255,1.7592311,2.1163,17.971891,30.419697,27.085,22.003396,20.687497,18.188631,2.212638,4.9671798,5.0792379,7.068617,12444
32,32,ENSMUSG00000000194,2.409095,2.860698,3.5810275,2.80336,13.23316045,10.0162101,9.1395444,19.963717,15.441237,18.9775563,7.27422,10.4465124,10.842291,10.0950166,277463
33,33,ENSMUSG00000000197,0,0.057334,0.0586719,0.0581539,0.3141424,0.424172,0.2156382,0.4320695,0.4232353,0.259771,0.0998647,0.06793698,0.2735327,0.1827594,338370
34,34,ENSMUSG00000000202,0,0,0,0,0,0.0558173,0.186618407,0.0983955,0.0830994,0.1912281,0,0,0,0,72014
35,35,ENSMUSG00000000204,0.0622415,0,0,0,0.1415955,0.2281303,0.213731928,0.1832127,0.357494,0.1863297,0.0395871,0.0980396,0.0866002,0.177289705,20558
36,36,ENSMUSG00000000214,0,0,0,0,0.2003236,0.2137449,0.10184,4.607665,4.45649,3.56573,0,0.0326997,0.0369637,0.0295658,21823
37,37,ENSMUSG00000000215,0,0,0,0,0,0,0,0.47751,0.459641,0.801946,0,0,0,0,16334
38,38,ENSMUSG00000000216,1.36075,1.9877,2.58579,2.11053,0,0.182295,0.234382,23.0502,23.8321,23.5765,0,0,0,0,20278
39,39,ENSMUSG00000000223,0.0298965,0,0.0878853,0.1605377,0.2741077,0.2442919,0.2387975,0.1517454,0.1664105,0.1248416,0.0134991,0.0689375,0.1467196,0.0254946,13497
40,40,ENSMUSG00000000244,1.2567508,2.285157505,0.93395,1.0637811,0.891466,1.248589,1.626299,4.31151428,5.044117,3.557124,0.857219,1.516172,1.6443264,1.05704,27027
41,41,ENSMUSG00000000247,0,0,0,0,0,0.0107057,0,0.08123186,0.0872361,0.0253672,5.165696,4.4390297,5.510262,5.07961,16870
42,42,ENSMUSG00000000248,0,0,0,0,0,0.0129096,0.0271554,0,0.0184301,0.142201,0.0213431,0.282029,0.319125,0.088368,70809
43,44,ENSMUSG00000000263,0,0,0,0,0,0,0,0.0233725,0.0251124,0,0,0,0,0,14654
44,45,ENSMUSG00000000266,1.28583,1.5329404,2.0237507,1.9111552,5.605926,5.130033,4.0741899,5.652059,7.201073,6.2946385,1.9278169,2.387649,1.8733938,2.382909,23947
45,46,ENSMUSG00000000275,1.650871449,2.324676842,2.6867706,2.68446942,6.267661276,9.11818915,7.8844347,22.5786,20.7568865,19.98117,32.80229,34.02006,41.96991,35.206013,217069
46,47,ENSMUSG00000000276,0.4256956,0.231254,0.2933954,0.487691,3.720845,3.581996,3.536929,2.10279,1.909693,1.9829229,0.50863648,0.510761,0.667533,0.851606,56077
47,48,ENSMUSG00000000278,2.84567,3.182,3.43664,3.60889,5.28276,6.19348,6.62478,51.1383,50.0592,51.8865,22.1035,20.2865,17.5882,19.9205,74617
48,49,ENSMUSG00000000282,0.94091,1.5834198,1.441281,1.818038,1.98859,4.483374,4.628826,10.415044,8.95383,10.1122,3.63545,3.6241,4.272994,4.848142,17428
49,50,ENSMUSG00000000290,2.975101,2.758289886,3.267508509,2.991252896,2.22462,5.696341,6.613656,8.936247,9.669513,8.514137904,3.801706268,4.0932277,4.031756,4.489215,16414
50,51,ENSMUSG00000000295,3.25781,2.503787,2.38802,3.7107842,1.9628463,1.1167881,1.5381246,6.866665,6.6727179,7.5268502,0.2943724,0.475471,0.4501996,0.6829907,69692
51,52,ENSMUSG00000000296,22.966865,22.501398,25.170464,23.34299,1.97389,2.677776,2.948776,13.022186,12.743021,11.868926,5.38916,5.0008,5.73893,5.260025,21987
52,53,ENSMUSG00000000301,1.5872312,1.416708,3.37007,1.545178375,2.477505,3.483527,3.99036,5.926017,5.655443,5.237632,1207.01299,1169.01818,1157.24554,1185.285187,18618
53,54,ENSMUSG00000000303,15.7398,17.2699,18.3089,18.8728,0.0561146,1.383807,1.614167,48.811386,47.933173,49.520846,7.89154,18.13433,17.233119,17.388698,12550
54,55,ENSMUSG00000000305,0.0167392,0.0170299,0.0356063,0.0325051,0.1711335,0.461788,0.5396608,0.861992,1.727431,1.100964,0.414038,0.732457,0.911517,0.403266,12561
55,56,ENSMUSG00000000308,39.827332,49.772354,46.883948,48.848252,1.459341,2.615318,2.64703,75.40407,72.15783933,75.587593,0.8629684,1.39056,1.100958,0.89051241,12716
56,57,ENSMUSG00000000317,0.3066942,0.0662192,0.138374,0.126337,8.47215,10.907297,11.728444,7.69419,7.45093,9.1357,0.705998,1.6284285,1.009436,0.724428,12029
57,58,ENSMUSG00000000318,1.861201,1.7034,1.3610837,1.2645873,1.5320582,3.4717574,2.816819,3.553309,3.713675,2.640265,0.989987,0.872983,0.27776,0.191203,17312
58,59,ENSMUSG00000000320,2.427553,2.574952,3.01734,3.098837,3.56418,4.22615,4.02639,4.95451,4.99948,4.73839,0.667552,0.768893,0.734675,0.803856,11684
59,60,ENSMUSG00000000325,1.279241333,0.620288908,0.96313,1.109229002,8.62565188,8.728987,9.501025,79.745873,74.08927,81.68548106,15.10098,21.37638429,22.469902,20.9834287,11877
60,61,ENSMUSG00000000326,3.56764,4.318511,5.714835,4.871377,45.6736,59.29273,60.57099,188.7191,178.33174,185.7514,337.5142,593.1562,581.1169,586.1355,12846
61,62,ENSMUSG00000000339,2.39041,4.018009,3.755333,3.10995,8.080799,7.895034,8.347768,20.911085,21.70036,20.998934,8.07834,8.344056,10.194952,7.961913,66368
62,63,ENSMUSG00000000340,5.702839,5.121160005,6.09568,5.86955,17.734492,12.474231,13.248346,28.96685,28.654442,28.51735,31.23158,65.052258,64.610906,71.125,13171
63,64,ENSMUSG00000000346,23.596088,25.484799,24.833967,25.088566,208.06569,278.85703,261.11429,377.82737,380.911212,383.25126,323.325641,364.309828,360.984257,370.57715,23994
64,65,ENSMUSG00000000355,9.50379,9.102111,9.00745,13.302243,14.21711,9.2928,9.966395,19.46443,19.80533,18.19898,11.26974,16.73501,13.325528,19.58941,68995
65,66,ENSMUSG00000000359,0.0691261,0.599395,0.369178,0.337152,2.558111,5.116697,4.001811,8.438925,7.1907,7.32565,0.2952402,0.3322902,0.55392,0.598994,19700
66,67,ENSMUSG00000000365,0.0514931,0,0,0,0.104609098,0.0736704,0.09321299,0.0264741,0.0568881,0,0,0.080913,0.121949,0.08276842,30054
67,68,ENSMUSG00000000374,4.10051,5.857238,5.075143,5.109829,19.289264,21.362199,20.042705,30.811147,31.06576,31.183901,14.372812,18.072009,15.211317,17.127396,216131
68,69,ENSMUSG00000000378,5.265806,4.075506,4.312940003,5.5564,16.140064,27.7618571,25.2215324,37.016775,37.530674,42.850728,36.253068,44.69887474,38.779389,43.801538,216527
69,70,ENSMUSG00000000381,0,0,0,0,0,0,0.0911025,0,0,0,0,0,0,0,22373
70,71,ENSMUSG00000000384,4.848417144,6.166654037,7.349507329,6.732645433,53.675687,67.36099,65.6829,55.426732,55.648015,59.815409,45.598416,67.31399,64.80579,70.402466,21379
71,72,ENSMUSG00000000385,8.302148,10.593227,11.159794,10.968063,0.0124232,0.849656,0.8066576,65.13322,64.833106,69.04607,5.202876,4.650655,5.371326,5.308792,50528
72,73,ENSMUSG00000000386,1.191546,0.4336471,0.373681,0.265753,0.439546474,0.89648526,0.509725977,1.931613657,1.9375367,2.0415891,1.4536332,2.827089,2.7293101,3.3038585,17857
73,74,ENSMUSG00000000392,0.7646243,0.57826,0.470912,0.766165,1.8608313,0.4855643,0.8383239,0.34834,0.3996055,0.2151137,0.0601839,0.3719,0.260886436,0.1704658,14089
74,75,ENSMUSG00000000394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14526
75,76,ENSMUSG00000000399,22.118041,21.43512401,20.0388967,23.82383005,251.94638,290.96759,284.90378,233.218918,235.59113,232.799615,105.503609,111.36848,104.43749,111.907073,66108
76,77,ENSMUSG00000000402,0.122745,0.125232,0.130805,0.0398111,0.356136,0.229714,0.263338,6.10962,5.60488,5.81894,0.064378,0.152696,0.0382382,0.0774313,54156
77,78,ENSMUSG00000000409,4.52888796,4.211336,4.860427,3.74759,0.483001,1.822086,2.189729,8.795886,9.15978,9.381423,1.4879373,1.384452,1.473685,1.625218,16818
78,79,ENSMUSG00000000411,0.0926226,0,0,0.0905404,0.0916513,0.0261008,0.109819,0.137927,0.037045,0.210432,0,0.146902,0.0553563,0.0442673,58864
79,80,ENSMUSG00000000416,0.706803,1.2975412,1.7631838,1.615534001,0.33174353,0.4094223,0.7839497,4.6761999,4.013875,3.9991896,0.0313437,0.1218151,0.0642007,0.0390445,30785
80,81,ENSMUSG00000000420,4.641284,6.62898534,7.65563,9.087642,17.224317,14.58586221,15.398605,20.263788,20.852666,21.584527,10.719795,8.2865376,8.102407,9.152466,14423
81,82,ENSMUSG00000000435,0,0,0,0,0,0,0,0.0595113,0.0852576,0.040348,0,0,0,0,17877
82,83,ENSMUSG00000000439,1.11532,2.58504,1.672501623,1.706673,46.824551,58.055936,64.813702,38.813882,32.816047,35.085008,37.86753,50.70322,51.234019,47.65867,67027
83,84,ENSMUSG00000000440,1.22875,1.78683,2.261962,2.33321,4.609143321,7.947291,8.219519,9.2505674,8.4912625,9.3227142,3.80685,4.622839,5.710556,5.620114,19016
84,85,ENSMUSG00000000441,6.816145219,7.018084,7.70549,8.011586001,78.8714,77.6195238,77.8107783,66.853704,61.550778,65.813427,70.421459,94.432564,85.171114,90.341905,110157
85,86,ENSMUSG00000000486,3.589039,5.34547,4.879699,5.277644,2.756566,7.7732659,6.843612,28.118561,26.775711,28.636777,3.785131,4.129683,3.355999,4.162336,100043580
86,87,ENSMUSG00000000489,0.897515,1.392821,1.34862,1.4375041,16.850435,22.347874,21.579425,27.405196,25.481546,29.131018,0.7992079,1.0739,1.21387,1.07705,18591
87,88,ENSMUSG00000000530,1.245562266,2.165306,2.36303,3.112702,17.283519,23.276743,24.780085,27.566955,25.743571,26.461973,1.670398565,4.037559,4.06118,3.0587495,11482
88,89,ENSMUSG00000000531,0.2776,0.113484,0.355418,0.270462,3.13913,5.21316,4.94181,4.77499,4.86223,5.5345,1.01827,1.89258,1.89226,1.98456,56149
89,90,ENSMUSG00000000532,2.27584,2.59157,2.65641,2.44896,6.98613,8.66108,8.46721,25.8514,25.166,25.9864,7.34694,8.18975,7.92013,8.0239,11479
90,91,ENSMUSG00000000538,3.938103,4.792514,4.396127531,5.934177585,61.470365,71.256345,69.62775546,67.62776348,65.23578371,68.39464939,16.48134721,24.33394756,24.1481149,23.5309516,216810
91,92,ENSMUSG00000000544,0.0441892,0.317516,0.14131,0.300607,0,0,0,0.0552996,0.0594185,0.074984,0.204677,0.368939,0.208519,0.3025154,59290
92,93,ENSMUSG00000000552,0.934104,1.211814,0.891134,0.710699,2.98786,6.985811,7.340963,5.286497,4.29377,4.805212,14.849515,14.46468,15.896907,13.236199,29813
93,94,ENSMUSG00000000555,0.825796,0.578029,0.998466,0.791314,18.186909,22.16915,23.22742,7.173667,8.37753,8.286549,14.242778,22.973631,25.1856,27.13421,16402
94,95,ENSMUSG00000000560,0.0183136,0.0509576,0.0370231,0.0177837,0.311751,0.1921619,0.198552,0.32594,0.279626,0.378813,0.249484,0.300812,0.500928,0.588553,14395
95,96,ENSMUSG00000000561,5.342748,6.299609,7.412339,5.868833,28.582355,29.332639,28.50885,28.090032,28.293786,28.253284,23.526633,28.520005,27.421457,30.34315,70465
96,97,ENSMUSG00000000562,0,0.0782058,0.10484266,0.1781824,0.795865,0.2859821,0.3012925,0.607939,0.4629164,0.5485534,0.149001,0.152133,0.139451,0.294468,11542
97,98,ENSMUSG00000000563,49.069827,52.14839,46.245948,48.39417,524.444241,263.234143,264.843137,223.046665,224.2621729,223.861494,190.754721,221.243993,234.3244953,220.792427,11950
98,99,ENSMUSG00000000567,4.06266,3.73737,4.07314,3.641,0.602806,1.45722,1.54231,0.504616,0.521804,0.515904,1.86974,1.55753,1.69728,1.53077,20682
99,100,ENSMUSG00000000568,15.53753764,23.327768,21.354456,12.767659,10.372306,7.617797813,10.66696873,29.818927,19.427063,28.10783224,16.06187315,25.909972,35.248481,22.548998,11991
100,101,ENSMUSG00000000579,1.262774725,0.838195,1.3010845,1.528238,5.80942,5.15517,6.337666,4.787993,5.285364,5.537601,1.994808,1.654287,1.595116115,2.18328,100040563
101,102,ENSMUSG00000000581,4.39341,7.59894,7.94533,8.260818,13.723505,13.4939,14.616692,33.92375,39.728163,32.772787,35.582866,23.015643,21.50652,26.323717,57316
102,103,ENSMUSG00000000594,3.62436,4.25315,3.94158,4.2621,7.17291,11.7743,11.3106,148.95,149.608,151.746,57.7718,64.7131,65.663,64.9299,14667
103,104,ENSMUSG00000000600,2.8432551,2.8268129,2.7371492,2.1625516,10.3873657,7.140786,6.636941,8.7945254,8.6273406,9.0487101,4.1740003,7.1055671,6.6586412,6.2858135,79264
104,105,ENSMUSG00000000605,4.4623384,5.3701002,5.811696,5.612647,18.471239,15.305534,16.0563976,25.625568,25.069896,25.835395,22.081874,21.691756,21.4846508,19.9184324,12727
105,106,ENSMUSG00000000606,0,0,0,0,0.312468,0.3240878,0.3803212,0.731809,0.730152,0.647142,0.4029186,0.688003,0.488066,0.598127,669149
106,107,ENSMUSG00000000617,0,0,0,0,0,0.00910489,0.05656277,0.0361482,0.0388427,0.0122531,0,0,0,0,108072
107,109,ENSMUSG00000000628,4.498716,6.42829,4.53881,4.689508,42.72103,34.5823,36.13082,3.707764,3.162448,3.198363,0.8845289,0.9404327,1.024933,0.9801425,15277
108,110,ENSMUSG00000000631,6.900592114,5.514520692,6.876168496,6.095529103,45.53736175,61.59440871,61.05337103,64.84841936,64.0801593,67.82512746,29.4558822,37.73319348,39.33058075,37.70354698,360013
109,111,ENSMUSG00000000632,0.3828846,0.0513527,0,0.051206,0.4660301,0.6518666,0.5854701,0.2774906,0.2811773,0.4549321,0.0227196,0.185695,0.119038,0.168273,20370
110,112,ENSMUSG00000000673,0.9784315,0.6432086,0.973726,1.669023,0.674435,1.155901,1.133884,156.434859,145.44274,152.37315,708.81485,706.00487,702.87619,739.94601,107766
111,113,ENSMUSG00000000682,34.147774,45.5922,41.235552,50.378341,3.59078,10.573644,11.69023,47.90572,48.36402,43.13962,7.93619,12.016546,11.43226,12.885703,23833
112,114,ENSMUSG00000000686,0.2912,0.162373,0.177336,0.526241,0.981575,1.275048,1.302918,1.86391,2.065287,1.70812,44.336368,27.3074,27.6202,25.6198,67477
113,115,ENSMUSG00000000690,0,0,0,0,0.0294308,0,0.0793652,45.6568,42.9824,43.6665,0.2454412,0.0944265,0.0533729,0.256094,15414
114,116,ENSMUSG00000000693,0.455963,0.346504,0.738082,0.4511763,3.294418,2.535674,3.544234,2.689271,2.594733,2.623229,0.749146,1.117347,0.995309,1.069078,16950
115,117,ENSMUSG00000000701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27382
116,118,ENSMUSG00000000706,0,0,0,0.0620642,0.07528,0,0.0383539,0,0.0127616,0.013049,0,0.1148263,0.115111,0.1037501,12231
117,119,ENSMUSG00000000708,7.128514,9.529662059,6.93524,6.37658,16.999803,8.289704,8.550993,9.481382,10.350957,10.091503,12.060814,13.6888,15.3907,14.617452,18519
118,120,ENSMUSG00000000711,9.205241,11.020789,11.421921,12.152724,42.579644,39.729323,37.47016,78.16554,78.09641,77.43535,65.53939,68.96702,64.75749,66.07077,19344
119,121,ENSMUSG00000000724,0,0,0,0,0.0334894,0.131571,0.0762826,0.191174,0.137001,0.0324282,0.0781143,0,0.2031376,0.12232,12957
120,122,ENSMUSG00000000730,0,0,0.116525,0,0.267660616,0.2102904,0.1504804,0.2545159,0.316948,0.1243073,0,0,0,0,54427
121,123,ENSMUSG00000000731,0,0,0,0,0.1677908,0.0734577,0.0542367,0.6463373,0.323841,0.741841601,0.1126272,0.159009,0.114096,0.310761,11634
122,124,ENSMUSG00000000732,1.492418,1.944613,2.414128,2.582582,4.196426,5.570929,5.191516,14.16919,15.23389,15.170839,0.422131,1.574865,1.623665,1.543546,50723
123,125,ENSMUSG00000000738,2.93113496,4.774194,5.733755392,4.53991439,34.199837,49.549451,54.693186,80.889404,82.351185,88.968208,88.784236,69.20305,67.962602,64.316998,234847
124,126,ENSMUSG00000000739,1.237634,2.584812,2.078742,1.474275,0.87527,3.963693,4.688358,8.208914,9.328127,9.185813,57.124809,139.52885,141.52695,153.400643,57429
125,127,ENSMUSG00000000740,177.6166913,122.184212,137.289865,142.412632,149.52979,333.6051147,341.633138,673.135148,594.796418,694.426151,466.695811,647.103145,683.123925,582.345444,270106
126,128,ENSMUSG00000000743,8.6149,10.759551,13.799019,12.080803,28.68357,33.70635,35.63328,69.07213,64.995364,67.02829,55.48705,58.15885,52.99193,57.7938,234852
127,129,ENSMUSG00000000751,4.004289,4.7145381,6.51623,5.124981,11.191434,9.928251,11.2180929,16.66437,15.661835,17.1355348,11.86259,10.49718,10.5673426,11.931508,68275
128,130,ENSMUSG00000000753,9.363474,9.862007,12.559068,12.4038437,38.506792,53.272282,48.868257,13.26116,9.735536,14.002834,835.274682,773.014323,757.64633,739.94786,20317
129,131,ENSMUSG00000000759,2.623542,2.461957,2.220437,2.127959,10.880527,11.521141,10.107921,19.932283,17.307422,19.373449,8.500283,15.875893,15.096787,19.724147,259279
130,132,ENSMUSG00000000766,0,0,0,0,0.0612065,0,0,0.192075829,0.1448637,0.1704677,0,0,0,0,18390
131,133,ENSMUSG00000000776,3.334256,4.440914,4.967551,4.347222,10.524703,11.171081,10.326861,12.928241,10.392009,10.112228,6.055125,10.799579,11.039983,11.816333,67065
132,134,ENSMUSG00000000782,3.081874,3.802089,4.058895,4.55824,1.118014,2.068685,2.320621,10.84114,9.57097,10.71884,6.55792,8.96393,7.29836,8.33855,21414
133,135,ENSMUSG00000000787,24.46621,28.98659,28.417389,30.113722,22.750641,14.0560919,15.27499,31.4680465,35.065741,32.345369,24.675072,20.669916,20.83857,19.506745,13205
134,136,ENSMUSG00000000791,0.0806601,0.185149,0.0429762,0.0588598,0.1112609,0.1822496,0.1677955,0.2859235,0.299144,0.270619,0.2495874,0.228701,0.2861153,0.2717089,16161
135,137,ENSMUSG00000000792,0.451345,0.690464,0.200355,0.402452,0.108717,0.0828875,0.108993,0.178228,0.0736582,0.153361,0.0169263,0,0.0221988,0.0177592,114479
136,138,ENSMUSG00000000794,0,0.0520187,0.0135971,0.0372375,0.71069,0.477253,0.447919,0.71633,0.93997,0.902215,0.00570913,0.0332393,0.05262477,0.0541432,140493
137,139,ENSMUSG00000000804,1.05881,1.94323,2.151282,1.815736,3.747638,2.915312,2.143535,8.842864,8.366715,8.163376,5.051939,3.660446,3.419532,3.915366358,237898
138,140,ENSMUSG00000000805,0.730979,1.0062414,0.607786,1.065958,20.061454,18.9792,19.06908,75.273746,74.873077,76.148502,0.0867872,0.1945188,0.0565872,0.0905019,12351
139,141,ENSMUSG00000000811,0.739136,0.71425,1.16059,0.870447,3.8755,5.22242,6.02496,10.70577,10.97813,12.19635,3.98181,4.19702,3.92709,4.17465,232223
140,142,ENSMUSG00000000817,0,0.438949,0.187319,0.228075,0.0379605,0.0162558,0.0854996,0.0644912,0.138586,0.153038,0.0530199,0.153469,0.0693918,0.083258,14103
141,143,ENSMUSG00000000823,1.748762,2.313353,2.496524,2.200183,11.4246663,14.7467894,11.4844547,24.6141259,25.725284,24.405929,14.035092,28.893139,28.453963,27.184791,269401
142,144,ENSMUSG00000000826,5.80549,6.62522,7.32107,7.598829,26.79634,24.39045,24.40874,35.831218,37.371425,37.656672,23.002903,24.98084,24.132732,25.457138,13002
143,145,ENSMUSG00000000827,11.020371,11.758007,12.598497,10.770998,39.127835,42.9318811,42.1758951,38.324304,37.6180122,39.135377,27.2602416,25.953279,25.1486011,25.006233,66314
144,146,ENSMUSG00000000838,2.01541749,2.124485035,1.887894,1.678119,2.71072668,2.6639481,3.117918,6.968313,5.952741,7.289203,6.716394,7.052636,8.515985647,4.2963609,14265
145,147,ENSMUSG00000000861,1.5461607,1.0776004,1.3735319,1.1776924,0.6813132,0.5408071,0.7474119,0.6638691,0.6328686,0.535535,0.05854922,0.0299691,0.1617104,0.1739533,14025
146,148,ENSMUSG00000000869,0,0.564258,0,0.495953,0.971939,1.02589,0.72113,1.257292,1.15467,1.426679,0.130934,0.696785,0.570368,0,16189
147,149,ENSMUSG00000000876,2.25453,2.690603,3.89393,1.981509,18.26103,28.413,26.8003,80.7442,75.3959,84.901,114.6442,113.224,111.1427,113.5077,59038
148,150,ENSMUSG00000000881,3.249534,3.19533,2.75548,3.89488,2.373103,2.2464135,2.7195,8.39853602,8.349126108,8.549226,7.0766824,5.197776,4.214456077,4.1091,53310
149,151,ENSMUSG00000000884,0.95479984,0.737986,1.188471,1.429448061,1.753043,6.33189235,5.94928,7.325384,7.967109,6.125002,2.9129527,3.966213,5.344146,4.979340906,13972
150,152,ENSMUSG00000000889,0.0435076,0.0444025,0,0,9.84653,11.80522,7.66123,7.27965,6.30203,6.61098,0,0,0,0,13166
151,153,ENSMUSG00000000901,0.328561,0.399402,0.4394885,0.33322,6.865518,12.304177,13.411888,17.274976,18.930312,17.20838,5.851746,1.812717,1.763805,4.211347,17385
152,154,ENSMUSG00000000902,5.4171909,6.028847,6.313982,5.870429,6.4252079,10.704545,11.300507,26.29129,25.471936,26.519694,13.395292,15.120322,16.3785363,14.772265,20587
153,155,ENSMUSG00000000903,0.442432,1.152946,1.43562,1.0938,0.625108873,4.03634,3.609107,1.90687,3.16466,3.059858,0.952601,1.56552,1.433869,2.941355,22364
154,156,ENSMUSG00000000915,3.85954,3.5617122,4.156364,5.083328,4.2527266,7.629148,5.677194,19.788845,19.827962,22.740464,15.611908,21.213796,18.176482,18.968586,29816
155,157,ENSMUSG00000000916,2.2830889,3.011672,2.1017412,2.5932498,10.48215,13.231888,12.745918,15.044419,17.275778,17.7369446,15.2808391,27.342111,20.839692,22.255666,100609
156,158,ENSMUSG00000000934,0.656093,0.609874,0.763905,0.813855,1.51005,1.79058,2.42421,18.388163,15.797725,18.730579,16.23311,19.006129,19.41588,19.93123,72960
157,159,ENSMUSG00000000938,0,0,0,0,0.0436756,0,0,27.0291,25.87822,26.90821,0,0,0.0255728,0.0204575,15395
158,160,ENSMUSG00000000942,0,0,0.0773926,0.0706806,0.354868,0.425078,0.553605,1.8195,2.24237,2.04102,0.296742,0.152482,0.301647,0.172327,15401
