,X,ens_gene,Mus_sg_1,Mus_sg_2,Mus_sg_3,Mus_sg_4,Mus_hrt_1,Mus_hrt_2,Mus_hrt_3,Mus_kidn_1,Mus_kidn_2,Mus_kidn_3,Mus_livr_1,Mus_livr_2,Mus_livr_3,Mus_livr_4,gene_id
8741,8887,ENSMUSG00000032397,3.39791388,4.59059,4.873884,4.396589,2.443419,1.237849,2.805836,3.436234,3.139758,4.34637,2.788194,1.667662,0.7615442,0.859355,66131
8742,8888,ENSMUSG00000032398,3.32222,2.70382,3.22269,3.62551,6.03249,7.21013,6.892,17.9542,17.5362,17.5696,6.41671,5.74632,4.97596,5.24863,330959
8743,8889,ENSMUSG00000032399,176.448428,187.62031,184.41608,188.260983,129.43586,145.21271,146.73887,299.63636,299.741772,288.47044,226.279995,211.73268,201.43955,212.65643,67891
8744,8890,ENSMUSG00000032400,0.0372231,0.3347647,0.1420326,0.5207415,0.3069149,0.1637726,0.1863161,0.7631355,1.15200808,0.65884396,0.325598,0.1677581,0.3254111,0.35273575,68014
8745,8891,ENSMUSG00000032401,1.091651,0.7819511,0.796335,0.893543,0.4780717,1.416693,1.094384,5.720606,5.296115,4.901951,0,0,0,0,235435
8746,8892,ENSMUSG00000032402,1.334685,2.113498,1.52946,2.098406726,11.894048,12.896929,12.19774,24.7715,23.681109,25.901027,7.51915,7.961125,9.438492,8.706803,17127
8747,8893,ENSMUSG00000032403,4.843022,6.321926,6.850968,5.395966,16.339885,42.825322,40.440369,71.911492,68.097605,74.202885,74.931,72.33638,78.709069,68.677097,69478
8748,8894,ENSMUSG00000032405,1.959808,2.217085,1.65904,2.63254,12.1652428,11.393059,12.422756,19.6254553,19.9445654,19.0610907,9.9359274,14.119234,13.458837,15.2526338,56469
8749,8895,ENSMUSG00000032407,2.67797207,3.4412982,3.175373,3.574360169,3.3889153,2.4435233,1.9992127,3.7024245,3.1963627,3.5248422,1.2856282,1.3421669,1.6865651,1.7559365,67958
8750,8896,ENSMUSG00000032409,1.180822,1.24004318,1.09698931,0.78934255,1.8968629,1.1383208,1.0385549,2.2414039,1.945364638,1.6852957,0.690283505,1.0657766,1.0264353,1.416131,245000
8751,8897,ENSMUSG00000032410,1.137049,1.354081,1.4862689,1.4277599,2.5062005,1.8487029,1.78642,2.7260828,2.9142113,3.1162969,1.1136354,1.6154832,1.3266839,1.4553193,24127
8752,8898,ENSMUSG00000032411,1.0869372,1.579792002,1.687283273,2.2601182,10.704681,10.46827557,11.8426732,10.7173991,11.4988865,10.6284378,5.6202723,5.2828715,6.261726,5.099629,211586
8753,8899,ENSMUSG00000032412,11.2259,13.2131,11.9179,12.906779,18.925129,20.914731,21.94739,47.6496,48.890324,51.76262,12.4261,12.4871,12.9726,11.5864,11933
8754,8900,ENSMUSG00000032413,0.6547255,0.6236297,0.591476,1.0591163,1.3471902,1.2948282,1.2662034,2.7558395,3.2231757,2.5187834,0.35004647,0.445034,0.36766452,0.59900009,114713
8755,8901,ENSMUSG00000032415,0.318813,0.391377,0.40846,0.52615,0.352537,0.372837,0.373519,0.633823,1.28634,1.07435,1.707772,1.197612,1.06,0.927921,70348
8756,8902,ENSMUSG00000032417,0.579305,0.219726,0.343438,0,0.3965211,0.393756,0.589531,1.22309,0.94166,1.15112,0.321004,0.923674,0.835393,0.834912,69519
8757,8903,ENSMUSG00000032418,4.05064,6.46531,7.7426,9.40663,38.008468,38.144073,37.39711,104.7851,105.983873,106.007725,58.4867219,83.6117977,79.516915,83.2534711,17436
8758,8904,ENSMUSG00000032419,0.0691805,0.0704444,0.0491426,0.3877754,1.19259,1.04541,1.695806,0.137435,0.215048,0.662009,0.0214441,0.0547543,0.0343644,0.0375759,76365
8759,8905,ENSMUSG00000032420,0.190161,0.359728,0.2928833,0.369608,4.237717,4.914873,4.6378333,10.9147944,11.0881563,10.3072874,21.7244676,19.084406,18.748772,20.19629,23959
8760,8906,ENSMUSG00000032422,2.7927771,3.654847,4.61155026,3.7122871,6.670332,4.752581207,5.2640884,11.52731,12.010736,11.691633,9.642250008,9.072964,9.998098603,9.208296862,244962
8761,8908,ENSMUSG00000032425,1.881288,1.929718,1.259932,1.133929,2.674273,2.030502,1.5244259,3.432315,3.450031073,3.418132,2.507085,2.249112,1.936847,2.262906,71640
8762,8909,ENSMUSG00000032431,2.712077,2.82833,4.15733,2.459535,36.2013,32.9843,32.8431,60.2756,62.8097,58.3373,7.36268,8.84062,9.70804,10.57458,56693
8763,8910,ENSMUSG00000032434,5.42866,7.54204,7.60483,7.03752,15.369572,9.689603,9.69879,46.3846,47.4929,46.2484,43.0713,56.6405,51.4694,55.5332,67213
8764,8911,ENSMUSG00000032435,3.28303,3.596345,3.54453,4.23225,13.2032,13.069899,13.416364,18.13556,17.698724,18.087378,4.065153,4.5848435,5.204117,3.753971,235661
8765,8912,ENSMUSG00000032436,9.1123014,13.191747,13.320454,14.439595,24.371385,28.914061,26.294005,42.249546,42.175524,41.189748,8.555226,17.605465,14.58089,16.328697,102545
8766,8913,ENSMUSG00000032437,8.44101,10.4779,10.404,10.2215,13.5514,12.9904,12.1563,31.8487,30.9322,32.1119,29.2365,25.2783,25.9447,24.3462,68292
8767,8914,ENSMUSG00000032440,3.23513,5.75304,5.71614,5.01071,12.95455,13.51378,13.7567,31.9049,31.09071,32.06286,4.8652,7.16924,7.151483,6.846197,21813
8768,8916,ENSMUSG00000032446,0.063652,0.2988062,0.195721,0.2044714,0.0503399,0.1844601,0.2013488,0.288541,0.2730301,0.347846,0.0561459,0.0367467,0.2808686,0.0664473,13813
8769,8917,ENSMUSG00000032449,6.674481,6.52016716,8.414484388,6.539068,18.004235,10.2056003,10.554881,38.222926,40.360056,38.632334,1.3065675,1.005301,1.621907,1.5732693,192287
8770,8918,ENSMUSG00000032451,0,0,0,0,0,0.0124854,0,0.0495522,0.017748,0.0167974,0,0,0,0,78911
8771,8919,ENSMUSG00000032452,0,0.0252334,0,0.0493318,0.321377,0.2479637,0.2910071,1.333385,1.166819,1.399973,0.356487,0.340602,0.4150752,0.4150767,64085
8772,8920,ENSMUSG00000032454,0,0,0,0,0.0805499,0,0,0.179148,0,0,0,0.124338,0.140622,0,19660
8773,8921,ENSMUSG00000032456,0.915092,1.562881,1.0508,1.2243025,7.7420672,9.6301923,10.6834452,19.8141,19.873644,19.848633,7.9785044,8.2828758,7.959244,9.1620926,74080
8774,8922,ENSMUSG00000032458,25.202681,27.556951,28.8222,25.954403,26.4467105,19.490418,19.196241,28.6240562,31.2059101,29.121651,21.1160991,19.9321112,18.847434,20.4790878,50797
8775,8923,ENSMUSG00000032459,4.0260616,2.5940056,2.0671692,2.8630075,7.500521,7.974848,8.130387,17.058347,15.495919,15.80932,24.5218389,21.873635,23.345841,20.318851,64655
8776,8924,ENSMUSG00000032462,1.447623,1.954532,2.112005,2.276517,2.689932,1.71645,1.741591,6.064068,5.641299,5.60365,2.219519,2.629075,2.365031,2.55745,74769
8777,8925,ENSMUSG00000032463,3.27101,2.632086,3.3281582,2.1440331,1.488418106,1.0969915,1.8650787,3.694434,3.649232,3.184876,2.3110556,2.096818,2.168631,2.522811,23873
8778,8926,ENSMUSG00000032468,1.729415,2.094359,1.847103,2.378115,7.39360391,5.196062,5.45416249,7.311770606,8.02831,7.7441928,3.545756,2.853995398,3.1108954,3.30088299,74125
8779,8927,ENSMUSG00000032469,1.621554,1.7134123,3.113444,2.442165,1.555396,1.444584,1.689531251,4.1702517,4.443,5.668516,5.717546,8.57176,7.719305,7.633727,83703
8780,8928,ENSMUSG00000032470,0.822214,0.531532793,0.244196,0.503627,3.368629,3.306296,3.114565032,12.828915,13.18637,12.083262,4.394066,2.714897,4.165286,2.959887,17532
8781,8929,ENSMUSG00000032473,0,0,0,0,0,0.6388532,0.716727633,0.1685122,0.0662368,0.188115,0.0759235,0,0,0,56492
8782,8930,ENSMUSG00000032475,5.2223917,4.298243,5.056745,6.828877,8.983891,4.734651,5.116686,5.167923,5.253461,4.089877,3.194959,2.461953,2.932337,3.359073,17973
8783,8931,ENSMUSG00000032477,2.3978073,3.557833,3.318193,3.816643,1.089284,1.421334,1.0996539,3.904006,3.2569955,3.300377,0.615242,0.9760368,1.5669576,0.9691705,12530
8784,8932,ENSMUSG00000032478,2.98871742,3.094783,2.886857,3.275035,15.668276,17.568072,17.971816,27.309106,27.58626,28.945231,25.972789,41.553349,39.51963,39.673552,54369
8785,8933,ENSMUSG00000032479,3.793839118,6.2199326,6.8437445,7.741655905,67.02122148,111.674088,107.104553,77.9203614,71.7199206,82.7523636,40.2198334,45.5133132,44.9865272,47.9768274,17758
8786,8934,ENSMUSG00000032480,6.324444343,6.947941638,5.988159935,3.5831004,22.7112947,24.601156,20.9782745,44.4845292,42.376792,39.919873,19.21626482,30.85955204,25.343974,28.35417699,72831
8787,8935,ENSMUSG00000032481,2.991893,3.58207,4.661208,3.767028025,4.5145996,4.7783882,5.30355,8.274097,8.534053,9.5391912,6.013121,7.306888,9.471169,7.9203944,20588
8788,8936,ENSMUSG00000032482,0.3822446,0.2767439,0.8572447,0.9690285,0.2169563,0.3529069,0.3656132,1.0774922,1.2190983,0.9726401,0.2430627,0.2651456,0.1483804,0.2856699,29873
8789,8937,ENSMUSG00000032484,0,0,0.104546,0,0.32288,0.579078,0.464085,0.145695,0.156524,0.259337,0.134456,0.206735,0.292139,0.327052,18054
8790,8938,ENSMUSG00000032485,6.35783,8.569352,8.822602,8.343922,5.990591,10.2767312,9.4245413,31.6518265,29.8843082,31.3605652,60.3502961,71.2437998,69.2446643,67.255531,235623
8791,8940,ENSMUSG00000032489,0.122314,0.2050133,0.173791,0.198353007,0.1646183,0.2224289,0.3464104,1.833106,1.6184038,1.374122,1.045002,0.3907231,0.2209971,0.2584178,16578
8792,8941,ENSMUSG00000032491,1.669661,1.359553,1.493442,0.57244,1.274707,1.973287,1.996656,3.613401,3.414553,3.891121,0.7994441,1.493375,2.372406,1.599093,67169
8793,8942,ENSMUSG00000032492,0.458684474,0.478374113,0.706629757,0.779032844,4.964521012,5.951087,5.693370013,523.03882,497.10776,531.01917,20.513037,24.39988,24.72848,24.594404,19228
8794,8943,ENSMUSG00000032493,0,0,0,0,0,0.0344708,0.0181303,0,0,0,0,0,0,0,73336
8795,8944,ENSMUSG00000032494,0,0,0,0,0.0605392,0,0,0,0,0,0,0,0,0,21667
8796,8945,ENSMUSG00000032495,0.0313723,0,0,0.0343792,36.16452,41.50447,41.19,0.179074,0.518786,0.3494758,0,0.0329158,0,0.0579407,74249
8797,8946,ENSMUSG00000032496,0.583406,0.8373245,0.521834,0.631695,0.1494039,15.3642188,11.905974,0.4996218,0.5946575,0.4198459,0.5017369,0.0421092,0.023799,0.2478781,17002
8798,8947,ENSMUSG00000032497,3.517470265,3.559742,3.256856,4.620860923,29.072676,24.056081,25.470819,11.189646,11.276697,11.77093117,8.6514392,10.7901881,10.346552,12.922263,71268
8799,8948,ENSMUSG00000032498,2.68817,2.172098,1.8689956,0.894538,5.907275,8.5721918,6.7610435,10.4268026,11.903732,13.135641,7.825863,10.014851,8.912085,10.893357,17350
8800,8949,ENSMUSG00000032500,0,0.0373189,0.0779716,0.0355954,0.140973,0.120924,0.243815,16.1482,14.1135,15.9875,4.46171,3.97371,4.75077,4.05982,245038
8801,8950,ENSMUSG00000032501,4.6240233,5.9329594,6.826763,5.482471,3.3081583,3.6497749,3.588473,6.315028,5.984135,6.164071,13.57431,14.72375,15.80486,13.99663,211770
8802,8951,ENSMUSG00000032502,0.0419006,0,0,0.0486792,0.0943923,0.208126,0.2329464,0.550328,0.358163,0.295586,0.0225869,0.0523482,0.0295865,0,20840
8803,8952,ENSMUSG00000032503,0,0,0,0.13676,0.6838968,0.625108967,0.7867556,1.3345203,1.0146654,1.36844321,0.1243932,0.2616541,0.0641897,0.133642,74100
8804,8953,ENSMUSG00000032504,8.47249,15.455155,11.536798,12.177366,18.878905,26.327215,23.766186,50.003364,45.513059,52.518082,49.194209,64.329587,66.925267,63.211281,18571
8805,8954,ENSMUSG00000032507,0.0496085,0,0.0760127,0.0694198,0.803,1.851921,1.406968,2.3995532,2.228044,1.7623162,0.1733558,0.4866416,0.465478,0.338448,72179
8806,8955,ENSMUSG00000032508,3.00368,3.942556,3.908913,3.6025,5.255723,6.926738,6.215931,12.259049,12.247247,11.306697,13.226508,13.464472,12.777471,10.977102,17874
8807,8956,ENSMUSG00000032511,0.0141363,0.0143774,0.0150316,0,42.677019,55.629327,56.935831,0.5741711,0.56634,0.540107575,0.012627,0,0,0,20271
8808,8957,ENSMUSG00000032512,3.874452,5.8546562,4.7490826,6.8094808,15.003798,11.192445,11.043392,16.181288,16.99875704,14.268842,10.482236,9.965624,8.570431,8.405133031,67561
8809,8958,ENSMUSG00000032513,7.206177,6.65842,7.73025,7.410318,9.128088,11.542032,11.207783,16.399646,14.328589,15.955381,21.47744,23.43788,23.27709,23.94579,74498
8810,8959,ENSMUSG00000032514,0,0,0,0.0260875,0.0527016,0.4033325,0.61275,0.0949971,0.2538836,0.1202332,0,0.0830653,0.0158051,0.0122001,74052
8811,8960,ENSMUSG00000032515,2.447441065,3.370645,4.918326,2.123253,9.936287,16.622668,16.351543,10.61924253,12.344326,10.369422,10.42566602,8.890157001,9.47420023,7.748220001,215418
8812,8961,ENSMUSG00000032517,0.7184949,0.8723317,0.7132883,0.5233926,0.1630137,0.0876853,0.0595378,0.400283,0.351956,0.474424,0.0300276,0.201645,0.20632,0.146085,17433
8813,8962,ENSMUSG00000032518,216.765233,229.45236,243.3637,225.327641,409.073298,586.748592,594.391426,861.448,830.898467,843.983323,830.797612,802.323072,998.381539,994.11522,16785
8814,8963,ENSMUSG00000032519,1.84799,2.568926,2.17711,2.262481,13.53144,18.375067,15.698552,38.610984,35.81482,39.231172,35.759387,38.34261,38.537354,41.709403,208638
8815,8964,ENSMUSG00000032523,1.771453,2.68537,3.36751408,2.543554,88.304063,118.525937,117.225501,13.357396,14.392251,15.1675,0,0.0689456,0,0,74770
8816,8965,ENSMUSG00000032525,14.433216,19.0265219,14.147903,13.609047,18.4621133,13.68820695,17.05047148,21.63061,24.272664,19.4558458,17.42929234,33.439857,30.4884048,34.424106,18087
8817,8966,ENSMUSG00000032526,26.767211,21.824437,23.454624,29.199971,68.946542,56.568311,61.084286,46.880946,44.397678,43.95537,49.741518,30.174734,30.895026,35.64413,26901
8818,8967,ENSMUSG00000032527,15.629132,17.881432,18.695424,19.94972,73.830339,71.75869,70.247012,245.681427,234.045051,241.869734,193.012782,234.02122,244.581447,196.57915,66904
8819,8968,ENSMUSG00000032528,1.703134,1.863857,1.6512409,1.77191,1.458039,0.389322,2.132004,1.659443,1.489263,1.45616,20.4010835,14.979262,16.425773,18.295562,22354
8820,8969,ENSMUSG00000032530,0.579398,0,0,0.335425,0.6417498,0.210618,0.1535857,0.048918,0.12595,0.0596465,0.300409,0.345269,0.234209,0.651331,69032
8821,8970,ENSMUSG00000032531,1.539313,2.519806,3.69432442,2.1428967,13.610076,17.184874,15.645281,30.382211,30.666341,31.424429,12.302444,9.847416,7.531921,8.354147132,56332
8822,8971,ENSMUSG00000032532,1.285368,2.41957,0.70089,1.603052,0.269463,0.285503,0.0600595,61.514262,58.554273,59.023413,0,0,0,0,12424
8823,8972,ENSMUSG00000032534,2.769938,3.3716623,3.759134,2.6050773,3.943209,4.238746,3.563673,4.7650292,3.545496,6.108229,2.5747022,2.7703256,2.283014,2.1214333,28135
8824,8973,ENSMUSG00000032536,5.055348,6.5126916,6.733499,6.644436,76.363218,98.229036,99.630025,46.924767,47.513237,49.0501878,57.0194205,56.405133,57.968579,54.703686,67095
8825,8974,ENSMUSG00000032537,0.0693644,0.2471547,0,0.18368464,0.9855246,1.7805743,1.64584,1.716564,1.785231,1.950089,0.112999389,0.0908543,0.05135347,0.015023,270190
8826,8975,ENSMUSG00000032540,6.112836,6.9538747,5.744129,7.80353,25.58198,22.861688,21.272981,32.068705,29.990105,29.858024,19.569734,16.122909,16.15242,15.618449,67469
8827,8976,ENSMUSG00000032547,6.492613,6.486351,6.107248,5.17158,17.334546,18.268797,17.394262,30.916606,28.884404,28.9863614,14.328852,15.733627,13.9222313,15.4941974,20187
8828,8977,ENSMUSG00000032548,0.453035,0.58427,0.581199,0.3974611,1.7935638,2.7771405,3.2049623,15.7008988,16.4960528,17.221812,36.7824771,47.019661,45.221854,47.595358,24059
8829,8978,ENSMUSG00000032549,1.03209,1.18192,1.48703,1.04428,2.6904,0.5436,0.818063,2.41159,2.806884,3.24662,0.296377,0.1344575,0.3576494,0.1110742,270192
8830,8979,ENSMUSG00000032551,2.174653,2.382168,2.29363,1.888755,2.659731,1.803915,1.856247,2.636435,2.765027,3.518588,1.051198,1.3306,1.536832,1.752424,66202
8831,8980,ENSMUSG00000032553,9.181094,11.385343,10.969373,9.219474,15.62817,16.88269,17.63528,24.1565,24.18112,23.93865,13.9967137,18.51154,19.2845,18.93971,20818
8832,8981,ENSMUSG00000032554,13.887084,18.70431876,13.805143,14.50349,18.599935,41.311408,44.510796,94.95683,89.22227,92.323783,26615.60902,21747.15684,21588.42438,21366.59608,22041
8833,8982,ENSMUSG00000032555,2.5647732,1.619913,1.870803,1.7013868,3.074171,2.223202,2.2120401,4.513553,3.9183448,4.401397,1.7180034,3.509382,2.550696,2.958727,235559
8834,8983,ENSMUSG00000032556,0.1686628,0.1747056,0.908179,0.664003,0.0225558,0.3436151,0.1548833,0.646974,0.347446,0.526588,0,0.181473,0.102592,0.327973,107993
8835,8984,ENSMUSG00000032557,14.724938,14.897402,14.6314506,16.135504,8.577169,6.1249138,6.415192,12.6521624,13.5829088,12.9159467,8.792526,11.005727,11.318377,11.268876,66663
8836,8985,ENSMUSG00000032558,0.7962582,0.58435862,0.23837,0.7399019,5.0687515,4.6520479,4.1642624,7.8772645,10.895653,7.830799,4.798784,6.2788791,8.4293057,10.764568,74025
8837,8986,ENSMUSG00000032560,3.5138823,2.905003509,2.097001242,1.42074626,13.11846,16.6362636,18.0107796,71.305244,65.8684739,66.03448,9.85953988,19.272138,14.5408054,14.35643626,235567
8838,8987,ENSMUSG00000032561,8.468429,11.815354,13.999827,13.199327,0.1215934,0.498024,0.474407,4.05758,3.884943,4.4730258,2.8472326,4.379287,4.678056,4.351689,56318
8839,8988,ENSMUSG00000032562,14.883481,21.34135,16.56808,19.207584,195.88279,196.967076,279.251876,488.461849,395.012205,270.542643,228.532273,180.183433,112.374435,132.106633,14678
8840,8989,ENSMUSG00000032563,4.86166,7.07608,7.8497008,9.191231,30.40158,52.004435,60.077052,43.941919,43.898069,51.320528,27.025903,21.9589039,24.1611331,18.392316,94062
8841,8990,ENSMUSG00000032564,0,0.0326707,0.145956,0.261774,0.0308033,0.15735919,0.0185363,4.9220876,5.414188,5.216726,0,0,0,0,74020
8842,8991,ENSMUSG00000032565,0.610230336,0.9646296,0.571244,0.66046891,4.233996,3.434767,2.851968,6.434282,6.528598,6.272716,7.492381,7.584941,7.649598,7.509474,75686
8843,8992,ENSMUSG00000032566,0,0,0,0,0,0,0.0611695,0,0,0,0,0,0,0,73532
8844,8993,ENSMUSG00000032567,0.790839,0.50733974,0.96141679,1.201857,3.081201,2.1129522,2.133192,4.624994588,5.30633493,5.082355,2.471204,2.2596615,2.813807497,2.882253,66595
8845,8994,ENSMUSG00000032570,8.7395996,9.626419042,8.5814031,11.26540334,20.35518812,18.15615361,17.473399,50.3699301,50.1133409,49.5453598,26.4423238,24.153571,24.88177044,22.183914,235574
8846,8995,ENSMUSG00000032571,2.3207155,2.27868,2.322558,2.183855,7.0262696,6.563184033,6.37419453,11.0952424,12.38892518,10.8312876,6.2479759,10.81435596,7.932217,8.291795,75669
8847,8996,ENSMUSG00000032572,0.0289189,0.230228,0.0615026,0.2191201,0,0.00394583,0.02367141,0.514149,0.2153634,0.1561904,0.0302421,0,0,0,68553
8848,8997,ENSMUSG00000032575,54.312149,59.566187,63.935246,53.477647,14.479012,8.613322,9.064104,23.680572,22.489128,21.989603,64.542048,76.704452,85.60973,83.40292,74840
8849,8998,ENSMUSG00000032577,2.31245,3.9329138,3.688143,3.7495289,17.7681694,16.1390544,15.984311,18.723052,18.2268538,18.18865,2.919906,8.021816,5.196166,6.85926,102626
8850,8999,ENSMUSG00000032578,4.38716,6.0933,5.794146,6.262423,30.880245,62.683282,61.87612,33.874742,30.592266,34.234883,7.95029,25.69824,26.66719,25.9845,12700
8851,9000,ENSMUSG00000032579,1.790981,6.090842584,3.045893,4.298107,24.149049,27.65577,36.91322,59.612412,71.165468,59.177821,32.20309,45.265586,52.133466,54.740542,69536
8852,9001,ENSMUSG00000032580,7.1294342,9.078068,7.93918696,7.28760727,29.9934669,31.7991684,30.89870262,30.90300282,35.80809504,34.219437,16.0472398,26.20584155,25.637816,30.9097063,83486
8853,9002,ENSMUSG00000032582,4.9075529,4.7217977,5.9436645,4.499689007,10.430422,6.036725866,6.61089,12.5010229,12.507945,11.4278403,7.4211771,11.24386907,10.453489,9.723857,19654
8854,9003,ENSMUSG00000032583,5.819317,7.186631,7.709588,6.547501,5.328814,8.95858,8.43318,23.66089,23.66908,24.18837,23.0968,25.04498,25.30053,23.15461,72825
8855,9004,ENSMUSG00000032584,0.02286154,0.0465506,0.0486537,0.0444187,4.322753,6.400663,7.855296,0.899972,1.05276101,1.039091,1.614642,0.427969,1.088021,0.8786171,19882
8856,9005,ENSMUSG00000032586,0.422679,0.083422,0.3137731,0.2870212,0.245613712,0.5662857,0.1991037,0.4514191,0.2679367,0.18397659,0.2174212,0.1900761,0.0915235,0.3404673,22036
8857,9006,ENSMUSG00000032589,0.0661176,0.0470301,0.1397884,0.0657554,0.0528856,0.1107101,0.0689373,0.2075335,0.1722576,0.2002892,0.00642457,0.1294781,0.05339969,0.06231643,12217
8858,9007,ENSMUSG00000032590,6.0478744,7.176814,7.9519767,6.390427,37.605404,28.9340778,27.6591877,183.245619,176.754917,172.46175,75.365265,107.872362,104.883816,99.689516,235606
8859,9008,ENSMUSG00000032591,0.1705929,0,0,0,0.0164076,0.692526007,0.4196076,1.216921,0.746085,1.4802282,187.818274,244.17921,253.13004,246.37612,15235
8860,9009,ENSMUSG00000032593,1.04812,1.24798,1.25684,1.1476,3.22122,3.11147,3.07013,2.47307,2.38302,2.27159,2.54026,6.051,5.85899,5.86394,320844
8861,9010,ENSMUSG00000032594,6.086926,7.192704,7.717754,7.329813,22.88097,28.765102,27.554051,51.25635824,56.007539,54.352739,46.468431,46.66552,48.463113,43.820893,27399
8862,9011,ENSMUSG00000032595,0,0,0,0,1.001288,6.0398055,4.899425,0.9896162,1.263859,0.8918318,0,0.767804,0.30165991,0.1552522,69398
8863,9012,ENSMUSG00000032596,1.654696,2.23202,1.872257,2.5458,25.136868,30.244687,30.802531,35.79934268,30.75188956,35.776946,15.9192919,28.46605,21.867448,27.399378,74153
8864,9013,ENSMUSG00000032598,0.603183,0.5760456,1.044603,0.8216931,4.09709,5.099958,5.561849,7.255393,7.189051,7.278629,4.11219,4.4312278,4.7631994,3.319493,80987
8865,9014,ENSMUSG00000032599,2.7258072,2.2085403,3.1124792,3.1253389,4.692454,5.990404,6.088116,22.540999,22.166997,23.85163203,23.32054172,21.038461,19.69629387,20.629466,76500
8866,9015,ENSMUSG00000032601,3.96918,3.99629,5.576938,6.4901,15.8190701,12.1585289,12.2898,12.4117499,12.8777726,12.7713008,23.5692494,19.1971043,19.4663106,19.5056256,19087
8867,9016,ENSMUSG00000032602,5.431419,5.75074,4.617831,6.094134,65.79656,69.809705,68.342548,31.493254,31.811733,30.9170572,63.848357,46.193172,48.646324,50.621811,57279
8868,9017,ENSMUSG00000032604,17.805529,24.276687,24.4257075,19.3215851,76.4614108,76.1118493,71.607428,142.693772,151.5451485,145.117076,87.73626393,98.42709914,101.4230843,101.123716,97541
8869,9018,ENSMUSG00000032606,0.47444,1.02331,1.247925,0.821556,13.09305,16.1386918,14.219452,28.816669,28.376395,24.108296,18.47046,14.680945,13.515425,15.171567,66257
8870,9019,ENSMUSG00000032607,5.57896,5.801907,4.89481,4.682681,6.902624,5.838819,5.43613,68.48136,68.51609,66.57494,67.97586,55.37532,53.62673,56.48619,434437
8871,9020,ENSMUSG00000032609,0.380106,0.613255,1.5062718,0.4789086,9.5782249,12.6998786,11.6295357,26.8793234,24.4690984,26.1731125,12.340133,21.3993718,24.093553,24.867199,78267
8872,9021,ENSMUSG00000032611,0.413508,0.21514,0.354042,0.204191,0.288974,0.611716,0.386043,0.557469,0.503077,0.8654,0.590664,0.224407,0.126891,0.202765,112418
8873,9022,ENSMUSG00000032612,10.2744414,10.9451852,11.677459,14.71678,25.44832,25.729346,23.9494926,44.6697933,46.450623,48.604018,47.0903754,52.163836,47.72611,47.546118,22258
8874,9023,ENSMUSG00000032615,3.06533,2.446591,3.136215,3.8805871,18.1348711,21.33158,20.8730328,28.8225654,28.8684962,29.2272075,21.1100315,19.98855,21.0868524,18.5064053,103850
8875,9024,ENSMUSG00000032621,3.254768,4.8020382,4.428531,4.225815,20.925309,18.5918546,19.208418,39.155105,31.6664271,38.3990629,12.85422475,22.119444,22.391106,17.869446,218543
8876,9025,ENSMUSG00000032623,0,0,0,0,0,0,0.0163133,0,0.0220369,0.0208581,0,0,0,0.0264892,100535
8877,9026,ENSMUSG00000032624,1.171738,1.430178,1.5319745,1.447328901,1.823313481,1.725964603,1.549297873,4.548068,4.44172947,4.574274,2.4505176,3.27218337,2.99409433,3.44445356,78798
8878,9027,ENSMUSG00000032625,0.0655606,0.0489124,0.10472858,0.0840409,1.313865,0.8741776,1.228876,2.963761,3.3745554,4.626616,0.0929469,0.0785781,0.12484309,0.2091617,330267
8879,9028,ENSMUSG00000032633,6.028129,6.061271,6.236991,6.353424,25.281494,32.456232,30.910844,33.253129,33.503777,33.727249,16.97398,27.67327,27.227661,30.780798,216805
8880,9029,ENSMUSG00000032637,4.986858,6.564618,5.825093,6.517317,21.624511,42.368838,40.219412,59.413399,50.10560389,57.281157,38.91622,60.599794,80.13822,71.985398,233871
8881,9030,ENSMUSG00000032640,0.441041,0.686987,0.441812,0.605039,2.80064,2.6246,2.55152,4.17081,4.38064,4.29868,1.11659,0.986299,1.35917,1.17297,269941
8882,9031,ENSMUSG00000032641,0.885734,0.831538,1.001236,1.00581,1.8453393,3.61273,4.301121,4.899062,4.895516,4.523431,5.585883,6.466818,6.315404072,7.504727,14760
8883,9032,ENSMUSG00000032643,0.142594,0.374507,0.620121,0.621682,3.96997,12.120014,12.01638,9.808959,9.050015,9.749741,1.023228,1.257788,1.76277,1.776194,14201
8884,9033,ENSMUSG00000032648,0.787094,0.438332014,0.898102,0.958359,232.735241,237.744116,240.187081,12.93887,13.88754773,14.865948,0.4319872,0.51082,0.85934,1.107716,19309
8885,9034,ENSMUSG00000032649,0.264901,0.512638,0.366552,0.568162,2.74818,3.34621,2.94139,5.024335,5.12477,5.359211,0.495898,0.304767,0.311905,0.352159,269132
8886,9035,ENSMUSG00000032652,2.1189635,1.68275,2.770594,1.976752,5.916001,5.253443,5.1446758,18.025977,18.479302,18.314869,20.391098,17.722131,16.729579,18.294194,232430
8887,9036,ENSMUSG00000032656,0.650065,1.3140965,1.1848874,1.16046,4.5718923,6.6792018,6.79022378,10.8180484,9.502284,10.3984648,3.92674,3.23688,2.9660156,2.6850673,320253
8888,9037,ENSMUSG00000032657,2.697284104,1.519740002,1.4930685,1.891676,4.837586,11.2459404,9.706298,13.665835,12.7978781,13.40266179,2.50808843,4.876337,3.182437988,2.6531395,68521
8889,9038,ENSMUSG00000032661,0.206918,0.2414079,0.1534383,0.280212,0.3035577,0.6306591,0.5740945,1.858029,1.680754,1.683227,0.8039454,1.5491085,1.7298573,1.4433257,246727
