"","ens_gene","Homo_sg_1","Homo_sg_2","Homo_hrt_1","Homo_hrt_2","Homo_hrt_3","Homo_kidn_1","Homo_kidn_2","Homo_kidn_3","Homo_livr_1","Homo_livr_2","Homo_livr_3","gene_ids"
"1","ENSG00000000003",45.118156,33.484024,3.740632,1.868153,2.08286,14.610312,17.68987,38.94412,27.99736,16.71645,36.649563,7105
"2","ENSG00000000005",0.422963,0.239587,0.620141,0,0,0.663262,0.095618,1.48289,0.0678696,0,0,64102
"3","ENSG00000000419",31.920814,23.268056,10.537779,14.42658,12.38303,14.680238,8.01988,40.383234,12.452354,20.981531,21.973731,8813
"4","ENSG00000000457",4.51661,3.226557,1.687985,1.822066,1.544279,3.60421,2.925143,7.23953,3.135026,2.2402459,3.02460315,57147
"5","ENSG00000000460",1.129279617,0.61559542,1.024452,0.534439,0.65714,0.5473945,0.9746023,1.59751405,0.8341134,0.8141613,0.9529051,55732
"6","ENSG00000000938",1.223517,0.8638631,7.661289,6.795518,7.055703,4.730844,2.1903911,4.739573015,3.057319903,2.502942,3.326698,2268
"7","ENSG00000000971",37.4724003,17.0965029,43.28053,14.249159,11.170745,7.562048,6.27798,12.027464,174.411612,332.3854,523.9225,3075
"8","ENSG00000001036",8.367805,7.152928,9.655202,11.16205,12.6739,50.24725,40.231433,67.411408,15.923681,11.8911,17.4504094,2519
"9","ENSG00000001084",6.4042224,3.1238341,11.74258942,26.517816,14.836977,38.583886,11.72878776,35.52100558,34.57331036,18.0961276,34.3808051,2729
"10","ENSG00000001167",4.870794,2.285754,4.81194,5.8828,5.85164,7.29847,4.68622,6.5808909,3.451,1.74218,2.86769,4800
"11","ENSG00000001460",1.4180452,1.183157,1.3239388,2.911623,1.9551565,4.991075,7.252972,7.081139,0.659859,0.109612,0.5819582,90529
"12","ENSG00000001461",7.5608444,4.6660179,6.0788361,8.078431,11.435456,11.3989133,11.637949,9.637425,2.410484,0.453056,1.5819111,57185
"13","ENSG00000001497",4.510679,6.471901,8.613954,10.885136,7.543396001,19.030949,17.14749,14.5622988,9.308031875,4.6325589,7.969171,81887
"14","ENSG00000001561",16.2569,8.36247,3.51459,2.82046,2.69708,8.21491,0.77845,28.1882,0.956843,4.75076,1.8626,22875
"15","ENSG00000001617",3.081661,3.9521499,19.89899,20.444016,19.34526945,33.128101,28.99758004,19.09708,7.428783834,0.2619736,1.8726334,6405
"16","ENSG00000001626",7.110001,3.4468381,0.0311503,0.116163013,0.6698736,3.197289,0.4520116,4.727085,0.424922,0.17865453,0.8819936,1080
"17","ENSG00000001629",8.802166,7.1030004,3.7560262,4.7557252,6.160853,15.831518,4.691466,21.61891,4.462242,1.250256,2.44744,54467
"18","ENSG00000001630",12.9783259,7.7309509,3.902672,4.92139,5.21832,19.613895,6.549181,40.14882155,73.24047,21.9537,37.3324462,1595
"19","ENSG00000002016",3.8057891,2.7246935,4.51683,7.347697,12.283523,8.0374095,8.842684,7.101043,3.8860388,1.21090046,2.6747081,5893
"20","ENSG00000002330",7.199304,18.9415503,28.48104,45.520939,48.18344,48.50003,131.188383,45.133166,36.00421,22.27188,28.5638,572
"21","ENSG00000002549",21.141373,15.5847674,21.945146,34.924671,32.600217,170.736009,54.90028,177.923456,60.574574,26.33557701,50.951722,51056
"22","ENSG00000002586",17.5452016,42.5140251,231.36712,160.980758,148.893079,75.714949,121.262283,51.115972,157.430545,60.718032,117.924359,4267
"23","ENSG00000002587",1.583821,1.339671,1.101832,0.821591,0.5465385,12.40641,1.327374,5.36401,0.110914,0.0143696,0.2852542,9957
"24","ENSG00000002726",0.1740216,0.0360575,0.377186,0.256379,0.341098,235.181711,1066.262334,160.78965,3.001525,0.986426,0.2614544,26
"25","ENSG00000002745",0.0787917,0.0487136,0.0483573,0,0.0359798,0,0,0.069497,0,0.0371298,0.028126,51384
"26","ENSG00000002746",0.0866035,0.09567924,0.00801076,0.0541446,0,13.95323,12.369956,10.193809,0.0240151,0,0.013715,23072
"27","ENSG00000002822",1.1222792,2.6242063,8.70645764,15.03531387,16.916348,11.56948901,16.376679,7.188172234,45.71220627,7.278561974,29.15464447,8379
"28","ENSG00000002834",9.1623126,12.1223891,31.358583,35.335576,37.72948198,104.5558796,80.295474,68.89715149,63.427734,7.4319628,17.9479,3927
"29","ENSG00000002919",4.0206811,5.9091143,5.160529,4.665513,5.099671811,12.964488,14.95605332,16.26144229,8.704072,3.585043,4.9717851,29916
"30","ENSG00000002933",7.3669449,4.0036358,20.162222,23.212397,25.400437,533.78279,596.306525,587.766896,505.950828,386.986559,611.283191,55365
"31","ENSG00000003096",3.569776,1.182434128,1.487795,2.679338,2.335046,7.4228729,3.4624848,11.561139,0.761542,0.203457727,0.655054055,90293
"32","ENSG00000003137",0.516949487,1.337259,7.152985,2.070861002,1.59907,4.46319,1.33123,4.115646,0.733387,0.0573034,0.033799533,56603
"33","ENSG00000003147",17.34982511,19.875528,16.400557,18.354903,16.59749937,25.01173975,11.8280436,24.80470238,4.8142013,0.2274467,7.0945884,3382
"34","ENSG00000003249",1.7992335,4.107245285,2.1388586,5.105832,4.843028,10.52519011,14.696636,10.8847142,3.8865746,0.254389391,1.758691298,79007
"35","ENSG00000003393",3.7622971,1.99983898,8.676723,8.105408,11.809661,19.094454,7.7863512,18.022701,9.005485,1.649406,5.5714983,57679
"36","ENSG00000003400",3.1772997,1.3450327,4.135614,2.725502,2.157363,5.021593,4.905145,5.09168,3.032782,1.577172,1.8164268,843
"37","ENSG00000003402",27.1534886,18.8953427,101.700969,84.184579,80.0086963,54.3977,41.22144747,78.28622101,24.35704901,14.2500758,13.025715,8837
"38","ENSG00000003436",12.974853,5.8108183,14.826804,4.183087,6.265419,22.67746777,28.31220831,44.71129,37.6393,93.0576243,88.48027111,7035
"39","ENSG00000003509",3.5589095,2.79706,8.005214,10.24508724,14.198249,13.266645,3.860009,22.44829274,5.170502659,6.14242,6.24503771,55471
"40","ENSG00000003756",42.2427545,32.5186924,83.9809976,78.532312,65.54802525,99.09692791,80.587807,63.384175,29.769445,11.0081199,27.6962514,10181
"41","ENSG00000003987",0.397721,0.1390071,0.130117,0.6057654,0.05575303,0.255108,0.2099132,1.2536931,0.2315559,0.3911867,0.4973211,9108
"42","ENSG00000003989",4.536280252,1.620698421,7.625222774,3.912808933,4.642611063,2.498682722,0.881982478,4.9839092,40.991719,38.3044245,55.9713926,6542
"43","ENSG00000004059",10.859114,24.7027335,89.09597,116.56648,122.5035575,189.69055,243.362769,138.77558,94.20618,55.920336,72.031935,381
"44","ENSG00000004139",2.851022,3.0740166,2.581717,7.394262,8.377626,9.91381,10.3289904,6.720091,6.147572,0.4411286,0.472084,23098
"45","ENSG00000004142",12.4578555,19.46576,56.3642,92.1095,92.5542,190.2603,143.1781,171.7189,86.5697,38.51438,72.9913,26073
"46","ENSG00000004399",10.9638618,5.40251,40.3547851,67.66842002,67.33261,27.265487,62.045136,34.750612,15.08059,3.708433364,19.389522,23129
"47","ENSG00000004455",16.05134854,22.7756277,65.341212,47.360575,57.42931371,293.644711,225.741591,346.874821,186.132902,85.5690432,81.834018,204
"48","ENSG00000004478",15.221163,16.9531828,30.833709,29.23709,30.614915,75.39194,87.40475,93.636707,66.01825,7.155361,18.615587,2288
"49","ENSG00000004487",13.477975,11.939593,15.60457001,15.40590006,20.56989081,32.92632214,22.14407,32.35337,15.56157,7.315705,9.763337,23028
"50","ENSG00000004534",21.043063,14.5357196,31.88757325,30.85072149,35.12694472,37.60232,33.05683862,59.444195,26.144935,15.66320549,18.88699025,10180
"51","ENSG00000004660",2.2685978,5.844747,1.5968963,2.484913,2.515914,1.7083819,2.3675281,1.6667572,0.3082877,0.05047237,0.2102295,84254
"52","ENSG00000004700",6.414339,4.300998,6.32932,4.155819,5.802848,7.561734,1.0690017,12.71687,2.478586,1.900393,2.347925,5965
"53","ENSG00000004766",8.022994314,5.280412907,2.9295254,5.560496,3.0281567,5.295801676,4.339624,15.3433007,2.5534808,2.2084028,3.277093927,55610
"54","ENSG00000004776",8.4480674,3.9113367,1291.47248,1897.7276,2038.7139,15.961742,68.79013,7.132446,12.73214,6.354441,4.593,126393
"55","ENSG00000004777",1.7988833,2.2200651,8.611577,9.154159153,12.89885317,6.698569,4.8180003,4.709187,1.6414011,0.2635425,0.6795816,115703
"56","ENSG00000004779",46.697064,40.1005335,117.84789,266.2486,291.3561,109.77384,91.96038,238.379938,61.24729,99.861003,106.534791,4706
"57","ENSG00000004799",15.32321,19.079932,627.53099,127.95339,140.585414,18.008248,4.9804905,44.923841,18.057088,4.64205,67.2606,5166
"58","ENSG00000004809",0.2938594,0.0790934,0,0.094195099,0.187981158,0.0874797,0.120161,0.286694,0.0852898,0.0727601,0.237027088,85413
"59","ENSG00000004838",0.06691862,0.054373289,0.232901538,4.378979,2.366735,2.460107,3.193605,1.04699,1.0803078,0.02319351,0.57411227,51364
"60","ENSG00000004846",0.02608024,0.07171893,0.1853233,0.0577118,0.129319,0.155049,0.1371943,0.0467466,0.1206878,0,0.02780944,340273
"61","ENSG00000004848",0.0194325,0,0,0,0.0792403,0.362635,0,0.114793,0.022978,0,0.0102622,170302
"62","ENSG00000004864",3.8116747,1.9384353,3.400837,3.300979,2.615943,19.58647,12.78138,44.073923,40.61564,10.070917,57.640687,10165
"63","ENSG00000004897",10.1233869,6.6289878,7.35624951,19.5075404,14.323708,14.7919179,6.13102899,23.6834465,12.10568477,5.5112423,6.057359,996
"64","ENSG00000004939",0.0399155,0.0674427,1.749608,0.702771,0.0294786,128.995853,69.180236,92.894393,0.256,3.337847,0.2619022,6521
"65","ENSG00000004948",0.0740459,0.0551923,0,0.1316592,0,1.536958,0.23116,1.470742,0,0,0,799
"66","ENSG00000004961",7.108774,7.01742,9.406541,16.36615,22.39634,20.43265,12.33931,23.95806,9.29466,4.630132,6.785975693,3052
"67","ENSG00000004975",3.5829775,4.8445724,10.678747,16.9603176,12.579827,27.916028,22.708,23.006553,11.676685,1.6719343,3.628733907,1856
"68","ENSG00000005001",7.0141694,7.471422,0.0988639,0,0,3.543375,5.035035,3.798149,0.4733831,0.0654856,0.1820912,64063
"69","ENSG00000005007",6.4202407,11.8461531,24.241905,27.417526,24.528393,35.306047,44.698575,25.127888,28.576007,7.953305,10.0476727,5976
"70","ENSG00000005020",5.7511281,2.85597,2.529915,0.658379,1.882363,19.718577,6.043,26.1406,1.861513,1.34545,1.947845,8935
"71","ENSG00000005022",95.4265572,95.946666,61.178296,112.106,117.705442,913.85025,543.063561,737.7159,236.53306,54.6813,126.83972,292
"72","ENSG00000005059",2.845856,1.3941053,2.895937,0.564176,1.587664,0.489251,0.710177,1.851516,0.356847,0.312282,0.979234,55013
"73","ENSG00000005073",0.059102,0,0,0,0,1.037044556,2.87702,1.5526475,0,0.0182534,0,3207
"74","ENSG00000005075",12.77746,16.1541913,84.59428,81.3512,87.866239,77.12561,71.35637,39.670005,81.30357,29.707689,26.90311,5439
"75","ENSG00000005100",2.2403348,1.7492554,2.28495,4.19651,4.081996,4.14191,2.24485,4.552643,5.313135,0.823528,2.24751,56919
"76","ENSG00000005102",1.13252,0.7904579,7.135022,7.271065,8.22862,0,0.286518,0,0.144742,0,0.0308715,4222
"77","ENSG00000005108",0.7584153,0.228837503,0.571779918,0.249643,0.378034818,3.38039,1.996617244,5.622515068,0.135668291,0.054115753,0.1853282,221981
"78","ENSG00000005156",5.0294793,3.0508931,4.838689,10.233124,10.894436,9.363906,11.642165,8.2129648,5.766953,1.0841199,1.491379301,3980
"79","ENSG00000005175",9.5750305,7.223119,2.516188,3.116716,1.323244,7.008152,1.275614,12.478299,2.4431688,4.490892,3.777349039,79657
"80","ENSG00000005187",4.05965022,4.677341,12.5188559,7.168487,3.938164,56.245322,39.530496,150.666275,54.813825,37.9690198,110.2162843,6296
"81","ENSG00000005189",0.5025518,0.4427247,1.706143,3.3499503,3.6389,0.813095,1.153897037,1.349188,0.478076,0.35745254,1.536829,81691
"82","ENSG00000005194",7.0573307,6.9966923,11.99859507,24.53141416,24.567249,45.131031,35.823076,54.799089,21.20556003,6.105092745,9.407712,57019
"83","ENSG00000005206",3.2837999,8.5072326,28.734612,33.08654977,49.974318,69.621558,58.514038,36.242784,28.62303,3.158939,6.839908,56928
"84","ENSG00000005238",1.729262778,1.815311416,8.920294,11.847906,9.8381473,16.69085347,11.48046784,12.0337704,3.028177322,1.515643417,2.302907124,80256
"85","ENSG00000005243",9.472702,14.4648142,42.23957,29.88542,33.362087,32.31225,27.915362,19.640003,32.83185,23.01738934,23.86472,51226
"86","ENSG00000005249",7.17349,2.03088,1.753265,5.042582,6.14978,1.046507,0.905208,2.78968,0.1939144,0.43927,0.543491,5577
"87","ENSG00000005302",5.606474365,4.130481529,5.013310549,4.719890607,6.1238135,5.278207379,7.308331253,10.56015712,5.256390695,3.622800235,7.221490356,10943
"88","ENSG00000005339",9.7156936,6.814173,10.6990742,20.750953,21.026459,12.607067,14.035378,12.79503,8.006333,1.2424322,2.61944287,1387
"89","ENSG00000005379",2.8020019,4.8156402,3.936373,7.293122,9.839377,7.469423,8.028287,7.02117,2.643763,0.65127008,3.0864489,9256
"90","ENSG00000005381",8.461231,26.51843,1.46452,0.0528402,0.175752,0.123369,0.0853694,0.118816,0.0807935,0.102368,0.0344642,4353
"91","ENSG00000005421",0.0890922,0.2367372,0.066316,0.0741751,0.0493307,0,0,0.6448494,338.5048,406.3954,909.889,5444
"92","ENSG00000005436",10.20440105,5.7800559,3.496895131,2.452923,5.582121,4.084681281,1.969894,12.487719,7.5692,7.74411919,16.033404,6936
"93","ENSG00000005448",1.6610485,1.7486535,7.7634353,5.42166,6.249056,13.723754,28.275239,11.290169,3.517875,1.826158,1.234351,84058
"94","ENSG00000005469",6.072225,2.4858812,1.317961,2.359948,1.4292141,7.685679,3.104605,15.611443,5.4782444,1.619836,7.7386488,54677
"95","ENSG00000005471",0.8703914,0.37142888,2.101103,4.299179,4.293723111,0.371706,0.3668791,0.3631211,15.32272569,33.7202297,26.9300957,5244
"96","ENSG00000005483",20.0427103,11.6379082,11.684245,13.945289,18.93651,15.379657,7.745264,13.673136,5.6728628,1.1257543,4.059914991,55904
"97","ENSG00000005486",11.3524168,13.224441,22.842258,34.253956,34.7556397,81.1051593,150.76075,85.83271,38.8475586,26.16371647,22.684039,57414
"98","ENSG00000005513",2.023513,7.141668,1.35169,1.715334,2.224143,0.1291899,0.1787949,0.0710983,0.0423028,0,0.02706774,30812
"99","ENSG00000005700",23.71542355,8.4069359,2.6321966,3.356320482,4.24884451,5.193355724,2.1468034,12.664257,4.7306135,8.6134959,9.326343,25998
"100","ENSG00000005801",4.901790112,4.360024296,4.395703482,5.252594721,6.018564,7.357613616,2.575211,11.24306616,5.211569691,2.42458703,3.4231226,7748
"101","ENSG00000005810",14.584962,12.0579637,16.8098238,16.991158,15.848631,28.0236212,8.0843307,18.224905,13.8732943,3.43464053,11.8004082,23077
"102","ENSG00000005812",20.576796,13.5593598,10.574319,7.341096,8.565154,14.701073,5.035546,22.238554,4.686914,7.2912491,8.623309,26224
"103","ENSG00000005844",2.5445578,2.2750894,3.403145,3.4108299,4.597348,2.7112469,4.180852,2.084282204,9.2087436,1.0189007,5.768275,3683
"104","ENSG00000005882",9.7966041,14.1010308,68.469912,288.1519508,281.31387,126.258208,228.223542,78.41320821,33.23227754,5.307063,24.0811776,5164
"105","ENSG00000005884",6.1326419,4.5571329,6.602942,23.123311,16.549972,52.381715,87.7380914,33.68008663,2.6693481,0.7324362,0.6023476,3675
"106","ENSG00000005889",7.6150943,3.37992373,6.1860106,5.0997776,4.2175162,8.679271775,1.704335118,7.826132,3.740331,2.327989,3.3034631,7543
"107","ENSG00000005893",81.58873,60.85098,13.1142,16.088416,14.55509,96.23176,54.15649,159.2678,41.87577,32.016725,52.2052,3920
"108","ENSG00000005961",0.2130959,0.3314887,0.800137,0.2530932,0.304189,0.952023,1.668438,0.1522862,0.6176812,0.1739164,0.3977014,3674
"109","ENSG00000005981",0.3874045,0.2500144,1.322161,1.01358,0.758536,0.544593,0.142474,0.698975,0.121256,0.139145,1.521402,51666
"110","ENSG00000006007",27.2385369,23.4048866,27.175478,28.19736009,30.956948,39.0024265,28.452346,56.426171,16.21528,8.584953,13.597487,51573
"111","ENSG00000006015",4.5662822,20.8724692,97.9998513,118.15956,139.516777,80.6007357,102.84454,25.959079,74.562133,25.262028,26.924511,55049
"112","ENSG00000006016",1.506968,1.6862423,25.103807,7.45824,5.136118,3.259244,2.57713,2.155987,1.670448,0.781797,0.188538,9244
"113","ENSG00000006025",1.77474097,2.6053504,3.0002732,5.005128,4.8833671,4.992297,4.475503,3.755231,0.67326035,0.3585797,0.4522837,114881
"114","ENSG00000006042",12.3213525,10.5869442,12.930393,21.001818,20.31651,38.322104,61.831963,29.436969,9.730906,2.4250885,5.4121245,26022
"115","ENSG00000006047",0.7850523,0.61834786,0.6427698,2.9843595,2.855126,1.851771027,1.525026,1.270454,0.7565654,0.12172643,0.9434152,51087
"116","ENSG00000006059",0,0,0,0,0,0,0,0,0,0,0,3883
"117","ENSG00000006062",1.946027,2.4217202,6.18499402,11.017174,11.627522,10.26356107,7.869591,10.268337,6.00357501,0.91655223,2.11513,9020
"118","ENSG00000006071",0.214722281,0.14310402,0.643759134,3.6746586,3.149516251,0.0789248,1.0961759,0.3694565,0.4822525,0,0.0186167,6833
"119","ENSG00000006116",0,0,0.0494535,0.0575073,0.0382602,0,0.0302161,0,0.0211437,0,0,10368
"120","ENSG00000006118",2.8981914,5.2187957,5.351762,7.414367,11.1528795,3.65211803,8.883402,2.6144343,1.304192,0.094797892,0.33880591,54972
"121","ENSG00000006125",17.31356044,10.7310077,23.90314905,36.02632955,35.755457,66.66763,51.733002,88.779167,8.418317,4.6543168,9.0663681,163
"122","ENSG00000006128",4.50364,1.375466,1.020355,0,0,2.590737,0,6.17701,0,0,0.0396553,6863
"123","ENSG00000006194",5.6826,6.018336,8.160085,4.3465827,8.462454,11.201487,13.965631,12.168544,6.163074,2.4951147,5.174608,10127
"124","ENSG00000006210",16.1724332,9.260746,22.919208,17.30256,13.193265,13.646801,39.2102,14.568431,9.977751,0.544222883,4.148833,6376
"125","ENSG00000006282",3.3653857,12.53122043,21.18372933,89.6629606,89.63187715,54.45421207,59.47096265,42.50433908,17.83280032,8.2549931,12.1247713,64847
"126","ENSG00000006283",0.0849944,0.103663757,0.021651259,0.685977,0.536704561,0.022616063,0.235150124,0.0863895,0.209177,0,0.00950602,8913
"127","ENSG00000006327",4.1332568,7.545108,7.96005,29.16328,39.22298,58.52188,13.62748,79.557679,8.95483,28.57627,1.777188,51330
"128","ENSG00000006377",0.3330502,0.1468918,0.123702,0.0783551,0.530567,0.109414,0.254898,0.0958273,0.0598778,0,0.0126695,1750
"129","ENSG00000006432",0.8124476,0.3840053,0.2528331,0.377952,0.451068,2.390417,1.220525,2.172398,1.03994396,0.1020512,0.2225011,4293
"130","ENSG00000006451",10.5988707,8.789003,13.97496,8.3378844,8.2385441,23.95914,4.87804,25.139985,6.55249,3.845206,6.324,5898
"131","ENSG00000006453",5.691498,7.3265973,3.989926,1.775998,3.79941,8.882156,5.34827,8.50070559,18.7408,3.04333,8.889059,55971
"132","ENSG00000006459",4.254884,1.76875,2.632013,3.211498,2.848471,1.499614,0.588533,3.266802,1.0230067,1.152166,1.121861,80853
"133","ENSG00000006468",66.7236717,81.2869781,9.934248,19.1477973,18.4971021,2.937168,0.8855995,1.836170931,0.4670246,1.023598102,0.970295852,2115
"134","ENSG00000006530",8.2490242,5.2774673,3.92199867,9.473349143,8.005278733,11.43153785,9.323866889,20.38304921,3.977542,1.5122919,3.3672674,55750
"135","ENSG00000006534",0.9851974,1.7822653,2.067416,3.316285377,3.553649468,43.369967,42.11851,28.641932,1.910804,0.3735124,1.0392247,221
"136","ENSG00000006555",1.88595146,2.6467382,0.2979899,0.3022133,0.2140947,29.172489,10.909917,20.134737,1.952427009,0.721986,1.114824,55001
"137","ENSG00000006576",4.271933807,1.7370184,2.638279045,3.1690911,2.7733913,1.52745,0.6411584,7.035111959,0.7844137,1.15118891,1.512605473,57157
"138","ENSG00000006606",0,0.120213,0,0.427579,0,0.682819,1.96875,0.469728,0,0,0.0697204,10344
"139","ENSG00000006607",5.0575371,2.77354158,9.102381,10.384067,12.8551221,21.30786001,14.800784,18.126079,8.852168,2.1242048,9.96172,9855
"140","ENSG00000006611",0.0217367,0.023843013,0,0.990632,0.38084415,145.805663,121.4177241,125.7083,1.0266099,0.1049132,0.2908121,10083
"141","ENSG00000006625",24.5210474,25.7256809,7.812642,4.576742,4.258588,21.047809,3.956001,54.556509,8.726096,9.313300253,15.57846,79017
"142","ENSG00000006634",3.26302601,2.1038201,0.1831473,0.680299,1.063727,1.1680103,0.1222231,3.41221,0.639619,0.8728998,0.9529786,10926
"143","ENSG00000006638",0.2788993,0.2002851,2.39422,5.70104,4.7889092,2.823941,6.169133,2.537387,2.704011102,0.445774,1.873704,6915
"144","ENSG00000006652",28.27001381,22.4204546,23.551003,7.38317,9.8643694,14.370703,5.6413277,25.34292,12.208058,10.79467626,9.94225707,3475
"145","ENSG00000006659",0.0279637,0,0,0,0.238945,0,0,0,0.137305,0,0.0585702,56891
"146","ENSG00000006695",4.3719403,3.48106204,4.8062,24.941713,28.62526,8.246856,7.006786,15.066201,4.780386,2.289612,3.544539,1352
"147","ENSG00000006704",5.1842528,4.7732723,9.013345,7.986125,8.010028,10.791153,14.842383,13.516973,3.103915,0.839753307,1.685892004,9569
"148","ENSG00000006712",8.391525,10.1955924,46.220679,42.068352,40.424612,80.7072934,46.026113,30.836307,38.134723,10.003043,10.37407568,54623
"149","ENSG00000006715",10.7986101,7.8710184,8.352138612,8.01017,12.619056,29.30816,10.74247,35.90082,8.403871,2.130380762,6.907087,27072
"150","ENSG00000006740",2.8587669,2.574828,3.7223932,5.228739162,5.29902,4.554867,3.034802991,3.167938,0.7104774,0.2269932,0.3046946,9912
"151","ENSG00000006744",10.7860204,9.57562526,22.427475,61.34954,60.950979,36.903522,44.461684,35.70297509,22.621719,8.227533251,11.42745,60528
"152","ENSG00000006747",2.535861,3.338877,0.203516,0.677925,1.7172452,55.083136,22.729855,94.547667,0.514174,0.1667123,0.104254,85477
"153","ENSG00000006756",6.9240299,5.1278191,2.500645,11.397907,8.058491,85.06558,49.407037,55.941362,17.775164,6.916908,16.636748,414
"154","ENSG00000006757",7.426631224,6.036872,13.18494338,16.79908,12.343536,61.28723051,27.76534851,77.013529,38.26067338,14.605269,10.227615,8228
"155","ENSG00000006788",0.00863272,0.00353803,0.321003021,0.785978122,0.527732067,0,0.015430601,0,0.010487901,0,0.0230167,8735
"156","ENSG00000006831",4.9211337,3.33532315,8.803551,8.938679,8.963041,8.21046,7.897027,13.260043,64.131613,7.738574,19.966524,79602
"157","ENSG00000006837",2.002297466,1.1015872,0.8962733,1.203895,0.6328178,1.679396,1.1500813,5.7049807,0.6446934,1.358961,2.145902851,51265
"158","ENSG00000007001",0.2452029,0.1088469,0,0,0.0966712,26.60119,8.843679,48.9353,0,0.18769,1.40991,151531
"159","ENSG00000007038",0.4263554,0,0.118918,0.447375,0.80393,0.220788,0,0.143709,0.063324642,0.0572621,0.07441581,10942
"160","ENSG00000007047",5.6699,7.210235,25.078522,19.570944,25.52702362,35.702575,29.752332,23.210425,39.90592179,3.876509,10.3259452,57787
"161","ENSG00000007062",31.94746287,17.17280002,1.060874692,3.2071722,2.221477633,10.29783743,20.72570208,11.085149,1.046592097,0.552057499,0.944874808,8842
"162","ENSG00000007080",2.33247,15.9066133,217.787801,112.46004,118.5981,247.257129,133.853736,72.712026,72.793696,25.25574641,28.11595776,115098
"163","ENSG00000007129",0.236222,0.2146531,0.114523,0.598012,0,0,0.0689824,0.43541,0.53542,0.7228252,0.19236124,90273
"164","ENSG00000007168",35.7216471,20.4547038,43.328852,68.84386,67.979654,71.262523,31.891384,74.435736,17.415647,17.371488,10.3835317,5048
"165","ENSG00000007171",0.0156522,0.0772042,0.129982,0.404496,0.287308,0.56664,0.894797,0.426983,0,0,0.0474122,4843
"166","ENSG00000007174",0.04176611,0.076731578,0.085216,0.054172,0.2022276,1.4932965,0.6162252,1.9781647,0.0454396,0,0.00188321,1770
"167","ENSG00000007202",19.380017,12.9972445,17.82699,21.80375097,20.027902,77.0055324,48.8060703,63.06437595,12.230355,1.98381,4.0939959,9703
"168","ENSG00000007216",3.3325726,2.6499377,0,0,0,184.410718,155.932162,109.162772,0.499779,0.035279449,0.17558402,9058
"169","ENSG00000007237",2.217417884,1.7003765,22.26291,33.290563,34.203387,2.15905071,1.8924494,0.90825624,1.19348898,0.256968186,0.266431064,8522
"170","ENSG00000007255",2.5151897,8.862836,13.30711,15.36446,17.20037,76.70095,110.3482,46.10458005,40.28034,19.27658,23.585229,79090
"171","ENSG00000007264",0.6020676,0.6528232,1.66683,1.966767,3.973656791,3.024091,3.641659,1.577247584,1.825342009,0.678819,1.698732687,4145
"172","ENSG00000007306",0.059294,0.025481,0,0,0,0.3238866,0.3963644,0.120107,0,0,0,1087
"173","ENSG00000007312",0.765158,0.91363,16.581968,3.565980013,4.6497,2.16893,2.777765007,1.905688,1.727742006,0.505972,1.928018896,974
"174","ENSG00000007314",0.2146165,0.088469,1.15255,0.263914,0.337713,0.312827,0.317054,0.306499,0.131923,0.0174798,0.0397232,6329
"175","ENSG00000007341",6.3062286,4.623622904,9.341793315,8.0972004,3.0786103,13.05168088,7.383845417,16.57593904,5.980324578,5.149012004,7.568890076,54879
"176","ENSG00000007350",0.1008301,0.00870306,4.070559,2.72514,5.81942,0,0.0752612,0.0224459,0.371556,0.0150412,0.229379,8277
"177","ENSG00000007372",0.0175971,0.02468284,1.508852,1.814868,1.21264252,1.277275,0.382146,0.1380095,0.380034,0.02713976,0.0433524,5080
"178","ENSG00000007376",1.1398154,4.0463342,3.960874,7.673944868,11.21204,12.768656,22.110346,7.226086,10.706872,2.054826,3.004832,113000
"179","ENSG00000007384",9.463443,7.48057923,24.760223,26.629812,27.635399,10.690956,12.96113163,10.786046,3.328648677,1.8797815,1.8581077,64285
"180","ENSG00000007392",12.83287419,13.3602146,42.43620707,29.744205,13.88173109,52.701473,31.45340787,34.88164266,23.658445,14.03106647,18.75201876,55692
"181","ENSG00000007402",0.358644007,0.5735283,1.167299387,4.991812349,5.883731,5.058168364,3.734202844,3.564385,0.485019,0.033551201,0.227038,9254
"182","ENSG00000007516",0.6736396,1.6832,3.826239,9.828709,4.687643523,8.676021,19.517544,7.274187299,5.550906,0.469610398,2.92329,8938
"183","ENSG00000007520",4.4749,23.728841,47.187,50.6599,63.9917,80.22123,84.12994,47.69658,41.7662,16.87907,21.415709,115939
"184","ENSG00000007541",4.9691328,6.9253614,16.290785,28.346166,35.327133,75.647496,125.94282,54.4933775,25.20132295,5.98659848,9.6209051,9091
"185","ENSG00000007545",2.043521,2.0717984,3.5441835,4.782453,5.414172,3.696195,2.67499,3.857347,1.968954,0.137949,0.8156507,57585
"186","ENSG00000007866",2.7318572,2.4194419,14.36241369,21.64301,20.69163,10.0341,14.74423,8.206901,5.07388,2.617754,2.149445,7005
"187","ENSG00000007908",10.19053377,3.614928,1.685429,0.2597027,0.086379764,0.848878045,0.16101,1.907255,0.133332,0.954625,2.104398,6401
"188","ENSG00000007923",4.811414,6.790497,21.982215,41.818307,39.341106,87.045992,60.60544,62.1865633,20.430348,4.503495818,7.3695368,55735
"189","ENSG00000007933",4.7789756,3.001502,2.895606,0.4058365,0.589883,3.447113,3.57675,6.510493,209.35834,120.085616,342.61361,2328
"190","ENSG00000007944",10.76508,6.500509,5.3724,6.89753,6.5173948,9.56083,12.6746002,14.14306,1.38242,0.453208,1.292453,29116
