-6914.859574	-6914.744700
-6940.693037	-6940.310809
-6963.485365	-6963.417992
-6852.639368	-6850.821052
-6853.696443	-6852.101340
-6891.158827	-6890.101496
-6860.681722	-6860.644422
-6840.444026	-6840.426625
-6946.642093	-6944.210000
-6965.718865	-6965.902549
-7036.209665	-7025.465392
-6857.210902	-6857.166934
-6877.436043	-6876.550203
-6840.377451	-6840.189325
-6865.285604	-6865.253189
-6961.970014	-7025.568292
-6921.704229	-6921.295172
-6869.485633	-6869.085160
-6913.602500	-6913.496422
-6843.717424	-6843.583957
-6854.943282	-6854.756090
-6952.345560	-6952.112572
-6889.578600	-6889.548451
-6900.526928	-6900.504309
-6930.194295	-6926.989762
-6938.958492	-6938.955830
-6922.045476	-6921.177379
-6901.825718	-6901.425194
-6937.403639	-6933.642941
-6855.894131	-6856.110940
-6812.172136	-6892.126648
-6882.735349	-6878.839116
-6881.056264	-6880.688970
-6926.621655	-6925.852579
-6882.168173	-6882.009163
-6934.259230	-6932.100111
-6872.566171	-6872.522074
-6961.168784	-6957.610102
-6838.954613	-6838.955125
-6940.495768	-6946.703706
-6916.239754	-6915.638120
-6932.273457	-inf
-6920.611117	-6918.739677
-6919.656845	-6918.197798
-6852.084847	-6851.976045
-6908.951778	-6908.660060
-6852.639428	-6851.791239
-6867.089058	-6866.972921
-6899.449340	-6898.569702
-6860.681778	-6860.680490
-6874.797220	-6874.519986
-6946.642147	-6944.207977
-6965.718921	-6965.695807
-6885.610813	-6885.538942
-6857.210960	-6857.140619
-6845.065010	-6845.040341
-6813.432987	-6810.842867
-6853.544274	-6853.492224
-6961.970069	-6961.236301
-6903.242427	-6903.436629
-6941.440296	-6940.427548
-6913.602553	-6913.496511
-6843.717484	-6843.404464
-6870.504943	-6869.582734
-6864.873445	-6864.812348
-6889.578659	-6889.618202
-6900.526985	-6900.504246
-6930.194355	-6926.989708
-6938.958548	-6938.955908
-6922.045533	-6921.177427
-6949.641724	-6959.159574
-6855.366286	-6854.070238
-6858.895540	-6855.812635
-6859.808067	-6859.560639
-6937.675063	-6935.357311
-6881.056321	-6880.688997
-6913.337060	-6912.782548
-6880.976016	-6880.926631
-6934.259290	-6932.100251
-6870.400354	-6869.976268
-6946.234096	-6945.790649
-6875.899718	-6873.528486
-6899.488768	-6899.828606
-6917.233012	-6916.554457
-6921.544612	-6920.541187
-6920.611172	-6918.739731
-6883.017073	-6882.988855
-6972.675590	-6971.245781
-6816.189198	-6815.884357
-6869.019914	-6868.832634
-6894.054312	-6894.045043
-6866.709870	-6866.613448
-6858.098632	-6858.092744
-6925.681514	-6922.264927
-6826.475630	-6826.501755
-6910.002948	-6909.216796
-6835.468799	-6835.036609
-6874.273420	-6872.287643
-6787.986661	-6787.683781
-6832.555449	-6830.447972
-6837.824155	-6837.823208
-6826.049638	-6825.770043
-6878.301874	-6878.267212
-6800.290545	-6800.300703
-6949.112292	-6948.690035
-6923.274893	-6923.224900
-6843.622420	-6843.234759
-6954.333349	-6954.220510
-6819.700172	-6818.673223
-6864.428248	-6871.464190
-6828.858198	-6828.803311
-6906.571913	-6909.013616
-6863.576548	-6863.735179
-6858.152804	-6857.446426
-6895.831299	-6893.579121
-6890.367808	-6892.203903
-6861.200874	-6861.200806
-6947.672430	-6946.812607
-6943.131808	-6942.265460
-6884.321667	-6884.265990
-6900.618375	-6901.265486
-6958.280273	-6958.002210
-6860.932607	-6861.044196
-6918.400640	-6915.319438
-6880.303676	-6879.176089
-6984.797264	-6984.400284
-6902.570146	-6902.096117
-6987.900613	-6984.942291
-6819.831286	-6819.730031
-6860.548763	-6860.412382
-6893.162859	-6893.105274
-6944.267723	-6942.474989
-6973.956938	-6969.373403
-6824.327717	-6822.611471
-6866.497547	-6866.326395
-6921.154383	-6920.815480
-6927.077510	-6926.413779
-6929.509599	-6928.497747
-6964.122015	-6958.638010
-6870.269304	-6870.129240
-6893.190931	-6893.174900
-6830.415770	-6830.430415
-6871.566270	-6874.660914
