ens_gene,Canis_sg_1,Canis_sg_2,Canis_hrt_1,Canis_hrt_2,Canis_hrt_3,Canis_kidn_1,Canis_kidn_2,Canis_kidn_3,Canis_livr_1,Canis_livr_2,Canis_livr_3,gene_ids
ENSCAFG00000000001,6.41992,3.46949,0.927751,2.13033,2.38465,7.52988,3.49792,1.50181,11.7729,15.223,15.3269,100856150
ENSCAFG00000000007,5.58535,6.84852,1.0787,4.11746,8.94304,5.39251,10.4356,3.16231,4.67868,4.33669,2.51683,100686027
ENSCAFG00000000008,58.426418,95.72406,82.2507,70.375297,171.5321,49.94528,96.15051,92.27271,41.7262,28.7392,16.954088,476156
ENSCAFG00000000009,36.0954,26.91832,20.4206,37.4794,46.5628,167.1957,135.7814,89.3384,49.4179,64.5213,62.302,476157
ENSCAFG00000000010,7.136350001,8.205396599,2.1061591,5.091464,10.092956,9.873392,13.64778,6.7369974,9.793806,14.041199,6.718432,476158
ENSCAFG00000000011,1.8799683,2.116789,1.1293125,6.9321992,8.673674,6.0316764,5.656727,1.5000679,1.5416302,2.692674,3.7939298,483925
ENSCAFG00000000012,5.919391896,3.576431,0.977703,2.585639,1.5098497,5.323895,3.460416,4.301741,3.54114616,3.010211636,3.81838,483926
ENSCAFG00000000013,0,0,0,0.0183586,0,1.43635,0.661159,0.00613263,0.127032,0.201559,0.14289,607126
ENSCAFG00000000015,0,0,0,0,0,0.407664,0.106189,0.477411,0.323285,0,0,483928
ENSCAFG00000000016,100.932265,112.950445,2.809177,3.551112142,26.255079,56.48559,81.599721,30.212957,39.475446,52.741166,28.33783,476160
ENSCAFG00000000017,3.79481,2.641034,0.3922074,3.13658,2.972258,3.52063,3.297665,3.06089,1.788401,1.783335,3.20906,483929
ENSCAFG00000000019,3.116905,1.8236147,0.276826,1.912109,1.9375591,4.280794,6.360849,1.392067,0.79405,2.183025,1.576959,483930
ENSCAFG00000000021,44.9434,50.5903,15.0402,22.9515,61.7563,29.5583,78.7014,22.835,36.701,58.3866,28.8867,476162
ENSCAFG00000000022,2.05507,2.345702,0.333307,1.46513,3.55757,1.49969,3.65634,1.55341,1.5722,1.771206389,1.03602,476164
ENSCAFG00000000024,1.03763,0.2911228,0.3302012,0.44395,0.5059925,86.00605,40.46513,11.2033042,0.31453,0.594812,0.87006,476165
ENSCAFG00000000026,276.961624,330.647,97.366458,105.239036,416.94212,559.91296,1956.820643,439.053716,3178.618382,2380.98004,1178.49671,476167
ENSCAFG00000000027,0.570939,1.32013,0,0,1.50777,0.383564,0.805862,0.224437,0,0.37178,0.49354,100687228
ENSCAFG00000000028,38.4554,42.1106,17.17639,25.61023,92.1603,29.4134,74.6508,26.05793,39.0583,28.2873,15.85321,476170
ENSCAFG00000000029,0.302812,0.288013,0.216485,0.319745,1.85409,1.09307,2.70887,1.47576,0.673172,0.340661,0.141332,100685224
ENSCAFG00000000031,1.431738,0.237656,0,0,0,0.0246862,0,0.137406,0,0,0,100855585
ENSCAFG00000000036,15.2202,14.0034,1.15578,8.02453,33.8052,6.93926,19.8679,6.94807,17.1716,18.0158,9.38214,100856303
ENSCAFG00000000037,0.861176576,0.609549217,0.3501286,0.435987,0.625039613,0.605620002,0.677850419,1.05183,0.3587308,0.579831,0.392684507,483940
ENSCAFG00000000038,0.24233955,0.209523,0.209585,1.18978,1.847459,0.090264253,2.653919,0.33274928,0.8984798,0.5167741,0.46939165,609196
ENSCAFG00000000039,0.219762,0.0760007,4.65752,23.902,26.2714,0.081211,1.41696,2.00307,0.407324,0.067829,0.15815,476173
ENSCAFG00000000040,0.266589,0,0.3298603,1.116152,0.810611,0.14292,0.671614,0.188918,2.811745,1.57344,0.323758,483942
ENSCAFG00000000043,14.696914,7.8582668,3.1276875,13.843132,21.4846,12.573788,21.066253,12.904785,6.44413,3.319660005,3.24712,476176
ENSCAFG00000000044,0,0,0.074669,0,0,0,0,0.0960977,0,0,0,483943
ENSCAFG00000000052,13.84404,4.0161,3.7156,1.4469,4.309495,0.1872565,0.861193,4.63618,0,0.2125762,0.0921681,483948
ENSCAFG00000000056,0.191509,0.111786,0.815775,9.101,9.10097,0.113589,0.277837,0.0359312,0,0,0,483949
ENSCAFG00000000058,7.002986,5.411021,0.285127,0.9286008,0.729485,6.4513586,9.4136416,4.59669,0.898342,0.339203,0.2078349,607205
ENSCAFG00000000059,0.512825,0.177373,19.5625,34.6309,76.9433,0.0918351,0.0312976,0.0801266,0,0,0.0592915,609604
ENSCAFG00000000060,1.216357005,1.192739603,38.00742,87.4695,106.5136,6.372815002,11.70241325,10.253819,6.594771058,31.92375022,13.22388621,481097
ENSCAFG00000000061,30.0296,18.49644,21.77453,13.09111,11.153672,39.58515,33.098988,41.57143,37.84983,46.78818,18.35022,106557465
ENSCAFG00000000063,4.78491,6.29647,4.25921,7.11902,9.8342,21.6359,23.1958,12.0604,18.4168,28.4632,24.2929,481098
ENSCAFG00000000064,339.31583,225.34201,242.611079,278.53878,163.09728,501.02949,483.60255,515.28766,118.88397,138.247353,116.109235,474391
ENSCAFG00000000065,1.63983,2.220317,0.216715,0.662921,1.53005,1.64994,11.96342,7.847492,0.577808,0.825623,0.193591,606826
ENSCAFG00000000066,24.8463,23.9675,2.92629,5.98189,14.6719,13.4654,35.2346,15.8769,21.6375,17.2525,8.77362,607306
ENSCAFG00000000069,47.3478,48.0656,7.99772,10.3234,53.0197,14.9265,62.7323,34.4386,21.4438,27.9062,8.86188,100688632
ENSCAFG00000000070,15.23335989,6.20342099,0.374672,2.614455,2.049576642,6.362893,5.79916709,2.845487,6.64516,10.274098,11.399079,476179
ENSCAFG00000000071,139.041,217.475,10.7417,16.1149,50.4541,84.4383,272.456,68.5598,75.1975,73.4158,55.7953,489926
ENSCAFG00000000072,5.14962,6.159,10.029103,6.5201725,30.418405,1.7017,21.335339,19.922352,4.572457,3.045622,1.018494,606845
ENSCAFG00000000073,11.8249,13.7872,1.10886,6.05851,11.546,3.28083,6.12067,3.85685,9.22231,13.5495,9.40657,476180
ENSCAFG00000000074,0.51017,1.7956167,2.05884,2.9607263,4.15258,1.490652,26.1341,5.2468927,26.3406,61.568053,29.424809,606853
ENSCAFG00000000075,5.51713,5.077381,0.090439142,0.776696,0.66517,0.772599957,2.66133,0.405978,1.32674,0.601159,0.7962,483957
ENSCAFG00000000076,59.2514,82.6353,23.9463,26.1399,102.196,63.7561,145.592,36.5798,70.2028,85.9058,51.4542,481101
ENSCAFG00000000078,7.557729,5.11439,3.8406829,6.431329,2.874008,6.017054,7.125337,17.18209,1.412499352,1.311839241,1.687452042,100855691
ENSCAFG00000000079,7.438443366,4.041470001,1.0451635,3.488715,3.747301295,6.577436,7.001106681,5.778704,4.708770208,5.274628,3.8948955,476181
ENSCAFG00000000080,0.759534,1.2036347,0.5523848,0.546222,0.637179,0.475131,2.543023,1.055708,0.394283,0.12823,0.4438846,481102
ENSCAFG00000000082,4.09522,4.23039,0.965274,2.127821,4.703127,8.75022,14.322376,11.289551,5.29173,6.4563,5.467035006,100855704
ENSCAFG00000000083,3.82014,1.804514,0.763437,1.953590006,2.488801757,4.481091501,3.522601805,2.420341006,2.846840001,3.60844007,3.48144,476182
ENSCAFG00000000086,1.55083,1.17682,0.517184,0.761678,2.1323,1.58725,1.13423,1.40796,1.3168,0.828329,1.21742,483959
ENSCAFG00000000087,102.5931,78.5715,18.94964,40.4806,135.8577,36.953,156.9337,63.691,49.4778,61.4773,23.78506,474394
ENSCAFG00000000088,21.224975,26.02607,4.030055,9.792813,34.28217,74.4413,187.74675,25.86046,53.86101,100.68585,29.46831,481103
ENSCAFG00000000090,0,0,0,0,0,0.273267,0.148431,0,0.0560977,0,0,483961
ENSCAFG00000000093,0.138622,0.0359555,2.31067,10.42373,18.63107,1.666639,1.80108,2.77836,4.547328,5.4283,1.836654,610092
ENSCAFG00000000094,42.1238,16.6364,2.71368,13.2485,18.3333,26.9305,27.2348,14.1709,69.2615,66.9605,52.6514,476186
ENSCAFG00000000096,0.294517,1.17827,0.389317,0,1.38259,0.353472,1.62136,1.68485,0.256485,0,0,612922
ENSCAFG00000000097,134.4852,95.2393,1.214741,1.164878,2.182625,86.5986,106.7172,13.48932,36.899,80.0665,52.0825,481105
ENSCAFG00000000100,528.8445,243.7834,32.1921,48.7174,58.509,97.33,102.51654,96.457509,135.7919,81.41998,66.3777,404003
ENSCAFG00000000101,0.205368,0.23086,0.00974633,0.0194805,0.181992,0.0182317,0.0249585,0,0,0,0,610160
ENSCAFG00000000102,32.6527,15.3371,23.0945,39.3202,19.5587,47.3491,19.6501,55.708,29.6059,31.1226,33.2263,474396
ENSCAFG00000000103,8.94722,9.1829221,4.657329,15.287812,31.753517,7.05778,18.800155,12.445497,1.086386,0.901896,1.052368,476187
ENSCAFG00000000107,0.0185132,0.131295301,12.2376307,24.165476,70.74059764,0.0746611,0.149063463,0.0104259,0.0822381,0.135078,0.0370626,483966
ENSCAFG00000000108,14.16026,6.1219488,6.52576,20.391848,8.98831,36.736846,15.43491,24.73411,17.672105,22.53554,21.510941,474397
ENSCAFG00000000109,21.117687,12.33827557,6.370746,19.63724101,20.1952,22.7950101,17.24729248,21.532659,11.34174325,16.82733106,12.49617054,481107
ENSCAFG00000000110,7.94804,8.12122,64.1133,21.2433,27.0692,9.12089,9.47854,31.9304,3.78998,3.54081,2.74214,606992
ENSCAFG00000000113,4.730862,5.5426027,1.353776,12.146484,12.017389,8.076234003,10.378318,4.642444,3.445609503,6.164447,3.2911836,481109
ENSCAFG00000000115,212.0368,167.1017,94.5527,438.467,781.016,156.5575,452.231,181.4112,70.1415,55.3134,21.85918,474403
ENSCAFG00000000116,12.99405406,6.502794,2.774519709,10.02438,6.714789,45.8624147,34.0362658,25.27955701,6.404517295,9.028644039,12.1820575,476189
ENSCAFG00000000118,193.042,128.255,52.3996,49.7632,74.5299,123.714,88.0832,128.974,112.681,105.434,85.0777,111089958
ENSCAFG00000000119,9.03226,10.2970719,5.045058,11.17462,55.2888,5.156656783,9.073422385,6.114381,5.873605,5.367691199,4.066261084,474404
ENSCAFG00000000120,7.91587,6.59047,0.842757,1.8161,5.87373,1.63602,5.66201,2.69108,2.66659,10.1507,12.7084,481110
ENSCAFG00000000121,18.51611,16.68042,1.78663,5.02539,4.93254,15.6943,27.37256,18.8085,30.8256,48.1619,70.2633,481111
ENSCAFG00000000122,0.0795093,0.0824885,0.0229124,0.046796,0,0.0443621,0.593449,0.148879,105.413,245.862,58.0638,474405
ENSCAFG00000000123,50.0808,25.0816,0.79211,1.3969,2.20213,3.54171,5.51746,11.4738,13.6758,31.935,10.862,476190
ENSCAFG00000000124,1.16205,1.3171245,0.210514092,0.7874415,0.9282145,1.638845,3.791276,1.2304006,2.715767,4.155345,2.678726,481112
ENSCAFG00000000125,61.6003,43.1699,5.72018,13.5653,27.1379,29.7961,52.7321,39.8734,44.483,35.9489,18.9489,607631
ENSCAFG00000000127,0,0.148627,0,0,0,0.05421,0,0,6.48585,6.72963,21.8314,483967
ENSCAFG00000000128,0,0,0.201878,0.183104,0.213334,0.260246,0.116147,0.0874934,0.0866098,0.0715291,0,607104
ENSCAFG00000000129,0,0,0,0,0,0,0,0,1.5078,1.31292,1.45501,612940
ENSCAFG00000000130,27.8946,33.9531,7.09004,10.8564,33.6497,14.2338,38.4484,16.4076,22.4621,28.2516,11.5764,481113
ENSCAFG00000000131,1.643388,1.88149,0.414685,0.8956228,1.5766492,1.4405049,3.27869,0.825934,166.49113,616.169396,289.1728,100686499
ENSCAFG00000000133,4.292534735,2.575196,0.6855639,5.627601,5.26490435,5.2521028,5.000410163,2.940656,3.310502247,4.483070071,2.569885,476191
ENSCAFG00000000134,3.16613,2.190317,4.84246,5.91201,6.3561,7.42564,8.5242,18.398,14.3103,17.83638,14.286692,481115
ENSCAFG00000000135,12.032219,7.528708,1.83219,6.75716,8.760199,13.77913,23.79852,9.159573,7.947465,12.35234,6.472244,481116
ENSCAFG00000000137,186.973264,176.198217,59.5270586,55.21683021,198.647794,90.034179,142.38411,68.32398,188.573588,154.67822,83.3499,483970
ENSCAFG00000000140,2.315004,1.7767364,1.751279086,9.90635415,3.777177423,3.127345301,5.274665,6.067043,2.1191508,2.82428,3.9866063,403949
ENSCAFG00000000141,120.36,1771.59,164.799,188.661,703.585,382.299,114.592,812.554,187.21,210.965,260.631,474408
ENSCAFG00000000143,2.06312,1.69999,1.8923,1.9848,12.3392,10.8495,44.0763,14.9448,44.6676,53.4781,9.61298,481118
ENSCAFG00000000144,11.249,10.3247,4.36108,4.09246,5.35829,1.76057,3.51976,8.59287,0.618467,1.28473,1.93003,483973
ENSCAFG00000000145,43.1272,37.8422,0.0766127,0.0509412,0.846244,0.158733,0.609726,0.381755,2.12812,2.96786,0.756735,483974
ENSCAFG00000000147,4.11893,1.136698244,0.37526,0.610101,1.734065,1.4401889,3.19041,1.6471346,5.54059,2.551385,2.290414,476192
ENSCAFG00000000148,2.42884,2.5861,0.051526,0.399703,0.162096,3.0635,69.3466,18.5087,767.009,589.602,363.144,474409
ENSCAFG00000000149,7.49619,5.38938,1.88346,2.20984,6.95224,10.9367,11.9847,8.79359,12.6791,11.8549,7.65216,476193
ENSCAFG00000000150,5.02084,5.19647,1.33964,1.717121,6.98461,6.129155,10.62325,5.74346,6.37042,7.250693,3.669779,100683243
ENSCAFG00000000156,0.090895,0.0188649,0.0185377,0.0477533,0.0143173,0.0381201,0.0394454,0.1519669,0.0201924,0,0.0367663,607315
ENSCAFG00000000157,0.123648,0.0641576,0,0,0.0240165,0.043815198,0.00991464,0.0405859,0.0152587,0,0.00921499,483976
ENSCAFG00000000158,38.93642644,18.3171242,7.211752611,17.919021,25.215094,63.1008072,53.89466,46.7227022,321.804227,467.108379,195.672459,474630
ENSCAFG00000000159,2.90971,0.997842,0.408865,0.823032,1.72205,1.97372,3.84141,2.03379,3.56306,2.28745,1.06887,607350
ENSCAFG00000000160,9.87165,7.30991,2.572762,4.801729,14.9651,5.96946,12.046696,13.3986876,7.860446,7.652463,3.663714,481122
ENSCAFG00000000163,21.778823,10.608181,3.236451,6.8983,4.84419075,22.116895,22.81961193,21.99452,15.91083,33.23934,20.70883,100142679
ENSCAFG00000000164,20.566752,20.29644,3.0299232,9.595298,26.526561,13.263582,27.769276,14.814,11.929143,12.446578,5.833466,476196
ENSCAFG00000000166,18.3316,17.8153,2.432118,7.35154,21.6577,7.24717,19.88175,8.342245,15.8496,18.9664,7.28474,476197
ENSCAFG00000000167,8.52437319,4.40700649,0.857557739,5.611608235,8.51446452,9.00471301,12.28714518,5.197174379,4.69165917,4.71292031,2.269124,474631
ENSCAFG00000000168,17.4281,13.0603815,9.01185,23.6414,32.54807,10.583746,17.73081907,28.65055,4.529548,4.231293515,1.28334,476198
ENSCAFG00000000169,0,0.0249158,0,0,0,0,0,0,0,0,0.0629743,483979
ENSCAFG00000000170,0,0.0523339,0,0,0,0.115187,0,0,0,0,0,100855756
ENSCAFG00000000172,9.027737,14.914919,1.964329,6.2597832,32.9105,9.2718715,17.2988299,10.4226935,6.7494641,6.1591,4.1205711,476200
ENSCAFG00000000173,17.6891,17.2101,4.34951,13.7697,53.1707,10.6344,25.9607,8.41669,29.6361,19.5919,5.86502,476201
ENSCAFG00000000175,1.18079,1.9833,0.477389,4.71223,4.7775,3.519,3.29089,2.26701,2.61954,1.80463,1.58174,608190
ENSCAFG00000000178,7.35298354,1.79965942,0.833504957,6.254949902,2.393257518,3.660096,5.71911462,4.880155368,36.21358558,44.513345,58.0886621,481124
ENSCAFG00000000184,41.6132,28.5913,0.0221753,0.133259,0.0345734,17.8363,29.5063,16.2484,103.333,124.806,54.6535,483986
ENSCAFG00000000185,52.989127,20.654075,8.2623536,17.801145,17.47529187,55.984093,38.649949,67.903145,23.542409,20.84858,21.025808,483987
ENSCAFG00000000187,0,0,0,0,0,0,0,0,0,0,0,483989
ENSCAFG00000000189,32.229826,23.8344,4.9512466,5.9773532,16.58112,9.040511,14.80198,14.496078,8.799517,9.6388785,5.02212,611318
ENSCAFG00000000190,2763.89,3787.48,700.904,538.246,1270.56,925.938,1731.87,1743.2,3899.73,1368.37,832.921,476206
ENSCAFG00000000192,1.357901,1.056832003,0.546168,2.340279,1.25413,2.479511,3.54891,3.096975,2.12261,1.94685,0.532363,481432
ENSCAFG00000000194,0.0210569,0,0.00597525,0,0.0739805,0.0774904,0.228782,0.00790225,35.5534,54.2926,53.4951,607422
ENSCAFG00000000195,7.27136,9.80368,1.73284,4.45308,4.86937,126.956,139.765,16.4188,144.623,227,105.673,607458
ENSCAFG00000000196,0.226466,0.117502,1.0859658,3.74876,8.708549,4.03645,5.0015746,0.441088,7.59831,7.557789,8.26512,483991
ENSCAFG00000000197,65.847,46.06304,21.69618,26.191208,53.05303,44.5375,59.25648,57.493133,26.62246,21.76165,11.50413,474635
ENSCAFG00000000198,0,0,0,0,0,0,0,0,0,0,0,100683384
ENSCAFG00000000199,0.1300207,0.1497988,0.258458,0.556767,0.7929964,0.086203,0.0321908,0.0583377,0,0.36139333,0.622796,481434
ENSCAFG00000000200,1.74345,2.24065,3.81984,19.4832,17.4687,1.36123,5.23336,15.6316,0.712234,1.31975,2.67651,607407
ENSCAFG00000000203,190.058027,206.54159,6.140604,5.71358,18.488139,12.68737,46.288903,28.266745,60.7675,29.539741,21.24451,607494
ENSCAFG00000000204,165.273,152.778,15.9515,24.2785,100.656,75.0496,220.175,102.673,135.356,70.931,35.7349,474636
ENSCAFG00000000205,0,0,1.18868,2.16108,5.41995,13.8002,29.4822,14.0518,6.68057,7.51708,1.40437,483993
ENSCAFG00000000206,1.14457,1.63232,1.93323,2.27304,12.6139,5.141,7.1787,74.6789,3347.89,2124.43,1238.31,474637
ENSCAFG00000000207,3.32101,4.79891,3.79445,4.24503,2.88282,2.84814,4.48177,8.64506,2.37602,1.52722,3.20715,476209
ENSCAFG00000000209,85.565507,91.39225,4.5658704,14.9905,31.513255,24.5408,55.729898,16.425351,70.28168,43.363949,29.97802,481436
ENSCAFG00000000210,8.2897231,11.2486364,1.01663426,5.3820058,15.304672,5.12565,11.8314347,2.364247,7.3440968,4.62577,3.384467,481437
ENSCAFG00000000212,8.3701723,6.2131228,2.0631177,11.300886,18.933347,2.4927598,3.111568,1.929371,1.740792,3.947726,2.6689226,483994
ENSCAFG00000000215,19.383087,12.53818031,10.65621948,36.763703,47.08885897,20.065747,15.282924,15.7266741,19.623493,19.699992,24.7022801,474412
ENSCAFG00000000217,93.667534,20.503395,12.77146,6.0886323,12.5982864,112.329864,262.54507,90.102074,24.09083,24.405995,5.18247,403647
ENSCAFG00000000220,0.794942,0.454767,0.0173491,0.011485,0.268429,0.556855,2.65664,0.137693,13.9926,23.7232,12.3297,474640
ENSCAFG00000000221,0.408174,0.555867,0.0159858,0.205788,0.0457347,181.86847,197.307,20.316299,267.7394,329.943,186.90787,476210
ENSCAFG00000000223,0.135733,0.140854,0.0439999,0.1965215,0.221162,0.2442545,1.782229,0.480374,1.72309,10.8002,1.97664,481126
ENSCAFG00000000224,8.40997,5.37809,0.816555,3.82737,7.81655,4.04167,7.25638,3.67091,6.10296,5.21128,2.50191,474641
ENSCAFG00000000226,76.271889,42.421797,13.89049947,27.611588,62.8272756,19.8184374,35.977873,27.4942368,40.437968,33.827852,14.9696482,476211
ENSCAFG00000000228,476.588,580.465,44.2928,52.0561,134.018,107.04,348.117,142.523,264.646,243.213,109.668,481444
ENSCAFG00000000229,19.638451,11.118784,3.57228,11.1287,11.6714,11.06857,9.91125,7.739718,22.3823,23.2887,8.57435,474414
ENSCAFG00000000230,12.441737,8.667318,0,0.06610508,0,0,0.3199055,0.0434226,0.11782219,0.2875628,0.0574195,483995
ENSCAFG00000000233,115.03191,129.835781,34.1308,46.803868,171.693197,59.29516,163.46215,86.477039,85.64394,119.02037,41.08497,474415
ENSCAFG00000000234,4.99552,2.261444005,2.2447459,6.5318397,4.88054,8.5453987,4.4300446,9.988392,2.089725,2.202509,2.285176,476212
ENSCAFG00000000235,6.21771,10.906625,0.574978,6.15724,5.89741,2.132335,3.97851,4.0803032,0.43797,1.36773,0.61752,481446
ENSCAFG00000000236,32.6636,17.5368,15.215,25.593974,28.6668,24.8692,26.4975,30.0029,17.4843,29.1847,17.060287,474643
ENSCAFG00000000238,1.21294,1.46098,0.854474,4.981196,6.204551,1.23053,1.082858,0.845346,0.601509221,0.286516,0.996916495,474416
ENSCAFG00000000239,8.833094,9.407029,0.51353,2.20978,0.733366,5.279263,5.809452,5.94619,1.04236,0.404971,0.1809789,483996
ENSCAFG00000000240,92.18984,133.47481,20.989487,27.50272,70.12354,30.15497,110.87236,59.24272,60.63827,44.78759,36.54505,474644
ENSCAFG00000000244,1.01661,1.58225,0.290558,0.361916,0.693054,0.313886,5.76015,1.17972,0.860909,0.327991,0.236661,483997
ENSCAFG00000000245,31.304343,19.8483438,2.7764007,11.211677,26.063551,14.51847,40.41857,22.83902,25.291316,18.178877,8.7274434,483999
ENSCAFG00000000246,6.644645,3.9471883,0,0.05843867,0,0.865513,0.708687,1.844447,0.394661,0.3911045,1.45038,607556
ENSCAFG00000000247,21.916241,14.7297704,0.057688,0.2689849,0.0299166,31.873167,23.52227,11.57119,7.063768789,7.902814,6.8256937,476214
ENSCAFG00000000248,12.72141,14.22774,4.91084,7.06502,11.31953,10.45763,9.10731,16.87033,23.64158,9.70015,11.95255,474645
ENSCAFG00000000249,110.286,99.929,2.55871,5.58504,15.2478,47.9126,87.701,45.2961,31.0469,54.1034,17.3486,474417
ENSCAFG00000000250,4.25528,3.923113,3.1431235,4.55506,8.403752,1.35696,3.58558,5.476357,2.83624,3.79943,1.757897,607485
ENSCAFG00000000251,5.11084,2.67404,3.08898,10.192934,6.24858,6.543698,5.9603,4.44082,5.40759,4.57022,3.172,476215
ENSCAFG00000000252,0.3270957,0.307238202,3.6446619,11.065498,3.299111,0.269208,0.323539,1.994942,0.62370311,0.998076,0.242628,481128
ENSCAFG00000000253,32.074065,16.24176,14.981,32.363883,22.875891,46.216071,18.46287,26.978017,22.7892,21.408384,32.493934,484000
ENSCAFG00000000255,0.0820979,0.0731896,0.0936123,0.5916887,0.1498914,0.0597505,0.0199437,0.010585,2.77466,2.860417,0.37409535,481129
ENSCAFG00000000256,0,0.0209304,0.0115059,0.0230633,0,1.88103,0.265582,0.469009,0,0,0,100856033
ENSCAFG00000000257,4.69118,2.279649,3.670510043,3.2377,5.067934,0.1946835,0.263173,0.1557803,0.0660181,0.1126965,0.048558,484002
ENSCAFG00000000258,0.441432,0.231163,0.0874559,0.3031793,3.25738,0,0.914736,1.381869,0.989161,0.366972,0.116139,100856046
ENSCAFG00000000259,90.96721,70.30785,13.243724,20.68358,49.28848,92.006825,133.33074,59.928633,76.85998,111.1231,68.3031,474419
ENSCAFG00000000260,42.4806,28.7507,13.0673,16.0821,47.7095,8.0571,43.2293,25.8352,38.8397,20.9549,6.88624,100856077
ENSCAFG00000000262,0,0,0,0,0,0,0,0,0,0,0,481450
ENSCAFG00000000265,0,0,0,0,0,0,0,0,0,0,0,484005
ENSCAFG00000000267,2.10766,2.00733,0.197034,0.867524,1.835520003,1.115168,6.532727,3.53127,4.93989,5.940470007,4.59151,484006
ENSCAFG00000000268,0,0,0,0,0.0401322,0,0,0.0168573,0,0,0,474647
ENSCAFG00000000271,0,0,0,0,0,0,0,0,0,0,0.137932,607447
ENSCAFG00000000272,8.288879,4.824899,0.166168,2.911535,2.283664,0.2959701,0.688284,0.3230171,0.872043008,1.046021019,0.84386,484007
ENSCAFG00000000273,0.456378,0.347287,0.33754,1.88225,0.537857,0.24217,1.48357,0.616365,0.270431,0.426261,0.74893,481130
ENSCAFG00000000274,226.262,229.886,72.6819,98.057,215.537,61.2382,120.653,52.3307,123.933,100.938,62.4842,100856214
ENSCAFG00000000275,15.990911,11.5520336,2.410974,17.8452177,28.80697,8.529324,18.007169,5.8400711,6.894613,6.929224369,4.343234411,100856148
ENSCAFG00000000277,41.25569,27.96521,17.468569,17.750544,54.5688,18.278861,31.11612,27.40932,39.4579,27.39133,26.362987,476220
ENSCAFG00000000278,141.50309,123.34973,47.84113,32.972891,83.41586,58.675958,103.32079,80.39381,75.6444,58.30956,35.547,403676
ENSCAFG00000000279,29.085754,19.432396,5.417918,11.95439,63.80708,20.70372,50.33018,16.32849,13.9264752,15.51635,7.11966,476221
ENSCAFG00000000280,145.013,180.0947,25.68442,36.0449,111.6032,74.1745,171.6922,91.9281,58.3159,88.935,32.176,481131
ENSCAFG00000000282,15.2359,14.044,2.88899,11.513,53.7408,9.57369,24.9789,10.5084,5.64477,6.31255,3.81227,476223
ENSCAFG00000000283,0.0323266,0.201266,6.345214,62.90076,165.82751,0.653075,0.777127,0.0363799,0.0359179,0.0322344,0.354444,476224
ENSCAFG00000000287,0.0489978,0.17794,0,0.02819,0.0438596,13.4572,6.19185,1.72673,0.054461,0,0.0342432,481133
ENSCAFG00000000289,0.152091,0,0,0,0.136771,0,0,0,0,0,0,611622
ENSCAFG00000000290,3.3958,6.00524,2.40047,2.902004,6.692017,13.40224,25.7754,10.37854757,10.4719,6.03296,2.846224,607590
ENSCAFG00000000294,0.345417,0.812931,0.0918858,0.235092,0.670783,0.679272,2.15704,0.554814,0.179066,0.236217,0.3451,611644
ENSCAFG00000000295,22.335507,22.779838,8.7796477,15.79855,55.980163,13.731829,36.167268,21.7807,24.562316,20.02707,10.506478,612830
ENSCAFG00000000296,2.712826002,1.140841,0.3009178,0.643674509,0.9220611,3.13733,5.287215,5.363264,1.1344352,1.0990769,0.28382,484013
ENSCAFG00000000297,0.1283695,0.580704,0.0984021,0.4156678,1.0027962,1.888863,2.452572,1.588619,0.0887734,0.0805406,0.479885,474420
ENSCAFG00000000300,7.81082,5.23173,0.830902,4.74324,11.1348,4.20829,9.84903,6.41985,1.73836,2.73437,1.78138,484014
ENSCAFG00000000303,226.65218,195.99142,24.4732482,27.524571,85.719978,63.40634,168.01357,106.126142,187.84579,179.63943,107.51132,611677
ENSCAFG00000000305,6.92566,8.856507,2.001619,2.484173,12.744821,3.705133,12.48832,6.6777253,6.3635,5.41451,3.621401,100686906
ENSCAFG00000000307,14.9558,9.60186,3.5951,5.17459,9.4918,9.74807,14.5444,9.5314,10.065,8.07744,7.92747,484015
ENSCAFG00000000308,100.0981,57.5753,4.89394,23.4331,34.3054,45.5053,75.6409,49.366,33.0081,54.282,33.2942,481135
ENSCAFG00000000310,15.9486,16.4926,1.59408,2.31833,10.6197,8.1838,15.0737,5.43867,9.19213,9.49041,5.75334,474422
ENSCAFG00000000311,11.95469,12.066639,0.195458,0.476747,1.088387,7.986485,11.07867,3.051459,13.35144,13.493142,12.16436,474423
ENSCAFG00000000312,7.68385,3.367498,6.94725,14.55418,14.220659,14.5275,18.479924,16.42059,10.55758,10.2446329,8.46863,476230
ENSCAFG00000000314,14.161,8.60705,2.84187,5.0393,11.4722,5.65261,13.1039,10.3432,14.0903,9.16576,2.56536,100856412
ENSCAFG00000000316,8.116592,5.968412,1.45539,11.576783,22.088676,5.794154,13.114368,8.374078,97.687427,34.985569,27.1285,481138
ENSCAFG00000000317,0,0.0550657,0,0.446427,0.0988957,0.121846,0.160693,0.0397727,0,0,0.0795465,484017
ENSCAFG00000000318,3.294413,1.901041,0.749344,3.06751,5.79259,3.11235,6.82895,2.899905,1.401758,1.368194,0.459887,484018
ENSCAFG00000000320,363.7378,388.7119,661.8191,967.6993,580.94326,799.41224,419.0151,1052.5477,289.6958,461.14821,772.5317,478280
ENSCAFG00000000322,1.16058,2.047884,0.236924,2.940355,10.94364,1.0384,9.71186,3.131375,5.211709,3.36214,2.001554,484019
ENSCAFG00000000323,7.622971,5.805208197,1.888254,5.105732,12.76505,4.645744,8.106897,3.762288,7.839404,7.971107882,3.020581,474424
