ens_gene,Canis_sg_1,Canis_sg_2,Canis_hrt_1,Canis_hrt_2,Canis_hrt_3,Canis_kidn_1,Canis_kidn_2,Canis_kidn_3,Canis_livr_1,Canis_livr_2,Canis_livr_3,gene_ids
ENSCAFG00000030998,0.0467377,0,0.0270489,0,0.258962,0,0,0,0,0,0,100684560
ENSCAFG00000031000,11.3905,16.03907,2.45331,5.14219,16.19213,10.69859,21.07728,9.51177,14.56276,11.65482,9.3943,100688159
ENSCAFG00000031005,5.88215,9.17088,0.0911468,0.617353,2.35189,6.39716,8.74481,1.90163,2.29231,3.02905,9.67262,607671
ENSCAFG00000031007,8.08724,6.83635,1.685375,4.4625,13.08506,4.82428,15.67866,8.88119,7.11534,3.21026,2.097952,487019
ENSCAFG00000031008,1.326235,3.268072,0.349445,0.750794,3.853478,1.668831,1.760766,0.9707828,3.720495,0.9043918,2.42467,100685806
ENSCAFG00000031010,67.57132,54.45676,41.80689,72.66378,173.0599,63.05,99.41939,61.32135,44.07571,0.538999,28.79203,478971
ENSCAFG00000031013,3.466007,5.552122,0.107807,0.4981092,0.526666,1.450673,25.91035,1.857478,8.23995,6.894049,1.023947,608104
ENSCAFG00000031014,0.140292,0.291136,0.0400797,0.161164,0.668739,0.227031,1.71593,1.57801,2.91064,2.90555,0.423741,610234
ENSCAFG00000031015,89.37915,90.58101,34.66913,148.0239,235.828,44.27065,151.3784,98.22461,36.96257,42.82,18.38349,100687866
ENSCAFG00000031019,0,19.3862,3.19189,6.94687,29.5073,9.94123,0,12.7537,0,0,4.6828,111089966
ENSCAFG00000031020,46.6737,44.5493,18.2958,18.4225,71.3158,40.6651,55.628,55.1985,21.6583,16.5037,10.0161,481679
ENSCAFG00000031021,15.8305,16.0669,2.76373,3.04514,11.9389,9.28063,16.9929,13.0722,9.10978,5.57405,4.29647,609998
ENSCAFG00000031023,0.387126,0.99459,0.117883,0.0262504,0.543078,0.2167,0.475545,0.10359,0.38004,0.0898632,0.140766,102156278
ENSCAFG00000031025,390.7963,301.4507,96.43425,227.9605,412.987,333.8972,663.043,400.4182,198.641,171.0286,127.4418,477605
ENSCAFG00000031026,0,0,0,0.110749,0,0.280854,0.101492,0.0104776,0,0,0,483075
ENSCAFG00000031029,13.41908,17.87486,13.95747,18.31499,38.25017,19.02402,25.67164,19.64815,13.85901,23.82871,11.31113,403735
ENSCAFG00000031031,0,0,0.141228,0.79175,0.0985179,0.238476,0,0,0,0,0.231436,609828
ENSCAFG00000031033,95.604,104.3351,53.7865,43.2479,245.14,16.69829,211.6605,164.4853,13.60839,7.45938,3.98974,486676
ENSCAFG00000031036,1.02638,0.621246,0.292915,2.10825,1.8678,0.643776,1.59756,0.561282,2.04445,0.460057,0.801202,488239
ENSCAFG00000031038,0.952366,0.987367,0,0.144355,0.223422,82.1038,194.581,4.10347,265.731,528.12,237.14,474390
ENSCAFG00000031041,57.38776,58.30912,15.18755,24.24647,36.10967,70.5527,81.4181,50.49089,33.75776,14.15397,26.0325,612742
ENSCAFG00000031042,6.24911,6.00742,0.592026,1.8533,5.12932,3.06166,7.39009,1.91837,1.29234,1.7437,0.865981,485829
ENSCAFG00000031043,0.132405,0.343434,0,0.0385773,0,0,0.0981452,0.0248043,0,0,0.094468,608252
ENSCAFG00000031048,21.67536,22.66112,5.464902,8.282111,37.58124,7.057904,17.79079,13.32307,11.39191,12.90264,4.715109,100686099
ENSCAFG00000031051,26.6834,34.2612,14.915,31.8615,121.893,14.732,46.0686,13.8527,22.7308,21.5315,7.39721,100684315
ENSCAFG00000031056,38.4086,28.1797,0.920983,3.42299,9.36406,9.19569,24.7308,3.62304,8.92393,8.04186,7.72895,481925
ENSCAFG00000031061,0,0.0114807,9.226524,60.30877,0.077796,23.77955,0.0160359,12.20297,0,0,10.13735,608293
ENSCAFG00000031062,3.63909,3.06001,0.96336,2.33266,4.27304,2.87502,3.31058,3.32804,2.57934,1.68648,1.46025,100686198
ENSCAFG00000031063,0,0.0735717,9.278,21.44338,193.6679,1.879574,2.69011,0.132972,0,0,0.0243827,611270
ENSCAFG00000031067,13.81915,13.75666,0.786113,1.462477,4.23291,2.233206,4.79189,3.350915,3.181833,0.367393,2.75225,100688808
ENSCAFG00000031073,0,0,0,0.0370463,0,0,0,0.0238666,0,0,0,100856537
ENSCAFG00000031076,0,0,0,0.43583,0,0.209076,0,0,0,0,0.0909101,111090505
ENSCAFG00000031077,0,0,0,0,0,0,0,0,0,0,0,481644
ENSCAFG00000031080,0,0,0,0,0,0,0,0,0,0,0,483556
ENSCAFG00000031082,0,0,0,0.115982,0.0900179,0.0552673,0,0.0728016,0,0,0,100685911
ENSCAFG00000031083,1.2657,3.00213,0.375712,0.217602,2.3673,0.179986,1.68245,2.17075,1.47792,0.639725,3.4842,490311
ENSCAFG00000031084,5.55602,7.24878,2.53574,4.00552,25.4146,3.20187,8.99838,7.58782,6.78784,8.41775,1.27783,474648
ENSCAFG00000031086,0,0,0,0,0,0,0,0,0,0,0,100685391
ENSCAFG00000031088,0,0,0,0,0,0,0,0,0,0,0,484853
ENSCAFG00000031092,212.859,23.5061,119.367,213.817,54.6543,130.487,37.9613,118.259,234.342,132.696,108.595,100687285
ENSCAFG00000031093,0,0,0,0,0,0,0,0,0,0,0,485343
ENSCAFG00000031097,0,0,2.67932,4.01736,0.089288,6.33842,0,7.30647,0,0,2.54556,100685774
ENSCAFG00000031101,1.32984,6.574034,0.38265,0.995878,1.95106,0.983501,42.034,2.85033,10.48035,0,2.803128,488642
ENSCAFG00000031104,1.50247,2.2674,0.019622,0.71745,0.123901,2.07139,1.36831,0.179102,0.607528,0.89304,0.341954,485599
ENSCAFG00000031108,0,0,0,0,0.128929,0,0.1559063,0,93.74443,68.13,7.39517,608976
ENSCAFG00000031110,50.3397,48.72785,25.69785,36.86935,62.49702,52.77685,54.24267,54.95085,48.79012,29.04867,33.46772,608597
ENSCAFG00000031111,0,0,0.570841,0.262768,3.648995,9.329871,0,14.5478,0,0.174299,1.064127,480414
ENSCAFG00000031118,0.852158,2.23714,0.339986,0.4062117,2.057072,0.9398217,1.410669,0.8089514,0.710162,0.4494249,1.321086,102154778
ENSCAFG00000031120,0.0834564,0.043291,0,0,0,0,0.124839,0,0,0,0,607626
ENSCAFG00000031126,49.1753,31.3206,4.2786,8.33279,36.8703,10.2485,54.6137,20.4563,58.6465,29.6914,6.29245,608091
ENSCAFG00000031128,36.5998,31.24963,6.293397,9.25407,28.79129,35.24225,62.96795,23.82538,12.63089,0.113368,8.124971,488650
ENSCAFG00000031129,87.1109,219.535,54.7718,64.8815,232.844,66.3541,274.552,97.7065,261.209,110.729,47.5718,610171
ENSCAFG00000031133,0,4.12741,1.82462,3.41021,1.84004,23.5584,33.0529,230.003,1.21025,0.918952,1.04958,100686180
ENSCAFG00000031134,0,0,0,0,0,0,0,0,0,0,0,482224
ENSCAFG00000031142,0.0310018,0.0162613,0.718648,4.18951,0,4.32901,0.0451381,3.96592,0,0,2.07879,610626
ENSCAFG00000031143,0,0,0,0,0,0,0,0,0,0,0,100685473
ENSCAFG00000031144,0,0.0660487,0.0242192,0.0485944,0,0,0,0.0159131,0,0,0,102152433
ENSCAFG00000031147,0.092824,0,0,0.0977318,0,0.0757121,0,0,0,0,0.0976954,100855871
ENSCAFG00000031148,4.55715,7.01345,2.04789,1.77594,8.06955,32.2501,73.4002,11.4353,169.135,564.441,109.496,484738
ENSCAFG00000031149,0.123113,0.223536,0,0.107238,0.111158,0.0337106,1.00142,0.392145,1.02658,0.407297,0.0873453,100684578
ENSCAFG00000031150,317.4283,224.4859,100.5906,158.5601,706.7661,216.1334,370.3254,244.3449,193.9637,133.4143,72.41755,478024
ENSCAFG00000031154,4.70275,4.35463,3.52298,17.6746,50.4191,5.73148,16.0853,2.95245,8.96273,25.6126,10.836,474747
ENSCAFG00000031156,0.638592,8.07444,0,1.08082,0.145985,39.6515,67.3957,14.558,0.177568,0.365374,0.521197,100855504
ENSCAFG00000031157,1.07113,1.15139,0.346321,0.6780797,2.339004,1.36306,1.58839,1.811378,0.975942,0.599307,0.717858,484303
ENSCAFG00000031158,17.8482,13.586,26.4694,48.382,144.135,8.92304,23.2482,10.6079,0.993698,2.84706,0.866527,609403
ENSCAFG00000031160,0.0805241,0,0,0,0,24.3368,30.0969,1.16264,8.63534,35.0083,17.9623,486150
ENSCAFG00000031163,0,0,0,0,0,0,0,0,0,0,0,100685566
ENSCAFG00000031164,0,0,0,0.229911,0,0,0,0,0,0,0,484703
ENSCAFG00000031168,1.56951,1.8095,0.472905,0.69954,3.26608,0.352421,1.37355,1.14436,1.21132,0.851431,0.2948371,111089961
ENSCAFG00000031172,14.9706,16.2195,4.58454,4.16112,9.87945,2.49179,3.61017,4.00828,2.00138,2.46109,0.879662,484465
ENSCAFG00000031173,0,0,0,0,0,0,0,0,0,0,0,100687724
ENSCAFG00000031174,1.53112,0.698989,1.14165,2.63121,0.663428,2.61528,1.08676,1.97378,9.73714,3.30161,2.38894,482196
ENSCAFG00000031175,83.48661,70.97101,10.68612,11.1638,31.8195,26.7924,60.63923,62.99992,35.8899,26.4415,18.18504,607328
ENSCAFG00000031177,0,0,19.08902,33.15037,0.544753,33.08586,0,31.81518,0,0.70058,37.23009,491324
ENSCAFG00000031182,109.2567,172.3971,90.60448,85.55437,185.0402,51.75383,110.0377,64.53355,90.9211,113.5317,64.6625,474918
ENSCAFG00000031185,0,0,0,0,0,0,0.160301,0.235251,0,0,0.168528,610829
ENSCAFG00000031187,0.04307,0.0446904,0,0,0,0.8634008,1.302029,1.736648,0,0.159656,0.17034,478676
ENSCAFG00000031193,0.0804775,7.69573,0.0223722,0.736305,0.425609,1.03906,0,0.878589,0,0,0.16864,490276
ENSCAFG00000031195,15.8931,10.0203,8.1412,37.3434,18.5729,16.6553,20.1419,22.6849,2.73504,2.61682,1.41528,611401
ENSCAFG00000031202,1272.869,1189.949,1.247523,2.176832,17.70914,4.23938,11.80305,5.795399,6.272602,6.17483,2.63473,484590
ENSCAFG00000031203,6.76025,6.437317,1.676138,4.6943,7.816845,15.3686,19.31291,6.478005,5.74055,4.447495,4.04591,474679
ENSCAFG00000031204,6.224,6.49308,1.413757,2.357949,3.52144,4.1422,13.54133,8.58256,8.13095,2.99762,4.552457,477840
ENSCAFG00000031208,2.21829,1.59831,0,0.214704,0,1.1474,0.455671,0.415634,1.37017,3.20309,2.53579,102155926
ENSCAFG00000031210,22.3121,26.6403,9.36249,14.5585,26.8252,144.958,238.989,55.5804,0.0841162,0.41846,216.717,489361
ENSCAFG00000031211,49.6184,32.5346,4.58163,13.119,34.1871,13.2598,38.8227,21.034,12.5435,19.2917,7.7164,100856733
ENSCAFG00000031215,0,0,2.59347,6.01142,0,0.655082,0,3.88422,0,0,0.127263,612457
ENSCAFG00000031230,15.7454,16.2689,1.51291,2.87899,11.2476,9.01163,18.4606,10.0684,13.2389,10.1457,6.62911,474732
ENSCAFG00000031231,0,0,0,0,0,0,0,0,0,0,0,111097660
ENSCAFG00000031233,0,0.7707496,0,0,0,0,0.181875,0,0,0,0.1939038,611873
ENSCAFG00000031234,0.811632,0.602861,0.4110382,4.913753,2.97208,0.183484,0.365864,0.46356,0.0360721,0.0323643,0.0704029,485670
ENSCAFG00000031237,7.495,7.040402,0.289099,2.639643,4.674417,1.671447,2.07315,0.185469,0.263044,0,0.20099,610189
ENSCAFG00000031239,0,0.17161,3.10009,2.28373,0,1.36428,0,2.82004,0,0,329.816,480825
ENSCAFG00000031240,0,0,0,0,0,0,0,0,0,0,0,485345
ENSCAFG00000031241,0,0,0,0,0.0727454,0,0.0298955,0,0.0454078,0,0,483499
ENSCAFG00000031244,0,0.655505,0.134324,0.361723,0.419437,1.38234,0,0.364488,0,0.656021,0.435431,100685790
ENSCAFG00000031246,0.714373,0,0.01246061,0.3231307,0,8.615025,207.3122,0.4314532,803.3584,1157.511,686.2577,403629
ENSCAFG00000031251,54.9042,51.77782,21.53745,50.43603,103.3936,35.05612,71.8718,44.5731,34.8816,46.28651,30.98173,476675
ENSCAFG00000031252,8.614662,8.601545,0.7654957,1.936932,8.204238,1.693998,5.685427,3.250194,3.359299,5.496818,1.179776,403421
ENSCAFG00000031254,0,0,0.0106987,0.10766,0,0.114288,0,0,39.8235,50.8426,83.6345,480777
ENSCAFG00000031255,0,0,0,0,0,0,0,0,0,0,0,102157014
ENSCAFG00000031256,0,0,0,0,0,0,0,0,0,0,0,484888
ENSCAFG00000031257,3.09999,1.25581,0,0.0972591,0.227059,0.136845,1.67917,0.7007089,0,0.249317,0.129747,403699
ENSCAFG00000031259,2.93648,5.77239,3.36059,6.097177,13.7547,3.82835,9.73624,4.37019,4.64104,1.42109,2.8502,102153127
ENSCAFG00000031261,0,0,0,0.72576,0,0.356058,0,0,0,0,0.457035,100688504
ENSCAFG00000031264,6.09751,4.01065,10.5581,8.16022,51.5151,2.85708,30.6898,19.1463,6.13056,2.22164,0.443982,478395
ENSCAFG00000031267,0,0,0,0,0,0,0,0,0,0,0,100683387
ENSCAFG00000031270,217.1065,387.4436,362.5928,317.7497,671.662,203.2427,347.2074,323.0044,487.2065,237.1027,247.908,100683221
ENSCAFG00000031278,25.52306,25.8651,7.436084,8.6503,29.76403,24.79784,51.88553,36.13183,25.76935,22.06999,9.21947,100856546
ENSCAFG00000031280,3.76292,2.16323,125.331,127.144,513.728,20.8784,13.9112,10.5036,67.6573,65.3169,61.5452,486639
ENSCAFG00000031283,11.0405,11.7198,4.58126,8.47546,32.2798,4.84909,11.0209,9.51982,6.84354,8.06383,3.83509,100684902
ENSCAFG00000031286,70.6741,116.576,107.19,181.248,288.924,81.5939,135.12,73.6777,88.162,31.4601,97.5081,609906
ENSCAFG00000031289,0.1373,0.0890442,0.146613,0.234445,0.699661,0.146281,0.175214,0.270383,0,0.0340991,0,100687813
ENSCAFG00000031290,17.4648,117.873,7.797645,35.2946,26.11658,29.25103,320.6715,14.19903,706.7022,813.7692,338.8392,478194
ENSCAFG00000031292,0,0.0394601,0,0.0107023,0,0.618469,0.233875,0.784925,0.147832,0.0388901,0,486929
ENSCAFG00000031294,12.5623,12.4923,1.9037,8.64593,12.535,15.4262,27.6713,9.3738,16.0596,23.1382,8.71592,610014
ENSCAFG00000031295,0.17533,0.0818003,0.00867752,0.294015,0.0808996,0.0164649,0.0224027,0.05774,0.0358481,0,0.104287,100686341
ENSCAFG00000031296,3.21882,2.75547,0.94095,1.93201,6.37263,0.90557,1.85403,1.55418,1.83323,2.64872,0.946193,106558934
ENSCAFG00000031297,0,0,0,0,0,0,0,0,0,0,0,485317
ENSCAFG00000031298,0.0287214,19.02818,0.567502,4.44399,8.09315,19.77909,35.81926,6.585967,0,0.0422358,9.00726,489848
ENSCAFG00000031300,0,0.271314,18.27259,21.27699,0.160269,20.89844,0,34.90821,0,0.0788114,21.82552,612555
ENSCAFG00000031307,0,0,0.0200042,0.0132616,0,0.0247509,0,0.105746,0,0,0.0159284,491921
ENSCAFG00000031314,260.6983,203.4521,120.6014,197.2731,169.4624,314.6278,325.8088,358.2179,54.6983,57.6025,56.54532,611746
ENSCAFG00000031315,0.375185,0.71352,0,0.609366,0.235779,0.512506,0.859055,0.422136,1.25209,0.95857,0.573424,487800
ENSCAFG00000031318,12.1481,10.9028,3.78854,6.05641,4.25852,5.21313,3.99718,4.53676,0.592222,0.789656,0.325222,100686626
ENSCAFG00000031319,0.159019,0.164977,0.137474,2.52698,0.363445,0.0887241,0.593449,0.387085,1.3265,0.364131,0.288301,606855
ENSCAFG00000031320,64.8315,51.7196,11.2144,37.7669,87.6398,16.1064,39.27636,37.81991,34.4739,36.1583,20.6591,610187
ENSCAFG00000031321,0,0.0431127,0.0239737,0.0490498,0,2.37397,0.435057,0.217848,0,0,0.0605425,488527
ENSCAFG00000031322,23.7281,29.86891,9.047657,22.29111,38.09579,56.02086,68.52447,26.86576,41.69798,42.8721,54.69215,487788
ENSCAFG00000031324,0,27.7325,7.13998,3.98363,70.5586,7.34037,0,6.7728,0,0.878792,3.29753,608929
ENSCAFG00000031325,0,0,0,0,0,0,0,0,0.0780228,0.0418145,0.0689656,106558554
ENSCAFG00000031326,4.28149,10.9371,2.04928,17.6087,19.8842,10.516,12.1878,5.92925,17.2517,89.4826,65.7758,100856480
ENSCAFG00000031330,57.38131,251.481,0.825365,0.4911145,2.257772,10.45495,44.15808,18.20661,245.5087,54.8435,51.00716,100855799
ENSCAFG00000031331,268.3755,80.19294,0.887209,2.552117,0,412.8877,64.29056,106.3599,21.66924,0.887862,75.78087,100688134
ENSCAFG00000031336,28.86414,37.40615,21.2852,27.28254,83.7499,29.95818,77.3442,35.53217,16.6548,9.39199,5.83395,477664
ENSCAFG00000031339,1.40549,2.00529,0.623336,1.2264,2.63802,1.0866,4.82298,1.02494,1.95232,2.99871,1.13255,485407
ENSCAFG00000031341,2.815795,0.650704,0,0,0,0.386199,0.757453,1.113567,0,0,0.0374521,611511
ENSCAFG00000031344,0,0.0725402,19.6632,17.1458,0.199114,14.9723,0,24.7995,0,0,13.8822,100856653
ENSCAFG00000031345,0.0486433,0.0252362,0,0,0,0.3917648,0.214393,0.0729474,0.0787903,0,0,609999
ENSCAFG00000031346,72.0628,125.947,4.55122,3.60707,66.6784,0.379421,8.77651,1.20302,15.097,0.0235676,3.27655,100856047
ENSCAFG00000031348,0,0.0156364,0.0171447,0.0565735,0.0440645,0.0264076,0,0.0226126,0,0,0.0617997,611160
ENSCAFG00000031349,0,0,0,0,0,0.936636,0,0,0,0,0.156404,102154408
ENSCAFG00000031350,0,0,0,2.44309,0,0.605575,0,0.379768,0,0,0,100685583
ENSCAFG00000031351,0,0,0,0,0,0,0,0,0,0,0,100856706
ENSCAFG00000031353,11.2973,74.6079,10.9863,22.0534,141.588,9.92396,572.304,62.6685,84.1787,55.4407,49.369,609654
ENSCAFG00000031355,0,0,3.53306,2.2768,0,0.49138,0,0,0,0,0.805385,102154801
ENSCAFG00000031362,0,0,0,0,0,0,0,0,0,0,0,100683660
ENSCAFG00000031363,0,0,0,0,0,0,0,0,0,0,0,484886
ENSCAFG00000031368,0.165248,1.043155,0.0881064,0,0.0631603,0,0.10172,0.0302329,0.560126,0,0.266941,100685732
ENSCAFG00000031371,0,25.729,2.345,9.20885,19.2842,14.5857,0,15.1064,0,0,4.93679,490440
ENSCAFG00000031374,0,0,0,0,2.10641,0,0,0,0,0,0,483590
ENSCAFG00000031380,1.23932,0.670902,0.77114,1.58676,1.8874,0.556272,3.01631,3.43361,0.479184,0.464746,0.075756,609169
ENSCAFG00000031382,11.67372,17.77114,1.615963,5.077282,9.931962,38.69069,29.43478,17.90589,3.975515,6.260374,4.814458,485945
ENSCAFG00000031390,0.656046,149.802,16.50519,29.49379,44.82146,29.11836,0,49.04695,0.145868,0.0588245,17.05895,480088
ENSCAFG00000031398,0,0,2.145949,0.847956,3.31035,0.2322438,0,0,0,0,0.2108619,489054
ENSCAFG00000031403,67.3765,58.1204,0.14574,0.108768,0,3.46605,263.156,27.7402,4.3451,1.83766,2.08845,111092538
ENSCAFG00000031406,1.481113,2.578959,1.7617,5.685473,6.434904,6.096553,3.945501,4.95418,1.333751,2.2916,3.459709,610760
ENSCAFG00000031407,0,0,0,0,0,0,0,0,0,0,0,100688800
ENSCAFG00000031408,0.372672,0.12084,1.57033,0.347798,2.24803,0.025124,0.341835,0.681178,0.155326,0,0.0324631,487825
ENSCAFG00000031410,0,9.48095,2.50964,6.56548,10.6964,10.9107,0.121426,12.9863,0,0.256336,8.31641,490692
ENSCAFG00000031412,0,0,0,1.16477,0,0.282198,0,0.257119,0,0,0.370662,102155778
ENSCAFG00000031415,68.9802,82.0898,0.570882,0.700558,0.189322,9.7931,411.076,93.7438,4.23086,12.6786,9.03052,102155737
ENSCAFG00000031420,288.806,368.832,105.983,176.421,366.762,217.853,494.402,208.982,124.004,168.017,190.871,607299
ENSCAFG00000031425,0.1647306,0.4557875,19.65593,15.06063,39.98397,37.80548,0.0848915,44.42993,0,0.122661,38.69506,608323
ENSCAFG00000031428,0,0.3362908,42.29141,53.99499,0.4044111,90.37165,0.163692,58.78051,0,0.158791,62.06103,491539
ENSCAFG00000031429,21.6508,9.44642,0.610353,0.545473,2.48767,14.6136,35.3706,26.6136,8.48783,8.2657,3.55598,484156
ENSCAFG00000031434,135.968,168.61,82.3048,95.8097,379.431,122.363,305.417,117.112,104.18,100.983,48.4462,476260
ENSCAFG00000031439,0,0,0,0,0,0,0,0,0,0,0,100856296
ENSCAFG00000031441,4.6667,4.03887,1.78399,1.10302,2.11168,1.2336,1.472,1.25406,0.497626,0.630429,0.591793,482209
ENSCAFG00000031442,0.0521652,0.0270629,0,0.0300825,0.0935925,0.0282941,0.153555,0,0,0,0,102152435
ENSCAFG00000031443,0.115265,0.219274,0,0,0,0.0205518,0.701913,0.518758,5.72124,0.984837,2.67834,611946
ENSCAFG00000031447,176.3584,172.6593,31.258,77.92182,216.5337,86.578,241.097,120.6541,20.5542,20.3126,28.43723,102154970
ENSCAFG00000031449,1.09888,32.71425,16.85382,36.13854,28.36447,48.56107,0.332872,51.96009,0.489076,1.72293,35.35077,491332
ENSCAFG00000031453,0,0,0,0,0,0,0,0,0,0,0,102151657
ENSCAFG00000031455,3.398131,166.7464,80.53303,108.2965,248.525,96.18764,223.7973,232.2481,1.172656,2.048588,30.02678,479646
ENSCAFG00000031458,345.5554,291.1186,41.71768,86.38382,142.8824,588.893,565.8572,551.8364,459.0932,383.5627,299.4745,477509
ENSCAFG00000031460,33.936,28.9319,2.74515,3.62807,10.3933,5.20371,35.9121,35.9004,51.0659,105.206,44.2625,403975
ENSCAFG00000031469,13.42992,21.94732,0.994821,1.406522,6.217945,3.86461,11.79977,3.45252,25.1003,27.53658,8.08352,100686484
ENSCAFG00000031471,2.18674,2.6274,0.681421,2.24301,7.14583,2.97569,7.79263,5.03805,1.53838,1.15362,0.878035,484933
ENSCAFG00000031480,132.415,63.322,67.8287,59.9563,129.781,51.3195,64.8846,85.2798,113.276,71.6519,40.4906,609552
ENSCAFG00000031481,2.54881,0.40852,0,0,0,0.811689,0,0,0,0,0,608048
ENSCAFG00000031485,0,0,0.517275,2.30169,4.83018,0.657091,0,0.449673,0,0,0.113859,111089969
ENSCAFG00000031487,0,1.17444,0.114162,0.0587911,0.456222,0.211284,0,0.221239,0,0,0.219276,100687029
ENSCAFG00000031492,37.8067,21.2281,49.8235,99.633,22.6241,123.775,19.308,63.3219,16.769,15.3731,46.3941,476000
ENSCAFG00000031494,0,11.9253,0,21.1586,63.1054,16.79,66.0625,0,0,1.45998,1.76203,100856186
ENSCAFG00000031495,2.004945,2.222204,0.169333,0.496849,3.011276,0.491003,2.072022,0.854268,1.418024,0.443341,0.285444,100687631
ENSCAFG00000031497,5.604452,7.975058,0.9944533,1.810806,8.97229,2.540855,13.26148,4.364029,7.38353,4.913251,1.042449,477162
ENSCAFG00000031499,1.04665,0.391006,0.0185353,0.106196,0.114778,4.8526,8.56624,2.87523,0.507814,0.76788,0.608743,484179
ENSCAFG00000031504,1.40843,2.2043,0.273291,1.69895,1.70856,2.33687,3.58719,0.396,0.894576,0.388151,0.563337,100856474
ENSCAFG00000031506,15.7712,13.6649,3.02578,5.06243,17.7658,6.96876,20.8221,11.4535,10.7748,8.7502,3.66086,482938
ENSCAFG00000031512,0.185593,0.298515,0.0607222,0.700329,0.167935,1.72514,0.416421,0.693543,0,0,1.64872,488269
ENSCAFG00000031516,0.13801,0.286308,18.1382,19.5686,0.261643,33.5763,0,52.079,0,0,20.0911,480639
ENSCAFG00000031519,0,0,0.597352,0.493187,1.45643,0,0,0,0,0,0,100682650
ENSCAFG00000031522,13.0431,11.7718,4.16564,15.4021,15.3581,13.2148,14.3866,12.7,9.66713,9.26549,7.79824,485004
ENSCAFG00000031524,55.75123,59.80746,8.251466,20.67622,54.44849,23.3682,83.29879,39.70615,0,0,13.91915,609115
ENSCAFG00000031529,6.68142,18.03506,0.5085829,0.609705,1.1738,1.342108,21.86273,1.948194,4.025772,3.476252,2.056117,611449
ENSCAFG00000031530,0,0.0464926,0.00849559,0.0508384,0.0263919,0.0158411,0,0.011206,0.0331861,0,0.0816421,483112
ENSCAFG00000031533,0,0,0,0,0,0,0,0,0,0,0,100856774
ENSCAFG00000031536,0.601116,1.212176,1.427773,4.795519,4.4244,1.603286,0.857602,3.637041,0.891668,2.602916,4.065957,483983
ENSCAFG00000031538,12.7127,9.01958,2.66358,11.9125,12.8353,19.092,14.6597,15.3187,15.3121,17.765,19.8696,478842
ENSCAFG00000031540,0.173694,0.252329,0,0.13845,0.769884,0.0370264,0.152026,0.0912127,0,0,0.0238729,609683
ENSCAFG00000031541,11.9489,6.42318,4.2238,3.98699,7.12567,6.50395,7.92872,6.16766,3.09355,2.349728,0.837425,607778
ENSCAFG00000031542,6.72885,22.4163,1.14785,2.24446,15.9416,3.4931,20.19883,5.47762,7.13072,5.15151,2.644476,609700
ENSCAFG00000031543,0,1.927343,0.6142884,1.626034,4.149533,1.272646,0,6.761021,0.058338,0,1.367147,100682670
ENSCAFG00000031546,16.95039,9.97354,2.44458,3.41308,6.372367,12.0422,18.49754,10.25243,9.972295,5.964032,4.15385,485399
ENSCAFG00000031547,70.7124,112.0406,5.450539,10.77148,21.9916,29.6673,49.91561,17.01732,18.87757,21.67341,21.42243,100685718
ENSCAFG00000031548,0.199289,0.102644,0,0,0,57.3249,181.988,5.12745,140.958,0.461758,92.6509,489045
ENSCAFG00000031549,144.2878,268.43,37.52956,50.51055,198.2692,178.6273,331.7264,100.9663,109.1509,61.5669,80.45673,606764
ENSCAFG00000031550,5.30005,10.0424,0.697706,1.7992,6.46407,5.47876,16.8376,3.93988,9.22011,11.289,6.37345,100683984
ENSCAFG00000031552,3.75367,5.29651,1.53869,4.33532,10.5449,20.8902,21.2923,8.6847,7.95206,13.5376,9.26125,100687937
ENSCAFG00000031555,0.305054,1.14316,0.180228,0.640566,0.289617,0,0.929847,0.576865,0.323468,3.65013,1.89104,106558891
ENSCAFG00000031556,12.77249,12.1222,1.403165,6.5917,8.98909,7.8078,8.31659,7.13446,4.6286,7.14722,6.19176,481127
ENSCAFG00000031562,19.395,19.0929,6.81841,12.8275,14.7952,23.0308,22.01,27.7586,0,0,17.8135,479428
ENSCAFG00000031563,0,0,0,0,0,0,0.10386,0.070734,0.0524216,0,0,100855724
ENSCAFG00000031564,64.9891,53.7798,18.3576,112.005,258.521,80.2649,74.7982,78.2734,27.7809,35.5025,19.9842,475425
ENSCAFG00000031569,0,0,0,0.0607295,0,0,0,0.0466493,0,0,0.0244423,609814
ENSCAFG00000031572,4.66659,11.825,2.23082,8.67916,10.5807,4.96036,18.5211,13.9128,0.79886,1.77745,0.593061,484764
ENSCAFG00000031574,0,0.0696001,0,0,0,0.0369474,0.149244,0,0,0,0,100684141
ENSCAFG00000031576,0,2.03704,0.480228,0.516416,2.09656,0.7468,1.67838,1.27807,0,0.032348,0.426856,489756
ENSCAFG00000031578,0,0,0,0,0,0,0,0,0,0,0,482243
ENSCAFG00000031580,13.1173,11.34119,10.10423,13.82105,31.37914,29.91842,31.33974,27.06418,28.63334,30.69553,15.62674,476974
ENSCAFG00000031582,235.2564,132.1635,0.252036,0.514756,0.510073,7.039115,11.64031,22.43855,1.275188,0.677548,1.819045,483428
ENSCAFG00000031583,0.307109,0.53041,0.652987,1.71799,3.60897,33.4971,0,8.20182,0.113878,0.180417,25.2377,100856617
ENSCAFG00000031585,6.10529,7.38202,1.232678,2.155582,7.343774,2.69723,6.14562,4.20126,3.76713,4.55057,2.49404,102154331
ENSCAFG00000031588,329.772,282.495,19.4634,20.359,130.683,78.9972,259.192,88.7401,202.208,163.079,48.4065,609416
