ens_gene,Xeno_hrt_1,Xeno_hrt_2,Xeno_hrt_3,Xeno_kidn_1,Xeno_kidn_2,Xeno_kidn_3,Xeno_livr_1,Xeno_livr_2,Xeno_livr_3,gene_ids
ENSXETG00000008078,11.2271,5.70446,18.6505,15.0823,14.362,18.3624,0,0.0735987,0.0307172,407888
ENSXETG00000008079,22.57008,8.362685,13.36568,19.82176,24.04604,21.4554,7.809006,14.2176,12.56253,779969
ENSXETG00000008080,3.11063,2.26783,0.762365,1.13401,1.99589,1.5043,0.17674,0.572741,0.141653,100496373
ENSXETG00000008081,25.25068,6.91792,4.045944,5.60973,5.35303,8.198879,3.816765,6.540933,7.966223,100127189
ENSXETG00000008082,43.78432,2.658157,1.981368,67.85972,42.4957,63.5367,178.8635,1113.104,1206.843,100493819
ENSXETG00000008083,11.21013,8.096814,5.261413,20.01248,19.17668,18.43492,6.456735,14.27755,15.91144,549667
ENSXETG00000008084,15.1766,14.4482,18.3931,14.1456,24.9552,10.2353,7.65567,10.3093,4.32422,100485330
ENSXETG00000008085,2.265433,4.909247,8.24615,0.589972,1.019188,1.06346,0,0.09474832,0.139195,100036621
ENSXETG00000008086,70.3491,26.7852,30.3845,110.731,106.464,98.4933,59.7402,59.7651,74.3353,733505
ENSXETG00000008087,7.5861,3.95396,18.7953,10.4141,13.1158,11.9804,0,0,0,100038201
ENSXETG00000008088,5.329975,1.053214,0.1603659,0.5604443,0.5621724,0.6330278,0.003708182,0.081832,0.07667415,100497595
ENSXETG00000008090,426.5125,70.66794,107.988,863.942,836.278,1062.465,362.1035,572.658,629.167,549854
ENSXETG00000008093,7.34953,11.42003,9.99901,11.44044,8.27187,11.23592,9.14608,6.871474,6.30533,100485395
ENSXETG00000008098,1496.55,1543.04,2272.76,2929.22,2892.83,3148.02,3109.3,2552.33,2541.31,448653
ENSXETG00000008099,26.1292,22.3205,21.8228,3.17908,4.97706,4.38128,4.40517,54.1054,2.05659,101732439
ENSXETG00000008100,43.86853,22.3645,20.87442,24.5207,52.75228,28.6452,29.33714,24.07369,16.01452,100422810
ENSXETG00000008102,26.792,11.71453,4.850575,10.60606,13.55695,9.961595,8.32075,6.015504,8.54465,100487477
ENSXETG00000008106,64.49503,29.74922,30.5559,75.24496,60.59172,54.78179,68.71355,83.9144,57.79081,549477
ENSXETG00000008107,0.727246,0,0,0,0.0741575,0,0,0,0,100487566
ENSXETG00000008112,20.7715,0.548749,1.05649,2.49551,1.80553,1.54771,0.485193,1.76053,2.33792,394654
ENSXETG00000008115,24.8269,12.4552,14.54281,32.55809,34.18838,32.6466,11.21029,13.10963,23.41594,779497
ENSXETG00000008121,58.9585,15.6472,20.1969,80.5489,51.5845,54.176,12.2358,21.523,22.2259,493386
ENSXETG00000008123,15.51744,1.332894,1.251201,16.63207,15.61207,21.19007,11.89102,19.78387,36.78987,549077
ENSXETG00000008125,2.46292,0.65126,0.453698,1.4523,1.62663,1.78543,0.354598,0.215881,0.100362,100486330
ENSXETG00000008127,0,0,0,0,0.0194574,0,0,0,0,100494255
ENSXETG00000008128,17.12886,8.67251,13.41998,14.41035,15.11753,13.70014,3.904507,7.895825,10.51537,100125154
ENSXETG00000008131,6.02889,5.13752,5.99748,7.2324,9.29954,11.2553,3.13365,22.4603,5.5212,105947706
ENSXETG00000008135,0.794688,0.21258,0,0.687637,0.432237,1.1241,0,0.128629,0.178949,394970
ENSXETG00000008138,11.0962,2.11471,4.52937,8.41,11.3233,11.3977,1.68911,5.99953,3.18094,100145694
ENSXETG00000008139,241.119,127.767,154.782,175.218,200.202,186.079,184.107,127.793,168.521,448022
ENSXETG00000008140,48.5544,42.9332,56.0075,66.4644,70.0235,69.1105,55.2054,52.6724,56.4883,100135403
ENSXETG00000008141,51.4277,13.6807,11.53684,36.70585,21.9645,28.73407,8.6403,11.59748,14.23615,549662
ENSXETG00000008142,16.54785,13.12531,14.02614,18.09433,14.41667,15.86871,5.384903,7.444241,8.888513,779467
ENSXETG00000008143,15.04023,8.520281,6.365308,3.11882,4.12185,6.41061,3.2835,3.213999,3.876599,100486277
ENSXETG00000008144,7.82258,4.17197,6.09302,5.87833,7.14541,7.19268,3.47108,3.82176,4.07998,100492687
ENSXETG00000008145,38.01034,15.78727,21.88526,69.6173,64.1056,62.0796,14.25041,21.21614,25.5762,407901
ENSXETG00000008148,3.82303,2.59812,2.77956,4.22069,3.92652,4.61486,1.32118,3.03176,4.32323,100493680
ENSXETG00000008149,4.097627,0.5935953,1.527907,4.1193,5.484211,4.117863,1.02861,1.348838,1.70379,100494715
ENSXETG00000008151,48.90314,241.9765,26.70271,102.166,58.23145,187.1542,45.80537,46.30573,21.93706,448511
ENSXETG00000008153,28.6543,6.82489,9.78317,19.02138,20.2964,21.34414,5.91155,7.3346,7.85748,100492829
ENSXETG00000008154,6.39754,3.72805,4.09974,3.64911,2.92345,3.75649,1.48222,1.47795,1.94729,100488091
ENSXETG00000008158,0.534516,1.58923,1.48423,0.731917,0.620425,0.9910923,0.188635,0.3285814,0.4023234,100379878
ENSXETG00000008159,9.54294,3.29183,2.20528,3.90861,7.02756,3.83441,4.12331,3.5982,3.82637,548895
ENSXETG00000008162,0.906233,0.132528,0,0.575461,0.441797,0.691646,1.80471,2.591244,6.24309,100493652
ENSXETG00000008163,0.333817,0.0493156,0.319966,0.111054,0.299171,0.133925,0,0.124642,0.0520206,100492654
ENSXETG00000008165,16.3622,2.18611,3.381301,12.88177,12.76559,14.11138,2.72616,3.200964,5.091631,548978
ENSXETG00000008166,25.6746,8.52217,8.22936,13.4266,15.728,8.07471,5.5794,5.11791,6.44455,734111
ENSXETG00000008167,62.54907,22.4924,21.67713,27.27297,29.22712,30.72198,16.43455,15.38028,15.54825,496586
ENSXETG00000008168,27.1512,29.8203,36.9842,75.1377,70.4131,61.6534,19.349,47.9408,36.285,549377
ENSXETG00000008169,25.242,0.165643,0.1245927,0.5600766,0.469578,0.328697,0.4351234,0.239723,0.306069,395039
ENSXETG00000008171,2484.91,2228.37,2488.94,3183.21,3197.35,3806.36,3262.37,3573.37,2937.97,100327250
ENSXETG00000008172,8.43679,4.538497,9.693271,15.94742,20.92372,16.12924,2.666013,3.415827,5.606069,100125101
ENSXETG00000008173,21.1953,15.2403,15.4733,32.0983,32.8023,31.556,15.6149,19.0407,22.1041,448344
ENSXETG00000008175,34.29942,26.83202,41.20394,26.98821,66.70376,40.99181,7.746592,13.20799,12.0668,548506
ENSXETG00000008176,22.3825,7.581722,7.677931,15.30816,14.39194,17.86251,4.162004,8.83594,10.99245,100036637
ENSXETG00000008177,5.9584,0.1198081,0.0228866,6.012448,2.620454,4.356344,2.745929,2.875463,3.59799,100496696
ENSXETG00000008178,46.8713,19.9445,76.081,37.5056,81.7066,47.0742,37.5588,36.8899,57.7364,448138
ENSXETG00000008179,36.32671,8.829413,14.86645,78.91119,33.4654,29.00951,7.165561,27.90052,26.88746,733451
ENSXETG00000008181,49.88918,20.18222,25.89829,35.28213,61.0013,50.11502,17.72936,24.00195,34.33529,100135011
ENSXETG00000008183,7.37684,7.02373,28.974,4.0888,12.6606,2.69741,2.05639,31.0954,62.7323,496665
ENSXETG00000008185,3.56699,0.488949,1.13147,4.78323,5.48011,6.89545,0,0.246827,0.412063,100490438
ENSXETG00000008186,1.26183,0.0875841,0,0.802757,0.9153997,0.530724,0.425464,0.866768,0,101735213
ENSXETG00000008188,1.73083,0.707283,0.552531,1.19325,1.64298,0.231838,0.749303,0.837032,1.16448,100170177
ENSXETG00000008189,0,0,0,0.502587,0.0338483,0.424265,0.0182589,0.423061,0.882845,100491172
ENSXETG00000008190,45.6221,38.9589,45.3038,365.571,193.522,453.857,357.583,201.283,474.932,734125
ENSXETG00000008191,14.32517,5.028344,6.852309,8.832103,7.714235,10.42351,6.144387,4.580551,9.129807,100216250
ENSXETG00000008193,6869.42,0,0,0.129985,0.35017,0.250807,0.411359,0.437667,0,100038236
ENSXETG00000008194,16.3199,9.64912,15.0747,24.7129,26.4063,25.4713,6.05775,8.71341,11.1598,594990
ENSXETG00000008195,28.6323,1.96738,2.37133,6.04936,5.27697,5.62772,2.07849,1.77821,2.3614,100486811
ENSXETG00000008198,1.870332,0.4385414,0.9281157,2.753879,2.678736,4.526743,0.07867364,0.5611883,0.5808979,100145183
ENSXETG00000008201,4.783312,1.816591,1.64733,3.82864,4.887756,5.181241,0.2917323,1.152987,1.160461,100489636
ENSXETG00000008202,12.25906,7.050196,9.876617,13.76008,20.87903,18.66516,6.41068,14.95112,15.87063,100127555
ENSXETG00000008206,6.37856,6.82672,10.80626,7.13545,8.74867,8.53676,3.36142,7.08851,10.30789,100101797
ENSXETG00000008207,12.5084,27.8872,30.0989,18.6917,49.1172,7.83007,1.0447,1.65621,0,100487688
ENSXETG00000008208,1.36585,2.01353,5.54406,8.63499,11.1191,9.15444,2.11584,12.0132,10.5685,100489020
ENSXETG00000008210,16.1827,12.3109,14.9717,3.54646,4.34071,5.30649,1.93125,4.35589,3.81148,100493761
ENSXETG00000008211,171.506,1.60107,1.06893,998.932,419.293,579.066,96.3795,1.87927,2.94525,548447
ENSXETG00000008212,2.985849,0.712803,1.677498,3.236641,2.622771,2.013035,8.007055,9.20468,13.14141,100491829
ENSXETG00000008214,1.124894,1.906404,1.564773,2.589682,2.28777,1.673536,4.107063,6.74748,9.891777,100485167
ENSXETG00000008215,0.430271,82.797,94.5212,0.582619,0.841269,0.59581,0.36042,0.496968,0.0654994,448374
ENSXETG00000008216,4.49203,1.206058,1.506567,2.27001,4.686974,2.546203,2.041363,3.06571,1.854396,100494932
ENSXETG00000008217,9.51541,4.4034,3.43631,2.72833,4.65333,2.54706,9.26905,8.44721,12.2276,548590
ENSXETG00000008218,23.16005,11.00695,16.1109,30.72895,30.23222,29.1996,10.72785,15.4214,14.4952,548697
ENSXETG00000008219,27.6861,20.1686,15.8237,22.886,17.509,21.5285,7.87749,6.6752,8.29104,100302394
ENSXETG00000008220,3.64974,1.22923,23.3329,0.564062,0.648666,0.7386878,1.00118,0.253885,0.352267,100492324
ENSXETG00000008221,8.61018,5.9642,9.06957,14.6675,15.37273,14.3788,4.89095,6.2713,6.37461,549434
ENSXETG00000008222,26.9716,13.89511,18.09826,34.5239,30.0094,31.8531,13.51646,15.72188,17.9503,448543
ENSXETG00000008224,14.31253,2.240261,1.474375,6.682344,7.94215,12.78743,2.063929,1.83457,2.16885,100491499
ENSXETG00000008225,20.4968,9.24507,11.5032,13.5774,15.7786,15.776,8.63398,7.89741,7.28849,448001
ENSXETG00000008226,56.9785,10.10855,20.43924,70.3289,35.51976,49.4274,13.56123,21.9642,32.08448,549761
ENSXETG00000008227,62.9106,52.7871,35.1246,37.3558,45.4445,45.5435,41.8409,26.27993,39.023,448104
ENSXETG00000008229,1.86726,4.25361,2.70107,24.0854,7.63567,6.63421,0.139159,1.01861,1.4389,100379735
ENSXETG00000008232,22.45258,7.794946,9.630682,18.36541,12.92279,15.4876,6.47446,4.22996,5.931054,100489126
ENSXETG00000008233,15.33648,6.93454,13.17605,22.20724,21.67615,21.53468,5.121906,10.4721,11.25593,550096
ENSXETG00000008236,4.81654,0.135461,0.0192828,0.140546,1.74166,0.451976,0,0.157743,0,100135069
ENSXETG00000008237,11.53624,15.78784,5.232697,4.02421,3.90291,2.84496,3.882651,2.694706,3.466117,100498088
ENSXETG00000008238,17.2156,39.8304,99.0122,10.175,7.97782,15.3271,2.63908,5.34488,7.09449,100491276
ENSXETG00000008239,13.66735,5.013128,3.291695,7.496031,6.567005,6.403928,1.90009,2.875096,4.101877,100492179
ENSXETG00000008240,1.54401,3.76935,28.02018,1.71585,6.26276,2.3751,9.88391,4.16752,2.99812,101730495
ENSXETG00000008242,4.08499,10.8883,9.78022,13.68112,14.1467,7.99935,18.6523,20.21948,22.13881,445259
ENSXETG00000008244,0,0.0462642,0,0,0.0277957,0,0.713396,0.115804,0.338323,100489151
ENSXETG00000008245,32.7876,11.4321,12.4738,18.8959,18.6215,18.3756,12.9325,14.4322,14.6769,100125116
ENSXETG00000008247,0.0610753,0,0,0.375229,0.269557,0.462561,0,0.0467933,0,100489302
ENSXETG00000008249,0,0.0834614,0,0,0,0,0,0,0,100494563
ENSXETG00000008250,0,0,0,0,0,0.0218544,0.0448215,0.101698,0.1352649,394785
ENSXETG00000008251,265.3159,140.0359,267.8635,418.6917,513.8981,282.943,40.96785,141.8168,286.231,407943
ENSXETG00000008254,92.0647,41.7174,64.32578,68.67376,69.72027,78.26656,24.31915,38.03809,50.65856,493420
ENSXETG00000008255,38.92179,35.7787,60.10653,66.35755,59.16867,63.61877,25.9698,34.03099,58.55787,594965
ENSXETG00000008256,10.50329,12.70565,3.068303,10.5133,11.3552,7.94203,6.51884,2.98042,3.294107,100145348
ENSXETG00000008258,16.7407,18.83587,26.4745,26.54826,18.8226,25.00427,5.59954,6.086728,7.25413,549348
ENSXETG00000008259,21.039,11.5478,19.7165,41.6296,28.0111,32.6434,26.9169,42.1362,29.4732,549742
ENSXETG00000008260,185.557,243.481,363.548,404.26,545.472,366.943,180.833,522.998,465.255,100217322
ENSXETG00000008261,1.94148,0.72525,0.974356,1.36573,1.01381,0.995513,0.958097,0.749383,2.4168,594901
ENSXETG00000008262,60.4741,69.3819,104.172,101.247,115.429,106.952,54.7073,59.2681,72.8448,594903
ENSXETG00000008263,22.62843,16.95441,21.12355,31.2601,30.50549,29.32726,12.34143,17.95122,17.08606,733865
ENSXETG00000008264,43.9276,48.0169,54.3426,31.4137,29.1646,31.2591,12.0615,18.6698,19.9931,100151730
ENSXETG00000008265,11.7871,2.03972,0.468484,1.61677,17.6896,4.33487,1.11221,0.654187,0.087705,100489587
ENSXETG00000008266,32.4818,0,0,65.30916,78.24544,106.6076,0,0.249278,0.1863643,448776
ENSXETG00000008268,28.2853,208.383,12.3566,12.4272,26.7193,15.9996,4.47636,6.62735,7.86891,100135384
ENSXETG00000008270,0.330035,0.0175771,0.0147953,0.323515,0.203356,0.381472,0.114408,0.0605165,0,100493314
ENSXETG00000008271,3.81212,9.08464,5.41564,3.04956,5.02147,3.40487,2.95833,3.73034,2.63228,100486768
ENSXETG00000008272,0.898434,1.58162,2.13229,42.7956,8.79831,64.3213,26.3943,13.904,37.561,100495183
ENSXETG00000008273,30.21284,30.31727,38.87606,39.14304,37.98074,40.8724,12.78359,18.12456,21.1016,100036610
ENSXETG00000008274,8.50999,3.025534,2.946338,10.62096,2.163324,3.352685,1.235408,1.929756,1.999512,100170497
ENSXETG00000008276,0,0.0621473,0.0600588,0.0729582,0.080988,0.10558,2.20309,10.179,90.0402,493537
ENSXETG00000008277,26.6906,37.2488,59.2912,58.5709,50.1112,80.5843,11.0143,18.058,21.2878,100494239
ENSXETG00000008278,0,1.02495,2.33906,0.157858,0.238145,0.0761473,0,0.0177173,0.059156,100485338
ENSXETG00000008279,21.93496,9.68137,15.92541,16.20859,19.72256,18.92332,7.68623,7.563827,9.35697,100145104
ENSXETG00000008281,97.99152,53.4335,68.65759,83.16812,61.22477,78.91168,12.70059,18.368,27.37082,100380070
ENSXETG00000008282,45.90972,2.103023,2.817714,40.28659,50.41538,65.82119,5.26465,9.088537,13.99987,780390
ENSXETG00000008283,3.35065,0.347916,0.1829853,1.22258,1.811877,2.512596,1.72597,0.6237123,0.3123754,100493155
ENSXETG00000008285,154.6822,110.1258,118.1336,204.8742,144.3711,246.6937,76.3029,106.4997,120.5316,448412
ENSXETG00000008287,24.1215,14.0013,7.86296,6.9376,6.17562,12.9982,3.9714,3.27257,2.2607,100488689
ENSXETG00000008288,11.32379,4.701973,5.46282,15.72766,12.13206,16.55278,3.64731,7.06613,6.5584,100490313
ENSXETG00000008289,0,8.71447,0.373939,4.164,1.26206,1.31473,544.002,187.508,1782.12,548444
ENSXETG00000008296,14.97975,87.40584,151.6642,27.59404,88.32391,18.60321,6.674015,11.27947,7.382602,448536
ENSXETG00000008298,2.50803,0.477605,4.10503,10.7092,9.11738,5.5602,2.97022,4.31233,6.28014,100216304
ENSXETG00000008301,11.0111,1.6191,0.313553,4.57078,9.79936,4.36375,0.959965,0.855006,0.178423,100493735
ENSXETG00000008303,4.34222,1.31169,2.166184,2.192624,2.697736,2.543975,0.2668519,1.988187,2.247818,100497344
ENSXETG00000008304,11.9059,4.9418,7.461,14.3108,11.3086,15.6012,3.31403,7.81671,10.3681,100494081
ENSXETG00000008306,83.08799,2.301996,2.744788,78.7531,75.00167,92.6063,15.92226,47.15495,49.70736,100124996
ENSXETG00000008309,0,0.0514808,0,0,0.0314476,0.0563105,0,0,0,100489103
ENSXETG00000008310,14.99622,11.69782,13.15263,22.79438,20.90783,22.83956,9.757463,11.63589,11.81575,100488898
ENSXETG00000008312,25.29938,17.72878,22.63043,23.77998,19.88929,22.61209,8.468388,8.549024,9.194465,548756
ENSXETG00000008313,4.95568,2.50657,2.3304,5.43479,7.340163,5.830736,0.80376,2.33244,3.385073,100145209
ENSXETG00000008314,36.407,19.64066,25.16269,43.15724,44.8631,43.58794,17.541,25.79556,26.99325,100038037
ENSXETG00000008315,9.69222,5.29618,10.7368,8.19575,9.46584,8.03228,8.05026,13.4717,23.0919,100497056
ENSXETG00000008317,7.11697,4.61713,6.187804,8.801709,10.59016,8.053842,2.607596,7.082575,8.3659,100170179
ENSXETG00000008322,3.48729,399.6227,475.7854,8.50313,6.274605,4.258817,0.0123331,0.94465,1.217833,100492166
ENSXETG00000008323,17.963,8.63967,8.40185,12.1549,13.3977,18.4402,1.44548,1.09345,0.825801,549015
ENSXETG00000008324,9.70792,9.55179,10.4485,12.5935,15.0128,18.0809,4.45167,6.67763,7.80355,100490142
ENSXETG00000008325,22.39187,6.938463,12.34651,48.72605,39.4537,40.33834,16.49986,65.06514,54.90006,100145660
ENSXETG00000008329,1.68863,0.803013,0.0924454,0.988248,3.52145,1.1051,0.933853,0.15125,0.273545,779890
ENSXETG00000008330,0.682246,0.381908,0.292701,0.449696,0.390343,0.7107466,0.441528,0.628326,0.582752,100494971
ENSXETG00000008332,2.12526,2.20323,8.9714,3.75803,6.65281,6.03399,1.68379,13.015,28.6687,100493841
ENSXETG00000008333,8.73339,3.59713,4.63716,10.1987,8.67681,8.21763,3.59472,6.75576,4.06446,549060
ENSXETG00000008337,6.57931,0.631759,1.52041,1.89791,2.14808,1.52995,0.525737,1.02932,1.8258,100497801
ENSXETG00000008338,12.9566,0.767127,0.980636,14.7938,15.2696,20.3528,5.90233,11.3024,15.2352,496417
ENSXETG00000008339,7.81695,4.30268,7.13181,7.52063,7.91926,7.61945,4.098,5.3621,5.52522,100158587
ENSXETG00000008340,194.441,6.469212,6.90167,246.6202,345.8784,316.5166,11.4141,11.33877,13.85352,448370
ENSXETG00000008342,26.57399,22.01167,25.33394,29.19143,34.03152,28.15971,13.45337,14.0353,16.37477,100124303
ENSXETG00000008343,9.931743,9.584336,17.09072,16.7929,20.1974,17.77318,5.598652,7.288513,7.547774,100158470
ENSXETG00000008344,65.49529,24.52228,29.78382,95.86913,60.18195,75.816,34.20634,40.86724,60.88584,779989
ENSXETG00000008345,8.16995,0.503968,0.80296,0.904047,0.884448,1.464593,0.756352,0.934557,1.64934,100145278
ENSXETG00000008346,3.31887,3.90936,4.554,1.5559,6.89267,3.33571,1.58931,3.29852,2.1055,780300
ENSXETG00000008347,6.18318,2.03764,2.88086,6.7805,6.65831,7.42076,3.33213,3.47775,3.99582,100145161
ENSXETG00000008348,5.87932,1.62454,1.62803,8.25981,10.2795,8.8011,0.355561,1.04456,0.853748,780255
ENSXETG00000008350,0,0,0,0,0,0,0,0.850571,0,105948245
ENSXETG00000008351,0,0,0,0,0,0,0,0,0,100335092
ENSXETG00000008354,27.4723,6.500781,6.594593,11.161,9.930113,12.8006,4.85398,5.479819,7.725598,100125175
ENSXETG00000008356,0,0.0346216,0.0314238,0,0,0.01804303,0,0,0.071525,100491673
ENSXETG00000008357,13.8922,0.428817,0.0629688,12.3728,16.0732,10.839,3.84825,4.14239,6.09135,448603
ENSXETG00000008359,6.80717,1.392993,0.0311396,1.386829,0.2946547,2.497183,5.455935,0.0426222,0.0709555,100492444
ENSXETG00000008362,0,0,0,0.25055,0,0,0,0,0,100335091
ENSXETG00000008363,82.7605,19.14835,32.76286,332.7467,240.7339,181.6219,28.19511,45.31085,54.47796,394907
ENSXETG00000008366,0,0,0.130347,0,0,0,0,0,0,100335093
ENSXETG00000008367,0,0.426759,0,0,0.816632,0.274176,4.34018,0.850571,2.91711,105948249
ENSXETG00000008368,6.9193,2.85533,2.33889,2.11272,2.98313,2.81139,2.40604,1.71709,3.00309,100489431
ENSXETG00000008370,52.17498,17.37744,30.65489,62.14363,87.40851,69.90546,17.59259,36.33863,33.62363,100125060
ENSXETG00000008371,43.55114,11.80294,11.70488,16.53621,16.14243,19.14703,7.303945,8.170891,8.493547,100496617
ENSXETG00000008372,15.5625,15.48907,17.44156,20.26263,16.16143,27.72485,12.39265,9.67473,15.5759,780309
ENSXETG00000008375,22.79387,25.0332,34.21072,24.32427,23.02794,23.25055,13.94201,14.99037,21.14254,733933
ENSXETG00000008376,14.62715,6.33564,6.280688,14.34086,13.43432,16.46071,7.415333,9.781328,12.95442,100125204
ENSXETG00000008377,15.17741,0.270786,0.412803,61.6301,34.097,91.0496,0.0302832,0.393976,0.65772,100496578
ENSXETG00000008378,3.24956,1.26628,2.87877,5.73838,6.65455,7.3534,0.37008,2.016,1.56366,100380059
ENSXETG00000008379,2.55927,2.10668,2.6696,2.58416,3.96501,3.47279,0.781211,3.78272,1.32051,100487704
ENSXETG00000008381,4.63705,5.9683,18.94849,3.90219,4.67186,5.23362,0.864372,0.475525,7.421499,100492372
ENSXETG00000008383,64.16167,27.10007,12.33482,17.63053,17.32578,16.64605,9.149775,5.217744,7.868799,100495740
ENSXETG00000008385,1.91778,5.45525,6.70221,2.19472,5.45468,2.35643,0.261338,0.317839,0.132654,780244
ENSXETG00000008386,14.65306,9.655918,14.04498,8.083415,6.439781,8.71043,1.277351,5.161039,4.562537,100492176
ENSXETG00000008388,5.35423,3.05263,7.72408,5.55409,5.73556,5.6425,0.742568,3.06961,4.92744,733803
ENSXETG00000008391,2.487705,0.541053,0.468435,1.781925,3.029577,2.583922,0.2034,0.542871,0.4729579,780108
ENSXETG00000008392,7.697,14.9957,13.9685,10.6349,7.5126,12.1069,6.45084,5.41107,7.35076,549997
ENSXETG00000008393,25.09935,11.6259,14.7952,24.3458,20.9875,18.9284,15.9035,9.00106,15.5634,496533
ENSXETG00000008395,0,0,0,0,0.363957,0.0465505,0,0,0,100486416
ENSXETG00000008396,0,0,0,0,0,0.274176,1.22068,0,1.06498,105948244
ENSXETG00000008397,42.27017,29.74099,27.597,41.32497,37.85548,36.39448,20.43676,31.1581,39.26135,100380038
ENSXETG00000008398,4.504136,2.416253,2.758567,3.794006,10.22751,3.464316,1.681142,1.894381,2.114442,100036615
ENSXETG00000008400,4.93234,2.59077,2.64688,6.041,8.2945,4.41807,2.6468,6.56144,4.92927,100487151
ENSXETG00000008404,7.2073,4.27894,8.71957,11.3727,16.4155,10.4354,4.70255,10.1167,8.00769,100126061
ENSXETG00000008405,10.39331,2.310155,1.365018,5.04313,5.79236,4.4419,10.11241,4.23509,4.03598,100492972
ENSXETG00000008407,0,0.0735814,0.221732,0.0897851,0,0.129931,0,0,0.588808,100135369
ENSXETG00000008410,13.1891,1.388222,0.335938,13.09055,10.8138,15.1156,4.73446,5.87979,6.12065,100494782
ENSXETG00000008411,13.67678,70.09342,94.11361,7.47529,13.6748,11.2264,4.46244,5.59463,6.67842,100329192
ENSXETG00000008412,14.69043,12.66134,19.09154,23.86043,26.67133,26.54696,6.79021,29.37694,35.666,780397
ENSXETG00000008414,0.827811,0.0900858,0.385782,1.09349,1.091548,0.604588,0.0512782,1.102471,2.489241,105945585
ENSXETG00000008417,6.83318,1.51994,1.9399,6.1335,9.07906,12.115,2.20693,5.18109,7.59102,100145320
ENSXETG00000008418,2.12737,1.56727,1.67643,4.96617,4.06167,3.55027,0.73368,1.36338,1.40581,100488006
ENSXETG00000008420,25.38322,7.749366,8.383888,11.88968,11.71156,12.39217,3.198247,7.278512,8.101667,100494490
ENSXETG00000008423,10.76824,3.925216,5.577434,23.67919,18.4959,24.9929,6.358981,19.05877,17.76422,100489507
ENSXETG00000008424,380.1833,1119.082,1518.015,490.0854,646.2435,536.7498,153.614,187.542,293.5191,496892
ENSXETG00000008428,28.427,6.34519,9.62168,64.07458,42.48339,34.43132,6.26567,8.41493,10.30776,100145085
ENSXETG00000008431,4.799364,3.926944,5.148355,2.401245,2.40594,3.751785,0.4440181,0.9433625,1.882039,100487671
ENSXETG00000008432,43.5979,0.0496035,0.0213225,0.673455,0.0139557,0,0,0,0,733731
ENSXETG00000008433,6.15437,2.8785,3.93539,5.03492,7.20658,6.67289,4.19847,3.59607,4.95522,100489584
ENSXETG00000008435,19.4308,3.68822,8.45533,18.4536,29.8902,27.3487,29.751,27.6805,47.6789,496757
ENSXETG00000008436,33.7924,6.79575,5.93174,7.75535,10.1336,8.7192,5.78039,5.07177,5.60654,100126681
ENSXETG00000008437,0,0.258324,0,1.97466,0.774873,0.158755,1.03707,5.69679,12.9237,100144983
ENSXETG00000008438,13.17101,5.43382,7.621109,11.24818,10.84527,11.26747,3.70626,6.200673,8.85011,100127179
ENSXETG00000008439,1.15349,2.01788,0.183374,3.56415,6.06029,8.02101,131.547,75.1489,151.455,100489916
ENSXETG00000008442,5.23136,2.93875,3.70522,4.1958,4.15179,5.09104,0.621024,1.184201,1.679542,101730552
ENSXETG00000008443,0,0.0628284,0,0.295701,0.176981,0.537136,3.35239,4.09287,12.3698,100490090
ENSXETG00000008445,27.4272,5.89782,5.20453,31.14909,24.43173,36.96992,17.5943,37.32522,9.787854,448594
ENSXETG00000008447,1.88409,1.01108,0.982478,2.62569,2.19919,4.43301,0.501738,2.89337,2.2139,613060
ENSXETG00000008448,4.33736,8.22104,11.89059,2.706773,2.79742,4.87852,0.733635,1.188536,1.936467,779760
ENSXETG00000008450,12.68083,2.686061,2.314422,4.46668,5.79657,4.84518,2.87949,2.32949,1.933001,100170176
ENSXETG00000008453,9.44582,5.92505,6.460704,8.499451,12.89663,10.81025,3.55645,4.525019,5.89459,496689
ENSXETG00000008454,0,0.448783,0,0,0.222124,0,60.409,100.992,1.15288,100485537
ENSXETG00000008455,11.0507,5.37762,8.88596,9.99333,13.5515,9.40721,4.0748,6.03396,7.1896,549582
ENSXETG00000008457,114.1235,26.73072,20.0929,43.99744,34.44855,49.66989,29.7136,16.64459,19.73519,548557
ENSXETG00000008458,6.30714,6.32306,5.28568,5.37024,5.78681,5.63148,1.70016,1.70337,2.95305,448702
ENSXETG00000008459,22.60329,6.668532,6.02538,12.19063,22.67265,20.95312,41.23817,39.26753,34.44364,407849
ENSXETG00000008461,0,0.0525827,0.0985009,0,0.193408,0,0,0.0671488,0,394613
ENSXETG00000008462,0,0,0,0.519772,0.240039,0.250727,0.354892,4.83725,17.92,100486425
ENSXETG00000008463,161.676,0,0.406232,181.958,309.752,225.376,0,0.492323,1.36128,779564
ENSXETG00000008464,0,0,0,0.0745842,0.0674434,0,0,0,0,100490942
ENSXETG00000008465,23.1896,10.72603,12.42406,16.19706,14.65111,14.74082,3.85063,8.119068,9.51135,779925
ENSXETG00000008466,152.084,2.9477,2.814612,76.60835,370.9282,199.1369,14.9896,20.35536,16.73701,779862
ENSXETG00000008467,0.285579,0.0623727,0.120644,0.586222,0.276367,0.0706951,0.392527,0.411218,0.137301,100490432
ENSXETG00000008469,60.8667,28.5312,10.2428,71.72811,70.96767,69.20957,38.3698,20.77598,33.67545,549597
ENSXETG00000008470,8.98374,3.688133,6.13986,9.38722,9.84282,9.05637,2.04508,3.596682,5.371457,100145547
