ens_gene,Xeno_hrt_1,Xeno_hrt_2,Xeno_hrt_3,Xeno_kidn_1,Xeno_kidn_2,Xeno_kidn_3,Xeno_livr_1,Xeno_livr_2,Xeno_livr_3,gene_ids
ENSXETG00000004056,0.0265506,0.0159768,0.133863,0.195137,1.6559,0.368674,0,0.0547531,0.0152345,100487064
ENSXETG00000004059,7.02415,2.63436,2.572902,2.520984,4.216291,3.55987,1.719425,2.611631,2.062646,100036605
ENSXETG00000004060,0,0,0.0162562,0.0197477,0.0531988,0.00952585,0,0.0221639,0,100497885
ENSXETG00000004061,24.4045,3.86816,4.94781,20.7543,21.9589,19.7166,2.42661,3.37438,5.14762,779709
ENSXETG00000004065,24.587,6.84694,7.364084,47.804569,32.978302,28.21619,20.45518,22.47733,27.861284,100379797
ENSXETG00000004069,5.8771,3.59584,9.64173,22.6378,14.7954,25.3533,13.4269,11.8201,19.5485,100216297
ENSXETG00000004070,0.898454,0,30.9475,2.28835,1.5852,0,0,0.366906,0.918793,100170428
ENSXETG00000004073,8.021440788,4.124424788,6.582201333,9.081311843,12.34387527,9.7056429,2.801809194,6.4999537,5.925618949,779623
ENSXETG00000004074,12.08969,3.668224,5.2989727,23.31557,7.1962267,10.306576,6.578416,6.24015,10.838328,779444
ENSXETG00000004075,22.57905,7.66057504,15.382907,26.177514,23.11546,22.203601,5.714499,12.73078007,15.8211,100101755
ENSXETG00000004076,48.213,25.907,35.6811,8.8847,47.9492,15.1737,11.6737,25.0719,25.3079,100101679
ENSXETG00000004077,0.864089,0,0,0,0,0,0,0,0,100494316
ENSXETG00000004079,1.18276,2.565,0.0408864,0.592265,0.464296,1.48362,164.034,89.3286,179.489,101734961
ENSXETG00000004082,7.33044,1.83823,3.98995,6.69923,6.83633,6.20996,1.1394,5.6132,5.40852,100498037
ENSXETG00000004084,1.40152,0.900004008,1.007996015,0.1689512,0.3492897,0.380795,0.121911,0.235567,0.0423775,100495065
ENSXETG00000004085,0.864089,0,0,0,0,0,0,0,0,101735276
ENSXETG00000004086,7.67589,4.955656,6.24879,13.85103,9.295434,10.770595,5.51559,4.225431,6.538486,100495176
ENSXETG00000004087,9.07786,3.471966,16.6636,7.64321,5.985237,8.79031,20.19715,9.840464,26.19999,496541
ENSXETG00000004088,6.34265,11.21634,28.83273,12.26518,10.209,34.18699,9.69856,1.90921,5.045808,779573
ENSXETG00000004089,0,0,0,0,0,0,0,0,0,101730842
ENSXETG00000004090,0,0.0244724,0,0.0510664,0.0275138,0.03695,0,0,0.0239209,100486593
ENSXETG00000004091,0.198378,0.107434,0.15962,0.312399,0.470123,0.613169,0.0887943,0.108814,0.302764,100101710
ENSXETG00000004092,0.445739,0.362747,0.409405,0.497336,1.68554,1.037,0,0.756255,0.210421,780310
ENSXETG00000004095,0,0,0,0,0,0,0,0,0,101734966
ENSXETG00000004097,8.08412,6.662937,7.308002693,7.051666,6.471110361,10.27828901,8.448088,7.30666,6.818522588,100144997
ENSXETG00000004098,8.558912,4.13984,6.660685,13.70557,15.038421,16.13435,4.925467,11.482787,10.221585,100487725
ENSXETG00000004099,9.467685506,8.90459,10.82626,9.4309,14.43965,9.16569,5.26692,16.639053,17.72667,100496768
ENSXETG00000004100,0.0356874,6.358036,0,0,1.9587361,0.0153742,483.743,3.529749,0,493439
ENSXETG00000004101,0,0.801997,8.78645,0.159308,0.514995,0.461078,0.0365494,0.536399,0,100492278
ENSXETG00000004103,1.65719026,0.526200433,0.55088507,0.86827637,3.374233001,0.4729751,0,0.402923,0.0734148,100498213
ENSXETG00000004104,59.10541,4.659797,5.036341683,37.22523957,33.0015045,40.00912898,8.5499,10.76256534,11.83909531,496893
ENSXETG00000004105,5.1145,3.0033,2.94711,0.647464,1.31329,2.02091,0.609041,1.06865,1.24884,100144963
ENSXETG00000004106,0,0,0.0401572,0,0.100634,0.0235314,0,0,0,100492233
ENSXETG00000004107,52.2367,12.9288,12.3798,15.3821,15.1508,14.0946,11.9639,10.5974,12.8989,100380169
ENSXETG00000004108,334.081,75.5758,118.105,283.33,415.232,347.965,58.6608,61.4083,63.0076,394981
ENSXETG00000004109,6.653073293,1.830714,1.913789,2.161253077,2.43266,1.23846,1.987270945,1.410910032,3.099760123,100124893
ENSXETG00000004110,0,0.0298462,0.0124656,0.061629951,0.040794,0,0.0461042,0.052737,0.056747,100492820
ENSXETG00000004113,32.22896,7.262247,8.70382,11.96617,12.544111,12.83262,5.43065,6.711224,7.69161,780078
ENSXETG00000004114,4.335544,0.0420073,0.11568669,0.104777276,0.121627305,0.077796108,0,0.268157361,0.0386223,100379890
ENSXETG00000004115,3.310865,1.74925,2.603579,2.400461,1.721532,3.090419,2.13175,3.11286,4.89284,780057
ENSXETG00000004116,0.0439001,0,0.112799,0.502427,0.910537,0.506752,0.29365,0.0512637,0.0855819,100489129
ENSXETG00000004117,9.25643,0.0368998,0.0328998,0.359695,0.0215331,0,0.174395,0.224281,0.861174,100488421
ENSXETG00000004120,12.36107,5.331328,6.4404149,14.870758,9.65966675,11.479642,2.2657799,4.8445392,5.242851,100493086
ENSXETG00000004121,16.41199,9.180997,13.351878,20.1146,18.765299,17.942931,10.638188,11.17712,12.978384,549463
ENSXETG00000004122,18.48076881,59.07942848,120.8550855,11.86988721,19.85519138,14.4530466,8.998350907,19.64183266,20.38265433,100380148
ENSXETG00000004123,11.093366,9.404075897,12.72931,8.669758,7.6632268,7.69457,3.0975171,5.067119,5.483315,100127697
ENSXETG00000004126,0,0,0.0380146,0.0461794,0.0248808,0.0668277,0,0.155489,0,100488267
ENSXETG00000004127,27.2739,15.2077,25.4821,56.0919,61.365,45.8785,19.9046,32.6086,44.4269,496539
ENSXETG00000004128,16.88036,2.821664,3.559585,28.828862,40.13017,27.323951,1.1922536,7.09084,6.07474,394876
ENSXETG00000004129,12.879425,8.571216315,13.94413881,12.88666816,20.33408785,17.62663828,3.67399,11.45623284,17.68725563,100144922
ENSXETG00000004133,8.92776857,5.526107,7.778526545,11.55112405,11.00672582,10.1972603,3.177275,5.71633414,6.01795,395019
ENSXETG00000004135,32.59317,14.050118,22.45869,20.983938,27.187637,24.034204,9.5050616,16.688915,15.807836,100494187
ENSXETG00000004137,13.99040241,7.17852,7.21433,10.5992,11.4955,11.1552,12.3676,5.2528,6.96381,549538
ENSXETG00000004138,3.20361,0.950898,1.36636,1.57842,2.45386,1.13016,0.888339,1.38697,0.840672,100037854
ENSXETG00000004139,7.53067,6.36989,15.5269,7.84014,9.12171,10.9072,3.01861,4.20842,12.5611,493295
ENSXETG00000004142,132.147,75.0216,51.4007,161.525,147.326,152.705,415.932,674.078,568.492,100038128
ENSXETG00000004143,30.637965,10.050017,11.3734803,19.085221,16.597159,16.901245,8.642756237,8.466195,10.50607,503560
ENSXETG00000004144,14.9108,11.4879,8.15238,16.95,12.6725,12.8616,10.1807,6.62629,6.86928,549156
ENSXETG00000004145,27.64595,9.8769,13.44591,11.42981,15.66214,8.12382,7.5792,9.63739,8.90858,100485037
ENSXETG00000004146,0.497276,0.157222,0.0499274,0.0202169,0.0980332,0.0390088,0.0806625,0.158834,0.0757612,100485502
ENSXETG00000004148,7.3425,23.0148,6.35039,5.95264,4.2263,5.03617,1.59978,2.53919,2.97079,779744
ENSXETG00000004149,2.594960611,1.767192,0.835309663,1.683582478,1.02061,1.789440005,0.6818931,0.266651908,0.32042458,780373
ENSXETG00000004151,36.983535,4.858047,5.295525,12.620788,11.6305381,13.770056,7.38754,5.913208939,8.5154429,100216260
ENSXETG00000004152,7.340836,0.7425291,0.805384,16.99884,8.379136,9.90293,6.10146,10.55338,32.144295,100493640
ENSXETG00000004153,47.53227,22.88737,28.83043,43.72689,53.74202,41.23844,22.37144,29.41757,29.26269,100488073
ENSXETG00000004154,11.03382,4.311074,8.02335,14.954643,9.05306,11.76963022,5.256796,5.255675,8.345809562,407932
ENSXETG00000004157,5.71433,1.9457071,2.8188,2.51681,3.76385,2.37935,1.05199,1.9683,2.96153,594883
ENSXETG00000004158,10.6754,5.35044,5.71529,3.0023,5.96488,6.87915,4.69279,7.5817,4.57066,779472
ENSXETG00000004159,15.0947,7.750922,10.00833,21.32588,17.07183,18.99650001,4.836669,5.87128,5.582409,100124951
ENSXETG00000004160,9.31546,0.344329,0.548772,19.9991,16.8273,15.0656,4.18116,2.50648,3.96584,549386
ENSXETG00000004161,4.34179,0.579985,0.783164,2.152608,1.901453,1.943526,1.279265,5.514047,6.233741,548379
ENSXETG00000004162,0.449877,0.045131,0.123841,0.15044,0.324219,0.798256,0.121133,0.168847,0.04698,100038288
ENSXETG00000004163,1.19082,1.05253,0.114872,0.388141,0.352585,0.275072,72.9766,32.3833,54.981,101735193
ENSXETG00000004164,8.79063,4.72655,4.87305,18.279,9.52522,14.7214,8.0901,9.96599,14.202,595052
ENSXETG00000004165,1414.9773,1504.73664,1526.944,2248.304,2185.116,2608.63,3470.540365,2202.731,1947.953,549795
ENSXETG00000004167,3.55988,1.77074,3.55408,4.62953,6.02561,5.54532,8.16756,11.9099,11.111,493305
ENSXETG00000004168,7.50724898,2.501546,5.3150828,8.765651645,7.203367,8.75994,2.4960036,4.115416,5.4851511,100170469
ENSXETG00000004169,0,0.283363,1.528943,1.159986,0.0666905,0.835918,2.282394,1.1114,1.27559,100216293
ENSXETG00000004171,15.65655,15.1239,11.9726,11.0207,18.399795,14.70145,0.0653642,2.595991,0.41925,594987
ENSXETG00000004172,8.50562,3.35931,4.92099,8.02516,7.8535,10.6918,2.72114,4.96308,5.98403,549360
ENSXETG00000004175,8.41318,0,0.0373954,22.0309,18.1601,20.9703,1.84949,1.02929,4.29842,493291
ENSXETG00000004177,25.3148,3.39314,4.7549,18.7203,17.0353,20.9643,6.22429,6.30064,9.64926,493398
ENSXETG00000004179,12.55810094,19.495061,25.54482,64.7256667,23.660421,38.797,11.7828,13.8640217,52.73883613,779863
ENSXETG00000004180,0.748945,0.918608,2.3673,5.91126,1.72157,1.46426,4.83438,1.25518,2.9935,100489520
ENSXETG00000004181,0,0.229652,0,0.324161,0.174616,0.232892,21.9421,4.4491,9.57921,101731538
ENSXETG00000004183,85.19,0.0626934,0.2197753,130.801,246.707167,163.72,0,0.30103241,1.00059,100497079
ENSXETG00000004184,5.515071,5.442384,7.45541,7.1322167,11.05979201,8.980502,0.48681473,1.432486,1.267545,100493788
ENSXETG00000004185,33.7395,10.6812,31.505,31.369,74.8869,51.8104,13.5004,20.4834,31.4534,548469
ENSXETG00000004186,14.563,12.159,15.7496,17.8167,23.563,10.8064,4.87875,7.72023,8.90924,548408
ENSXETG00000004188,2.22257,0,0,0.985518,1.38055,1.14094,0.795243,3.24456,4.86264,100145252
ENSXETG00000004189,20.6941,20.57917,53.649269,40.34038,29.38781,41.10995,7.484945,8.73281,14.350449,100496738
ENSXETG00000004190,46.4013,4.99745,2.29569,11.4649,11.3711,22.3874,0.502442,1.12061,0.645102,100485234
ENSXETG00000004191,10.8253,0.49827,0.254805,2.8222,2.50157,5.05023,0.14019,0.286098,0.25587,100038082
ENSXETG00000004192,5.09345,2.47406,5.4328,1.63991,2.00418,2.66259,0,0,0,394692
ENSXETG00000004193,9.81333,23.862997,36.5297,14.73758,16.93364,14.915898,4.59591,8.36178,8.482822725,100145003
ENSXETG00000004194,24.7561,0,0,114.596,21.4503,25.1228,0,0,0,101731427
ENSXETG00000004195,26.259999,4.7960804,5.2926487,11.203066,9.3023161,14.6180492,3.0142957,6.18463,8.6587112,100124748
ENSXETG00000004196,4.47294,1.7762,2.87612,5.68923,6.47674,7.52922,1.39413,2.79452,3.14782,100170613
ENSXETG00000004200,6.43456,0,0.651975,39.0167,30.245,28.2657,0,0.355565,0.593595,100489847
ENSXETG00000004201,3.98518,3.34608,5.04824,6.39926,6.5453,7.83737,1.94987,5.06664,6.26949,100487388
ENSXETG00000004202,25.737,16.853761,17.751399,30.128437,29.586791,25.384411,19.896798,20.149858,23.766094,394974
ENSXETG00000004203,98.481,83.7013,100.459,186.406,129.758,164.481,34.5928,99.1899,89.3159,394821
ENSXETG00000004205,94.705191,12.91051,19.64275,63.5371469,47.10964002,98.72499778,20.898146,29.705084,58.51275346,100494346
ENSXETG00000004206,9.84592,0,0.0553156,0.470374,0,0,0,0,0,100491589
ENSXETG00000004208,0.102445,0.835968,0.501141,0.221373,1.10327,0.453838,1.41456,1.18018,5.91074,733785
ENSXETG00000004209,17.4583,10.8148,14.2159507,22.2552,22.83617331,21.701751,5.185220209,10.4076,11.6076,549741
ENSXETG00000004212,3.74828,2.02596,3.40554,3.50974,3.15166,4.71391,1.97367,3.81981,6.37694,100145321
ENSXETG00000004213,23.66633,13.108543,19.5997558,31.889916,25.6990281,26.9981974,8.55942904,11.606592,18.040295,100124922
ENSXETG00000004214,1.421540588,1.1385617,2.171418817,1.95007779,1.48871,0.91530064,0.603656962,0.843379897,1.1545776,100498588
ENSXETG00000004215,25.2767,3.09275,2.46007,6.58323,6.6972,8.57579,5.69041,3.06243,7.475146,100486813
ENSXETG00000004216,46.056526,24.68691,27.983476,60.659243,51.9707,55.730785,23.37372,37.2418,32.301288,100488223
ENSXETG00000004217,15.41798,3.885379,5.774026,9.609581936,7.728940063,8.813406,3.67385,3.4035251,4.98643,100488398
ENSXETG00000004218,1.04633,0.144282,0,1.4891,5.47456,1.09859,0,0,0.082063,100494235
ENSXETG00000004219,0,118.335,180.265,0,0.14086,0.10089,0,0.293429,0.195945,100496564
ENSXETG00000004220,2102.54,731.432,537.585,3058.29,1966.11,4743.37,84.5833,48.714,52.8484,548592
ENSXETG00000004221,5.2452,1.46404,2.824348637,5.58999,4.423703701,4.108574608,2.01956,1.788171527,2.288788327,100496376
ENSXETG00000004222,4.67263,0.218034,0.477446,1.05555,6.15993013,1.661918,3.22944,0.625747,2.041616,100491706
ENSXETG00000004223,3.052912,0,0,1.40565,4.71093,1.3521761,0,0.401095,0.0223201,101732246
ENSXETG00000004224,270.637043,188.895801,208.862236,225.569544,172.537957,179.3782101,266.07372,205.861038,192.7348066,677732
ENSXETG00000004225,7.76321,7.12945,10.6002,10.075,15.4818,11.9342,7.11937,31.782,47.3056,100125105
ENSXETG00000004226,5.1037847,5.110871501,7.599886536,6.453498703,6.670557,6.277852871,1.4457472,3.947354509,4.9323546,100488998
ENSXETG00000004227,47.3468,16.503475,19.470824,23.94493747,28.787203,29.919061,11.190799,19.618606,22.62812,100145671
ENSXETG00000004228,19.39938,0.020278402,0.0344073,10.7695894,6.665857,16.69593,0,0.656760032,0,100494912
ENSXETG00000004229,12.2087193,1.49894,2.642806,5.77348,7.73282,9.6024781,1.089637118,1.340598,2.956308,779732
ENSXETG00000004232,54.0333,8.66151,9.1396,72.83838,91.53721,70.683553,16.1629,35.992639,19.890804,448089
ENSXETG00000004233,11.3872,0.804138,1.085376,6.86306,11.73319911,9.379990001,15.2455,18.8126,9.80938,100495227
ENSXETG00000004234,19.472467,2.992047213,5.743903779,12.5729358,18.024085,12.37548567,4.3838,5.760294,7.541017673,100036717
ENSXETG00000004235,1.783867115,0.0348266,0.0720827,2.251130079,6.727724105,1.673882509,0.0994618,0.3448519,0.086593695,100490919
ENSXETG00000004236,59.63582,5.186406,3.429655,7.61251,18.390529,9.098381,3.0239963,4.393535,4.782704,394498
ENSXETG00000004237,1.614887,2.268623,3.5670483,6.70893,6.0108327,0.404316,0.3720868,2.223845,0.777075,100486760
ENSXETG00000004239,8.32711,8.43226,9.47591,9.86669,15.0621,8.76348,1.98049,3.07609,4.18165,100380199
ENSXETG00000004240,15.0906,14.10689,10.5019,12.567412,11.8372206,15.6771,8.61567,7.096552,10.234288,780356
ENSXETG00000004241,2.265068,0,0,1.0586071,1.317661,1.833794,2.19289,0.5218339,0.8724222,100495481
ENSXETG00000004242,2.103919,3.03501276,2.6579701,4.4976958,7.55788,5.637621572,0.7310994,1.22837766,1.8862843,100496278
ENSXETG00000004244,10.65879526,6.468773096,10.93890293,16.44814763,14.0561251,17.4341888,3.242552,6.541857085,8.691703774,779454
ENSXETG00000004245,0.651045,0,0.106093,1.52507,2.22203,2.36241,0.0213343,0.144649,0.0804941,100493231
ENSXETG00000004246,22.9719,12.9471,11.9875,21.9463,11.6532,21.307,13.9704,23.5263,18.2134,549109
ENSXETG00000004247,5.00914,3.785859001,4.308220721,3.163147,3.5160291,4.290177,8.929356355,21.3350296,8.12885116,100125007
ENSXETG00000004251,19.4022,7.19951,8.55463,24.3393,22.9207,20.8534,14.1142,24.8481,26.7552,100216291
ENSXETG00000004254,9.61866,9.45156,22.7902,26.9706,23.1924,30.7157,2.79259,9.52219,10.7931,100494754
ENSXETG00000004255,37.8972,86.2457,104.442,53.3188,50.056,63.8637,18.0494,35.2124,24.8067,493304
ENSXETG00000004256,15.0767,5.74737,7.89163,19.8525,19.115,20.4819,4.99953,6.43879,7.35471,549583
ENSXETG00000004257,0.0700763,0,0.0405911,0.147928,0.504774,0.237857,0,0.442739,0,100493063
ENSXETG00000004258,5.49564,0.482845,1.298536,5.736116,3.72057,3.0436867,0.881912,2.575179,1.7465188,448435
ENSXETG00000004260,14.547703,7.380351,12.86985262,61.15563,26.148955,41.49027,12.11975,34.03259,34.96989,100487735
ENSXETG00000004261,234.1454009,140.4277112,126.96563,381.8355397,345.6751981,317.3122007,115.049691,162.5121775,166.2964,100216290
ENSXETG00000004263,40.064,15.0264,18.8546,24.1946,25.7933,31.6205,9.59036,15.2792,17.2268,100487680
ENSXETG00000004265,777.585,571.555,951.64,1162.67,1142.77,1262.69,1359.97,1228.95,1277.61,100379906
ENSXETG00000004267,39.1321,29.13169,47.50671,75.8104,73.4204,69.055025,38.391923,52.658535,59.28753,447999
ENSXETG00000004268,3.47778,7.08405,6.8548,7.88795,8.02662,8.42377,1.32745,15.6982,10.7274,101733011
ENSXETG00000004269,2.55497,3.33439,1.83172,0.809139,1.41684,1.36609,1.48129,0.454071,0.189511,101734802
ENSXETG00000004271,1.933431,0.316336392,0.924007,0.8486475,0.828832,0.912462048,0,0.4231279,0.661659,779669
ENSXETG00000004272,2.87102,0.913009,1.477907,5.53121,0.0105981,3.58589,1.286752,0,6.2774,100488164
ENSXETG00000004276,2.54211,0.0934502,0,3.23512,12.2856,4.83267,5.0731,0.644202,1.12434,100127617
ENSXETG00000004277,2.26633,0,0,1.090734479,0.13729079,2.188067508,0,0.0353201,0,100145650
ENSXETG00000004278,36.297176,17.033944,19.304518,25.548398,35.77337,32.97496599,11.9183809,16.509807,17.78118806,100485496
ENSXETG00000004279,25.74859,19.047486,20.33787,25.262969,33.382906,35.6447312,10.612534,20.6202992,25.31486255,100216271
ENSXETG00000004282,13.25570001,6.372028059,10.42075641,26.86469195,11.87154746,16.802972,5.15196861,10.64329139,12.47558814,100489760
ENSXETG00000004283,13.64289355,6.584325,7.785453007,10.63759249,10.76078909,11.019712,4.259873,6.155082087,7.457703005,779461
ENSXETG00000004284,17.1471,11.1674,28.9605,44.8885,46.9003,39.1712,14.1543,28.5709,22.1224,548448
ENSXETG00000004286,5.38386,3.58328,2.72494,3.83908,6.86406,5.65079,8.22072,4.39951,4.41149,594882
ENSXETG00000004287,3.1239,0.522631,1.46702,5.10872,13.7625,4.67077,0.732531,0.933408,0.779136,549532
ENSXETG00000004288,1.76522,1.43733,3.24473,3.51413,4.2261,4.09666,1.05131,3.20333,3.02252,101730887
ENSXETG00000004289,35.1903,4.00143,8.75172,12.8122,21.4645,17.6205,10.9353,13.4183,15.1773,493221
ENSXETG00000004290,32.1181157,31.2817,36.3408705,43.994417,39.789416,34.827761,19.4659,18.428102,21.413793,496674
ENSXETG00000004291,4.38332,0.765842,0.42494,1.507427,1.5702055,1.011539549,0.594486582,1.237005,1.171623,100496985
ENSXETG00000004292,36.9805,46.19142,67.0276,84.0264,66.0055,56.1549,33.57861,29.6549,31.9321,100486586
ENSXETG00000004294,0,0.142723,0,0.189375,0.374415,0.407078,0,0.348086,0.663472,101731873
ENSXETG00000004295,33.1846,14.2851,19.0862,18.2597,22.6962,19.9103,16.6832,15.7278,15.3562,780334
ENSXETG00000004297,36.1876,41.31225,59.6503,108.5084,107.0276,93.4597,31.81483,53.33044,41.00503,394471
ENSXETG00000004298,1.76529,110.54574,245.381513,0.1253,0.360142023,2.7862678,1.573828,2.348535149,1.516052529,100486122
ENSXETG00000004301,12.75325,7.24459,11.03927,11.44558,12.964517,12.39653,6.463225,8.75951,10.9744,493403
ENSXETG00000004303,3.75513,2.29879,0.47735,1.79932,1.9604,1.86602,3.87726,0.716476,0.768827,100486125
ENSXETG00000004304,3.844717072,0.1961586,0.253921309,0.706920594,0.851656289,0.626884667,0.140558917,0.137529848,0.602723655,100036617
ENSXETG00000004307,1.833155,0.173187,0.1567228,0.800746,1.348731,1.491344,1.98137,2.052114,2.460402,100145761
ENSXETG00000004308,36.4916,12.66751,25.9322,30.5009,29.9817,37.9315,7.98086,7.35597,12.75613,108645256
ENSXETG00000004309,3.93581,2.61127,5.00116,10.4323,12.1343,13.5873,4.31575,5.1312,4.4556,613056
ENSXETG00000004312,46.4343,26.2458,159.087,30.9381,243.588,272.837,71.1717,61.2075,140.858,100127733
ENSXETG00000004313,12.7630607,0.5816673,0.865634,20.8338937,6.56636036,9.3040959,5.555861,6.102167,107.080967,100487052
ENSXETG00000004314,2.85793,0.0789201,0.0454347,6.59558,6.00692,8.8924,0.349138,0.433624,0.72391,100488362
ENSXETG00000004315,63.59339,17.28804,18.624169,35.780217,40.095,32.99281,24.138306,26.842061,26.68554,395007
ENSXETG00000004316,17.40827232,0,0.0264719,0.12863,0.17326,0.0775603,0,0,0,496506
ENSXETG00000004318,1.94274,4.10611,5.3446,1.61223,1.69034,2.27006,1.94704,2.98323,6.53158,100486268
ENSXETG00000004319,12.26370744,3.23116,4.751703002,13.68914687,14.04681581,13.36634,5.18205,12.36037975,13.92827126,100497354
ENSXETG00000004321,22.778364,16.313117,17.11713144,40.0066019,28.940554,26.2410722,8.137638,12.396425,23.2727978,677728
ENSXETG00000004323,12.841294,1.1778,1.83004,1.89375,3.66726,3.50839,0.844113,0.831703,1.4399,734009
ENSXETG00000004325,14.454,4.5565329,5.670718,8.903697,11.240885,12.8749,2.20453473,4.350122006,5.759227,733886
ENSXETG00000004326,5.3305,0.0106568,0.00879415,0.213961,0.02998454,0.0154597,0,0,0.02455786,100145032
ENSXETG00000004327,52.5767,43.6047,59.0358,89.5066,68.1453,78.9851,21.8639,28.5088,32.3028,448190
ENSXETG00000004328,3.312198,47.37327,73.380497,2.624473,4.1462,3.647728,0.683056,1.472796,1.583597,780370
ENSXETG00000004331,0.0825009,0.016524702,0.2751592,0.162248,0.319071,0.277839,0,0.0273149,0.0608009,100145498
ENSXETG00000004333,4.697792275,0.693575679,0.56302303,0.510273075,1.475047759,0.945794187,0.915193052,0.781378294,1.37508045,100125010
ENSXETG00000004338,2.940295,0.451146,0.5150791,4.35617,10.22917,3.72904619,0.401977,0.921278,0.4726377,779532
ENSXETG00000004341,3.68303,0.0562258,0.073224,4.03245,11.5181,2.88914,0.0859841,0.56573,0.111112,100380036
ENSXETG00000004343,12.9402,5.20087,6.66974,17.2173,14.1269,17.2224,5.63583,11.7115,10.9163,100170610
ENSXETG00000004346,60.0773,22.3119,18.4427,24.9355,29.465,23.6329,19.3283,14.0201,17.2947,407963
ENSXETG00000004347,5.1008034,1.340821,0.7468554,1.332047,2.0214772,2.061096,0.588307,0.2903064,0.4665343,100492172
ENSXETG00000004348,7.12536,4.35655,2.668377,3.61959,1.771887,1.186249,0.378263,0.79003,1.060046,100495974
ENSXETG00000004349,11.8512,7.00119,6.28089,7.17438,9.87838,7.19619,2.15961,6.77408,5.44109,100145053
ENSXETG00000004351,4.07232,0.150161,0,9.11665,14.9342,9.32838,6.43023,7.13147,4.14107,100488991
ENSXETG00000004352,1.00921,2.23881,0.90307,5.04634,3.90102,3.49261,7.23147,9.72694,7.6054,100126210
ENSXETG00000004353,10.90794,15.49591,20.00831,15.0098,9.48893,14.98057,5.26105,7.17507,8.16051,100489793
ENSXETG00000004357,5.17613,0.3182048,1.555257,0.7432765,0.8641378,0.897364,0.2775297,1.0065973,2.4107297,100145568
ENSXETG00000004358,42.774346,11.5704027,12.260706,14.60664,13.6318221,19.6492,4.73273,6.50941,8.7176402,100491498
ENSXETG00000004359,0.327921,0.172737,3.0864231,0.1281397,0.2120812,0.0873017,0.0508173,0.0763649,0.1286411,100494100
ENSXETG00000004361,83.94994,59.903123,89.2986,195.353,92.2087,133.6279,42.6989,51.76991,49.72231,548688
ENSXETG00000004362,0,0,0.196067,0,0.641635,0,0,0.400981,0.0557846,496777
ENSXETG00000004363,2.11318,2.439315,2.379539,1.77345,2.882968,1.96547,0.307921,0.983119,0.8206295,100496433
ENSXETG00000004364,50.10945799,8.25441,19.569034,73.31624,86.41613,61.42221,30.5190503,56.12144,54.56745,100216127
ENSXETG00000004365,48.78164,0.345653673,0.563576275,14.31476512,22.81846517,24.636047,2.317431,0.616299004,0.466465,100485633
ENSXETG00000004368,1.73405,0.133871,0.896526,0.346526,0.186703,0.358192,0,0.111121,0.463777,448310
ENSXETG00000004371,3.760120155,0.762662241,1.782817915,3.107877105,2.106718497,2.541459204,0.900175,0.806986742,1.584349227,100192374
ENSXETG00000004372,0.861181,0.460209,0.568128,1.05823,0.867634,1.1541,0.140712,0.464757,0.603466,101732783
ENSXETG00000004373,16.9225,17.560017,23.246484,27.63255,34.926463,40.215828,7.692283,16.755275,16.2376,548866
ENSXETG00000004374,18.4247,23.5155,117.323,7.79884,10.0609,7.9876,0.944689,4.43817,3.70464,101734287
ENSXETG00000004375,34.448845,21.7289891,27.8331908,42.05136002,55.81323874,43.950233,13.09025386,27.33120047,30.95205571,548647
ENSXETG00000004376,68.3148,31.9507,34.8185,53.1741,41.1625,49.4565,32.8059,28.1697,25.6828,493400
ENSXETG00000004377,12.4408,4.65984,5.36922,5.51897,4.91986,5.61488,3.20398,2.25245,3.66633,100037873
ENSXETG00000004380,14.1666,0.0668683,0.0140365,6.44537,7.29444,12.8888,0.120343,0,0.0479235,100496505
ENSXETG00000004381,3.25838,1.0905615,0.568429,1.19375,0.88439504,1.673194,3.1006572,1.441995,3.520413,100490791
ENSXETG00000004382,1.87248,0.04160346,0.0569352,2.07491,2.22096,3.66994,0.601681,3.231918507,2.96767,100493878
ENSXETG00000004383,14.4833,0.856835,1.09926,2.92281,4.68667,1.17353,0.494916,0.80996,2.71164,779788
ENSXETG00000004384,51.082017,8.12471,25.22453,56.99122862,77.2594135,57.515586,5.300047,18.27703,16.517768,493485
ENSXETG00000004385,1.781933,0.1037519,0.880926,1.664667,1.4065587,2.69603614,0.0464094,0.771061,1.4642399,100498306
ENSXETG00000004386,20.34367,5.5124,6.84504,19.49531,19.472328,16.29658,4.281340017,9.22421,9.12682,541452
ENSXETG00000004387,2.72485,1.88877,10.7037,8.6893,6.98882,3.79951,2.05382,7.54239,17.3061,100496810
ENSXETG00000004388,1.881,0.435303,0.307601,0.249111,0.469761,0.540746,0.0362592,0.209694,0.466762,100217327
ENSXETG00000004389,2.30253,0.290952,0.324777,3.89891,6.80218,6.14601,0.190977,0.859563,0.413104,100145484
ENSXETG00000004393,76.0104,16.19673,23.54727,112.652,121.3607,113.8493,44.28,85.8398,60.9432,394893
ENSXETG00000004394,40.7498,7.86383,8.19278,14.2417,13.6312,15.0491,7.73039,7.29633,8.131,493443
ENSXETG00000004396,14.402225,8.191529649,8.288825,19.04910781,23.567411,16.55111717,2.886465854,4.338026732,4.702293,733857
ENSXETG00000004397,0,0,0,0,0.0811851,0,0,0.144959,0.201667,493235
ENSXETG00000004399,18.93222494,8.318134401,12.716923,19.73658192,19.06381954,19.97030656,7.52862,9.696994004,13.66816047,100170547
