ens_gene,Anole_hrt_1,Anole_hrt_2,Anole_hrt_3,Anole_hrt_4,Anole_kidn_1,Anole_kidn_2,Anole_kidn_3,Anole_kidn_4,Anole_livr_1,Anole_livr_2,Anole_livr_3,gene_ids
ENSACAG00000013629,2.16639,2.79103,5.54339,1.63149,1.40766,4.20843,3.63591,1.32003,2.8989,4.68798,0.838096,100563585
ENSACAG00000013631,3.10008,4.76013,5.87618,3.30458,3.68973,10.2798,7.49185,5.0485,4.57136,5.73659,2.58889,100567789
ENSACAG00000013632,0.242669,0.45429,0.409218,0.260448,0,0.0677469,0,0,0,0.0692142,0,100554877
ENSACAG00000013633,0.949862,6.32232,1.63314,3.21724,50.988,110.551,113.279,54.5604,0,0.0920753,0,100557621
ENSACAG00000013634,1.06491,0.916915,1.40051,0.912583,0.168007,0.334906,0.325984,0.579589,0.334532,0.276359,0.178068,100560798
ENSACAG00000013636,0.161645,1.9605,1.67629,0.298197,0.28639,1.64899,1.31472,0.452425,1.10982,1.04781,0.119142,100559855
ENSACAG00000013638,15.1745,26.7417,19.492,16.5604,19.9928,20.2786,37.1883,31.3768,15.7425,12.4307,18.6309,100567532
ENSACAG00000013639,1.94588,1.85456,2.95972,3.82344,3.37337,9.23184,6.82205,9.7858,4.19544,9.33666,5.82941,100553200
ENSACAG00000013645,352.573,304.066,379.379,253.012,4.83543,5.3528,5.6862,3.72563,0.662728,1.05887,0.0620244,103280000
ENSACAG00000013647,0.123665,0.362233,0.291625,0.120523,0.268653,0.438902,0.478238,0.359067,0.142484,0.246624,0.0288925,100562824
ENSACAG00000013650,5.01297,6.62211,8.03115,4.31666,4.01146,8.89992,9.84012,2.99476,8.87448,7.8321,2.66269,100556869
ENSACAG00000013652,3.54995,4.98054,6.04249,3.0575,20.3685,20.1809,26.3557,12.8689,9.69546,7.46515,3.14945,100553090
ENSACAG00000013653,50.8534,59.591,83.6157,44.1616,50.0333,93.6422,81.2128,71.1271,42.4055,57.1943,24.7916,100552556
ENSACAG00000013654,21.7683,54.689,47.1398,39.9747,28.5172,60.5382,66.2904,58.9992,58.249,77.3354,66.629,100555359
ENSACAG00000013657,2.53932,12.9182,9.69105,3.00873,11.1821,44.9573,57.6762,12.5385,25.548,31.9829,9.01588,100553458
ENSACAG00000013660,0.0832783,1.1642,0.177822,0.233536,0.896262,1.50465,4.64487,1.0704,1.87599,1.53724,0.473717,100556971
ENSACAG00000013661,6.81304,15.909,14.4279,5.38534,6.64026,15.421,17.3215,9.65622,11.8807,11.2168,3.69646,100567362
ENSACAG00000013663,1.20206,0,0,0,48.5833,0,0,0,0,0,0,100552434
ENSACAG00000013664,0.764834,2.95888,1.41746,1.91885,1.3351,1.18201,0.586541,0.497724,0.564302,0.53277,0.652237,100562017
ENSACAG00000013667,0.352984,1.15552,1.58847,0.641897,1.17388,2.07783,1.71173,0.863219,2.00254,3.38326,1.08998,100561016
ENSACAG00000013668,4.08069,25.7738,23.6652,3.78104,3.28437,39.4148,36.2232,7.11295,36.7123,25.1618,3.92467,100563783
ENSACAG00000013669,25.353,28.8252,21.4658,10.6671,50.2494,46.5639,50.761,25.3913,37.1329,25.932,17.1672,100560404
ENSACAG00000013670,1.30726,6.28152,3.88929,1.82459,0.94049,3.2708,2.58688,1.50411,2.6578,3.85993,0.86236,100562714
ENSACAG00000013672,31.7578,37.3961,38.2553,20.5889,41.915,70.4195,64.4851,43.2283,82.4355,69.3094,34.8663,100565831
ENSACAG00000013673,6.09036,5.93301,9.00718,8.16032,4.88776,13.0766,7.98993,9.49516,2.25506,3.28325,4.67035,100552916
ENSACAG00000013675,34.505,24.2489,23.302,17.974,22.779,17.9588,23.4539,21.6305,22.0172,16.664,17.8354,100556805
ENSACAG00000013677,2.01067,2.47282,2.89589,2.90895,0.877042,2.41857,0.869107,0.692524,0.866157,2.0756,0.334346,100567226
ENSACAG00000013679,22.2541,24.8115,25.4576,16.7309,23.3952,31.6091,31.8819,26.3905,28.5042,28.3156,16.8877,100564594
ENSACAG00000013683,3.67257,12.39687,9.45607,4.77748,11.36158,19.88865,20.07664,14.35977,15.18719,15.15944,12.53778,100564774
ENSACAG00000013685,26.5184,16.6216,14.7996,15.6626,34.0846,34.0436,25.3019,36.463,6.46007,9.32275,7.80021,100562266
ENSACAG00000013687,6.58622,31.3139,8.54729,9.7444,4.71221,6.35416,5.36024,4.29864,49.3485,39.4001,20.0296,100552532
ENSACAG00000013688,25.5354,34.5812,34.2331,27.8041,27.6729,34.7875,35.3464,37.2239,21.8761,25.0669,21.3837,100554432
ENSACAG00000013690,57.9713,21.2899,18.3582,21.3282,83.7844,31.8933,29.4103,33.5103,14.2111,16.867,9.38604,100552751
ENSACAG00000013691,7.37963,6.59545,8.90974,5.69385,5.90388,9.6563,7.89183,8.28139,9.50825,8.11653,9.57055,100555945
ENSACAG00000013692,18.295,20.001,23.537,9.96179,21.9109,28.7781,21.5231,16.5984,22.7871,18.5063,9.17092,100556116
ENSACAG00000013693,2.0449,9.70881,7.50368,4.13484,1.53487,3.01152,2.38167,1.53983,0.81471,2.30756,0.743421,100562912
ENSACAG00000013694,3.47799,6.77774,4.95201,4.26499,1.87301,2.8369,2.52343,1.89997,1.81335,3.98242,0.684201,100552952
ENSACAG00000013695,3.79301,15.4659,4.72457,9.76288,43.2178,65.5752,89.8083,68.1095,0.128242,0.605381,0.702124,100560386
ENSACAG00000013698,1.2594,4.20911,3.25474,1.45607,4.53681,12.5692,20.3823,7.04824,0.156658,0.559028,0.429656,100563872
ENSACAG00000013699,0.364892,1.59424,0.304798,0.69282,0.530334,0.756899,0.443406,0.215008,0,0.128882,0,100561050
ENSACAG00000013701,0.124899,0.274031,0.161064,0.206346,1.22119,7.14105,7.7434,2.5012,0.76757,0.641574,0.265775,100553122
ENSACAG00000013705,61.8607,95.7747,68.0104,64.3158,47.5309,105.109,99.5903,107.83,70.3073,81.0812,85.3848,103282302
ENSACAG00000013708,23.613,18.4233,19.2663,16.0447,13.6486,21.315,18.8039,23.303,11.2504,16.2093,20.3252,103282444
ENSACAG00000013710,0.1719,0.463739,0.286115,0.129977,0.330287,1.92455,1.06442,1.25809,0,0.096684,0.0934455,100561417
ENSACAG00000013711,0.0524654,0.0658105,0.0770654,0.0700694,0,0,0,0,0,0.130347,0,100556141
ENSACAG00000013712,11.7288,6.12757,6.8162,6.74856,3.19412,2.14913,2.42133,2.02143,14.6921,9.17014,43.0306,103282285
ENSACAG00000013713,0,0.166837,0,0,0,0,0,0,0,0.360717,0,100562591
ENSACAG00000013715,0.0373817,0.101393,0,0,31.9362,1.44148,3.17819,6.83447,0,0,0,100557987
ENSACAG00000013716,0.432407,0.964745,1.23107,0.465846,1.4029,1.36041,0.836398,1.38786,0.55297,2.55064,1.45178,100553413
ENSACAG00000013718,547.792,664.451,635.496,342.718,694.274,1303.06,1061.43,586.367,651.43,1053.55,394.434,100554762
ENSACAG00000013719,109.936,132.593,129.828,145.704,61.1589,102.762,88.2145,128.178,27.2523,48.3537,35.7294,100564924
ENSACAG00000013720,0.164404,0.17271,0.202247,0,0.0770946,0.111608,0.117688,0,0,0.513114,0.220412,100560214
ENSACAG00000013721,0.498807,2.17373,0.617086,0.771466,3.1473,5.6188,5.92488,1.56708,0.967312,1.17419,0.588446,100556937
ENSACAG00000013722,17.5928,10.2098,9.28337,8.31273,47.1704,36.6368,42.2339,32.5445,37.5457,25.9316,30.5048,100556998
ENSACAG00000013723,30.4207,47.1114,45.4473,35.0515,4.23075,10.43,7.1951,4.9225,7.7922,13.6689,3.59929,100563112
ENSACAG00000013726,1.14115,4.5679,3.27116,2.86075,1.18873,7.24863,1.75766,0.930092,3.00558,5.31897,0.990025,100556313
ENSACAG00000013727,8.21175,9.77859,7.72132,8.59676,7.36104,9.23263,6.5796,9.95895,13.317,8.43454,23.2553,100552362
ENSACAG00000013728,8.48577,7.66382,11.4379,4.21107,6.97667,17.9876,13.444,6.96848,16.4161,18.0993,11.1179,100560279
ENSACAG00000013729,0.105506,0.281635,0,0,0,0.363994,0.127941,0,0.196944,0,0,100555064
ENSACAG00000013732,6.17201,9.24811,12.3871,8.09067,3.8942,9.42044,11.2258,7.54205,11.7005,13.2768,2.97126,100554351
ENSACAG00000013734,0.451658,0.813294,0.615329,0.32373,1.38679,5.31362,6.05844,6.26104,0.371163,0.623004,0.944054,100561270
ENSACAG00000013735,7.85144,14.5183,14.2868,19.9246,9.15204,17.3332,16.9778,28.8462,10.6616,16.4817,16.5483,100558876
ENSACAG00000013736,26.3639,35.1491,35.0729,21.8583,24.9248,43.6449,47.253,33.2019,30.7236,30.9618,15.4379,100561990
ENSACAG00000013738,4.02415,13.0469,7.7416,6.10652,2.46953,11.0906,9.78538,8.1011,9.27659,6.8505,4.86101,100552360
ENSACAG00000013741,10.547,18.7106,13.1333,8.36622,2.47714,5.67998,4.70079,2.8835,2.53543,1.15884,1.15739,100561615
ENSACAG00000013742,0.617979,1.04692,0.147116,0.713389,0.208212,0.378861,1.36971,0.221391,0,0.165886,0.106886,100558548
ENSACAG00000013744,0.0154423,0.18058,0.507512,0.0384533,88.03,297.056,266.282,224.683,216.162,111.019,174.455,100561160
ENSACAG00000013745,9.11123,13.7439,13.3876,9.51164,8.44834,17.1709,17.2833,10.1834,17.2123,21.9835,7.20198,100558879
ENSACAG00000013751,0.102814,0.0638175,0.231796,0.0682715,0.060929,0.0891223,0.448523,0,0,0.407253,0.0802562,107983222
ENSACAG00000013752,8.94113,7.5977,9.93694,5.23197,9.94268,9.66845,6.73513,5.64847,3.55557,6.40863,3.12701,100559612
ENSACAG00000013753,1.33676,2.62631,1.85155,2.25413,17.4905,47.4859,65.047,31.8069,3.37324,4.03402,1.98365,100555202
ENSACAG00000013754,25.8476,31.3448,43.5388,32.6631,24.8798,43.6355,36.6964,51.8949,23.9593,47.5527,26.5971,100563009
ENSACAG00000013755,6.24549,5.75404,12.5354,4.64682,1.57091,4.96716,3.07755,2.15236,3.91744,6.40794,1.82889,100558681
ENSACAG00000013757,6.98019,6.34202,9.6062,3.54782,6.2875,11.5856,8.29447,5.90923,4.97578,9.1141,5.01253,100560995
ENSACAG00000013759,34.9128,24.9592,26.5393,21.0303,23.7842,25.3892,21.6968,18.2582,26.109,35.4004,23.5111,100559362
ENSACAG00000013760,1.31785,2.46819,2.29306,1.31427,1.3705,4.3451,2.26881,1.77094,400.911,225.443,139.352,100556256
ENSACAG00000013762,32.9704,27.8294,21.381,23.0458,77.4084,51.3823,38.3283,43.9822,45.0995,54.8283,30.4421,100553282
ENSACAG00000013765,5.12379,16.8031,12.6933,6.38809,11.3422,34.5315,29.6933,15.9076,64.1508,55.899,30.1188,100557584
ENSACAG00000013766,0,0.0924359,0,0,0,0,0,0,0,0,0,100558421
ENSACAG00000013769,13.1363,18.5097,16.7825,13.9675,9.26117,22.9935,18.5213,17.962,14.1846,12.9026,10.8937,100568053
ENSACAG00000013770,7.60931,11.3314,11.3207,8.84075,11.9238,10.9526,18.5637,13.4043,5.77309,6.07574,4.33722,103278561
ENSACAG00000013771,11.205,25.4593,15.6956,14.5728,7.54872,9.25724,11.018,11.6225,8.77771,7.58492,6.96884,100559075
ENSACAG00000013773,11.8713,16.4303,8.27042,5.11752,13.5056,12.2339,15.7077,6.09333,3.90986,3.39996,4.6318,100567095
ENSACAG00000013775,19.5503,26.2028,30.2822,18.3783,28.2601,66.0124,45.6166,42.1418,35.9868,42.2151,23.0959,100558351
ENSACAG00000013777,1.37813,6.16011,4.31058,2.15959,1.92764,4.56332,5.01666,3.57441,9.29831,4.46377,3.54727,100562217
ENSACAG00000013778,61.4014,32.2604,35.6641,15.8529,35.0305,19.2435,17.5248,11.0322,19.1675,11.3941,9.7888,100552558
ENSACAG00000013779,0.890316,2.49054,1.25227,1.07866,1.20514,4.85556,2.85726,2.38043,1.32834,5.76893,3.78896,100567285
ENSACAG00000013781,20.3064,8.13988,4.92174,18.3529,13.8817,7.15102,5.72793,14.8366,4.79924,4.53107,13.6471,100552555
ENSACAG00000013782,17.5023,17.6419,17.0185,21.9244,13.0229,11.0173,11.1555,15.3745,11.3054,11.7721,17.8538,100552759
ENSACAG00000013783,70.9412,54.5261,25.5405,30.2714,35.649,20.1347,24.947,12.3542,9.80472,10.7997,8.94678,100565781
ENSACAG00000013784,6.647627,55.9111,54.4756,10.46414,0.151067,1.137227,1.199168,0,4.12361,3.8932,0.836175,100567043
ENSACAG00000013785,2.23964,5.58079,3.532,3.00028,3.49318,6.72209,9.08541,4.40859,4.90496,5.65099,2.08797,100554033
ENSACAG00000013786,0.219983,0.105218,0.225912,0.0560136,0.40913,0.846454,0.246103,0.18542,0.147156,0.347342,0.223798,100553658
ENSACAG00000013788,264.434,261.192,201.412,206.784,167.135,184.901,183.645,233.451,70.086,91.1812,133.211,100556352
ENSACAG00000013791,2.5394,8.94525,4.46425,3.72984,3.4806,10.6737,6.42833,3.76385,4.20163,6.15471,1.65235,100565745
ENSACAG00000013793,0.580611,2.80797,0.880253,2.15065,14.6333,33.9792,46.0661,34.273,2.74313,2.56407,2.01351,100553838
ENSACAG00000013796,8.60859,16.7352,13.8822,13.2238,10.9909,19.042,22.8606,17.6173,18.6533,18.1431,19.9538,100552753
ENSACAG00000013798,0.115123,0.18382,0.107629,0.293574,0.135677,0.0593938,0.0626293,0,0,0.182041,0,100556337
ENSACAG00000013799,5.91382,7.99807,7.87852,6.60464,9.13517,13.3094,12.2719,10.4158,12.686,12.5283,8.36804,100565646
ENSACAG00000013801,8.52499,19.0897,27.3381,10.1705,10.9936,24.1056,24.3882,11.2776,46.4805,72.174,36.9374,100554332
ENSACAG00000013802,2.2732,0.915163,0.635066,1.11874,4.30102,3.11029,3.04876,2.23991,0.995496,1.2084,1.64375,100567082
ENSACAG00000013803,4.59204,7.23669,3.14684,9.86289,2.04811,2.48887,1.82853,1.91012,1.18093,1.8047,0.771617,100560918
ENSACAG00000013805,0.0387468,0.386554,0.313382,0.0316592,0.0305169,1.30663,0.972573,0.0393001,0.998077,0.294471,0.113843,100561975
ENSACAG00000013807,2.767,10.7689,10.3347,2.37458,2.73134,13.8769,15.2842,3.41088,13.9026,13.6306,3.25284,100560961
ENSACAG00000013808,5.97229,10.0327,12.6738,3.78335,7.60036,12.7889,9.49242,5.40914,8.19585,11.7364,4.90682,100559164
ENSACAG00000013809,12.5189,19.8274,14.1575,14.7847,13.2305,19.3755,20.3368,10.6831,10.435,15.7357,5.9953,100565589
ENSACAG00000013810,1.67368,5.70633,7.12771,1.21512,2.89733,14.8594,10.081,3.91064,9.39953,10.3813,1.99592,100556726
ENSACAG00000013813,5.90661,8.10625,5.27366,10.4118,11.7924,6.98453,7.365,24.3188,5.93854,5.15272,21.2651,103282766
ENSACAG00000013817,1.03591,1.36466,1.61626,2.74912,1.33823,3.39957,1.17581,1.15144,1.76618,2.35039,0.515824,100565550
ENSACAG00000013818,0,0,0,0.164779,0,0,0,0,0,0,0,100553227
ENSACAG00000013820,26.6397,14.3922,13.8635,18.4543,20.6668,14.7821,11.2735,19.9312,7.95406,16.2453,12.6399,100555838
ENSACAG00000013821,20.3243,9.13846,6.43549,7.03569,11.3399,6.49684,6.45314,7.43394,6.89991,5.79923,9.55777,100557592
ENSACAG00000013823,2.35586,4.09509,8.09859,2.8005,2.77447,8.73313,9.16529,4.7351,3.61523,7.16852,1.53369,100553637
ENSACAG00000013824,1.63257,2.60278,3.19467,1.93997,1.12149,5.61752,4.02998,2.02365,2.80176,3.57165,0.703903,100552976
ENSACAG00000013825,3.20279,3.22143,5.31999,2.37455,3.27293,6.51211,5.29086,4.36687,2.25271,6.54409,2.52995,100553039
ENSACAG00000013826,0.456626,1.04919,0.34555,6.31852,0.680133,0.783941,0.446835,1.9717,0.0343915,1.03903,0.0836857,100560650
ENSACAG00000013827,0.0376692,0.230752,0.101331,0.0307106,0.652791,4.10068,0.825503,0.15249,0,0.114259,0,100553379
ENSACAG00000013828,11.6424,12.6152,17.782,9.39162,8.3434,18.469,20.3995,10.6313,10.623,14.4406,4.01687,100552836
ENSACAG00000013833,10.8242,14.447,12.4368,22.9066,12.8674,13.8777,10.3234,23.9969,5.0786,7.19223,12.5074,100559143
ENSACAG00000013835,1.30961,0.307776,0.669337,0.42132,0.47838,1.87525,0.359528,0.174335,0.461195,1.04502,0.841678,100552579
ENSACAG00000013836,4.61021,13.3095,11.3542,4.43402,10.1269,23.5147,21.6736,10.1402,20.3277,21.2263,6.48928,100562728
ENSACAG00000013838,25.5124,28.07193,30.0421,15.85768,19.93567,28.24151,23.78097,17.85357,20.45972,24.54772,13.9993,100560525
ENSACAG00000013841,0.415795,0.936003,2.1678,0.199315,0.480988,0.430123,0.368512,0.219928,0,0.0823948,0,100553715
ENSACAG00000013842,4.00629,6.4385,7.11321,3.40115,4.5407,5.06981,7.10542,3.63136,5.10422,3.3438,2.40801,100562612
ENSACAG00000013847,1778.63,1634.79,876.184,1669.65,15.3673,20.2932,6.63039,6.12009,3.57293,3.72225,13.316,100560815
ENSACAG00000013850,3.20581,27.6443,15.5775,2.13926,4.63534,27.8485,17.6571,5.31113,17.8778,11.6643,1.14946,100557159
ENSACAG00000013851,0.396063,0.163539,0.16252,0.177271,1.57415,1.10493,1.03987,2.2023,0.0897512,0.397207,1.04685,100564861
ENSACAG00000013852,0.0872041,0.196841,0.076835,0.395872,2.77363,8.45186,7.21328,6.01261,6.79066,6.23794,8.17821,100566042
ENSACAG00000013853,0.321016,0.335391,0.294562,0,1.05406,0.650206,0.342813,0.66492,9.85047,33.5466,13.1618,100553345
ENSACAG00000013854,1.33614,2.50588,2.22279,1.00743,9.83019,6.59089,6.71659,9.20682,2.8452,4.52769,4.27452,100552382
ENSACAG00000013855,0,0,0,0,0,0.0563113,0.0593789,0,0.182808,0,0,100559272
ENSACAG00000013857,1.48746,8.46332,6.9958,2.51778,2.24776,6.91685,14.248,3.61894,2.08881,4.93023,1.7472,100565916
ENSACAG00000013859,3.51462,8.46759,7.71728,8.4348,3.95555,7.64912,6.7958,6.25716,4.95019,5.45569,3.35616,100562631
ENSACAG00000013861,0.070599,0.0875542,0.0820222,0.0372881,0.278565,0,0.0238644,0,0.0367354,0.104048,0.0223473,100559472
ENSACAG00000013863,0.381077,0.396686,0.300576,0.695647,0.0730799,0.0904747,0.0954033,0.154204,0.146858,0.0462171,0,100556778
ENSACAG00000013865,3.4596,8.36687,6.41157,8.93355,0.519108,0.336968,2.55187,3.10134,1.74034,0.140836,1.08895,100553333
ENSACAG00000013866,25.5662,38.6794,57.7685,34.9349,43.4379,31.659,30.7529,35.2286,14.3472,18.6531,20.517,100563573
ENSACAG00000013867,24.3316,40.4027,46.1811,23.0841,25.3931,36.9412,47.7588,29.3951,82.301,97.211,68.8856,100561809
ENSACAG00000013868,26.9619,32.2924,40.9879,48.6715,24.1134,53.2689,49.6548,59.0823,32.1123,55.4669,31.672,100565221
ENSACAG00000013871,3.56511,8.90182,7.7043,3.56571,6.76915,12.2869,10.2619,7.55325,10.9465,15.5772,6.86591,100556549
ENSACAG00000013872,0.892518,0.516536,0.279172,1.86141,1.07268,4.62176,4.71108,2.83581,0.250066,0.550884,0,100560766
ENSACAG00000013873,8.68593,24.3285,6.23727,28.7384,20.0029,15.1633,14.3217,16.1724,25.0659,65.0083,94.981,100560858
ENSACAG00000013874,0.235601,1.67899,0.533188,1.99974,18.5792,71.3151,73.2608,46.4128,27.1037,39.962,14.5632,100563675
ENSACAG00000013876,0.726976,3.90406,4.40604,0.746403,0.352473,2.25704,1.92995,0.330644,3.07106,2.16516,0.372227,100553488
ENSACAG00000013878,0,0,0,0,0.0691417,0.0440343,0,0,0,0,0,100553279
ENSACAG00000013881,14.3101,23.9997,33.5117,8.58685,13.0049,22.3598,24.3756,11.5189,23.0591,17.1331,6.80629,100562420
ENSACAG00000013883,10.7861,7.76338,7.21471,5.95402,19.8611,14.5435,15.2423,14.5116,16.4528,15.3993,16.2461,100563764
ENSACAG00000013885,0.0537109,0.372146,0.835265,1.18869,235.589,471.314,653.621,432.958,827.684,884.197,486.013,100566033
ENSACAG00000013887,6.06016,23.4276,7.54654,19.4236,6.2826,9.23701,12.3486,10.0865,140.227,226.25,185.882,100560448
ENSACAG00000013892,3.26219,7.09784,2.82899,11.1536,24.7026,39.9267,45.5981,43.4863,0.627904,1.18564,1.39148,100552138
ENSACAG00000013893,4.34353,6.18305,7.91235,4.1787,4.41635,13.7333,11.5758,5.4395,12.2318,15.1565,4.210901,100557045
ENSACAG00000013896,1.25428,2.13654,1.16369,0.529024,0.920368,0.899039,0.474007,0.131341,0.521182,0.196824,0.380462,100564093
ENSACAG00000013899,34.0314,41.7111,62.4456,32.1334,22.7658,44.8556,44.3777,39.8354,66.4546,49.2622,16.345,100553831
ENSACAG00000013902,0,0,0,0,0.429625,0,0,0,0,0,0,100553681
ENSACAG00000013906,23.1873,18.368,41.002,15.2786,29.9176,76.6823,67.4038,62.5938,25.3055,51.0013,15.8046,100555644
ENSACAG00000013907,2.60134,4.68793,5.57428,3.864,10.9117,26.7368,22.8697,16.2428,55.726,71.7134,32.9659,100551677
ENSACAG00000013909,2.64784,3.68675,7.11261,1.60967,1.7845,5.34763,5.06059,2.97971,2.61519,2.79794,1.62475,100562378
ENSACAG00000013910,5.73673,5.71102,4.87852,5.11187,3.96009,8.91779,5.59716,5.3588,3.63965,6.65499,4.91025,100564989
ENSACAG00000013911,0.889577,1.4501,1.24567,0.576611,1.50828,2.95217,1.83803,1.79282,2.04156,3.25958,1.1546,100559216
ENSACAG00000013912,18.5587,105.667,105.344,106.489,22.0928,191.57,163.82,156.611,114.536,173.648,130.195,100557795
ENSACAG00000013913,0,0,0.0596626,0.0542464,22.1824,61.6342,56.4511,39.9991,3.63407,12.1094,5.78689,100558734
ENSACAG00000013915,3.82213,20.8756,6.41327,21.8316,18.5545,90.7843,64.9399,80.3199,2.433,5.07722,2.29411,100560822
ENSACAG00000013916,8.7249,22.057,14.4856,9.00639,12.5302,21.689,29.5643,19.9257,15.8376,12.0252,8.53178,100564461
ENSACAG00000013917,5.40342,13.6012,12.1336,5.94036,4.16063,13.7239,13.2802,6.83035,6.63441,7.63865,3.57655,100562005
ENSACAG00000013918,0.51109,2.9876,0.440214,2.02232,1.12611,3.09413,3.58626,2.37965,1.07919,0.509441,0.580752,100551839
ENSACAG00000013919,96.811,111.887,225.174,60.6831,43.3415,16.0014,26.486,34.3709,24.0081,18.0713,36.2054,100560102
ENSACAG00000013921,36.9517,50.3942,60.2744,60.5388,36.8483,72.5227,52.6389,73.7256,38.4279,51.7122,60.8222,100561056
ENSACAG00000013923,39.1208,52.8384,44.6169,29.4892,0.620645,1.26194,1.0848,0.280414,0.133594,0.0853873,0.121836,100552772
ENSACAG00000013925,538.902,566.369,404.916,368.507,25.8262,33.6505,30.3286,23.5893,11.2923,11.3194,9.11599,100555770
ENSACAG00000013926,0,0,0,0.282081,0,0,0,0,0,0,0,103279985
ENSACAG00000013927,0.918904,4.91835,1.71228,2.54755,0.536055,5.32583,1.8116,1.93258,5.57731,8.68833,1.86607,107983460
ENSACAG00000013931,2.71748,0,0,0,8.64607,0,0,0,0,0,0,103282556
ENSACAG00000013935,0.835627,0.887098,1.07876,0.76287,8.55003,30.4708,20.506,8.20722,1.78943,6.62262,4.52845,100561915
ENSACAG00000013936,61.5581,46.735,133.816,14.4626,3.40929,6.99777,6.7317,1.00437,0.996378,0.376281,1.45471,100561629
ENSACAG00000013937,0.513099,1.40373,1.43267,0.666433,10.7284,47.6497,30.3591,64.4831,77.5389,91.3049,55.7164,100566507
ENSACAG00000013938,15.0999,55.3976,52.6517,14.2936,0.980741,1.99537,1.31026,0.482307,0.264998,0.291889,0.125383,100562065
ENSACAG00000013939,1223.1,336.154,354.969,249.739,2496.23,647.061,335.723,373.466,303.923,658.527,344.178,100557991
ENSACAG00000013944,8.49754,10.5544,15.2357,8.49173,7.10654,14.7987,12.8728,12.4393,8.0351,9.27631,6.31276,100554374
ENSACAG00000013946,0.0948658,0.164636,0.192793,0,0,0,0.112186,0,0,0,0,100561432
ENSACAG00000013947,47.7599,178.775,53.8754,582.105,60.6793,74.2881,121.011,228.915,114.61,44.9504,213.976,100557262
ENSACAG00000013949,5.22504,9.19309,15.8193,5.64437,2.05224,8.28638,7.9558,2.78617,8.39994,24.014,2.54701,100558346
ENSACAG00000013950,8.56357,9.30961,13.1524,6.52278,14.4385,23.7536,14.652,10.7961,17.7663,22.1268,8.27829,100561234
ENSACAG00000013951,103.7148,211.0665,117.3502,81.85535,0.0657484,0.367345,0.193678,0,0,0,0,100564866
ENSACAG00000013952,3.59445,9.54447,6.82825,5.16276,3.02857,6.48511,8.05131,4.44153,7.91906,8.1452,6.38406,100560329
ENSACAG00000013955,33.2954,43.5262,33.1193,20.8237,25.7143,33.0837,26.7851,18.5001,20.3139,21.4575,12.48,100567468
ENSACAG00000013956,0.669286,1.30867,0.957798,0.522509,1380.54,600.223,1162.17,950.51,0.343176,1.728,0.347941,100557133
ENSACAG00000013959,0,0,0,0.0999534,0,0,0,0,0,0,0,100557245
ENSACAG00000013961,12.3229,19.9721,18.6951,10.6896,9.10798,20.8283,20.7884,14.1238,10.8928,12.4604,6.26898,100552043
ENSACAG00000013966,0.0575974,0.416881,0.0538929,0.203328,0.316464,0.714768,0.69192,0.185739,0.389424,0.913329,0.182654,100557383
ENSACAG00000013967,0.0499593,0.0745646,0.109146,0.0793899,0.74894,3.68614,6.45283,1.45362,0.0391066,0.147685,0,100564868
ENSACAG00000013970,2.75878,3.34426,4.6949,1.95008,3.77689,7.85006,6.75502,3.39831,4.58912,7.71106,2.41526,100552494
ENSACAG00000013971,76.322,83.9053,77.9201,108.144,89.5619,103.201,102.814,159.273,136.336,141.208,239.109,100558971
ENSACAG00000013974,53.2557,63.6732,78.3187,34.8308,60.5395,221.64,204.49,114.534,77.3657,80.5891,33.5396,100557640
ENSACAG00000013975,8.2404,10.8608,11.8051,7.79423,11.3281,18.777,13.9645,13.579,8.41137,14.3819,10.4063,100552692
ENSACAG00000013977,1.86092,3.70341,1.70547,2.43673,1.73907,2.25875,3.40257,2.63985,0.34918,0.906587,0.265521,103278444
ENSACAG00000013981,7.61199,11.6905,13.7326,5.11396,13.7101,36.986,28.4525,17.6728,13.075,16.1517,7.62768,100562531
ENSACAG00000013982,152.489,146.456,182.335,54.87,101.789,158.829,143.169,66.9485,100.259,118.212,31.7601,100554313
ENSACAG00000013983,9.15324,14.3479,13.2083,5.87215,15.2732,22.5097,20.2885,13.8663,6.08958,12.4842,5.39797,100556331
ENSACAG00000013984,0.632797,2.44405,1.01311,1.1284,0.703183,5.11554,3.773,2.85864,1.36123,1.84207,1.82177,100553117
ENSACAG00000013985,3.14216,4.98686,6.1309,2.64013,6.28643,20.7595,14.9513,7.52394,7.35298,9.13536,3.23002,100566705
ENSACAG00000013986,24.1535,17.3727,15.6384,12.0164,16.7175,14.4166,16.4482,14.0438,26.6113,17.4127,35.7007,100552624
ENSACAG00000013987,38.5243,53.5402,53.3458,70.4548,30.5069,38.0631,41.6569,65.313,18.125,25.0086,39.4263,100562547
ENSACAG00000013988,6.28908,9.77561,13.7407,4.91247,8.05395,22.227,18.8673,11.2459,13.216,15.9959,6.55941,100563771
ENSACAG00000013989,2.46643,3.91575,5.56992,2.78494,4.16592,5.96758,5.90826,3.79881,3.90867,4.04599,3.0608,100558772
ENSACAG00000013990,0.0108575,0.0493653,0,0.0788399,0,0,0.0336384,0,0,0.146662,0,100553795
ENSACAG00000013992,2.60288,3.33832,2.35237,2.48103,3.58125,5.51512,5.93968,4.14648,4.2407,4.2574,1.64488,100560568
ENSACAG00000013993,0.833799,0.181799,0.292724,0.120977,0,0.0293704,0.0619406,0,0,0.0450097,0,100560782
