ens_gene,Anole_hrt_1,Anole_hrt_2,Anole_hrt_3,Anole_hrt_4,Anole_kidn_1,Anole_kidn_2,Anole_kidn_3,Anole_kidn_4,Anole_livr_1,Anole_livr_2,Anole_livr_3,gene_ids
ENSACAG00000000002,8.94686,4.18106,3.8781,1.85117,12.3647,6.31328,2.82084,2.79037,4.60275,4.75552,3.11698,103282097
ENSACAG00000000006,4.33399,8.91579,9.39232,4.07922,6.47827,15.2407,17.3234,7.44573,9.23937,10.3779,4.41728,100558210
ENSACAG00000000007,0.187631,0.494447,0.369367,0.372142,0.29659,0.782273,0.871359,0.292949,0.107305,0.607854,0.141434,100558015
ENSACAG00000000009,74.4548,67.6924,53.9388,49.557,68.9209,66.8986,70.0573,69.8588,35.6091,33.9722,40.3364,100558307
ENSACAG00000000010,12.0604,14.3745,14.4784,9.98289,19.4984,18.96,14.2077,13.0642,10.8295,13.5769,6.78249,100559901
ENSACAG00000000011,5.60218,7.15064,6.42354,7.09192,80.8352,67.9836,98.3861,104.089,10.8912,8.34249,15.126,100559700
ENSACAG00000000012,33.2799,41.4029,8.8825,11.3931,3.74006,1.75061,0.984522,1.90958,3.97821,0.804839,3.16914,100562592
ENSACAG00000000013,0.068311,1.12995,0.189028,0.601537,0.201432,0.365096,0.164993,0.266684,0,0.319718,0,100555414
ENSACAG00000000014,5.65389,7.40586,6.54356,6.12418,1.58916,5.41289,4.29297,5.30207,3.88586,3.29771,6.02218,100555610
ENSACAG00000000017,34.8571,43.1846,33.7134,46.7754,44.0708,83.599,82.0383,92.6562,61.1813,57.022,68.7111,100552994
ENSACAG00000000018,0.624609,0.796444,1.42641,0.847985,0.782031,2.48255,3.44782,4.39634,0.0982842,0.371169,0.179368,100555998
ENSACAG00000000019,0,0,0,0,0.0747233,0.0764215,0.0671538,0.0390755,0.124047,0.214711,0.138346,100553320
ENSACAG00000000021,38.9966,55.827,49.7119,19.0172,45.2866,72.0454,76.1964,33.7086,387.255,297.495,158.502,100563149
ENSACAG00000000022,34.8283,44.2999,62.5174,31.0177,2.34308,2.37482,3.4148,1.5896,2.17269,5.75684,2.17444,100562948
ENSACAG00000000027,349.582,0,0,0,502.53,0,0,0,0,0,0,103282435
ENSACAG00000000028,8.81874,31.5404,24.8871,7.61034,24.1239,100.015,90.1421,31.4712,21.4735,44.6191,10.3286,100552658
ENSACAG00000000029,25.7439,19.1064,15.8783,45.6073,23.6453,14.7366,12.5995,35.435,7.11142,14.6488,22.8104,100566980
ENSACAG00000000031,0.355809,1.33182,0.891195,0.607719,0,0.245899,0,0,0,0.376837,0,100552461
ENSACAG00000000032,0.0606791,1.37256,0.0267883,0.194852,1.67376,5.49924,3.67881,1.08845,0,0,0.0584295,100552264
ENSACAG00000000033,1.09432,1.64238,2.52168,1.29519,0.956267,2.81464,0.86215,1.63994,1.42918,2.89157,1.25755,100562358
ENSACAG00000000034,3.85878,7.23802,7.20895,3.16369,2.53678,6.99138,5.27478,2.90011,4.50736,4.46677,2.11968,100562154
ENSACAG00000000035,0.0552734,0.373218,0.0485607,0.0441523,0.0871915,0.0803933,0,0,0,0,0,100552069
ENSACAG00000000036,0.0185761,0,0,0.11134,0,0,0.142516,0.082927,0,0.0828483,0,100551673
ENSACAG00000000037,0.0497565,0.38247,0.263459,0.0958168,0.235399,0.145387,0.0919844,0.118942,0,0.0445609,0,100568243
ENSACAG00000000038,7.51696,9.56301,8.75374,8.17418,11.5052,11.5762,11.1054,10.058,6.49892,5.869,7.04754,100561960
ENSACAG00000000039,1.31371,3.30027,3.20559,1.14404,0.92916,3.37263,1.60384,1.04821,1.50278,3.0403,0.914189,100561764
ENSACAG00000000041,0.0156996,0.0175236,0.0205205,0,0.0185839,0.0905923,0,0,0,0.0694158,0,100567656
ENSACAG00000000043,16.9158,60.6528,50.5883,24.0555,4.16599,21.8243,15.6509,6.2993,9.13958,14.2549,5.18182,100557212
ENSACAG00000000044,336.167,190.634,277.269,206.755,453.645,416.097,280.962,315.246,181.566,331.883,169.723,100562063
ENSACAG00000000045,4.27022,9.17667,14.3773,2.68872,2.95,12.5351,10.5247,4.05111,3.73535,5.79975,1.34373,100557407
ENSACAG00000000046,14.3281,36.4395,24.9451,16.6275,15.2403,29.3905,36.5924,33.9483,21.554,14.1091,15.2973,100562264
ENSACAG00000000047,7.61434,2.96086,7.13841,1.11264,0.0776155,0,0,0,0,0,0,100557606
ENSACAG00000000048,13.0057,15.1949,22.9666,11.7901,1.28814,2.44458,1.87308,2.85951,5.53887,13.1833,7.48453,100562467
ENSACAG00000000052,0.208047,0.476702,0.385645,0.235017,0.674824,2.9791,3.33947,1.39349,1.65495,1.79067,0.259146,100557997
ENSACAG00000000053,0.050832,0.115073,0,0.024504,0.096187,0.0297449,0.156826,0.030418,0.0482815,0,0.0293712,100558194
ENSACAG00000000054,0.293256,0.391149,0.361957,0.195977,0.388441,0.416754,0.420734,0.0249935,0.277265,0.287302,0.0997769,100562663
ENSACAG00000000055,0.0668597,0.0761301,0.0891499,0,0.131737,0.0655954,0,0,0.0532368,0.150786,0,100558392
ENSACAG00000000057,8.98339,8.28526,12.2964,3.538,0.440806,0.83031,4.43809,1.99099,0.604164,1.18469,0.16963,100562860
ENSACAG00000000058,5.87125,6.85004,17.0654,5.43425,2.13257,7.81166,3.84403,2.84033,2.39507,7.04975,2.82829,100563060
ENSACAG00000000059,3.08326,16.2151,16.5531,2.9852,1.70727,15.2194,15.4117,3.48951,9.31302,9.02401,1.13308,100558786
ENSACAG00000000060,2.23316,4.60793,6.02952,2.72121,3.25437,7.23333,7.42397,5.17791,6.02708,8.3507,2.35701,100563258
ENSACAG00000000061,329.653,303.28,307.49,222.304,218.985,495.793,416.939,383.767,779.524,724.926,874.464,100563448
ENSACAG00000000062,68.4312,96.3489,99.0401,89.0406,47.0849,87.1846,95.0691,107.222,54.79,62.8514,59.7531,100563646
ENSACAG00000000063,3.93939,10.2052,11.156,5.8374,7.7411,26.9404,17.3531,13.1652,5.12454,8.6018,2.97887,100563842
ENSACAG00000000064,2.88377,9.08761,6.24993,1.15187,3.09416,12.2578,11.8935,2.85974,8.47314,9.14249,1.74884,100558985
ENSACAG00000000065,0.769721,0.890038,1.04225,0.315879,0,1.15031,0.943427,0,2.9045,1.3711,0.504828,100559177
ENSACAG00000000067,0.262839,0.288273,0.637638,0.204619,0.261396,0.496764,0,0,0,0.190321,0.0408769,100559376
ENSACAG00000000068,0.247544,2.93589,1.68656,0.353874,1.7188,20.5473,31.9337,5.63744,6.31405,5.12008,1.43744,100559572
ENSACAG00000000070,9.09458,30.1919,17.382,15.5922,18.4663,66.492,43.6909,54.7695,1.95826,2.33378,1.93337,100564429
ENSACAG00000000071,36.9355,40.8143,48.7866,20.7504,20.606,29.9341,22.9037,12.1326,18.9614,30.7689,10.6337,100564628
ENSACAG00000000073,6.93548,20.4106,13.9062,11.4943,6.50969,15.0864,15.9082,10.3,10.2623,9.55524,6.41511,100564829
ENSACAG00000000074,35.0031,54.4451,71.3266,35.5358,16.7447,40.1639,37.1567,27.0054,19.4745,20.1937,10.5751,100559969
ENSACAG00000000076,142.018,35.1028,14.229,65.1657,53.3543,15.1227,20.8531,33.309,5.66469,5.34815,10.338,100560168
ENSACAG00000000077,1.38478,0.984113,1.43376,1.10624,53.9445,81.4735,80.7518,108.458,34.876,49.4125,41.7062,100560561
ENSACAG00000000080,1.43334,4.0085,3.39583,1.85498,2.38343,8.94283,6.62184,4.13429,8.59609,3.93671,2.74511,100561072
ENSACAG00000000083,4.61096,16.9726,6.15188,8.60524,2.15108,3.656,7.15958,0,11.021,7.20357,5.15724,100560601
ENSACAG00000000084,9.67799,19.9802,25.0063,8.46181,0.934584,1.63194,1.61961,0.78535,0.701191,1.91247,0.236976,100553796
ENSACAG00000000085,6.21265,8.49687,13.0596,6.89562,0.457268,1.89516,2.98728,1.12513,0.347878,0.58522,0.105769,100337537
ENSACAG00000000086,1.30291,2.62196,1.95999,1.24011,3.08626,9.35864,9.64025,4.9425,2.35708,16.6038,1.94991,100554186
ENSACAG00000000088,4.96628,13.983,10.292,7.31269,6.55091,16.2273,13.3139,10.2026,18.1387,21.113,14.5696,100554579
ENSACAG00000000089,2.05696,3.576,2.29814,3.01769,2.79523,7.20691,5.64726,3.67036,2.93418,3.18044,1.1285,100554771
ENSACAG00000000090,0.0250861,0.0624518,0.585059,0.0664933,2.5368,1.04929,0,0,0,1.60803,0,100559569
ENSACAG00000000091,2.13118,3.79344,2.53008,1.25049,0.134598,0.229806,0.379181,0.128409,0.541404,0.74969,0.029408,100567545
ENSACAG00000000097,5.75245,7.19191,9.35424,3.7698,2.56724,8.69041,6.69775,2.86511,108.671,141.769,80.6053,100565594
ENSACAG00000000098,9.83184,26.1858,26.4346,9.83243,5.39894,20.741,19.8013,11.0663,15.2404,14.9578,9.42835,100558617
ENSACAG00000000099,0.0490814,0.182617,0.0712826,0,1.03905,2.3602,1.07847,0.88499,0.383105,0.120566,0,100556537
ENSACAG00000000100,8.11102,7.75283,5.95641,7.20635,8.87102,9.38383,8.21789,7.10226,3.4422,4.30606,4.24035,100556339
ENSACAG00000000102,24.7419,51.7956,49.6015,21.1641,10.3373,22.1634,22.7569,11.9629,21.5786,20.3203,9.75221,100558418
ENSACAG00000000106,0,0.0102875,0,0,0,0.0265918,0,0.0271936,0,0.0407516,0,100567913
ENSACAG00000000107,10.6878,17.7537,18.5652,10.1837,157.074,382.284,495.694,292.4,50.9884,18.555,21.0687,100566961
ENSACAG00000000108,30.6248,36.3395,31.3796,18.7054,27.8103,28.997,30.075,20.643,27.9597,22.8616,16.0999,100565198
ENSACAG00000000109,5.25468,10.8709,11.4244,4.11689,5.58052,9.92395,8.6551,6.25687,5.98801,5.56955,3.28731,100566767
ENSACAG00000000115,5.18748,4.80842,6.26521,2.0911,5.24278,8.05267,6.64539,2.68529,3.83605,6.03617,2.07431,100552920
ENSACAG00000000120,11.7964,18.7878,18.8884,10.2066,11.585,17.0438,18.6545,14.2213,15.4033,15.8849,9.18087,100566575
ENSACAG00000000124,0.0690071,0.816232,0,1.12977,0.162776,0.42197,0,0.0539399,46.4901,40.4165,88.3338,100564449
ENSACAG00000000125,0.145765,2.10901,0,0,0,2.84747,3.78811,0,1.39813,0,0,100565800
ENSACAG00000000128,2.83376,6.40231,5.62866,2.86541,2.22707,6.2146,6.58452,2.88311,20.2517,14.6419,4.19223,100563320
ENSACAG00000000129,0.242481,0.0679153,0.318121,0.433862,1.58288,1.8433,3.23951,0.897623,5.69908,5.51514,7.28056,100552524
ENSACAG00000000130,6.11775,25.4994,18.3511,5.40098,8.21526,12.2342,52.7137,11.9723,28.79,5.0236,13.6411,100552326
ENSACAG00000000132,0.443302,1.23237,0.819681,0.345356,1.16212,3.86175,4.41749,1.77802,1.7462,1.37956,0.891332,100559311
ENSACAG00000000136,49.969,61.2362,54.8817,48.3807,81.5746,110.127,100.051,106.503,129.998,96.0647,106.39,100565006
ENSACAG00000000139,0,0,0.0769252,0,0.06157,0,0,0,0,0,0,100555851
ENSACAG00000000140,0,0.0942458,0,0,0,0,0,0,0,0,0,100555658
ENSACAG00000000144,0.523467,2.71023,1.70688,0.727467,0.857223,4.73907,4.40749,0.993344,3.10563,2.39078,0.813832,100557886
ENSACAG00000000146,0.474293,1.51879,0.158797,0.259887,7.90387,14.7921,29.7173,10.5744,26.6276,3.16932,3.63426,100564252
ENSACAG00000000150,0.848891,5.54029,4.979,0.823092,0.724043,5.77277,4.38984,1.02174,4.50495,3.40258,0.438481,100551671
ENSACAG00000000151,49.2034,77.0098,32.5956,45.633,35.8138,17.7859,80.142,43.6092,56.034,36.6296,31.6382,100556064
ENSACAG00000000152,2.30222,4.46037,5.95785,3.18467,2.39902,8.25313,6.55102,5.83474,4.10881,4.9145,1.81877,100563514
ENSACAG00000000153,3.27308,9.50389,8.4348,3.94105,3.66125,14.826,12.6341,5.68555,6.01634,13.2097,5.14943,100551870
ENSACAG00000000154,2.64081,3.07766,3.47864,2.35693,15.5585,35.1027,45.6368,25.657,16.9367,14.7576,4.79819,100562423
ENSACAG00000000155,0.620561,0.516178,0.644752,0.549582,0.872145,0.845026,0.937956,1.13704,0.433149,0.27263,1.27357,100564808
ENSACAG00000000156,2.33907,6.08712,3.05738,2.58953,1.94229,4.0177,5.79336,2.86005,8.02147,4.36603,3.91809,100556694
ENSACAG00000000159,11.0143,18.6283,15.3108,10.1558,15.6668,41.0976,56.6745,31.3248,75.2236,40.7934,42.2531,100562220
ENSACAG00000000163,0,0,0,0,0,0.453625,0,0,0,0.347588,0,100564213
ENSACAG00000000164,2.55523,5.56973,5.55954,2.62094,2.66192,6.22548,6.59964,3.62947,4.60704,5.07501,1.96409,100558222
ENSACAG00000000165,1.23343,17.8369,8.44229,2.4704,2.11268,10.7099,9.74046,2.79282,3.25953,2.29779,1.37479,100566387
ENSACAG00000000166,32.6513,29.6589,29.8279,15.6033,42.7076,31.1166,19.9723,22.1362,19.0321,24.8796,19.5932,100557687
ENSACAG00000000167,0.590744,0.481552,0.292397,0.208884,0.718138,1.65966,0.99657,0.37716,1.57147,1.27171,0.136568,100557491
ENSACAG00000000168,5.36431,23.6854,25.5081,6.30454,5.10511,39.6922,33.5821,11.1749,25.6426,24.2282,4.44169,100563860
ENSACAG00000000169,0.854,3.66975,2.04231,1.74085,2.4556,7.56048,6.58584,3.4576,1.82938,3.02252,1.53019,100555870
ENSACAG00000000170,8.07408,9.71449,8.6427,6.34693,11.5657,10.5171,10.1014,10.4633,6.81528,7.68386,6.92333,100563695
ENSACAG00000000173,0.143269,0.170172,0.348732,0.0905924,0.29563,0.164952,0.463834,0.168685,0.0892496,0.0842625,0.108587,100566187
ENSACAG00000000175,4.41053,11.7296,9.31017,8.16131,5.29593,15.1598,12.5844,11.7803,10.3963,12.7106,8.41739,100562020
ENSACAG00000000176,2.66815,7.8371,8.35079,2.08568,1.25524,9.50169,7.09331,2.09178,8.15361,5.57175,1.75805,100557830
ENSACAG00000000177,9.25543,19.5217,23.9124,8.92777,9.28257,26.2243,21.0327,11.9505,22.3762,18.9362,8.98541,100552413
ENSACAG00000000178,7.24691,20.8574,7.5325,13.033,26.2622,46.5307,81.9644,28.0109,14.678,28.9509,4.53335,100552130
ENSACAG00000000179,0.0652101,0.105858,0.247923,0.169062,2.35449,3.48876,5.26574,3.84753,132.912,158.717,134.893,100555529
ENSACAG00000000180,296.997,301.527,163.987,256.257,121.263,134.609,120.981,139.081,119.437,88.4466,39.5998,100557634
ENSACAG00000000181,34.3745,52.1554,46.2141,15.9836,40.4943,61.8068,72.7667,27.614,87.3371,43.2209,37.7242,100552611
ENSACAG00000000182,0.815441,3.43479,2.38353,0.541788,0.539266,5.42574,3.72751,0.840685,3.20254,3.27556,0.405877,100555676
ENSACAG00000000184,0,0.224545,0.131473,0.119538,0,0,0,0,0.235532,0.222371,0,100566627
ENSACAG00000000186,3.43105,4.71899,4.7366,1.63129,3.36738,6.17819,5.42895,4.536,2.95708,5.94784,2.34637,100563822
ENSACAG00000000187,2.05849,3.74618,4.74496,0.895401,6.00446,12.977,16.2193,4.91756,10.4786,13.073,4.65076,100558582
ENSACAG00000000188,6.46602,11.2953,13.0762,8.82537,5.0683,17.5403,12.4086,11.1257,26.0386,35.4719,17.8681,100555721
ENSACAG00000000189,12.0083,9.45833,12.9972,4.93245,10.4406,13.0974,13.2848,12.1182,8.09889,14.1457,7.63656,100565986
ENSACAG00000000190,100.116,86.8796,99.0986,24.7704,238.684,287.058,250.974,137.408,102.188,88.8465,51.0305,100567690
ENSACAG00000000191,52.3491,42.2042,53.0828,24.9641,57.8066,57.0714,43.1381,48.0332,27.8733,34.0557,19.4497,100562116
ENSACAG00000000192,14.2709,15.2297,16.0657,13.2427,13.0823,13.5778,12.7869,14.3753,13.3254,15.9521,13.6441,100562319
ENSACAG00000000193,9.89518,8.76791,6.95533,6.02278,10.6734,11.3319,10.1183,15.7938,9.34527,7.98278,25.718,100552807
ENSACAG00000000195,9.11147,13.7159,13.2216,9.84731,6.14924,8.26002,8.59346,5.07204,10.0655,15.806,9.59613,100553011
ENSACAG00000000197,3836.4,1108.89,1289.87,1376.59,10361.8,3075.47,2237.68,2428.69,1192.55,2451.87,1486.03,100555464
ENSACAG00000000198,12.3314,54.0972,42.3045,19.9778,4.3287,21.7017,21.5525,11.6201,34.5685,27.9641,16.207,100562729
ENSACAG00000000199,10.1629,16.6184,19.231,7.05248,11.5771,17.1217,15.6507,9.68703,9.53801,11.1787,4.45174,100562515
ENSACAG00000000200,0.765927,0.964909,0.719045,1.68112,2.02976,1.92731,2.15184,1.85498,1.28816,1.7374,0.783626,100563624
ENSACAG00000000201,4.57029,10.0572,11.8497,3.78189,2.47556,7.8203,6.69837,2.32003,11.1342,13.7842,3.63701,100561824
ENSACAG00000000202,0.396785,0.763466,0.614649,0,0.187003,1.48009,1.3006,0.126132,1.30134,1.32313,0,100555350
ENSACAG00000000203,8.403957,11.61435,9.78423,8.031212,14.143287,25.07286,22.40442,12.99641,9.979691,11.74944,8.35912,100554871
ENSACAG00000000205,4.48334,6.19153,8.44708,4.16013,26.29115,23.46255,24.65874,21.53066,22.32093,40.7186,24.62538,100565786
ENSACAG00000000206,1.4695,5.29614,2.83296,1.42016,3.18675,6.7097,8.03757,2.52339,6.11767,6.24204,2.43655,100566818
ENSACAG00000000207,0.60486,0.206023,0.107454,0.121533,23.758,32.4569,33.3039,27.3057,0.144042,0.323417,0.290767,100557436
ENSACAG00000000210,19.893,24.3521,28.4808,21.9064,14.7118,19.4873,21.9718,21.1865,14.4307,13.1378,10.0719,100567012
ENSACAG00000000211,33.3617,64.7128,60.5834,71.4797,39.2271,97.0546,84.6558,129.438,63.8864,52.777,57.4129,100553884
ENSACAG00000000212,12.0926,23.3482,30.6507,13.6435,10.2849,37.7718,35.4526,19.2708,38.0666,66.2178,22.7063,100559251
ENSACAG00000000214,6.44345,16.4099,17.6922,6.99302,6.67759,24.9484,22.3368,9.92466,21.0041,35.4569,9.87699,100557240
ENSACAG00000000216,20.7188,58.0873,37.957,27.3603,15.5741,33.51,40.6546,25.1686,45.3149,36.5903,33.3826,100562712
ENSACAG00000000222,13.1972,14.728,10.1754,8.62631,8.15588,8.7131,10.1433,8.42273,7.56014,8.42777,4.25675,100566261
ENSACAG00000000225,10.9245,4.5642,10.0415,4.58771,3.84076,8.08762,3.59317,5.67112,2.30958,2.73405,1.53949,100555947
ENSACAG00000000227,22.7076,52.5513,42.2086,27.7643,10.1107,21.8763,26.46,13.0148,21.0676,25.388,10.3154,100568264
ENSACAG00000000228,9.84945,9.02435,9.60114,10.5458,8.62869,12.3746,8.02417,18.3273,10.6203,19.1818,23.2444,100562919
ENSACAG00000000229,16.5424,17.5504,11.8985,9.97534,31.3528,8.6979,12.4088,14.3013,3.04513,5.74995,4.04171,100565663
ENSACAG00000000230,57.987468,206.02819,213.70308,78.03591,6.892229,22.74016,22.03492,13.460351,7.207788,7.664047,4.970292,100554052
ENSACAG00000000231,0.496339,0,0.802951,0,0.512854,0,0,0,0,0,0,100556287
ENSACAG00000000233,1.4905,18.0486,9.22009,7.35132,4.48323,30.763,40.858,16.2499,10.9271,11.5161,7.65209,100553202
ENSACAG00000000234,2.78917,2.48744,2.94836,1.84097,1.55415,2.94041,2.48047,1.6438,1.78186,3.42467,0.890397,100551694
ENSACAG00000000236,0.925471,4.37548,4.92671,0,0.632993,7.17752,5.73372,0.667268,3.1774,1.66659,1.07384,100557306
ENSACAG00000000237,1.13709,1.81289,1.83116,1.3356,1.19106,2.31178,2.17794,1.33998,0.978526,1.46968,0.515353,100551893
ENSACAG00000000241,19.5804,15.0541,46.7499,13.9915,0,0,0,0,0,0.494199,0.424574,100556143
ENSACAG00000000242,12.6035,12.468,10.1349,4.28719,9.55563,14.9478,12.5488,6.74535,6.75783,8.57101,4.56916,100565267
ENSACAG00000000244,0.0172864,0.0387739,0.136215,0.0619247,0,0.125282,0,0.0512468,0.0406712,0.191993,0,100560914
ENSACAG00000000245,1.83289,2.12186,1.27267,0.551018,3.4634,3.14368,1.97485,2.32562,0.759991,1.53755,0.858606,100561505
ENSACAG00000000246,0.652193,1.53364,0.359396,0.285754,0.654066,1.48691,0.731533,0.202698,2.01085,1.74702,0.293583,100561479
ENSACAG00000000247,57.1803,78.5144,55.0077,80.6791,89.1098,49.3413,82.3167,117.001,61.2531,39.7415,70.0702,100563364
ENSACAG00000000251,94.1398,88.1337,52.33,19.1639,180.07,60.9642,66.8228,31.9922,35.1556,66.3823,29.3071,100553019
ENSACAG00000000252,2.19232,9.9227,5.86021,4.23507,0.868464,2.80512,1.8747,1.25085,2.34132,2.14368,0.842706,100567350
ENSACAG00000000253,10.3641,15.121,17.9442,9.55912,8.12344,19.2376,13.2477,11.0632,12.6746,16.9133,6.11659,100551947
ENSACAG00000000255,3.80222,6.92669,5.12505,3.00868,5.65886,7.52705,7.04474,4.099201214,1.66278,1.15493,1.31938,100553408
ENSACAG00000000256,0.176313,0.49192,0.237196,0.123236,1.90465,8.33985,8.67585,3.21256,2.36748,1.89132,0.221572,100561310
ENSACAG00000000262,0.382344,1.65295,0.867699,0.303434,0.236903,1.54699,0.815633,0.251111,0.259078,0.263417,0.145482,100557717
ENSACAG00000000264,162.15,257.374,214.063,308.532,281.309,524.102,566.988,751.149,466.922,332.94,580.7,100559452
ENSACAG00000000265,4.7415,5.21499,8.86093,3.15729,25.0123,52.2021,107.862,60.0057,3.86129,2.22782,0.521988,100559650
ENSACAG00000000267,0.208903,1.12308,0.527737,0.225792,0.0950057,0.19795,0.144508,0.031143,0.593188,1.05008,0.0300712,100562335
ENSACAG00000000268,19.5032,20.8711,18.5805,17.8034,51.4281,32.4167,35.4301,38.2317,38.2796,53.5461,39.6419,100559219
ENSACAG00000000270,3.34761,0,0,0,7.26356,0,0,0,0,0,0,103281165
ENSACAG00000000271,4.49787,7.87891,9.12924,3.53212,17.6261,22.0274,22.1535,14.3595,11.9182,9.03463,5.87426,100552150
ENSACAG00000000272,92.6328,66.6684,43.3594,90.7332,0,0,0,0,0,0,0,100553597
ENSACAG00000000273,0.616546,0.841937,0.903765,1.08318,0.461524,1.40552,1.19523,0.973675,0.80954,0.347411,0.179079,100553797
ENSACAG00000000274,51.1835,92.6642,97.9369,37.4538,0.0325031,0.177134,0.124522,0.0603808,0.0319469,0.180971,0.0777372,100559847
ENSACAG00000000275,0.781989,1.57528,0.838801,0.133319,1.13575,1.97998,1.64816,1.48021,1.75426,1.38484,0.493633,100562910
ENSACAG00000000276,2.41503,1.56943,4.42751,0.759543,0.527713,1.29079,0.972217,1.50857,3.74142,7.91248,7.19223,103281936
ENSACAG00000000278,8.28316,14.2445,9.94325,8.58337,3.34751,12.9947,7.29287,5.4917,5.53067,4.35705,4.78454,100556775
ENSACAG00000000281,7.2079,13.0552,9.51699,4.69473,15.4337,19.1078,14.1395,9.14163,15.5985,14.0419,10.1511,100557602
ENSACAG00000000284,6.86125,10.7325,13.1722,5.63992,3.83878,10.7508,7.62146,4.48625,14.8348,16.9904,3.43653,100567755
ENSACAG00000000286,23.8877,26.0499,23.7888,5.45392,24.6086,30.1596,31.5041,10.5893,22.5026,18.9906,7.15183,100567176
ENSACAG00000000288,15.1305,24.7473,9.28834,7.43172,10.608,4.10055,9.08023,0.419334,7.32156,5.02723,1.61961,100557772
ENSACAG00000000289,1.25159,2.56384,3.83273,0.551759,3.83183,9.97602,10.2964,2.6676,0.915503,1.72869,0.487313,100561633
ENSACAG00000000290,2.08041,4.4354,4.06055,1.42897,1.00438,2.67927,3.83475,0.889432,1.40901,1.70189,0.512472,100563096
ENSACAG00000000295,29.82623,43.25906,46.08019,28.5357,20.63264,34.26475,33.05314,30.636648,18.57059,22.0957,12.620573,100554381
ENSACAG00000000296,0.598415,1.29886,0.316873,0.403349,0.991439,2.92144,1.54887,2.86113,5.22258,9.43275,11.4651,100561113
ENSACAG00000000298,0.161889,4.57561,4.76278,0.451084,0.531509,6.57074,4.38816,0.895924,2.66639,3.86001,0.756956,103283013
ENSACAG00000000300,25.9481,43.9659,48.3835,24.9151,67.5409,170.63,177.335,118.153,118.251,96.3996,37.4194,100558722
ENSACAG00000000301,0.864174,2.05543,2.33173,1.07143,1.55028,3.12693,2.62614,1.01873,4.89593,5.97937,1.44819,100551954
ENSACAG00000000302,1.20069,1.49212,2.4285,0.709638,1.83494,3.37561,3.77434,3.29844,2.19484,4.92009,2.30407,100556581
ENSACAG00000000303,13.2803,13.9609,12.3457,7.82548,16.7848,13.6645,15.7977,11.9998,9.06932,20.2385,23.9665,100554720
ENSACAG00000000304,0.824688,1.48875,0.313499,0.535317,0.521143,1.8144,2.46497,0.535064,0.452042,0.349186,0.199994,100561436
ENSACAG00000000305,0,0,0.445598,0,0,0,0,0,0,0,0,100556385
ENSACAG00000000306,11.7784,14.797,17.1603,7.99565,6.10716,4.6783,8.93512,6.27411,8.19882,7.20917,6.36601,100556968
ENSACAG00000000307,72.7285,44.1255,42.2474,20.6835,13.3636,12.9123,10.2118,8.0694,16.8837,10.4436,7.43754,100553354
ENSACAG00000000308,2.88216,8.94185,6.1898,2.72015,3.00562,5.7499,4.02207,5.4725,6.65336,4.44945,2.52965,100560915
ENSACAG00000000309,27.4038,33.6717,46.8847,20.8683,10.3485,17.1042,19.4058,7.74932,10.5431,14.5991,3.20684,100555917
ENSACAG00000000319,2.90219,6.31347,4.57137,4.61819,7.40443,20.9911,17.8653,10.0005,5.763,6.58645,4.61292,100567342
ENSACAG00000000324,16.8724,26.9302,24.9189,13.5684,3.99769,19.9665,19.088,7.94488,31.5267,30.2413,21.4801,100556188
ENSACAG00000000325,0.737487,10.96243,11.77776,1.195482,2.420103,47.6465,54.3769,9.28355,28.29915,15.24381,8.57817,100562132
ENSACAG00000000328,2.30026,5.54228,7.25162,1.25887,2.93731,13.6384,8.05677,2.12917,6.85214,7.55235,1.13169,100563412
ENSACAG00000000330,2.7091,3.92359,3.53799,2.56579,2.27147,5.70986,2.34963,1.60914,3.52555,8.12059,2.3263,100563563
ENSACAG00000000332,1.68717,1.52381,1.20568,0.131548,0.492315,0.0532277,0.336763,0.272161,0,0.326283,0,100551531
ENSACAG00000000336,0,0,0,0,0,0,0,0,0,0,0,100566378
ENSACAG00000000338,3.82155,6.812,11.0449,3.5833,3.14761,9.95865,7.4116,3.47706,4.40936,6.3161,1.30141,100567891
ENSACAG00000000339,60.4676,35.0096,15.9433,40.3815,88.277,27.6513,54.3391,77.1191,33.6624,20.2246,54.6078,103282726
ENSACAG00000000340,7.10128,8.54997,8.1952,7.39086,5.10089,13.7553,10.101,11.0748,7.54068,11.3817,7.27965,100567952
ENSACAG00000000342,2.44578,0.652646,2.13993,0.277952,1.58701,3.374,0.17789,0.172518,0.547664,4.39503,0.333162,103282369
ENSACAG00000000343,3.22232,2.68111,2.33045,0.676868,0.599026,1.03598,0.226016,0.0365317,0,0,0.0352745,100555483
ENSACAG00000000344,5.76571,10.3091,10.8154,2.97778,2.41865,6.43074,6.20489,2.62191,4.43458,4.05796,2.44868,100563823
ENSACAG00000000349,6.96412,10.6976,6.73261,4.84194,14.8238,39.5591,30.8922,27.063,31.9329,28.7485,35.9047,100559611
ENSACAG00000000350,33.2061,71.7146,80.8479,32.4166,0.287506,0.813551,0.686295,0.5258,0.517655,0.728107,0.257066,100559876
ENSACAG00000000351,0.796172,2.40712,1.70871,0.655487,3.14797,22.2161,9.07489,3.07294,7.37689,8.73706,2.48047,100555990
ENSACAG00000000352,0.591979,1.13868,0,0.404124,0.137402,0.245279,0.51728,1.00332,0,1.12766,1.69538,100566846
ENSACAG00000000353,0.0277526,0.122224,0.0319265,0.0260267,0.0920657,0.0631864,0.0333142,0,0.0256409,0,0,100560075
