ens_gene,Gal_hrt_1,Gal_hrt_2,Gal_hrt_3,Gal_kidn_1,Gal_kidn_2,Gal_kidn_3,Gal_livr_1,Gal_livr_2,Gal_livr_3,gene_ids
ENSGALG00000004659,17.79981,21.000215,27.83376,14.14298,28.0899,31.07694,10.56078,14.635985,18.25245,417205
ENSGALG00000004661,55.901,18.7654,13.6852,21.1753,7.97147,24.1956,67.9717,20.2607,30.6553,415948
ENSGALG00000004662,12.3633,7.45272,5.07017,7.93256,2.09893,3.59531,1.58462,0.852869,0.783328,419497
ENSGALG00000004663,3.22942,5.14717,8.23751,6.23966,17.8217,15.0051,11.7307,20.9633,43.7474,419211
ENSGALG00000004665,0,0.0529023,0.0323235,0.0289782,0,0.374743,0,0.113939,0,416488
ENSGALG00000004667,17.0124,16.3119,23.5203,38.7342,55.0459,60.7373,9.57109,8.88892,9.61087,424444
ENSGALG00000004669,0.489329,0.418327,2.82029,44.2233,93.8955,88.089,0.844973,2.57281,8.79159,417609
ENSGALG00000004670,3.52828,3.48201,5.08988,4.16386,6.33794,6.61736,3.9053,3.59192,3.68994,415949
ENSGALG00000004671,2.3473035,6.424463,9.223362,8.556931,48.72261,34.67262,2.015003,4.324869,4.216139,415766
ENSGALG00000004675,8.57878,23.0046,29.2825,5.2905,57.1855,33.5858,0.556077,1.24375,1.06782,395170
ENSGALG00000004676,5.526288,6.67196,11.55501,6.62859,13.31053,11.1304,6.87536,5.68571,5.23626,415950
ENSGALG00000004683,69.687295,99.718963,132.98425,50.50025,73.73622,72.45257,27.84431002,34.58634426,38.0311616,419257
ENSGALG00000004684,4.4051,7.74869,10.5438,4.19789,17.2571,17.0175,3.17019,7.20526,6.96811,415951
ENSGALG00000004687,1.92095,0.649921,2.69172,0.715866,0.610471,1.28086,0.175771,0.188819,0.398703,415952
ENSGALG00000004689,4.7392,6.612142,6.448126,1.00898,3.057412,3.84462,0.596135,1.00979,1.172427,417209
ENSGALG00000004691,5.12534,4.30306,3.29031,5.55488,8.454,8.1227,7.75602,6.90045,9.51946,417613
ENSGALG00000004693,37.93515,51.73203,58.03493436,68.64846,142.103,131.06853,39.07696,54.0414,54.4269,770269
ENSGALG00000004695,5.37185,15.9119,11.6812,1.23796,3.79567,8.81952,0.0546026,1.00324,0.643891,415953
ENSGALG00000004696,3.25172,4.46571,5.61388,4.52193,9.09181,6.0582,4.10855,3.60602,3.68854,769405
ENSGALG00000004700,1.12241,0.521,0.625566,0.9682,0.743924,0.789273,2.2391,0.777306,1.41507,424445
ENSGALG00000004701,28.202,41.2235,44.4739,41.1156,84.931,67.1127,25.4519,35.0143,40.3399,417210
ENSGALG00000004702,2.673508,1.27916,12.39462,6.260934,4.67254,3.43766,1.098143,1.08392,0.747348,417211
ENSGALG00000004704,0.343133001,0.227676,6.47968,0.0601138,0.178085,0.280047,0.169784,0.0826225,0.386781135,768954
ENSGALG00000004705,83.0289,85.07574,86.21989,118.2739,133.83067,113.45897,74.696,67.952083,79.48752,416492
ENSGALG00000004707,12.8477,27.3809,47.2476,10.6466,38.8676,33.6282,6.44074,18.5398,19.8867,419212
ENSGALG00000004710,6.70752,19.9914,22.9697,5.29676,45.8183,39.6279,4.91687,13.225,14.2316,415421
ENSGALG00000004714,9.7433,13.5522,18.8663,11.1232,26.3993,19.9562,9.1204,13.3766,14.7355,416494
ENSGALG00000004719,87.97131504,133.652076,122.62724,29.36473892,49.7610765,51.44380644,24.20019,21.87347376,22.16470919,374234
ENSGALG00000004721,109.837,87.0649,98.4479,0.290249,0,0.368338,0,0.199095,0,427662
ENSGALG00000004722,5.88498,13.705,7.31355,0.106931,0.612686,1.56419,0.0837276,0.809037,0.369369,415954
ENSGALG00000004725,117.142,220.455,198.269,475.873,1068.61,902.965,451.265,939.998,983.244,107057078
ENSGALG00000004727,27.4284,20.5854,23.2212,20.0953,35.4103,33.7602,40.0834,34.1758,157.99,417614
ENSGALG00000004728,23.20124,22.953041,29.73525,84.39868,93.8031,99.4692,8.182987,6.8318,8.67453,424446
ENSGALG00000004729,1.328915,0.2956323,0.93811,1.920262,2.059664,0.955272,10.65793,8.42676,7.08584,415774
ENSGALG00000004734,8.279429044,2.944005,2.654608,2.583030004,0.87919478,1.616592,1.443821,0.3533035,0.5082895,422179
ENSGALG00000004736,25.84919,47.7677,56.468,25.2057,66.0086,47.7887,18.61464,26.162,31.7018,419213
ENSGALG00000004738,4.37323,8.56382,10.8176,4.11538,13.3381,13.2049,4.49683,6.18822,5.96067,417212
ENSGALG00000004740,2.61214,3.23267,3.9927,3.02943,9.25918,7.68221,0.767958,0.2263159,0.388436,415422
ENSGALG00000004741,3.21645,2.95341,2.10395,4.13095,6.21644,3.89598,7.06416,9.77856,10.2246,396513
ENSGALG00000004742,0.101848,0.102679,0.0799738,0,0,0,0.115608,0,0,428697
ENSGALG00000004743,9.75037,11.405,14.7536,7.66797,17.0577,14.2787,8.45763,9.88863,9.16703,373929
ENSGALG00000004745,17.8239,8.4958,24.1369,17.9062,8.64593,7.61445,6.80477,4.0354,3.51122,416497
ENSGALG00000004749,25.9482,18.2599,14.5238,26.3055,28.1597,21.5473,15.8977,13.0141,11.1814,427663
ENSGALG00000004750,3.12536,7.3911,9.12499,3.08079,13.0799,9.48151,3.3295,5.70864,5.23842,415955
ENSGALG00000004758,0.553425,0.947236,0.658107,0.150234,0.701765,0.627448,0.0261302,0.101745,0.171873,428146
ENSGALG00000004759,10.94075,12.33326,26.9522,26.68206,27.31896,24.58041,9.91093,11.32575,8.44577,416499
ENSGALG00000004760,4.48192,6.322788,5.788398,33.7583,39.69536,25.52361,4.62887,13.362941,10.527666,416881
ENSGALG00000004763,44.4368,37.8206,36.9206,80.164,91.7475,88.4789,195.8612,279.371,301.271,417615
ENSGALG00000004767,7.58134,4.43172,41.82687,8.50398,11.65853,8.72971,5.34014,4.25655,3.78016,417213
ENSGALG00000004769,104.074971,316.85756,371.31891,137.25353,358.64085,345.32173,219.69808,544.86284,476.53841,395602
ENSGALG00000004771,17.1886,20.8877,17.8042,15.0016,4.1367,16.8065,169.007,103.83,144.194,428197
ENSGALG00000004777,2.5786,4.43745,4.3699,5.05671,9.05482,9.40325,6.74405,12.992,11.3582,423720
ENSGALG00000004778,3.98326,1.1487,2.9193,542.37,178.848,183.894,0.186903,0,0,417616
ENSGALG00000004781,2.82199,1.89444,4.0014,5.04135,4.59186,3.62424,4.47393,1.84471,2.50161,419505
ENSGALG00000004782,10.8765,10.7092,11.9028,8.97227,14.0367,14.8792,1.42945,2.45548,1.28817,424448
ENSGALG00000004783,20.7959,28.0944,32.0069,41.1264,50.2967,44.4129,15.5574,15.5467,13.2499,417215
ENSGALG00000004794,3.27224,2.996123,16.00808,2.402042,3.500864,3.65063,2.004115,1.41888,1.102899,423721
ENSGALG00000004796,118.97373,175.471874,195.676765,142.77293,262.826036,226.756097,60.296826,108.412754,100.2041212,395917
ENSGALG00000004798,71.0555,38.3037,30.4663,76.4583,49.0336,48.4667,41.3369,24.24527,24.6406,416502
ENSGALG00000004801,26.22345,19.81867,26.06183,25.54983,26.91447,22.86428,20.81601,14.01188,12.91484,422181
ENSGALG00000004804,0.178777,0.196264,0.229296,0.212335,0.22583,0.266623,0.259178,0.179613,0.216722,419215
ENSGALG00000004806,4.88217,6.8174,14.3606,8.281029,21.6531,23.385219,11.164638,15.9974,21.7154,424450
ENSGALG00000004809,57.0739,160.57,157.182,44.8115,85.8574,69.302,45.5502,67.5325,102.111,423723
ENSGALG00000004812,8.57379,17.843,25.86594,2.102194,3.945292,5.87366,1.157044,3.874793,2.070101,424451
ENSGALG00000004813,6.89601,13.67031,19.29034762,8.92726,22.0726,19.3966,7.28265,17.10321,17.31254136,415957
ENSGALG00000004814,0.210606,0.530209,0.988532,13.7998,41.127,31.4619,21.3224,58.7901,46.9312,415771
ENSGALG00000004816,21.24334,23.9226,25.1511,38.33589,42.6145,50.1921,14.0505,14.28932,18.45815,416503
ENSGALG00000004817,9.31183,9.07839,7.78547,28.4581,23.6368,19.5746,26.8502,19.4378,22.2206,427835
ENSGALG00000004818,606.12337,816.919,653.266,720.829,1174.71,966.029,549.00004,555.638,443.331,373957
ENSGALG00000004821,8.57935,15.7596,21.5684,14.7329,36.4249,29.2931,13.433,24.7161,35.0818,395815
ENSGALG00000004825,28.8355,33.5898,43.9649,41.3737,49.6385,38.5233,19.4098,23.9371,25.1093,422182
ENSGALG00000004831,371.997,339.79,282.371,654.789,447.124,482.172,360.614,262.894,221.817,396001
ENSGALG00000004832,4.38255,3.80404,2.56134,6.19128,5.59241,5.1286,3.75148,2.96813,2.97974,428698
ENSGALG00000004833,14.6841,10.606,10.4836,23.4418,20.4635,16.5165,22.4723,17.7103,15.5414,414142
ENSGALG00000004834,17.1315,33.5909,65.7106,17.7222,44.0138,41.5822,12.5058,22.2632,24.6985,416504
ENSGALG00000004837,20.1176,28.3611,29.9606,27.2553,37.867,41.9467,24.8667,30.695,32.4372,419217
ENSGALG00000004839,4.38962,10.9032,13.2089,7.02383,26.0399,18.3355,5.10128,10.6442,10.9539,415772
ENSGALG00000004841,21.4386,2.65886,1.10256,8.97411,0.849831,0.903117,7.84398,3.09791,4.48556,429337
ENSGALG00000004845,118.701,17.8343,13.6369,318.184,20.8823,18.3836,183.542,13.7873,13.4885,425202
ENSGALG00000004848,911.032,705.552,996.896,1186.69,1047.39,748.134,434.658,388.968,298.866,386575
ENSGALG00000004850,12.5962,10.2803,12.6437,11.5893,14.6654,16.3204,6.99824,7.16148,8.74345,423724
ENSGALG00000004852,6.90951,6.00421,7.08205,2.686049,1.885787,1.822923,18.81669,6.94956,8.66315,417217
ENSGALG00000004853,19.92986,18.96159,26.74567,14.091502,21.59721,21.50882,9.113689,12.5194,20.10651,415773
ENSGALG00000004856,18.0142,10.8195,15.9882,19.9704,17.4544,14.4936,11.4929,9.43316,9.7056,422183
ENSGALG00000004859,7.66326,11.3265,14.574,7.20027,4.66099,13.0798,23.1725,9.09675,44.858,419218
ENSGALG00000004860,2.95207,2.4634,1.70157,253.731,41.1985,11.3941,345.092,281.11,351.792,416507
ENSGALG00000004869,352.45788,453.852,442.846,310.715,237.9321,231.6397,171.3374,114.3217,163.4807,416891
ENSGALG00000004870,0.497536,0.43997,21.08,3.07002,6.31167,3.08498,0.0376456,0.366038,0.404859,422184
ENSGALG00000004871,788.75579,1122.49553,768.19736,1008.322779,1931.64961,1620.53678,799.380346,821.95087,648.899203,423726
ENSGALG00000004874,29.1083,48.756,48.7204,55.0073,75.762,67.1737,26.5886,31.1373,36.4085,419507
ENSGALG00000004875,28.468,16.9733,19.7723,140.049,66.523,50.4456,385.251,209.189,322.626,416508
ENSGALG00000004879,0.0623983,0.107335,0.572813,0.66266,0.352868,0.224355,0,0.0363808,0,415959
ENSGALG00000004881,29.58211349,29.10969326,37.9553812,18.421202,23.24374303,27.87643,21.48114,20.995538,20.67608,427766
ENSGALG00000004885,3.92929,8.10982,15.8243,3.84428,14.1691,7.916,2.32554,4.1621,2.34674,415431
ENSGALG00000004889,33.750136,40.1987,36.218852,8.4998,15.0722,18.6228,2.775497,3.14429,2.80592,396130
ENSGALG00000004897,1.731360014,0.279252,10.36715,0.17494,0.39742,1.14789,0.205223,0.386327,0.706658,425204
ENSGALG00000004899,21.84787,19.59617,37.92589,242.61741,349.14304,448.83906,40.41944,58.01497,71.07948,415776
ENSGALG00000004901,49.513892,58.12505,54.81062,36.07291,42.438431,62.2703479,28.665813,36.771955,41.060381,416893
ENSGALG00000004902,16.789848,15.935065,49.16888,32.065226,16.06353,14.390269,36.25506504,19.01365,23.174951,416509
ENSGALG00000004903,0.993834,1.46947,0.84156,0.64148,0.923562,0.853705,0,0.164803,0,769263
ENSGALG00000004907,5.54553,9.572910003,11.95415,5.308781,18.15261,9.29315,5.590364,10.81208,7.32238,415779
ENSGALG00000004908,115.766483,105.778699,130.6038,104.256991,105.36315,120.360228,22.670869,26.454635,20.083534,422185
ENSGALG00000004916,0.06826,0.0619822,29.7434,1.7027,1.96977,1.08828,0.581132,0.346643,0.380238,416510
ENSGALG00000004917,0.655114,0.391362,0.355623,0.245308,0.64331,0.490823,0,0.0198976,0,417624
ENSGALG00000004918,11.07098,11.37534,9.48632,10.810744,8.66359,12.5937459,8.86914,6.87804,7.32567,422187
ENSGALG00000004921,0.248519,1.7624,1.8932833,0.734792,2.7352045,1.00698,0.165104,0.511607,0.480621,415960
ENSGALG00000004924,0.0844964,0.026474,1.54649,0.0305193,0,0,0,0,0,396377
ENSGALG00000004926,10.5273,11.4174,13.4241,24.9357,16.6535,13.2821,9.81945,7.04585,7.6804,416511
ENSGALG00000004929,6.80395,14.25288,22.62822,6.11763,12.97841,13.88866,2.918320071,7.66353,6.98233,416512
ENSGALG00000004930,0.539767,6.53192,2.14757,0.227384,1.31282,2.89759,0.102292,0.21753,0.314968,100858928
ENSGALG00000004932,2.21702,2.86299,4.19696,2.83748,8.10597,4.71011,1.88303,4.68229,4.78821,415961
ENSGALG00000004935,35.43426,61.51492,71.5413,42.76517,110.668182,87.90529,32.2144,53.10644,54.0714,415781
ENSGALG00000004936,3.73524,0.716462,1.229,6.9393,5.72027,6.8835,1.11945,0,0.0470918,769706
ENSGALG00000004937,25.8591,28.7582,33.75657,14.12452,21.9553,20.1458,10.95904,13.5576,18.22715,415962
ENSGALG00000004940,3.551275,6.397379,5.999388,4.975494,14.92676,9.92648,2.180778,5.302485,4.10036,427581
ENSGALG00000004943,33.0404,12.345,12.5191,44.11516,21.96521,20.9812,23.12337,8.44708,7.2939,769135
ENSGALG00000004945,0,0.103973,0.755829,80.7182,420.367,457.01,0.0207351,0.0158586,0.114811,415433
ENSGALG00000004947,0.914415,2.600504,4.552404,1.30481,7.170017,5.54263,1.340352,4.605086,5.17654,423727
ENSGALG00000004948,11.8157,5.68611,5.42295,39.9271,26.1803,22.7034,14.111,4.5134,9.45024,422188
ENSGALG00000004949,8.223623,10.660171,12.835897,3.911953,9.624696,11.17071,1.905309,4.502056054,3.940687645,415782
ENSGALG00000004952,969.711,136.583,107.794,1235.9632,286.171,289.948,1023.94622,118.12,117.749,100859914
ENSGALG00000004953,11.2404,16.0639,19.1551,20.4808,35.2618,28.1337,11.6876,17.5198,21.218,416513
ENSGALG00000004956,93.31406926,191.041468,211.129935,109.796416,180.513637,179.3421,117.5529808,201.0859304,276.935975,415783
ENSGALG00000004957,3.63814,7.65879,10.2046,5.94402,16.7699,15.4952,2.84427,7.14124,6.32953,424800
ENSGALG00000004958,5.063321,5.79077,8.02647,4.38037,2.489474,4.925541,10.85544,4.67118,6.184394,374075
ENSGALG00000004959,8.5687,2.14165,1.60823,6.95826,1.86281,2.05962,12.8379,7.1484,8.28949,107051846
ENSGALG00000004960,24.9924,18.9944,15.988,3.64865,6.63646,6.75662,2.12485,2.83823,2.37878,373992
ENSGALG00000004963,34.2961,22.1709,27.2718,82.168,28.5642,23.1257,27.9102,12.6846,15.5727,422190
ENSGALG00000004966,0.204431,0.196857,0.647374,0,0,0.0246886,0,0.0400343,0.120764,424802
ENSGALG00000004969,13.035031,49.07688,28.97061,15.52778,42.205528,37.1138,4.881205,6.18507,6.62451,768711
ENSGALG00000004971,32.8812,19.6639,15.6222,56.2963,26.1521,27.7369,30.6774,13.0222,10.2244,417221
ENSGALG00000004974,0.5506318,1.6916347,5.43702,5.40224,30.9801,30.24130007,2.463721806,3.313936,8.428280032,373928
ENSGALG00000004975,7.90077,5.02621,4.58633,14.7635,14.4844,11.5917,8.54823,8.21159,8.86316,769755
ENSGALG00000004980,4.926059029,9.700872255,7.893341,0.9294892,3.132649028,4.02101,6.400587012,4.4068265,5.505502001,374065
ENSGALG00000004981,4.311417,11.543726,13.565542,4.893487,22.66001,18.658684,3.350381,9.641320002,8.012990011,415965
ENSGALG00000004986,22.21153,13.688115,9.59469,2.548099,1.010186,2.218468,1.148311,1.79871,0.79477,427768
ENSGALG00000004991,3.59047,4.53534,8.16383,5.22998,8.0265,7.55523,3.35016,4.51365,4.82989,374162
ENSGALG00000004997,53.8611,41.6856,41.3257,47.5589,32.218,35.1982,24.2181,15.724,17.0315,416515
ENSGALG00000004998,23.256651,44.87616,41.52988,15.792586,55.68484,50.37095,8.00464,21.82401,14.62704,396245
ENSGALG00000004999,18.896987,20.55987001,17.40514,25.894453,29.68812,24.87149234,18.27474,14.48979611,15.86307564,422192
ENSGALG00000005000,10.2722,13.6952,11.0172,8.0919,45.6689,41.5177,38.7682,202.874,223.052,423730
ENSGALG00000005001,174.354446,425.515508,443.22384,161.224088,581.47467,569.261398,159.590598,363.254155,351.3314,395731
ENSGALG00000005002,411.7919,1168.479,1349.028,208.3098,506.7118251,430.5388,163.6442,226.6601009,373.9652,395498
ENSGALG00000005004,2.90141,5.69088,7.58037,4.32155,9.14509,9.94677,3.57171,5.31169,8.793,428946
ENSGALG00000005005,11.4495,12.0762,14.7028,6.683,8.67133,8.2699,7.20996,8.89415,9.8989,416516
ENSGALG00000005006,10.82078,26.13115,36.08813,10.03866,46.3996,40.737,8.46065,20.51291,21.05556,415784
ENSGALG00000005007,5.026660001,11.265055,14.78548,0.0873974,0,0.0776263,0.0690919,0,0,423731
ENSGALG00000005012,10.0282,18.1747,17.9497,11.2274,28.0583,21.9466,14.1852,18.2809,15.5038,415968
ENSGALG00000005016,4.52382,2.43538,2.28238,4.73144,4.59881,4.13449,6.97054,2.86295,3.54191,426810
ENSGALG00000005017,11.1444,3.33516,2.59765,4.96595,1.37056,1.6731,1.73265,0.678264,0,423732
ENSGALG00000005019,1.62226,0.568917,6.27742,0.323907,0.350689,0,0.206471,0,0,423733
ENSGALG00000005020,5.012763,13.2297075,16.29681618,5.785441,34.186156,40.1509829,6.566257,15.599592,16.19463407,415969
ENSGALG00000005021,6.03709,8.59299,8.14846,34.8565,114.152,131.844,41.4487,72.76,116.786,415970
ENSGALG00000005024,6.33893,11.1666,6.28657,2.90379,8.02633,5.49637,1.99637,1.31249,3.02001,415972
ENSGALG00000005028,4.98461,6.38591,6.971072165,13.727742,14.3444,8.90509,4.36235,4.85084,5.150390002,416517
ENSGALG00000005030,2.268114869,4.73912235,2.3635047,1.245053803,2.858286001,3.468618549,3.853188,3.5887777,4.24672874,424803
ENSGALG00000005031,0.386209,0.374251,0.314355,3.88772,2.60549,1.76012,0.371776,0.251837,0.162063,422193
ENSGALG00000005034,178.82,250.404,426.561,107.262,218.196,199.172,137.068,175.01,331.443,415974
ENSGALG00000005035,8.6767,9.61741,8.15509,3.4302,5.63941,4.70826,1.93013,2.0245,1.80103,423734
ENSGALG00000005036,26.75679,14.98581,12.48844,7.15772,3.70005,8.57693,8.716,5.26322,4.6202,417225
ENSGALG00000005038,1.361036,0.181761,3.900576,0.2699228,0.351498,0.9672825,0.191552,0.1467696,0.511604,395207
ENSGALG00000005042,16.859868,22.48975,29.13058,19.22865,27.15725,37.06333,15.109,10.70557,17.2533,415976
ENSGALG00000005052,0.188781,0.216547,0.281103,0.544254,0.7831,0.896217,0.574033,0.264233,0.239119,100858944
ENSGALG00000005054,13.3512,16.1996,12.4328,26.9279,30.4208,23.4368,20.8227,16.3773,14.115,422196
ENSGALG00000005057,8.44467,14.8341,25.42449,90.5695,131.007,106.521,277.2944,541.126951,779.2020001,423735
ENSGALG00000005062,0.565131,0.200232,10.267,0.124488,0,0.0269057,1.36463,0.327221,1.23713,416898
ENSGALG00000005063,43.105,21.3222,20.4194,17.2634,9.51482,10.2125,9.16908,7.08301,4.39358,395182
ENSGALG00000005064,11.72768,19.9108,53.4144,24.2541,46.7692,36.2102336,10.60857,15.3482,11.4489,416521
ENSGALG00000005065,9.767059,19.290865,25.5525,2.956717,13.154344,11.212593,1.99704,4.0238802,6.18127275,396394
ENSGALG00000005066,40.3386,6.54038,6.34779,166.2252,22.808,23.1128,100.0322,13.3321,12.3743,771539
ENSGALG00000005070,22.8336,44.0134,50.9681,57.1323,161.4508,117.4415,23.87231,53.9043,86.5544,423736
ENSGALG00000005071,67.48429,40.8387,74.3466,288.97,153.7222,49.7544,47.66393,33.28898,34.05894,422197
ENSGALG00000005074,16.63077,11.68312,11.98734,16.92039,16.6643,12.17382,11.56416,7.70983,9.82914,417228
ENSGALG00000005076,0.868907,1.11137,2.26423,0.190538,0.355221,0.377493,0.179113,0.0235436,0.198855,429128
ENSGALG00000005077,20.33715,22.26803,19.6081,2.857515,0.469605,1.16282,3.89273,0.895264,1.615566,422199
ENSGALG00000005078,3.11406,6.45062,6.19301,2.2427,4.21557,4.1082,7.23897,17.9525,11.0266,415977
ENSGALG00000005079,44.49622,54.83863,75.02671,12.318558,23.530669,38.29946,5.653784,9.133439,7.649942,396422
ENSGALG00000005080,4.26898,8.062052,9.009983,7.00313,24.427861,20.141271,5.714721,14.153989,15.60453,424455
ENSGALG00000005083,0.133212,0.0202503,0.83909,62.81466,25.26117071,10.71231827,0.418697,0.246133,0.147898,770581
ENSGALG00000005084,7.11726,8.52,35.569,10.9251,20.395,14.4572,4.73252,5.5596,4.69248,417628
ENSGALG00000005086,1.8423,2.51873,2.96368,8.32869,19.9021,25.1045,2.97517,14.266,16.7256,396424
ENSGALG00000005087,0.0468296,0.0406988,0.176106,7.35601,5.66417,4.69587,0.23881,0.931144,0.374508,101751551
ENSGALG00000005090,26.848,36.178,48.0608,33.6864,68.0964,65.4078,9.25588,16.4415,15.3002,417629
ENSGALG00000005092,4.40595,13.0996,27.2208,5.24727,27.834,16.0467,5.01684,16.4179,12.4513,415978
ENSGALG00000005094,4.27663,6.83301,2.62632,10.4868,4.64337,9.62281,7.92514,4.07569,3.65319,416523
ENSGALG00000005095,9.696042,10.318026,12.821885,106.66223,18.59954868,24.70348645,69.30189,18.23019,36.18206,417230
ENSGALG00000005099,1.9772,22.4415,0.689506,0.30909,0.218276,3.24748,8519.81,8475.76,4952.34,395220
ENSGALG00000005102,1.39855,0.502934559,1.077750622,2.959656,0.405717,0.698288007,3.141432,0.758548449,1.550370328,419222
ENSGALG00000005103,4.86073,7.98067,10.3598,4.2317,13.5205,15.2434,6.83029,14.3646,28.6435,417631
ENSGALG00000005105,17.14222,17.296686,25.062294,18.688673,33.58458,27.686418,12.919,14.263925,16.56201,424457
ENSGALG00000005107,11.6846,11.7676,11.0278,11.6046,22.3891,17.1637,30.1283,34.2612,32.2263,423738
ENSGALG00000005108,26.4014,63.8905,112.391,27.0945,97.254,75.7687,17.9847,35.9579,42.6683,424804
ENSGALG00000005118,1.85194,1.9053,3.25752,1.20188,0.420131,1.35503,0.729754,0.24808,0.812481,771342
ENSGALG00000005120,16.7059,12.4405,17.2934,2.53745,2.15099,2.22236,0.200977,0.31879,0.618792,427583
ENSGALG00000005121,3.26541,4.81511,5.57847,2.82753,8.39156,7.07128,2.644,3.14305,3.37316,419223
ENSGALG00000005122,0.0175599,0,1.94859,0.0763159,0,0.0561036,0.0198813,0.0303253,0.0731815,768372
ENSGALG00000005123,0.41893,0.0686353,0.222741,0.340078,0.225642,0.258235,0.417291,0.104687,0.0631579,374168
ENSGALG00000005125,21.71234,37.88503,31.01246,17.09277,49.7172,41.7701,18.94695,25.8344,22.7942,771330
ENSGALG00000005126,12.0625,19.972,21.5087,8.12159,19.2377,18.1576,7.85071,13.6063,10.0963,772090
ENSGALG00000005128,2.557973,3.528251,11.535324,0.850681,3.866428,1.659348002,0.697142,0.556179,0.450928,415979
ENSGALG00000005132,34.8658,49.5266,37.1138,103.739,136.296,149.29,49.4364,76.9925,71.35,415789
ENSGALG00000005134,9.29447,5.931320141,8.37192,7.41834,6.67865,5.903205,5.98572,3.455680017,3.89407,423739
ENSGALG00000005135,34.64733,90.90278,46.39830043,19.95086234,34.44398127,48.65052203,3.181650936,12.97363855,5.966114003,424805
ENSGALG00000005138,10.7759,8.88183,13.2385,12.5516,13.9423,17.2729,7.19808,6.78626,5.67358,416900
ENSGALG00000005139,32.5825,58.8639,60.0672,47.6975,126.1,108.707,20.3746,55.8783,54.0195,395272
ENSGALG00000005140,28.3985,81.2211,39.8826,4.83954,15.284,9.48152,0.406231,1.79669,0.337624,415790
ENSGALG00000005145,0.167304,0.311545,1.74024,0.302989,0.71385,0.159841,0.0568188,0.0575985,0.0521241,419225
ENSGALG00000005146,4.12273,11.1816,14.2298,10.8631,45.4483,35.4333,20.078,79.5023,84.5155,427550
ENSGALG00000005147,27.3281,49.3448,42.8637,7.30072,19.07341,23.0124,105.1076,200.1964,259.074,414139
ENSGALG00000005150,22.5707,26.7788,28.267,45.9696,44.25,40.8316,28.6214,32.1383,26.0684,417634
ENSGALG00000005156,4.44559,6.3545,6.12446,1.97431,3.58681,2.82906,2.03291,2.18132,2.87621,423740
ENSGALG00000005158,7.41579,15.8735,20.245,9.43497,42.3683,42.8479,6.07941,17.8188,17.6213,424806
ENSGALG00000005160,6.26595,10.92205,11.7955,32.0632,73.429,69.1751,29.17177,37.81519,32.41260119,417635
ENSGALG00000005162,7.94232,16.2364,15.225,6.79604,32.9514,26.4166,6.72304,14.938,12.2242,424458
ENSGALG00000005164,6.22571,8.23408,10.7152,7.10517,10.6275,6.46375,3.55234,4.12435,4.86422,419226
ENSGALG00000005169,11.1143,9.03393,13.3012,4.11506,4.91669,7.29976,1.25389,2.06532,2.00851,395071
ENSGALG00000005170,0.308874,0,0.305327,0.101982,0.2274622,0.126422,0.4401827,0.0866701,0.2091532,428147
ENSGALG00000005171,0.854636,0.673488,2.85593,13.25183,34.76647,20.20059,20.45036,35.0345,41.26951,424807
ENSGALG00000005173,4.00505,6.53019,8.3693,5.39542,15.982,10.6467,3.80804,6.07101,6.14259,417636
ENSGALG00000005181,20.87942,21.792,28.6665,30.13732,50.74576,62.10112,36.77395,47.85823,56.694447,423742
ENSGALG00000005188,1.17141881,1.087425,1.957124,18.74561,9.57887,8.910565,1.38398,0.265881,1.01591,420383
ENSGALG00000005194,0.3118022,0.381899101,0.0904178,0.655145,0.0763294,0.611485,0.128695,0.141652,0.0854594,395923
ENSGALG00000005195,16.608323,36.54535,52.97013763,17.916673,53.63878,41.83528,11.614739,23.127632,28.09577,419227
ENSGALG00000005198,7.51809,13.7123,15.389,12.2197,37.0679,31.9164,14.3348,26.9231,32.1185,417637
ENSGALG00000005200,53.9376,65.5094,82.8239,56.65637,76.40536,76.465862,34.59037,57.80092,60.81175,395365
ENSGALG00000005203,5.77162,6.69549,4.42893,4.62925,9.21544,7.38261,1.17307,2.56531,2.38782,424461
ENSGALG00000005204,34.7071,23.078653,27.9815,30.7531,20.7432,31.6347,80.055,47.09569,63.5779,769847
ENSGALG00000005205,6.37823,9.95792,19.5276,14.209119,51.58825725,56.59833,13.95717101,24.46519,26.40609,417638
ENSGALG00000005206,2.45842,4.89621,10.6804,5.81946,14.8022,8.83098,7.44289,15.9061,12.0951,424810
ENSGALG00000005207,89.2869,69.2091,81.0234,0.0808835,0.0869623,0.0995238,0.0632313,0.0806925,0,423743
ENSGALG00000005208,23.7933,30.3144,29.99449,6.06679,19.2212,18.4509,7.26277,16.50053,16.29245,424462
ENSGALG00000005209,23.8028,10.5678,27.5518,1.36416,3.4061,3.97235,2.96141,13.1388,10.8594,420384
ENSGALG00000005212,0,0.0238516,0.0928862,0,0,0,0,0.10914,0.485831492,420385
ENSGALG00000005214,0.466502,0.54604,5.21773,0.919009,4.86182,1.6835,1.0871,4.1874,1.95403,769532
ENSGALG00000005223,3.4599,2.44707,2.079985,0.0958283,0,0.402519,0,0.09139,0,420386
ENSGALG00000005229,8.44027,14.54583,18.88493,18.66668,23.1872,26.16258,10.90283,12.37776,18.87807,424463
ENSGALG00000005230,13.1777,10.9863,10.9733,18.3044,30.0631,31.8048,17.9879,21.3736,19.6647,417639
