ens_gene,Gal_hrt_1,Gal_hrt_2,Gal_hrt_3,Gal_kidn_1,Gal_kidn_2,Gal_kidn_3,Gal_livr_1,Gal_livr_2,Gal_livr_3,gene_ids
ENSGALG00000000003,0,0.113534,0.818777,0.126869,0.41472,0.332237,0.0248169,0.0577229,0,426934
ENSGALG00000000038,20.9013,35.9846,33.2733,0,0,0,0.4707,0,0,431235
ENSGALG00000000048,8.52098,4.486089,3.380553,186.23805,68.1601,105.1132,3.4163,1.745007,2.77949,776719
ENSGALG00000000055,72.334,95.2609,86.3826,69.1014,109.068,111.785,34.4689,54.664,57.8683,425210
ENSGALG00000000059,3.764151,1.27332,0.348011,1.594622,3.647505,2.98809,0.547594,0.070353,0.0423485,431043
ENSGALG00000000067,7.39435,3.60138,3.52831,232.598,105.664,141.465,200.192,110.448,142.522,425255
ENSGALG00000000071,0.781373,1.491819,2.727680002,2.712256,7.91494,6.177244,1.173961,1.84396,1.9424,101750305
ENSGALG00000000081,0.0647386,0.1556135,1.616031,0.0468165,0.0639482,0.2561484,3.89373,1.246086,2.153029,417039
ENSGALG00000000086,51.3569,57.7026,65.548,61.3472,51.2533,49.6675,22.4393,18.5577,30.0406,421147
ENSGALG00000000091,8.68458,11.8237,12.8639,20.1736,54.7879,42.0569,10.5098,19.7616,18.6129,419028
ENSGALG00000000094,26.57412,25.70467,34.603936,23.68423,19.813804,23.7382,13.43698,11.372911,11.551151,421148
ENSGALG00000000102,7.08236,2.04185,11.4857,4.66376,7.23451,8.855983949,1.26967,1.10212,1.813395,421149
ENSGALG00000000104,1.68994,3.13905,2.80355,4.11687,8.84069,9.57897,3.27422,3.8338,1.88437,395100
ENSGALG00000000106,6.50444,9.35153,23.096,7.10574,15.874,15.7481,5.56172,10.2074,9.52723,421150
ENSGALG00000000107,1.91786,2.65988,2.94754,2.31074,1.49296,1.05772,6.12926,0.164919,0,417040
ENSGALG00000000109,26.2697,18.2929,14.1705,37.801,23.8599,24.3967,202.206,146.357,156.834,769005
ENSGALG00000000112,1.5535,2.99167,17.1438,0.798085,1.1768,1.39526,1.89869,0.650789,0.366711,396214
ENSGALG00000000115,1.49661,0.165332,0.10731,0.788075,0.543538,0.311026,0.572388,0,0,395192
ENSGALG00000000120,6.84568,1.4451,1.40693,0,0.0237542,0.0271854,2.13665,2.27028,2.65955,395177
ENSGALG00000000122,389.895,281.376,243.353,655.792,351.706,351.172,404.873,239.938,212.066,417044
ENSGALG00000000129,36.5658,31.2723,33.9268,71.0185,58.9641,49.5581,35.0052,28.4814,38.7734,425450
ENSGALG00000000136,0.560833,0.499602,0.453978,0.201972,0.492739,0.469929,0.400183,0.457214,0.275839,693259
ENSGALG00000000137,40.5516,51.3154,41.6921,65.4164,74.1783,62.7042,28.2794,25.3442,25.569,396180
ENSGALG00000000141,166.80425,129.9768,113.30844,181.135643,32.89649,112.1011,271.417641,80.10539,147.62136,693256
ENSGALG00000000142,12.336251,20.001,18.24926,30.7924,64.3338,70.06656,92.7801,76.8632,115.2959,421152
ENSGALG00000000146,20.4112,14.9017,20.0397,28.6883,25.3344,21.7128,22.6488,13.1144,18.6778,425418
ENSGALG00000000150,272.086,243.864,189.253,363.581,391.521,359.25,245.186,210.472,192.161,425468
ENSGALG00000000151,3.845125,1.513883,1.746842,0.0939381,0.355551,0.610239,0.161318,0.307859,0.198999,415600
ENSGALG00000000154,1.639074,1.982806,3.42338,25.94969,29.772281,21.96323,7.205062,5.566263,4.806241,421153
ENSGALG00000000156,109.306,78.1463,80.4187,127.792,108.036,115.156,93.193,72.5706,63.264,417049
ENSGALG00000000158,25.6503,20.9559,13.445,21.6171,4.43389,17.7961,32.5875,14.1972,14.106,417050
ENSGALG00000000161,2.168348,6.91233,16.23018,19.3616,78.3873,83.0871,3.93814,12.30842,15.31915,415601
ENSGALG00000000162,2.1921,1.10072,0.238863,0.525915,0.17452,1.04499,0.744549,0.28965,0.0489877,106182184
ENSGALG00000000164,0.542493,0.73574,7.01165,0.261604,0.235979,0.168791,0.136759,0.0273706,0,421154
ENSGALG00000000168,3.55046,2.78785,2.32647,0.471393,1.01835,1.41519,0.0411385,0,0,374212
ENSGALG00000000172,0,0,0.237679,0,0,0,0,0,0,374004
ENSGALG00000000184,0.946122,1.114281,7.36663,3.0943252,0.984667,0.792607,0.698078,0.578276,0.866367,769933
ENSGALG00000000186,9.58338,7.00135,9.58362,23.94192,30.7764,10.85291,9.21495,4.11308,4.64928,425491
ENSGALG00000000189,5.20622,8.51829,19.65251,4.78556,17.57422,26.69215,4.44191,7.54176,11.9619,415602
ENSGALG00000000195,3.003825,5.36458,7.13441,1.533984,7.08762,7.52132,5.34654,9.88249,12.17197,419520
ENSGALG00000000201,10.068015,6.43868,5.208246,19.4401,10.973915,7.42106,12.09169,7.78346,5.9812461,419939
ENSGALG00000000208,2.697319,4.939024,6.9545,2.94424,9.33302,7.26271,2.459593,2.579346,4.117672,415603
ENSGALG00000000209,42.4626,54.6004,39.1056,169.905,249.429,327.482,22.1586,45.4299,30.5659,396452
ENSGALG00000000215,1.781440003,2.775453,6.258585,1.418715,7.85061,10.387048,1.30026,2.15528,3.76563,769972
ENSGALG00000000217,0.232375692,0.365593382,0.352418763,0.120394093,0.138664705,0.264492396,0.018810759,0.057187029,0.086250328,421155
ENSGALG00000000218,11.0392,10.5729,26.4991,25.113,29.9368,58.5753,27.9107,21.586,41.8502,770061
ENSGALG00000000220,6.418254984,7.30097,30.714769,5.091311,11.31175,12.4938296,4.547830049,5.58091,6.63005102,415607
ENSGALG00000000223,43.75603,44.52542,50.52993,103.9857,86.78332,112.71271,102.9224,62.06745,83.22815,421156
ENSGALG00000000225,3.052665,2.637326814,1.727145,4.021456,2.382310714,2.8605036,2.800804,1.268349001,1.005691,395415
ENSGALG00000000226,1.75013,1.04869,1.68373,4.70859,6.66839,6.59331,0.845593,1.55743,0.711049,421157
ENSGALG00000000227,39.90989,41.056714,34.6345,18.767177,21.9889,28.39967,4.11076,4.85693,3.77314,395155
ENSGALG00000000234,1.342943,4.345756,5.184136,10.57076,32.424,30.8611,4.36333,8.24147,3.97221,415608
ENSGALG00000000235,23.95437,76.3815,67.63563,14.74866,72.39011,65.9077,11.00514,31.89756,26.81548,419523
ENSGALG00000000241,2.2719656,3.40767,6.538718,7.08541,10.9861,9.16539,14.893,48.0909,42.23098,769322
ENSGALG00000000242,5.296681,4.59075,6.1634708,0.366363,0.15311,0.400518,0,0.0202959,0.0244892,395176
ENSGALG00000000243,3.91637,7.10903,5.63337,6.24165,11.8264,10.151,3.48065,6.40136,2.83736,395228
ENSGALG00000000244,6.34024,5.11109,7.53359,0.379887,1.5313,1.25517,0.0990788,0.57604,0.324359,723973
ENSGALG00000000247,6.38185,7.70973,16.9358,6.76096,12.5908,21.2092,4.96387,6.46,12.77,415609
ENSGALG00000000249,1.0849,3.00051,0.834646,3.11915,6.69365,2.55351,1.03564,2.07035,0.788874,378781
ENSGALG00000000251,0.639669,2.67171,0.760763,1.6617,1.21834,2.39953,1.35213,1.1305,0.63445,419940
ENSGALG00000000253,7.48598,13.5728,23.1831,12.5721,33.3944,33.8916,5.39444,9.6734,14.1731,415610
ENSGALG00000000255,2.72941,4.933896,8.00313,4.73528,17.2761,19.9266,15.8671,36.5858,49.4387,415611
ENSGALG00000000259,22.6697,23.6203,30.4836,47.8015,38.8516,35.2781,24.9326,20.8297,24.8524,430115
ENSGALG00000000264,6.15274,7.10851,23.14783,6.33103,10.84005,14.86855,5.84007,4.71831,6.34892,415612
ENSGALG00000000273,3.38806,5.304998,9.6085,4.600977,10.18998,11.36523,2.6494,2.241055,3.844504,415614
ENSGALG00000000274,0,0,0.101519,0.0235133,0,0,0.295198,0.417488,0,771308
ENSGALG00000000275,6.69872,14.1285,17.7746,7.66191,29.1275,23.9405,4.88451,10.652,8.94636,419526
ENSGALG00000000277,1.73642,1.3579,1.58036,2.59822,2.46299,2.37833,0.304801,0.142838,0.17235,770134
ENSGALG00000000280,17.23088,5.531361,10.92536,18.85335,12.61397,10.096237,1.027552,0.414527,0.783742,396100
ENSGALG00000000284,35.89149,37.93997,24.44526,102.0849,113.846,94.8637,6.068628,5.54237,6.29508,396230
ENSGALG00000000293,1.72613,7.16945,0.863697,1.60593,0.92628,1.37938,1976.94,2710.4,834.495,100858010
ENSGALG00000000295,0.215941,0.1638109,3.819339,3.604705,2.727156,3.670865,0.0281693,0.0276841,0.0262568,771410
ENSGALG00000000296,10.81886307,11.63486637,22.7187854,23.306266,50.79183193,36.1154541,10.472677,21.491436,26.95037385,426230
ENSGALG00000000299,0.178593,0.0353913,0.22971,0.0215314,0.0290877,0.0998679,0,0.0269905,0.0325669,421158
ENSGALG00000000302,8340.32,9211.2759,8714.0278,2.49079,3.52507,7.44786,0,9.39341,0.101198,396433
ENSGALG00000000309,3.426259,0.917793,1.487818,248.99691,178.9059,171.0066,7.1190072,15.4384,12.46646,421160
ENSGALG00000000311,7.06415,5.41871,7.63103,15.3571,21.731,20.0041,1.70094,2.37508,2.6446,419527
ENSGALG00000000317,0.170766,0.529265,0.51879,0.109932,0.0355099,0.203196,0.0429741,0.214173,0,396206
ENSGALG00000000318,72.9787,35.8091,23.1981,90.2197,14.0174,45.5063,20.0438,9.63852,9.2539,396176
ENSGALG00000000329,21.86621,12.8099,14.431352,54.89076,48.9438,52.2609,44.997109,24.756269,60.307305,419803
ENSGALG00000000336,432.5513,234.5213,373.9303001,30.611232,17.07888,22.917876,10.88022,7.65362,6.019067,395478
ENSGALG00000000341,0,0,0,66.1858,59.4008,45.4573,0,0,0,425968
ENSGALG00000000349,111.96785,82.063405,101.73119,188.74651,79.701979,73.79722,97.25418,47.238159,65.0589,428274
ENSGALG00000000352,20.0812,24.6805,30.1484,16.8215,21.3572,17.7848,10.2734,11.4847,14.4118,420053
ENSGALG00000000364,1.2454,0.389096,0.60611,0.550549,0.767503,0.585578,0,0.118695,0,428201
ENSGALG00000000365,0,0,0,0,0,0,0,0,0,396037
ENSGALG00000000367,0.0435552,0.384277,1.78156,0.597719,0.857259,1.8589,0.346598,0.334927,0.0505157,419945
ENSGALG00000000371,0,0,0.0743314,0,0,0.0538601,2.00097,1.2664,0.579605,374218
ENSGALG00000000374,16.53776,15.70345,12.164459,105.83121,43.96129,37.82715,59.6878,48.89781,42.83556,421165
ENSGALG00000000377,50.3995,75.9033,74.1162,60.0252,116.65,97.3084,38.2304,53.6736,61.3427,420054
ENSGALG00000000378,16.8246,8.15979,19.8755,14.4429,8.36419,13.5393,8.92179,7.48147,14.4266,419530
ENSGALG00000000379,6.37266,6.74817,16.2154,7.35286,5.84582,5.91186,4.08057,1.72798,2.73768,374209
ENSGALG00000000390,3.4518,6.76854,22.6358,5.30165,20.1411,19.6866,2.18022,4.88733,4.15226,419531
ENSGALG00000000394,37.5313,27.5144,24.2577,0.0265848,0.0171316,0.15685,0,0.0476894,0,419805
ENSGALG00000000396,4.95321,7.67419,17.32691,16.36346,31.90467,34.21013,3.964077303,5.73871,8.24329,419948
ENSGALG00000000397,7.45194,9.969086934,11.33110093,9.22157,18.8932261,16.28715376,5.96838,9.65101002,11.38331451,421167
ENSGALG00000000399,5.9852525,6.637555,9.75667,0.333266,0.0701272,0.224877,0,0,0,430912
ENSGALG00000000400,1.2481127,0.369273,0.5158916,0.2648709,0,0.159421,0,0.04467287,0,419806
ENSGALG00000000401,4.97571,1.48333,4.90853,5.45766,2.67808,2.47024,3.33402,1.39086,2.05862,100859595
ENSGALG00000000402,12.6405,6.27817,6.41315,4.11863,1.30373,2.28302,3.56314,1.77816,1.26622,419533
ENSGALG00000000404,14.0121,31.6839,60.2705,16.8539,76.8948,60.055,11.1702,29.603,27.2049,430917
ENSGALG00000000409,43.4554,43.0176,56.3511,36.3029,37.7834,40.9836,28.6546,22.0881,23.1476,419535
ENSGALG00000000410,14.28381,16.283927,25.74404,21.4534313,38.50857,37.04398,16.15759,18.91214,22.55071,419949
ENSGALG00000000417,5.752746,1.89694,1.428808,468.59785,83.03404,102.19637,1.12065,0.534638,0.683045,419809
ENSGALG00000000419,88.46136,75.55489,59.83321,189.2506,123.3341,133.5132,56.60196,52.5451,53.023757,419811
ENSGALG00000000424,19.64546,22.54777,18.67032,21.37251,33.17412,23.00762,16.33944,28.22079,20.45654,414829
ENSGALG00000000430,5.23588,6.24428,10.881,4.25643,9.32322,7.01073,5.13045,8.7134,11.8897,420056
ENSGALG00000000433,42.5155,49.0331,58.3183,18.227,15.3014,12.907,13.3477,8.79783,9.56304,100857247
ENSGALG00000000437,0,0,0.647162,0.0368233,0,0.062524,0,0.0506935,0,395926
ENSGALG00000000441,0.128755,0.155819,0.0254648,0,0,0.145446,0,0.0339132,0,395116
ENSGALG00000000442,3.7008,4.9094,1.68305,0.571,0.605269,1.05411,0.154954,0.191679,0.176783,395117
ENSGALG00000000451,0.0471097,0.0301551,9.00331,0.034013,0.247841,0.0567282,0,0,0,769589
ENSGALG00000000452,7.660956197,6.33996,7.11128,7.154660653,9.92415,17.74984,15.48267,9.61589,3.826013,373904
ENSGALG00000000458,0.372653,0.289892,0.419259,0.3880011,0.233245045,0.266937,0.283439,0.061836703,0.130572,428320
ENSGALG00000000461,43.8923,11.6403,13.4361,18.5446,4.91188,9.26851,2.04322,8.07686,6.05967,419950
ENSGALG00000000466,3.2706,4.04684,3.59989,5.19595,4.62705,5.40039,6.44746,5.68116,5.10327,396460
ENSGALG00000000469,0,0,0.0221878,0.0626307,0,0,0,0,0,428203
ENSGALG00000000470,10.8426,7.05382,9.05089,8.966549,15.3457,13.6275,5.73596,8.42483,10.1321,396222
ENSGALG00000000474,532.889,253.442,176.478,1000.96,408.445,506.646,542.2,188.893,179.706,373936
ENSGALG00000000476,0.940172,1.6127,2.14785,0.440606,0.705765,1.26082,0.313119,1.10212,1.11782,419539
ENSGALG00000000478,2.46506,1.02892,1.85643,8.86028,5.48016,5.57885,0.40402,0.314042,0.277329,419951
ENSGALG00000000497,0,0.0351056,0.136713,0.461768,0.173117,0.59437,0.121447,0,0.32304,419812
ENSGALG00000000498,36.4153,13.3316,13.0672,71.5493,34.7025,41.8452,0.133672,0.222841,0.0941085,419953
ENSGALG00000000504,1.25576,0.932709,0.631703,1.68145,0.466615,2.05978,4.15731,0.556679,1.26875,419813
ENSGALG00000000505,36.304593,20.061176,25.8402737,0.0120602,0.0251134,0.057482,0,0.058257,0.0140587,414871
ENSGALG00000000507,0.695337,0.738702,0.116233,0.423249,0.147183,0.54744,0.207791,0.239,0,415851
ENSGALG00000000511,16.07527,17.66459012,20.45642,10.816849,18.31338,20.605069,7.61885,8.6245929,9.68377,419814
ENSGALG00000000513,6.60056,7.21925,7.75388,8.35075,12.1269,12.9112,7.6796,8.08496,10.1558,415853
ENSGALG00000000516,0.426426,0.0787099,1.29421,0.351996,0.129381,0.493567,0.777146,0.420186,0.977785,415854
ENSGALG00000000518,10.610316,7.74484,10.28179,16.23851,10.07002,10.33194,10.76563,5.366655,5.93178,101748977
ENSGALG00000000521,0.687433,0.0847509,0.594089,5.63639,2.11753,4.97436,69.84528,20.723335,26.374757,415855
ENSGALG00000000523,7.55389,11.9202,10.6887,6.82942,23.7058,19.2049,6.68951,15.5163,13.8323,428260
ENSGALG00000000525,15.68358,12.25842,15.13719,13.24146,12.73389,13.00274,6.58971,4.280665,4.81046,419954
ENSGALG00000000528,10.13023,4.4049,23.6233,44.07282,11.09065749,11.91764,15.09168,3.235436,4.241924,415857
ENSGALG00000000529,19.0185,14.011,14.7161,19.8886,7.21766,12.7658,12.1155,6.33197,5.4363,419955
ENSGALG00000000533,83.4937,120.519,103.327,76.4885,168.117,134.023,53.6371,63.1527,56.0652,419815
ENSGALG00000000535,3.16851,5.99263,6.93253,2.97613,10.5585,13.5188,8.29471,19.876,17.1207,419364
ENSGALG00000000538,11.83515,11.48122,27.97641,14.40961,18.19297,16.47889,9.94269,8.46027,8.97745,419956
ENSGALG00000000540,10.5264,7.64324,25.1302,14.3724,13.5303,12.8089,3.93811,3.17225,2.84265,415858
ENSGALG00000000541,57.4818,63.9604,52.8421,40.6607,79.496,60.2397,45.5622,39.1167,41.368,421172
ENSGALG00000000542,106.837,66.2965,50.8143,269.904,125.536,186.986,139.518,79.4614,78.045,419549
ENSGALG00000000544,1.51149,1.295348,1.314966,2.774084,1.08702,1.70493,4.30351,1.115978,1.007104,100859805
ENSGALG00000000545,0.0541937,0.0159344,0.0413695,6.15651,4.05986,2.27818,4.79305,1.96864,2.11144,431167
ENSGALG00000000549,36.2146,13.82944,11.5556,107.5985,28.631205,24.5129,10.36595,8.27513,6.90691,415859
ENSGALG00000000550,17.70202334,15.6550227,28.84723442,16.19003007,18.67628685,20.79310272,13.70682,11.799542,12.47324636,419957
ENSGALG00000000551,5.47022,6.78038,9.57151,19.8275,30.1349,19.2804,14.3732,19.2929,22.064,419817
ENSGALG00000000556,0.403104,0.127619,0.82832,0,0,3.3611,0.775282,0.389304,2.11382,404535
ENSGALG00000000557,1.37178,0.545482,6.72693,2.0491,0.547952,1.14019,108.742,54.0801,59.1743,426690
ENSGALG00000000558,54.3662,73.3945,39.4266,1.88784,4.83093,4.36383,0.924549,0.329826,0.180895,420057
ENSGALG00000000560,28.4084,25.8205,9.12551,3.76185,3.2074,3.31872,1.85822,1.89577,1.91851,419818
ENSGALG00000000564,8.58116,19.7462,21.5935,13.5222,48.5143,32.4374,8.9562,27.0848,24.2845,419958
ENSGALG00000000573,2.1472,3.98877,7.56411,1.31304,6.21156,18.899,1.79456,2.62413,10.2339,419366
ENSGALG00000000577,16.025074,21.980973,42.34756,19.82813,44.206564,43.195224,22.70524,25.72509,28.00835,420058
ENSGALG00000000579,156.324,113.507,88.8072,204.151,133.484,126.991,49.4003,23.8032,27.5523,419368
ENSGALG00000000581,17.9476,20.3155,19.9387,14.8414,35.2443,22.5277,12.1505,14.4619,13.9253,419959
ENSGALG00000000583,6.22653,3.64883,3.10666,5.80869,1.824832,2.370896,5.92793,2.482176,2.71817,419820
ENSGALG00000000584,7.23396845,1.427772,1.418884,3.805777,0.523067,1.144215706,2.0221664,1.455039,1.071996,421174
ENSGALG00000000585,0.610403,0.36884,9.81535,0.640396,0.242516,1.31835,13.6519,14.9083,13.3047,396472
ENSGALG00000000589,3.74322,3.725945,1.83148,3.53647,2.6565,3.23325,5.42233,2.77798,3.25751,420061
ENSGALG00000000596,10.6311,19.1906,31.7186,10.5422,32.9424,29.1029,10.2813,22.03,20.6178,419960
ENSGALG00000000599,19.7373,10.0349,19.2343,16.2525,6.95884,12.3885,15.4568,10.6423,7.0698,420062
ENSGALG00000000603,26.82353,11.88688,12.68503,36.0204843,17.09372,17.31451,30.10792,11.124963,12.329367,419961
ENSGALG00000000604,0.882385,0.4499942,0.276495,0.5069908,0.72212,0.773381,0.0521558,0.101524,0.0734996,107049081
ENSGALG00000000606,38.7146,29.2421,29.9631,33.7719,22.4782,24.5733,21.7336,17.0087,17.9959,421175
ENSGALG00000000607,1.27535,1.11716,1.69881,1.47257,0.341037,0.780599,0.33845,0.389476,0.0881146,421176
ENSGALG00000000608,0.25545102,0.7132934,0.363253611,174.3809,150.3959935,160.79659,146.23821,123.2279656,114.2856844,415860
ENSGALG00000000613,40.059,54.4073,56.6239,59.2345,103.915,118.717,33.705,48.433,62.1048,420063
ENSGALG00000000615,11.8378,10.7677,11.6302,12.1809,13.7019,11.1449,6.77738,6.18264,8.07212,419556
ENSGALG00000000616,0.796963,0.869355,0.0778292,45.8304,48.3404,54.0824,14.2369,17.2836,4.13781,421177
ENSGALG00000000618,11.351589,10.76104,11.4775487,14.8386,16.363803,15.86066,6.31743,7.58737868,6.684674,404295
ENSGALG00000000619,2.088578,0.959967,0.425514,5.881954,7.75514,6.87124,182.8859,205.27337,1.46508,769087
ENSGALG00000000621,93.24087,42.415428,32.49254,23.031742,6.543016,12.25934,11.155603,5.55016,6.247812,428321
ENSGALG00000000625,22.468177,18.082389,69.84947116,14.225035,15.549791,14.952862,16.74835,9.901514,8.126526,426737
ENSGALG00000000627,17.53889,20.59071,27.89782,36.92867,40.7159,33.1668,19.2056,17.08354,22.71783,428173
ENSGALG00000000629,232.076,163.655,152.069,163.52,100.139,81.948,71.5038,33.1379,49.6289,420065
ENSGALG00000000632,2.29936,0.505773018,1.55396,3.264593,1.5578,2.06431,1.50292,0.532546,0.917963,769609
ENSGALG00000000636,21.211458,33.66686,37.07043,21.404224,55.459808,39.29494,19.55956,25.44182005,29.16695,419823
ENSGALG00000000637,5.78362,3.82721,3.40927,7.63001,7.68729,7.32836,5.17089,3.94626,2.83898,419370
ENSGALG00000000639,0.444192,0.175938,0.228388,4.75554,1.33033,1.91967,0.638224,0.0268352,0.0647591,428261
ENSGALG00000000643,7.27215,4.98595,5.85138,14.7097,12.581,13.9137,7.41153,4.20934,3.9955,769431
ENSGALG00000000650,43.165147,27.9831,24.1871,130.94749,38.08663,34.0169,69.20239,27.68533,30.24193,415863
ENSGALG00000000652,40.26074,31.425833,39.007989,21.015088,19.108579,22.664101,4.156177,3.245386,5.3473185,419371
ENSGALG00000000653,0.498631,0.542265,0.450951,0.0656863,0,0.127515,0,0.0387701,0,419825
ENSGALG00000000654,1.19845,0.478524,0.621179,0.287457,0.196646,0.112526,0.548212,0.273702,0.220168,101750075
ENSGALG00000000657,9.21214,13.2184,14.2815,9.04668,19.9829,15.6706,9.00325,11.2997,9.3615,395598
ENSGALG00000000660,28.3225,51.889,48.295,68.2894,90.0015,78.8626,45.4758,56.4459,67.7463,415865
ENSGALG00000000667,0.81452,0.888603,0.542828,3.01381,3.95238,1.79457,0.128184,0.438496,0.0961986,419559
ENSGALG00000000668,15.2626,26.5513,23.1919,15.4954,40.6772,32.4228,13.7611,17.6141,19.2351,419826
ENSGALG00000000669,23.44679,17.60606,27.04333,19.01248,15.023325,19.10663,19.88738,18.166843,19.057865,426718
ENSGALG00000000672,16.200737,7.46077,7.8576,13.921091,7.995696,9.8865,8.12642614,4.41348,3.51185,768916
ENSGALG00000000674,14.76749,8.0340197,6.005581259,80.66280015,37.961504,26.149232,33.56722,22.08333219,12.3710328,419963
ENSGALG00000000678,11.782056,12.6134,8.21165,120.40244,101.689,67.74672,161.47316,54.91151,66.5738,395465
ENSGALG00000000681,0.938947,2.321287,5.21586,6.11982,11.27562,7.63952,0.696573,0.898186,0.621282,419083
ENSGALG00000000685,11.81212,9.89314,9.008755,14.10463,16.7339,20.34464,9.43802,6.70326,6.53865,419964
ENSGALG00000000690,0.0208897,0,0.155542,0.453771,0.334831,0.22541,0,0,0,419084
ENSGALG00000000692,3.08204,1.37184,2.34953,56.154473,43.35108,28.64968,19.10596,21.29419,15.84521,771736
ENSGALG00000000693,23.6468,13.2632,21.1614,52.8995,20.4539,22.0475,34.2656,15.0804,14.335,415867
ENSGALG00000000695,2.74624,2.50664,2.06431,12.4332,24.7664,27.1523,1.23955,1.47998,1.58734,419831
ENSGALG00000000699,10.23614,7.11051,7.6891,16.32602,11.81839,11.30167,15.04705,7.75695,9.89891,415868
ENSGALG00000000703,0.596412,0.26918,1.28123,17.2614,9.95068,8.72107,1.60665,1.32295,3.48979,771751
ENSGALG00000000707,132.17,197.361,205.77,124.516,208.611,159.864,86.8449,112.365,155.572,415869
ENSGALG00000000708,30.996716,49.96684,58.12875,44.81779,127.18819,90.62240205,30.249928,61.41233005,81.621957,404775
ENSGALG00000000713,8.10678,4.3368505,7.021223,8.60854,6.88052,6.0505886,19.11228,7.0078502,7.871051,395682
ENSGALG00000000719,384.1665,408.5286,283.27724,559.62003,624.5715,560.794,408.58026,312.27793,301.964,373937
ENSGALG00000000720,27.610018,21.524955,21.665741,14.724321,6.39584,16.707995,20.8719,8.2877,25.4654,419563
ENSGALG00000000723,15.6443,30.928,45.515,14.6535,45.977,46.0073,13.1557,21.6585,27.6843,769300
ENSGALG00000000724,8.40865,20.372666,29.13106,46.656048,95.865058,111.832295,15.310979,27.303088,41.20718,419838
ENSGALG00000000726,33.2839,56.078,59.4117,48.532,169.378,147.577,23.0387,55.2049,54.8923,395637
ENSGALG00000000729,12.1911,10.839,11.2321,9.85736,16.2366,13.6374,4.4173,5.40434,5.36513,419564
ENSGALG00000000731,1.31846,7.52597,1.14936,0.642511,0.727706,1.24923,14.6443,5.93246,13.1524,419565
ENSGALG00000000734,10.7557,16.0058,15.4527,19.8422,32.298,32.5386,10.1234,13.9128,18.2654,419566
ENSGALG00000000736,2.269653,2.805864,2.203441,14.4334,8.66965,8.23271,12.31821,8.59387,8.1326,769076
ENSGALG00000000737,2.81795,3.78859,4.41262,18.1502,23.9257,16.1981,8.42184,9.54723,4.68507,769013
ENSGALG00000000740,8.555002,4.9138829,5.060493,12.219699,4.71801,4.20001,8.396775,3.112126,4.1708891,420069
ENSGALG00000000745,0.0184583,0.765512,1.00734,0.120319,0.0344748,0.0986364,0,0.0479838,0,428262
ENSGALG00000000747,18.1208,13.68173,14.73719,6.49485,9.5462,9.53821,7.38104,4.87478,3.11511,100857108
ENSGALG00000000748,2.072161,1.08419,8.108807,22.3008,12.848439,20.552274,9.59392,4.731593,5.5177,420070
ENSGALG00000000751,64.34141,35.927127,35.03129001,75.24354,36.57004294,40.381999,42.76999,23.78582357,21.84074,374026
ENSGALG00000000755,5.43703,8.94773,18.1036,2.76593,7.07253,5.25515,2.36479,4.89747,7.60333,419087
ENSGALG00000000764,89.1459,56.5138,57.4155,164.098,109.337,108.89,225.517,139.565,184.078,425656
ENSGALG00000000769,0.728989,1.13344,0.752014,0.526708,0.248415,1.70579,0.690272,2.03613,0.417193,771782
ENSGALG00000000775,52.88512,38.50557,25.15575,72.67367,16.85332461,57.1817,293.80435,130.62077,186.916634,425657
ENSGALG00000000776,11.049402,15.132933,22.22463,6.3867456,12.396892,10.9064247,4.813722,5.407764,7.532896,421182
ENSGALG00000000777,10.28758,10.9025965,19.693892,25.8306,29.24580601,29.92570282,13.09639,14.96938,18.06331689,395717
ENSGALG00000000783,2.374855,3.023436,5.61523,0.9253098,1.2878484,2.668452,2.5396897,2.221307,5.270269,428209
ENSGALG00000000784,25.65429,16.84844,23.04733,14.10778,12.19956,12.8307,9.23017,5.10779,4.82952,420072
ENSGALG00000000785,71.5315,72.5196,27.2227,39.4259,25.2277,26.6679,5.66444,4.18143,3.36356,426739
ENSGALG00000000787,20.2701,17.7562,23.5527,34.7204,28.2049,25.1701,23.1672,15.5181,18.3825,415875
ENSGALG00000000788,0,0.099169,0,0.0366622,0.0543371,0.124372,0,0.0504195,0,428263
ENSGALG00000000790,34.6519,81.0944,84.3615,47.6889,140.9336,109.4189,26.1602,50.3788,56.9376,419569
ENSGALG00000000791,3.12534,1.461972,4.97173,0.975463,0.655406,2.78158,1.289286,0.548399,0.93362,419841
ENSGALG00000000793,51.4701,25.9029,28.3572,106.281,39.3982,32.2757,53.6047,20.9872,24.9228,425660
ENSGALG00000000795,11.5023,8.58276,7.63837,13.9688,6.78579,9.28848,10.0837,5.95591,5.30691,420074
ENSGALG00000000802,6.06236,4.35025,3.19186,14.7018,9.05082,10.9117,10.5002,9.39196,7.2713,415876
ENSGALG00000000803,0,0,0.115551,0,0.0731596,0,0,0,0,100859850
ENSGALG00000000806,4.26999,0.688785,0.70446,0.174277,0.0343093,0.0785304,1.05545,2.54685,1.30605,420075
ENSGALG00000000811,28.7219,38.8744,38.7356,57.9214,101.718,108.376,34.3019,53.7507,52.5722,415877
ENSGALG00000000812,480.552,547.926,607.291,691.412,863.892,996.758,914.979,1165.09,1175.12,395746
ENSGALG00000000814,46.43728,74.59483,75.89471,57.51219,119.6387173,88.96987,33.563543,47.188319,52.716927,419570
ENSGALG00000000816,7.13646,6.281648041,6.48745,3.547047,2.904444091,3.346791,4.404673,3.259105,3.9189,419843
